"targets","layer","layer_old","name","description","fld_value","units","path_in","path_in_exists","filename","path_out"
"pressures","fp_art_lb","fp_art_lb","Low bycatch caused by artisanal fishing ","Modeled low bycatch artisanal fishing using non-destructive practices (Halpern et al. 2008) based on FAO fisheries statistics.

Data sources:

- Halpern, B.S., Walbridge S., Selkoe, K.A., Kappel, C.V., Micheli, F., D'Agrosa, C., Bruno, J.F., Casey, K.S., Ebert, C., Fox, H.E., Fujita, R., Heinemann, D., Lenihan, H.S., Madin, E.M.P., Perry, M.T., Selig, E.R., Spalding, M., Steneck, R., Watson, R. (2008) **A global map of human impact on marine ecosystems**. _Science_, 3199(5865): 948-952. [doi:10.1126/science.1149345](http://dx.doi.org/10.1126/science.1149345)
- [FAO fisheries statistics](http://www.fao.org/fishery/statistics/global-capture-production/en)","pressure_score","pressure score","/var/data/ohi/model/GL-NCEAS-Pressures_v2013a/data/fp_art_lb_2013_NEW.csv",TRUE,"fp_art_lb.csv","eez2015/layers/fp_art_lb.csv"
"pressures","fp_com_hb","fp_com_hb","High bycatch caused by commercial fishing ","Modeled destructive commercial fishing practices by 5 different gear types (Halpern et al. 2008).

Data sources:

- Halpern, B.S., Walbridge S., Selkoe, K.A., Kappel, C.V., Micheli, F., D'Agrosa, C., Bruno, J.F., Casey, K.S., Ebert, C., Fox, H.E., Fujita, R., Heinemann, D., Lenihan, H.S., Madin, E.M.P., Perry, M.T., Selig, E.R., Spalding, M., Steneck, R., Watson, R. (2008) **A global map of human impact on marine ecosystems**. _Science_, 3199(5865): 948-952. [doi:10.1126/science.1149345](http://dx.doi.org/10.1126/science.1149345)
","pressure_score","pressure score","/var/data/ohi/model/GL-NCEAS-Pressures_v2013a/data/fp_com_hb_2013_NEW.csv",TRUE,"fp_com_hb.csv","eez2015/layers/fp_com_hb.csv"
"pressures","fp_com_lb","fp_com_lb","Low bycatch caused by commercial fishing ","Modeled least destructive commercial fishing practices by 2 different gear types (Halpern et al. 2008).

Data sources:

- Halpern, B.S., Walbridge S., Selkoe, K.A., Kappel, C.V., Micheli, F., D'Agrosa, C., Bruno, J.F., Casey, K.S., Ebert, C., Fox, H.E., Fujita, R., Heinemann, D., Lenihan, H.S., Madin, E.M.P., Perry, M.T., Selig, E.R., Spalding, M., Steneck, R., Watson, R. (2008) **A global map of human impact on marine ecosystems**. _Science_, 3199(5865): 948-952. [doi:10.1126/science.1149345](http://dx.doi.org/10.1126/science.1149345)
","pressure_score","pressure score","/var/data/ohi/model/GL-NCEAS-Pressures_v2013a/data/fp_com_lb_2013_NEW.csv",TRUE,"fp_com_lb.csv","eez2015/layers/fp_com_lb.csv"
"pressures","fp_targetharvest","fp_targetharvest","Targeted harvest of cetaceans and sea turtles","Targeted harvest of cetaceans and marine turtles, from FAO fisheries data.

Data sources:

- [FAO fisheries statistics](http://www.fao.org/fishery/statistics/global-capture-production/en)","score","pressure score","../ohiprep/globalprep/FAO_targetedharvest/data/rgn_fao_targeted_2015a.csv",TRUE,"fp_targetharvest.csv","eez2015/layers/fp_targetharvest.csv"
"pressures","hd_intertidal","hd_intertidal","Coastal population density as a proxy for intertidal habitat destruction","Coastal population, defined as the total population inland of 10 miles, extracted from Gridded Population of the World (GPW) Population Density Grid Future Estimates.

Data sources:

- Center for International Earth Science Information Network (CIESIN)/Columbia University 
- CIESIN & CIAT (Center for International Earth Science Information Network (CIESIN)/Columbia University, & Centro Internacional de Agricultura Tropical (CIAT)) (2005). **Gridded Population of the World, Version 3 (GPWv3): Population Density Grid, Future Estimates**. Palisades, NY. [NASA Socioeconomic Data and Applications Center (SEDAC)](http://sedac.ciesin.columbia.edu/data/set/gpw-v3-population-density-future-estimates)
","pressure_score","pressure score","/var/data/ohi/model/GL-NCEAS-Pressures_v2013a/data/hd_intertidal_2013_NEW.csv",TRUE,"hd_intertidal.csv","eez2015/layers/hd_intertidal.csv"
"pressures","hd_subtidal_hb","hd_subtidal_hb","High bycatch artisanal fishing practices as a proxy for subtidal hard bottom habitat destruction","The presence of destructive artisanal blast fishing (Reefs at Risk Revisited).

Data sources:

- [Reefs at Risk Revisited](http://www.wri.org/publication/reefs-at-risk-revisited) ","value","pressure score","/var/data/ohi/model/GL-NCEAS-Pressures_v2013a/data/p_hd_subtidal_hb_v2013a.csv",TRUE,"hd_subtidal_hb.csv","eez2015/layers/hd_subtidal_hb.csv"
"pressures","hd_subtidal_sb","hd_subtidal_sb","High bycatch commercial fishing practices as a proxy for subtidal soft bottom habitat destruction","Spatially distributed commercial catch data by fishing gear type, developed by Sea Around Us Project.

Data sources:

- [Sea Around Us Project (SAUP)](http://www.seaaroundus.org/)
","pressures.score","pressure score","/var/data/ohi/model/GL-NCEAS-subtidal_softbottom_v2013a/data/po_rgn_hd_subtidal_sb_2013a.csv",TRUE,"hd_subtidal_sb.csv","eez2015/layers/hd_subtidal_sb.csv"
"pressures","po_chemicals_3nm","po_chemicals_3nm","Land-based chemical pollution","Modeled land-based organic pollution at 1km2 resolution (Halpern et al. 2008).

Data sources:

- Halpern, B.S., Walbridge S., Selkoe, K.A., Kappel, C.V., Micheli, F., D'Agrosa, C., Bruno, J.F., Casey, K.S., Ebert, C., Fox, H.E., Fujita, R., Heinemann, D., Lenihan, H.S., Madin, E.M.P., Perry, M.T., Selig, E.R., Spalding, M., Steneck, R., Watson, R. (2008) **A global map of human impact on marine ecosystems**. _Science_, 3199(5865): 948-952. [doi:10.1126/science.1149345](http://dx.doi.org/10.1126/science.1149345)
","pressure_score","pressure score","/var/data/ohi/model/GL-NCEAS-Pressures_v2013a/data/po_chemicals_3nm_2013_NEW.csv",TRUE,"po_chemicals_3nm.csv","eez2015/layers/po_chemicals_3nm.csv"
"pressures","po_nutrients_3nm","po_nutrients_3nm","Coastal nutrient pollution","Modeled coastal nutrient pollution (Halpern et al. 2008).

Data sources:

- Halpern, B.S., Walbridge S., Selkoe, K.A., Kappel, C.V., Micheli, F., D'Agrosa, C., Bruno, J.F., Casey, K.S., Ebert, C., Fox, H.E., Fujita, R., Heinemann, D., Lenihan, H.S., Madin, E.M.P., Perry, M.T., Selig, E.R., Spalding, M., Steneck, R., Watson, R. (2008) **A global map of human impact on marine ecosystems**. _Science_, 3199(5865): 948-952. [doi:10.1126/science.1149345](http://dx.doi.org/10.1126/science.1149345)
","pressure_score","pressure score","/var/data/ohi/model/GL-NCEAS-Pressures_v2013a/data/po_nutrients_3nm_2013_NEW.csv",TRUE,"po_nutrients_3nm.csv","eez2015/layers/po_nutrients_3nm.csv"
"pressures","sp_alien","sp_alien","Alien species","The number and type of invasive and harmful invasive species in each marine ecoregion (Molnar et al. 2008). 

Data sources:

- Molnar, J.L., Gamboa, R.L., Revenga C., Spalding, M. (2008). **Assessing the global threat of invasive species to marine biodiversity**. _Frontiers in Ecology and the Environment_ 6(485). [doi:10.1890/070064](http://dx.doi.org/10.1890/070064)
","pressures.score","pressure score","/var/data/ohi/model/GL-NCEAS-Pressures_v2013a/data/p_sp_alien_2013a.csv",TRUE,"sp_alien.csv","eez2015/layers/sp_alien.csv"
"pressures","sp_genetic","sp_genetic","Introduced species as a proxy for genetic escapes ","Statistics on native or introduced species from the Mariculture Sustainibility Index (MSI). 

Data sources:

- Trujillo P. (2008). **Using a mariculture sustainability index to rank countriesâ performances**. In: A comparative assessment of biodiversity, fisheries and aquaculture in 53 countriesâ Exclusive Economic Zones, Alder J, Pauly D, editors. _Fisheries Centre Research Report_, vol. 16(7) p. 28â56.","pressures.score","pressure score","/var/data/ohi/model/GL-NCEAS-Pressures-GenEsc_v2013a/data/GenEsc_v2013a.csv",TRUE,"sp_genetic.csv","eez2015/layers/sp_genetic.csv"
"pressures","ss_wgi","ss_wgi","Weakness of governance indicated with the WGI","Inverse of World Governance Indicators (WGI) six combined scores.

Data sources:

- [Worldwide Governance Indicators (WGI)](http://info.worldbank.org/governance/wgi/index.asp)","score","pressure score","../ohiprep/globalprep/worldbank_wgi/data/rgn_wb_wgi_2015a_inverse.csv",TRUE,"ss_wgi.csv","eez2015/layers/ss_wgi.csv"
"pressures CP","cp_habitat_extent_rank","rnk_cp_habitat_extent_rank","Habitat extent * rank, per Coastal Protection habitats","Habitat extent * habitat rank for Coastal Protection habitats: coral, mangrove offshore 1km, mangrove inland 1km, saltmarsh, seaice_shoreline and seagrass","extent_rank","rank","/var/data/ohi/model/GL-NCEAS-Habitats_v2013a/data/cp_habitat_extent_rank_NewSeaIce.csv",TRUE,"cp_habitat_extent_rank.csv","eez2015/layers/cp_habitat_extent_rank.csv"
"pressures CS","cs_habitat_extent","rnk_cs_habitat_extent","Habitat extent * rank, per Carbon Storage habitats","Habitat extent * habitat rank for Carbon Storage habitats: mangrove, saltmarsh and seagrass","km2","km^2","/var/data/ohi/model/GL-NCEAS-Habitats_v2013a/data/cs_habitat_extent.csv",TRUE,"cs_habitat_extent.csv","eez2015/layers/cs_habitat_extent.csv"
"pressures CW","po_chemicals","po_chemicals","Ocean-based chemical pollution","Modeled ocean-based chemical pollution from commercial shipping traffic and ports and harbors (Halpern et al. 2008).

Data sources:

- Halpern, B.S., Walbridge S., Selkoe, K.A., Kappel, C.V., Micheli, F., D'Agrosa, C., Bruno, J.F., Casey, K.S., Ebert, C., Fox, H.E., Fujita, R., Heinemann, D., Lenihan, H.S., Madin, E.M.P., Perry, M.T., Selig, E.R., Spalding, M., Steneck, R., Watson, R. (2008) **A global map of human impact on marine ecosystems**. _Science_, 3199(5865): 948-952. [doi:10.1126/science.1149345](http://dx.doi.org/10.1126/science.1149345)
","pressure_score","pressure score","/var/data/ohi/model/GL-NCEAS-Pressures_v2013a/data/po_chemicals_2013_NEW.csv",TRUE,"po_chemicals.csv","eez2015/layers/po_chemicals.csv"
"pressures CW","po_nutrients","po_nutrients","Ocean nutrient pollution","Modeled ocean nutrient pollution (Halpern et al. 2008).

Data sources:

- Halpern, B.S., Walbridge S., Selkoe, K.A., Kappel, C.V., Micheli, F., D'Agrosa, C., Bruno, J.F., Casey, K.S., Ebert, C., Fox, H.E., Fujita, R., Heinemann, D., Lenihan, H.S., Madin, E.M.P., Perry, M.T., Selig, E.R., Spalding, M., Steneck, R., Watson, R. (2008) **A global map of human impact on marine ecosystems**. _Science_, 3199(5865): 948-952. [doi:10.1126/science.1149345](http://dx.doi.org/10.1126/science.1149345)
","pressure_score","pressure score","/var/data/ohi/model/GL-NCEAS-Pressures_v2013a/data/po_nutrients_2013_NEW.csv",TRUE,"po_nutrients.csv","eez2015/layers/po_nutrients.csv"
"pressures CW","po_pathogens","po_pathogens","Access to improved sanitation as a proxy for pathogen pollution","Percent of population with access to improved sanitation facilities. 

Data sources:

- [World Health Organization and United Nations Children's Fund's Joint Monitoring Programme (WHO/UNICEF's JMP)](http://www.wssinfo.org/data-estimates/table)
","pressure_score","pressure score","../ohiprep/Global/WHOUNICEF-Sanitation_v2012/data/po_pathogens_popdensity25km_2014a.csv",TRUE,"po_pathogens.csv","eez2015/layers/po_pathogens.csv"
"pressures CW","po_trash","po_trash","Trash pollution","Density of trash from coastal land and sea (Ocean Conservancy). 

Data sources:

- [Ocean Conservancy International Coastal Cleanup 2012](http://www.oceanconservancy.org/our-work/international-coastal-cleanup/2012-ocean-trash-index.html)
","pressure_score","pressure score","../ohiprep/globalprep/PressuresRegionExtract/data/trash_eez_2015.csv",TRUE,"po_trash.csv","eez2015/layers/po_trash.csv"
"pressures HAB","hab_presence","rnk_hab_presence","Habitat presence","Modeled combined habitat presence","boolean","boolean","/var/data/ohi/model/GL-NCEAS-Habitats_v2013a/data/hab_habitat_presence_NewSeaIce.csv",TRUE,"hab_presence.csv","eez2015/layers/hab_presence.csv"
"resilience","alien_species","alien_species","Alien species","The number and type of invasive and harmful invasive species in each marine ecoregion (Molnar et al. 2008). 

Data sources:

- Molnar, J.L., Gamboa, R.L., Revenga C., Spalding, M. (2008). **Assessing the global threat of invasive species to marine biodiversity**. _Frontiers in Ecology and the Environment_ 6(485). [doi:10.1890/070064](http://dx.doi.org/10.1890/070064)
","resilience score","resilience score","/var/data/ohi/model/GL-NCEAS-Resilience_v2013a/data/r_alien_species_Nature2012disaggregated.csv",TRUE,"alien_species.csv","eez2015/layers/alien_species.csv"
"resilience","cites","cites","Resilience from commitment to CITES","Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES) signatories.

Data sources:

- [CITES List of Contracting Parties](http://www.cites.org/eng/disc/parties/chronolo.php)

","resilience score","resilience score","../ohiprep/Global/CITES-Signatories_v2014/data/rgn_cites_2014a_lyr.csv",TRUE,"cites.csv","eez2015/layers/cites.csv"
"resilience","fishing_v1","fishing_v1","CBD survey: coastal fishing v1","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

Data sources:

- [Convention on Biological Diversity (CBD)](http://www.cbd.int/reports/search/default.shtml)
","resilience score","resilience score","../ohiprep/Global/GL-Resilience_Fish_Hab_2014a/data/r_fishing_v1_2014a.csv",TRUE,"fishing_v1.csv","eez2015/layers/fishing_v1.csv"
"resilience","fishing_v1_eez","fishing_v1_eez","CBD survey: ocean fishing v1","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

Data sources:

- [Convention on Biological Diversity (CBD)](http://www.cbd.int/reports/search/default.shtml)
","resilience score","resilience score","../ohiprep/Global/GL-Resilience_Fish_Hab_2014a/data/r_fishing_v1_eez_2014a.csv",TRUE,"fishing_v1_eez.csv","eez2015/layers/fishing_v1_eez.csv"
"resilience","fishing_v2_eez","fishing_v2_eez","CBD survey: ocean fishing v2","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

Data sources:

- [Convention on Biological Diversity (CBD)](http://www.cbd.int/reports/search/default.shtml)
","resilience score","resilience score","../ohiprep/Global/GL-Resilience_Fish_Hab_2014a/data/r_fishing_v2_eez_2014a.csv",TRUE,"fishing_v2_eez.csv","eez2015/layers/fishing_v2_eez.csv"
"resilience","fishing_v3","fishing_v3","CBD survey: coastal fishing v3","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

Data sources:

- [Convention on Biological Diversity (CBD)](http://www.cbd.int/reports/search/default.shtml)
","resilience score","resilience score","../ohiprep/Global/GL-Resilience_Fish_Hab_2014a/data/r_fishing_v3_2014a.csv",TRUE,"fishing_v3.csv","eez2015/layers/fishing_v3.csv"
"resilience","fishing_v3_eez","fishing_v3_eez","CBD survey: ocean fishing v3","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

Data sources:

- [Convention on Biological Diversity (CBD)](http://www.cbd.int/reports/search/default.shtml)
","resilience score","resilience score","../ohiprep/Global/GL-Resilience_Fish_Hab_2014a/data/r_fishing_v3_eez_2014a.csv",TRUE,"fishing_v3_eez.csv","eez2015/layers/fishing_v3_eez.csv"
"resilience","habitat","habitat","CBD survey: habitat","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

Data sources:

- [Convention on Biological Diversity (CBD)](http://www.cbd.int/reports/search/default.shtml)
","resilience score","resilience score","/var/data/ohi/model/GL-NCEAS-Resilience_v2013a/data/r_habitat_2013a.csv",TRUE,"habitat.csv","eez2015/layers/habitat.csv"
"resilience","habitat_combo","habitat_combo","CBD survey: coastal habitat","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

Data sources:

- [Convention on Biological Diversity (CBD)](http://www.cbd.int/reports/search/default.shtml)
","resilience score","resilience score","../ohiprep/Global/GL-Resilience_Fish_Hab_2014a/data/r_habitat_combo_2014a.csv",TRUE,"habitat_combo.csv","eez2015/layers/habitat_combo.csv"
"resilience","habitat_combo_eez","habitat_combo_eez","CBD survey: ocean habitat","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

Data sources:

- [Convention on Biological Diversity (CBD)](http://www.cbd.int/reports/search/default.shtml)
","resilience score","resilience score","../ohiprep/Global/GL-Resilience_Fish_Hab_2014a/data/r_habitat_combo_eez_2014a.csv",TRUE,"habitat_combo_eez.csv","eez2015/layers/habitat_combo_eez.csv"
"resilience","li_gci","li_gci","GCI: competitiveness in achieving sustained economic prosperity","Global Competitiveness Index (GCI) scores from the World Economic Forum.

Data sources:

- [World Economic Forum](http://www.weforum.org/issues/global-competitiveness)
","score","resilience score","../ohiprep/Global/WEF-Economics_v2014/data/rgn_wef_gci_2014a.csv",TRUE,"li_gci.csv","eez2015/layers/li_gci.csv"
"resilience","li_sector_evenness","li_sector_evenness","Sector evenness as a measure of economic diversity","Shannon's Diversity Index calculated sector evenness based on the total number of sectors and the proportion of jobs belonging to any sector.","resilience score","resilience score","/var/data/ohi/model/GL-NCEAS-Resilience_v2013a/data/r_li_sector_evenness_2013a.csv",TRUE,"li_sector_evenness.csv","eez2015/layers/li_sector_evenness.csv"
"resilience","mariculture","mariculture","CBD survey: mariculture","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

Data sources:

- [Convention on Biological Diversity (CBD)](http://www.cbd.int/reports/search/default.shtml)
","resilience score","resilience score","/var/data/ohi/model/GL-NCEAS-Resilience_v2013a/data/r_mariculture_2013a.csv",TRUE,"mariculture.csv","eez2015/layers/mariculture.csv"
"resilience","msi_gov","msi_gov"," MSI sustainability and regulations","Mariculture practice assessment criteria from the Mariculture Sustainability Index (MSI). 

Data sources:

- Trujillo P. (2008). **Using a mariculture sustainability index to rank countriesâ performances**. In: A comparative assessment of biodiversity, fisheries and aquaculture in 53 countriesâ Exclusive Economic Zones, Alder J, Pauly D, editors. _Fisheries Centre Research Report_, vol. 16(7) p. 28â56.","resilience score","resilience score","/var/data/ohi/model/GL-NCEAS-Resilience_v2013a/data/r_msi_gov_2013a.csv",TRUE,"msi_gov.csv","eez2015/layers/msi_gov.csv"
"resilience","species_diversity","species_diversity","Ocean ecological integrity","Marine species diversity as a proxy for ecological integrity: ocean (IUCN).

Data sources:

- [International Union for Conservation of Nature (IUCN)](http://www.iucnredlist.org/technical-documents/classification-schemes/threats-classification-scheme)
","score","resilience score","/var/data/ohi/model/GL-NCEAS-SpeciesDiversity_v2013a/data/rgn_spp_score_2013.csv",TRUE,"species_diversity.csv","eez2015/layers/species_diversity.csv"
"resilience","species_diversity_3nm","species_diversity_3nm","Coastal ecological integrity","Marine species diversity as a proxy for ecological integrity: coastal (IUCN).

Data sources:

- [International Union for Conservation of Nature (IUCN)](http://www.iucnredlist.org/technical-documents/classification-schemes/threats-classification-scheme)
","score","resilience score","/var/data/ohi/model/GL-NCEAS-SpeciesDiversity_v2013a/data/rgn_spp_score_offshore3nm_2013.csv",TRUE,"species_diversity_3nm.csv","eez2015/layers/species_diversity_3nm.csv"
"resilience","tourism","tourism","CBD survey: tourism","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

Data sources:

- [Convention on Biological Diversity (CBD)](http://www.cbd.int/reports/search/default.shtml)
","resilience score","resilience score","/var/data/ohi/model/GL-NCEAS-Resilience_v2013a/data/r_tourism_2013a.csv",TRUE,"tourism.csv","eez2015/layers/tourism.csv"
"resilience","water","water","CBD survey: water","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

Data sources:

- [Convention on Biological Diversity (CBD)](http://www.cbd.int/reports/search/default.shtml)
","resilience score","resilience score","/var/data/ohi/model/GL-NCEAS-Resilience_v2013a/data/r_water_2013a.csv",TRUE,"water.csv","eez2015/layers/water.csv"
"resilience","wgi_all","wgi_all","Strength of governance indicated with the WGI","World Governance Indicators (WGI) six combined scores.

Data sources:

- [Worldwide Governance Indicators (WGI)](http://info.worldbank.org/governance/wgi/index.asp)","score","resilience score","../ohiprep/globalprep/worldbank_wgi/data/rgn_wb_wgi_2015a.csv",TRUE,"wgi_all.csv","eez2015/layers/wgi_all.csv"
"spatial","cntry_georegions","cnk_cntry_georegions","Georegion ids per country, at 3 georegion levels","Lookup table of country codes and UN georegions at 3 georegion levels.

Data sources:

- [UN geographical region and composition](http://unstats.un.org/unsd/methods/m49/m49regin.htm)","georgn_id","georegion id","/var/data/ohi/model/GL-NCEAS-OceanRegions_v2013a/manual_output/cntry_georegions_long_2013b.csv",TRUE,"cntry_georegions.csv","eez2015/layers/cntry_georegions.csv"
"spatial","cntry_rgn","cn_cntry_rgn","Regions per country","Lookup table of country codes (based on ISO 3166 country codes) and Ocean Health Index region idenifiers.

Data sources:

- [ISO 3166 country codes](http://en.wikipedia.org/wiki/ISO_3166-1)
","rgn_id","region id","/var/data/ohi/model/GL-NCEAS-OceanRegions_v2013a/manual_output/cntry_rgn_2013.csv",TRUE,"cntry_rgn.csv","eez2015/layers/cntry_rgn.csv"
"spatial","rgn_area","rn_rgn_area","Region area of total EEZ ocean","Area of Ocean Health Index regions based on exclusive economic zones (VLIZ 2012). 

Data sources:

- [VLIZ Maritime Boundaries Geodatabase, version 7](http://www.marineregions.org/)
","area_km2","km^2","/var/data/ohi/model/GL-NCEAS-OceanRegions_v2013a/data/rgn_fao_gcs_area.csv",TRUE,"rgn_area.csv","eez2015/layers/rgn_area.csv"
"spatial","rgn_area_inland1km","rn_rgn_area_inland1km","Region area 1 km inland","inland area 1 km from shore.","area_km2","km^2","/var/data/ohi/model/GL-NCEAS-OceanRegions_v2013a/data/rgn_area_inland1km.csv",TRUE,"rgn_area_inland1km.csv","eez2015/layers/rgn_area_inland1km.csv"
"spatial","rgn_area_offshore3nm","rn_rgn_area_offshore3nm","Region area offshore 3nm","Area of Ocean Health Index regions to 3nm (VLIZ 2012). 

Data sources:

- [VLIZ Maritime Boundaries Geodatabase, version 7](http://www.marineregions.org/)
","area_km2","km^2","/var/data/ohi/model/GL-NCEAS-OceanRegions_v2013a/data/rgn_area_offshore3nm.csv",TRUE,"rgn_area_offshore3nm.csv","eez2015/layers/rgn_area_offshore3nm.csv"
"spatial","rgn_georegion_labels","rtk_rgn_georegion_labels","Georegion labels per region, at 3 georegion levels","Lookup table of Ocean Health Index regions and UN georegion names at 3 georegion levels.

Data sources:

- [UN geographical region and composition](http://unstats.un.org/unsd/methods/m49/m49regin.htm)
","label","label","/var/data/ohi/model/GL-NCEAS-OceanRegions_v2013a/manual_output/rgn_georegions_labels_long_2013b.csv",TRUE,"rgn_georegion_labels.csv","eez2015/layers/rgn_georegion_labels.csv"
"spatial","rgn_georegions","rnk_rgn_georegions","Georegion ids per region, at 3 georegion levels","Lookup table of Ocean Health Index regions and UN georegion identifiers at 3 georegion levels.

Data sources:

- [UN geographical region and composition](http://unstats.un.org/unsd/methods/m49/m49regin.htm)
","georgn_id","georegion id","/var/data/ohi/model/GL-NCEAS-OceanRegions_v2013a/manual_output/rgn_georegions_long_2013b.csv",TRUE,"rgn_georegions.csv","eez2015/layers/rgn_georegions.csv"
"spatial","rgn_global","rnk_rgn_global","regions used in global analysis for Nature 2012, subset of regions_labels by type=eez and not deleted or disputed ","Regions used in global analysis for Nature 2012, subset of regions_labels by type=eez and not deleted or disputed. ","label","label","/var/data/ohi/model/GL-NCEAS-OceanRegions_v2013a/data/rgn_global.csv",TRUE,"rgn_global.csv","eez2015/layers/rgn_global.csv"
"spatial","rgn_labels","rtk_rgn_labels","regions by type (eez, subocean, unclaimed) and label","Ocean Health Index regions by type (eez, subocean, unclaimed) and label","label","label","/var/data/ohi/model/GL-NCEAS-OceanRegions_v2013a/data/rgn_labels.csv",TRUE,"rgn_labels.csv","eez2015/layers/rgn_labels.csv"
