"goal","dimension","region_id","score","old_score","change"
"AO","future",0,NA,72.8,NA
"AO","future",1,NA,96.73,NA
"AO","future",2,NA,97.18,NA
"AO","future",3,NA,99.26,NA
"AO","future",4,NA,98.73,NA
"AO","future",5,NA,67.13,NA
"AO","future",6,NA,47.32,NA
"AO","future",7,NA,45.45,NA
"AO","future",8,NA,53.55,NA
"AO","future",9,NA,46.9,NA
"AO","future",10,NA,47.91,NA
"AO","future",11,NA,54.87,NA
"AO","future",12,NA,100,NA
"AO","future",13,NA,89.15,NA
"AO","future",14,NA,75.07,NA
"AO","future",15,NA,62.38,NA
"AO","future",16,NA,100,NA
"AO","future",17,NA,52.21,NA
"AO","future",18,NA,48.44,NA
"AO","future",19,NA,46.98,NA
"AO","future",20,NA,89.57,NA
"AO","future",21,NA,52.28,NA
"AO","future",24,NA,64.52,NA
"AO","future",25,NA,72.45,NA
"AO","future",26,NA,56.61,NA
"AO","future",28,NA,43.7,NA
"AO","future",29,NA,53.05,NA
"AO","future",30,NA,51.79,NA
"AO","future",31,NA,59.27,NA
"AO","future",32,NA,51.49,NA
"AO","future",33,NA,51.77,NA
"AO","future",34,NA,51.84,NA
"AO","future",35,NA,51.78,NA
"AO","future",36,NA,51.72,NA
"AO","future",37,NA,56.9,NA
"AO","future",38,NA,55.37,NA
"AO","future",39,NA,49.63,NA
"AO","future",40,NA,49.49,NA
"AO","future",41,NA,44.8,NA
"AO","future",42,NA,44.24,NA
"AO","future",43,NA,61.61,NA
"AO","future",44,NA,41.36,NA
"AO","future",45,NA,56.5,NA
"AO","future",46,NA,53.24,NA
"AO","future",47,NA,57.06,NA
"AO","future",48,NA,65.58,NA
"AO","future",49,NA,49.06,NA
"AO","future",50,NA,72.6,NA
"AO","future",51,NA,71.3,NA
"AO","future",52,NA,70.4,NA
"AO","future",53,NA,58.58,NA
"AO","future",54,NA,67.31,NA
"AO","future",55,NA,74.39,NA
"AO","future",56,NA,49.81,NA
"AO","future",57,NA,74.79,NA
"AO","future",58,NA,73.79,NA
"AO","future",59,NA,84.13,NA
"AO","future",60,NA,75.53,NA
"AO","future",61,NA,71.27,NA
"AO","future",62,NA,62.93,NA
"AO","future",63,NA,48.85,NA
"AO","future",64,NA,53.23,NA
"AO","future",65,NA,59.74,NA
"AO","future",66,NA,54.47,NA
"AO","future",67,NA,48.02,NA
"AO","future",68,NA,75.13,NA
"AO","future",69,NA,85.84,NA
"AO","future",70,NA,84.84,NA
"AO","future",71,NA,68.71,NA
"AO","future",72,NA,70.77,NA
"AO","future",73,NA,75.88,NA
"AO","future",74,NA,72.33,NA
"AO","future",75,NA,62.74,NA
"AO","future",76,NA,75.45,NA
"AO","future",77,NA,71.28,NA
"AO","future",78,NA,65.08,NA
"AO","future",79,NA,83.07,NA
"AO","future",80,NA,72.28,NA
"AO","future",81,NA,85.92,NA
"AO","future",82,NA,72.14,NA
"AO","future",84,NA,69.18,NA
"AO","future",85,NA,96.64,NA
"AO","future",86,NA,97.07,NA
"AO","future",88,NA,96.69,NA
"AO","future",89,NA,NA,NA
"AO","future",90,NA,NA,NA
"AO","future",91,NA,NA,NA
"AO","future",92,NA,NA,NA
