"goal","dimension","region_id","score","old_score","change"
"AO","future",0,72.63,72.63,0
"AO","future",1,96.79,96.79,0
"AO","future",2,97.25,97.25,0
"AO","future",3,99.32,99.32,0
"AO","future",4,98.8,98.8,0
"AO","future",5,67.26,67.26,0
"AO","future",6,47.2,47.2,0
"AO","future",7,45.48,45.48,0
"AO","future",8,53.45,53.45,0
"AO","future",9,46.73,46.73,0
"AO","future",10,48.25,48.25,0
"AO","future",11,54.83,54.83,0
"AO","future",12,100,100,0
"AO","future",13,89.12,89.12,0
"AO","future",14,74.71,74.71,0
"AO","future",15,61.68,61.68,0
"AO","future",16,100,100,0
"AO","future",17,52.06,52.06,0
"AO","future",18,48.34,48.34,0
"AO","future",19,46.83,46.83,0
"AO","future",20,89.6,89.6,0
"AO","future",21,51.9,51.9,0
"AO","future",24,64.09,64.09,0
"AO","future",25,72.63,72.63,0
"AO","future",26,56.48,56.48,0
"AO","future",28,43.42,43.42,0
"AO","future",29,53.08,53.08,0
"AO","future",30,51.82,51.82,0
"AO","future",31,58.63,58.63,0
"AO","future",32,51.39,51.39,0
"AO","future",33,51.81,51.81,0
"AO","future",34,51.87,51.87,0
"AO","future",35,51.81,51.81,0
"AO","future",36,51.75,51.75,0
"AO","future",37,56.62,56.62,0
"AO","future",38,55.2,55.2,0
"AO","future",39,49.4,49.4,0
"AO","future",40,49.2,49.2,0
"AO","future",41,45.29,45.29,0
"AO","future",42,44.48,44.48,0
"AO","future",43,61.5,61.5,0
"AO","future",44,41.1,41.1,0
"AO","future",45,56.78,56.78,0
"AO","future",46,53.6,53.6,0
"AO","future",47,56.87,56.87,0
"AO","future",48,66.59,66.59,0
"AO","future",49,49.33,49.33,0
"AO","future",50,71.1,71.1,0
"AO","future",51,92.27,92.27,0
"AO","future",52,69.33,69.33,0
"AO","future",53,58.39,58.39,0
"AO","future",54,78.72,78.72,0
"AO","future",55,74.77,74.77,0
"AO","future",56,49.96,49.96,0
"AO","future",57,75.18,75.18,0
"AO","future",58,74.76,74.76,0
"AO","future",59,84.17,84.17,0
"AO","future",60,75.89,75.89,0
"AO","future",61,71.58,71.58,0
"AO","future",62,62.94,62.94,0
"AO","future",63,49.04,49.04,0
"AO","future",64,53.25,53.25,0
"AO","future",65,60.24,60.24,0
"AO","future",66,53.84,53.84,0
"AO","future",67,49.02,49.02,0
"AO","future",68,78.99,78.99,0
"AO","future",69,73.91,73.91,0
"AO","future",70,84.01,84.01,0
"AO","future",71,68.96,68.96,0
"AO","future",72,70.33,70.33,0
"AO","future",73,75.56,75.56,0
"AO","future",74,71.54,71.54,0
"AO","future",75,63.1,63.1,0
"AO","future",76,75.42,75.42,0
"AO","future",77,75.59,75.59,0
"AO","future",78,65.63,65.63,0
"AO","future",79,82.75,82.75,0
"AO","future",80,72.43,72.43,0
"AO","future",81,84.45,84.45,0
"AO","future",82,72.14,72.14,0
"AO","future",84,68.79,68.79,0
"AO","future",85,94.42,94.42,0
"AO","future",86,94.85,94.85,0
"AO","future",88,94.47,94.47,0
"AO","future",89,NA,NA,NA
"AO","future",90,NA,NA,NA
"AO","future",91,NA,NA,NA
"AO","future",92,NA,NA,NA
"AO","future",93,NA,NA,NA
"AO","future",94,NA,NA,NA
"AO","future",95,93.72,93.72,0
"AO","future",96,59.25,59.25,0
"AO","future",97,43,43,0
"AO","future",98,42.53,42.53,0
"AO","future",99,44.45,44.45,0
"AO","future",100,52.91,52.91,0
"AO","future",101,92.12,92.12,0
"AO","future",102,76.72,76.72,0
"AO","future",103,45.01,45.01,0
"AO","future",104,58.24,58.24,0
"AO","future",105,NA,NA,NA
"AO","future",106,47.03,47.03,0
"AO","future",107,91.66,91.66,0
"AO","future",108,89.51,89.51,0
"AO","future",110,80.98,80.98,0
"AO","future",111,78.64,78.64,0
"AO","future",112,82.26,82.26,0
"AO","future",113,77.59,77.59,0
"AO","future",114,49.83,49.83,0
"AO","future",115,66.09,66.09,0
"AO","future",116,82.85,82.85,0
"AO","future",117,77.71,77.71,0
"AO","future",118,77.78,77.78,0
"AO","future",119,78.7,78.7,0
"AO","future",120,72.58,72.58,0
"AO","future",121,77.73,77.73,0
"AO","future",122,77.01,77.01,0
"AO","future",123,75.94,75.94,0
"AO","future",124,64.66,64.66,0
"AO","future",125,59.41,59.41,0
"AO","future",126,72.69,72.69,0
"AO","future",127,60.84,60.84,0
"AO","future",129,63.73,63.73,0
"AO","future",130,62.52,62.52,0
"AO","future",131,54.89,54.89,0
"AO","future",132,63.06,63.06,0
"AO","future",133,54.65,54.65,0
"AO","future",134,73.92,73.92,0
"AO","future",135,62,62,0
"AO","future",136,56,56,0
"AO","future",137,64.49,64.49,0
"AO","future",138,73.23,73.23,0
"AO","future",139,70.37,70.37,0
"AO","future",140,80.9,80.9,0
"AO","future",141,94.71,94.71,0
"AO","future",143,81.38,81.38,0
"AO","future",144,90.82,90.82,0
"AO","future",145,96.79,96.79,0
"AO","future",146,76.54,76.54,0
"AO","future",147,68.51,68.51,0
"AO","future",148,57.76,57.76,0
"AO","future",149,100,100,0
"AO","future",150,100,100,0
"AO","future",151,89.31,89.31,0
"AO","future",152,75.37,75.37,0
"AO","future",153,78.24,78.24,0
"AO","future",154,78.34,78.34,0
"AO","future",155,71.2,71.2,0
"AO","future",156,88.78,88.78,0
"AO","future",157,59.56,59.56,0
"AO","future",158,93.85,93.85,0
"AO","future",159,100,100,0
"AO","future",161,68.4,68.4,0
"AO","future",162,96.82,96.82,0
"AO","future",163,92.76,92.76,0
"AO","future",164,74.61,74.61,0
"AO","future",166,58.2,58.2,0
"AO","future",167,54.81,54.81,0
"AO","future",168,68.38,68.38,0
"AO","future",169,65.32,65.32,0
"AO","future",171,66.54,66.54,0
"AO","future",172,73.51,73.51,0
"AO","future",173,79.12,79.12,0
"AO","future",174,85.97,85.97,0
"AO","future",175,97.84,97.84,0
"AO","future",176,85.89,85.89,0
"AO","future",177,85.18,85.18,0
"AO","future",178,82.17,82.17,0
"AO","future",179,88.57,88.57,0
"AO","future",180,88.1,88.1,0
"AO","future",181,85.25,85.25,0
"AO","future",182,77.59,77.59,0
"AO","future",183,75.92,75.92,0
"AO","future",184,77.51,77.51,0
"AO","future",185,83.81,83.81,0
"AO","future",186,68.14,68.14,0
"AO","future",187,56.74,56.74,0
"AO","future",188,76,76,0
"AO","future",189,82.11,82.11,0
"AO","future",190,100,100,0
"AO","future",191,70.04,70.04,0
"AO","future",192,53.17,53.17,0
"AO","future",193,51.99,51.99,0
"AO","future",194,43.05,43.05,0
"AO","future",195,43.32,43.32,0
"AO","future",196,49.71,49.71,0
"AO","future",197,43.05,43.05,0
"AO","future",198,66.6,66.6,0
"AO","future",199,49.42,49.42,0
"AO","future",200,51.06,51.06,0
"AO","future",202,69.99,69.99,0
"AO","future",203,46.94,46.94,0
"AO","future",204,58.92,58.92,0
"AO","future",205,50.77,50.77,0
"AO","future",206,69.24,69.24,0
"AO","future",207,53.28,53.28,0
"AO","future",208,90.08,90.08,0
"AO","future",209,76.24,76.24,0
"AO","future",210,68.11,68.11,0
"AO","future",212,55.61,55.61,0
"AO","future",213,NA,NA,NA
"AO","future",214,72.56,72.56,0
"AO","future",215,58.41,58.41,0
"AO","future",216,49.57,49.57,0
"AO","future",218,91.12,91.12,0
"AO","future",219,84.18,84.18,0
"AO","future",220,64.92,64.92,0
"AO","future",221,82.3,82.3,0
"AO","future",222,81.19,81.19,0
"AO","future",223,100,100,0
"AO","future",224,84.69,84.69,0
"AO","future",227,87.7,87.7,0
"AO","future",228,87.36,87.36,0
"AO","future",231,51.08,51.08,0
"AO","future",232,62.72,62.72,0
"AO","future",237,59.38,59.38,0
"AO","future",244,65.77,65.77,0
"AO","future",245,65.74,65.74,0
"AO","future",247,90.85,90.85,0
"AO","future",248,66.68,66.68,0
"AO","future",249,65.41,65.41,0
"AO","future",250,68.16,68.16,0
"AO","pressures",1,9.69,9.69,0
"AO","pressures",2,10.74,10.74,0
"AO","pressures",3,9.71,9.71,0
"AO","pressures",4,9.07,9.07,0
"AO","pressures",5,13.59,13.59,0
"AO","pressures",6,23.57,23.57,0
"AO","pressures",7,30.16,30.16,0
"AO","pressures",8,24.24,24.24,0
"AO","pressures",9,25.27,25.27,0
"AO","pressures",10,24.84,24.84,0
"AO","pressures",11,25.97,25.97,0
"AO","pressures",12,13.41,13.41,0
"AO","pressures",13,19.55,19.55,0
"AO","pressures",14,23.62,23.62,0
"AO","pressures",15,37.76,37.76,0
"AO","pressures",16,10.98,10.98,0
"AO","pressures",17,32.63,32.63,0
"AO","pressures",18,31.74,31.74,0
"AO","pressures",19,25.44,25.44,0
"AO","pressures",20,26.05,26.05,0
"AO","pressures",21,47.42,47.42,0
"AO","pressures",24,53.48,53.48,0
"AO","pressures",25,39.27,39.27,0
"AO","pressures",26,30,30,0
"AO","pressures",28,36.12,36.12,0
"AO","pressures",29,14.48,14.48,0
"AO","pressures",30,12.99,12.99,0
"AO","pressures",31,23.67,23.67,0
"AO","pressures",32,17.61,17.61,0
"AO","pressures",33,13.1,13.1,0
"AO","pressures",34,13.1,13.1,0
"AO","pressures",35,12.98,12.98,0
