"goal","dimension","region_id","score","old_score","change"
"AO","future",0,72.8,72.8,0
"AO","future",1,96.73,96.73,0
"AO","future",2,97.18,97.18,0
"AO","future",3,99.26,99.26,0
"AO","future",4,98.73,98.73,0
"AO","future",5,67.13,67.13,0
"AO","future",6,47.32,47.32,0
"AO","future",7,45.45,45.45,0
"AO","future",8,53.55,53.55,0
"AO","future",9,46.9,46.9,0
"AO","future",10,47.91,47.91,0
"AO","future",11,54.87,54.87,0
"AO","future",12,100,100,0
"AO","future",13,89.15,89.15,0
"AO","future",14,75.07,75.07,0
"AO","future",15,62.38,62.38,0
"AO","future",16,100,100,0
"AO","future",17,52.21,52.21,0
"AO","future",18,48.44,48.44,0
"AO","future",19,46.98,46.98,0
"AO","future",20,89.57,89.57,0
"AO","future",21,52.28,52.28,0
"AO","future",24,64.52,64.52,0
"AO","future",25,72.45,72.45,0
"AO","future",26,56.61,56.61,0
"AO","future",28,43.7,43.7,0
"AO","future",29,53.05,53.05,0
"AO","future",30,51.79,51.79,0
"AO","future",31,59.27,59.27,0
"AO","future",32,51.49,51.49,0
"AO","future",33,51.77,51.77,0
"AO","future",34,51.84,51.84,0
"AO","future",35,51.78,51.78,0
"AO","future",36,51.72,51.72,0
"AO","future",37,56.9,56.9,0
"AO","future",38,55.37,55.37,0
"AO","future",39,49.63,49.63,0
"AO","future",40,49.49,49.49,0
"AO","future",41,44.8,44.8,0
"AO","future",42,44.24,44.24,0
"AO","future",43,61.61,61.61,0
"AO","future",44,41.36,41.36,0
"AO","future",45,56.5,56.5,0
"AO","future",46,53.24,53.24,0
"AO","future",47,57.06,57.06,0
"AO","future",48,65.58,65.58,0
"AO","future",49,49.06,49.06,0
"AO","future",50,72.6,72.6,0
"AO","future",51,71.3,71.3,0
"AO","future",52,70.4,70.4,0
"AO","future",53,58.58,58.58,0
"AO","future",54,67.31,67.31,0
"AO","future",55,74.39,74.39,0
"AO","future",56,49.81,49.81,0
"AO","future",57,74.79,74.79,0
"AO","future",58,73.79,73.79,0
"AO","future",59,84.13,84.13,0
"AO","future",60,75.53,75.53,0
"AO","future",61,71.27,71.27,0
"AO","future",62,62.93,62.93,0
"AO","future",63,48.85,48.85,0
"AO","future",64,53.23,53.23,0
"AO","future",65,59.74,59.74,0
"AO","future",66,54.47,54.47,0
"AO","future",67,48.02,48.02,0
"AO","future",68,75.13,75.13,0
"AO","future",69,85.84,85.84,0
"AO","future",70,84.84,84.84,0
"AO","future",71,68.71,68.71,0
"AO","future",72,70.77,70.77,0
"AO","future",73,75.88,75.88,0
"AO","future",74,72.33,72.33,0
"AO","future",75,62.74,62.74,0
"AO","future",76,75.45,75.45,0
"AO","future",77,71.28,71.28,0
"AO","future",78,65.08,65.08,0
"AO","future",79,83.07,83.07,0
"AO","future",80,72.28,72.28,0
"AO","future",81,85.92,85.92,0
"AO","future",82,72.14,72.14,0
"AO","future",84,69.18,69.18,0
"AO","future",85,96.64,96.64,0
"AO","future",86,97.07,97.07,0
"AO","future",88,96.69,96.69,0
"AO","future",89,NA,NA,NA
