"goal","dimension","region_id","score","old_score","change"
"AO","future",0,72.72,72.64,0.0799999999999983
"AO","future",1,96.76,96.73,0.0300000000000011
"AO","future",2,97.34,97.3,0.0400000000000063
"AO","future",3,99.44,99.42,0.019999999999996
"AO","future",4,98.82,98.82,0
"AO","future",5,67.29,67.29,0
"AO","future",6,47.21,47.18,0.0300000000000011
"AO","future",7,45.48,45.39,0.0899999999999963
"AO","future",8,53.48,53.46,0.019999999999996
"AO","future",9,46.74,46.67,0.0700000000000003
"AO","future",10,48.36,48.28,0.0799999999999983
"AO","future",11,54.83,54.8,0.0300000000000011
"AO","future",12,100,100,0
"AO","future",13,89.21,88.74,0.469999999999999
"AO","future",14,74.93,74.34,0.590000000000003
"AO","future",15,61.72,61.03,0.689999999999998
"AO","future",16,100,100,0
"AO","future",17,52.09,51.71,0.380000000000003
"AO","future",18,48.36,48.34,0.019999999999996
"AO","future",19,46.85,46.82,0.0300000000000011
"AO","future",20,89.77,89.63,0.140000000000001
"AO","future",21,51.97,52.05,-0.0799999999999983
"AO","future",24,64.13,66.79,-2.66000000000001
"AO","future",25,72.72,73.82,-1.09999999999999
"AO","future",26,56.48,56.31,0.169999999999995
"AO","future",28,43.45,43.39,0.0600000000000023
"AO","future",29,53.12,53.02,0.0999999999999943
"AO","future",30,51.83,51.79,0.0399999999999991
"AO","future",31,58.64,58.58,0.0600000000000023
"AO","future",32,51.46,51.44,0.0200000000000031
"AO","future",33,51.83,51.81,0.019999999999996
"AO","future",34,51.9,51.89,0.00999999999999801
"AO","future",35,51.82,51.8,0.0200000000000031
"AO","future",36,51.77,51.74,0.0300000000000011
"AO","future",37,56.66,56.62,0.0399999999999991
"AO","future",38,55.21,55.19,0.0200000000000031
"AO","future",39,49.42,49.31,0.109999999999999
"AO","future",40,49.29,48.56,0.729999999999997
"AO","future",41,45.33,45.3,0.0300000000000011
"AO","future",42,44.5,44.43,0.0700000000000003
"AO","future",43,61.55,61.51,0.0399999999999991
"AO","future",44,41.12,41.11,0.00999999999999801
"AO","future",45,56.81,56.75,0.0600000000000023
"AO","future",46,53.65,53.21,0.439999999999998
"AO","future",47,56.94,56.8,0.140000000000001
"AO","future",48,66.65,66.56,0.0900000000000034
"AO","future",49,49.38,49.31,0.0700000000000003
"AO","future",50,71.17,71.11,0.0600000000000023
"AO","future",51,92.44,92.74,-0.299999999999997
"AO","future",52,69.44,70.06,-0.620000000000005
"AO","future",53,58.45,58.97,-0.519999999999996
"AO","future",54,78.82,78.45,0.36999999999999
"AO","future",55,74.88,74.85,0.0300000000000011
"AO","future",56,50,49.98,0.0200000000000031
"AO","future",57,75.26,75.21,0.0500000000000114
"AO","future",58,74.89,74.72,0.170000000000002
"AO","future",59,84.51,84.62,-0.109999999999999
"AO","future",60,76.19,75.73,0.459999999999994
"AO","future",61,71.72,71.58,0.140000000000001
"AO","future",62,63.05,62.29,0.759999999999998
"AO","future",63,49.13,48.93,0.200000000000003
"AO","future",64,53.3,53.61,-0.310000000000002
"AO","future",65,60.18,60.74,-0.560000000000002
"AO","future",66,53.92,54.29,-0.369999999999997
"AO","future",67,49.09,49.07,0.0200000000000031
"AO","future",68,79.18,78.84,0.340000000000003
"AO","future",69,74.13,73.54,0.589999999999989
"AO","future",70,84.22,83.79,0.429999999999993
"AO","future",71,69.23,69.57,-0.339999999999989
"AO","future",72,70.42,70.82,-0.399999999999991
"AO","future",73,75.58,75.53,0.0499999999999972
"AO","future",74,71.67,72.02,-0.349999999999994
"AO","future",75,63.21,63.55,-0.339999999999996
"AO","future",76,75.67,75.52,0.150000000000006
"AO","future",77,75.91,75.6,0.310000000000002
"AO","future",78,65.92,65.6,0.320000000000007
"AO","future",79,83.01,82.84,0.170000000000002
