"region_name","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Global average",0,70.67,74.45,78.1,81.14,84.18,82.2,77.8,69.26,86.33,80.79,75.25,53.75,50.5,6.1,64.18,62.05,59.92,77.61,50.69
"Macquarie Island",4,94.42,,81.2,90.6,100,100,,97.29,,,,100,100,,68.41,84.2,100,,
"Howland Island and Baker Island",158,91.03,,73.8,86.22,98.63,99.18,,95.86,,,,89.61,89.61,,68.57,84.29,100,,
"Ile Europa",35,85.48,,76.41,86.04,95.67,88.22,100,87.56,,,,86.79,86.79,,48.2,74.1,100,75.68,
"Jarvis Island",149,85.19,,72.31,84.75,97.18,95.45,,96.76,,,,64.71,64.71,,68.57,84.29,100,,
"Northern Saint-Martin",221,83.51,77.37,88.38,90.92,93.45,92.18,100,56.7,80.34,88.35,96.36,49.46,49.46,0,69.85,84.92,100,100,95.25
"Sint Maarten",220,83.46,91.43,86.37,92.86,99.36,100,100,47.82,80.07,88.22,96.36,73.53,73.53,0,70.05,57.25,44.45,,100
"Turks and Caicos Islands",111,82.92,89.61,78.12,83.19,88.26,83.95,100,60.9,90.93,90.49,90.05,92.06,92.05,0,69.33,62.97,56.6,66.75,99.34
"Seychelles",31,82.44,85.41,78.81,83.28,87.76,80.91,99.98,80.74,65.65,82.82,100,54.75,54.75,0,60.21,56.72,53.23,99.82,100
"Bahamas",110,82.41,85.85,82.19,80.34,78.48,58.54,91.83,62.37,94.62,81.12,67.61,84.54,84.51,0,66.98,79.52,92.06,100,100
"New Zealand",162,82.4,79.22,77.58,85.58,93.58,99.89,83.86,76.4,100,100,100,59.74,48.92,1.61,53.59,56.65,59.71,94.25,99.2
"Heard and McDonald Islands",94,81.96,,83.52,91.21,98.9,,,99.43,,,,51.65,51.65,,68.14,84.07,100,83.43,
"Saba",248,81.96,88.01,86.31,93.12,99.93,100,100,66.79,75.24,68.81,62.37,35.92,35.92,0,69.98,84.99,100,,100
"South Georgia and the South Sandwich Islands",89,81.3,,82.62,91.29,99.97,,,97.27,,,,70.47,70.47,,61.16,80.58,100,66.89,
"United Arab Emirates",54,80.29,99.87,85.43,86.79,88.14,81.5,74.31,69.05,99,99.5,100,73.8,73.13,0.17,64.53,72.96,81.39,94.85,50.95
"Sint Eustatius",249,80.26,88.01,86.89,92.57,98.25,100,100,55.36,75.24,68.81,62.37,35.92,35.92,0,69.98,81.68,93.38,,100
"Bonaire",245,80.12,79.7,80.13,83.26,86.4,98.87,74.39,72.07,75.24,68.81,62.37,55.64,55.64,,69.98,84.99,100,83.43,100
"Prince Edward Islands",90,80.01,,80.17,80.62,81.07,63.68,,84.24,,,,92.61,92.61,,57.81,78.9,100,,
"Aruba",250,79.88,93.53,80.48,90.24,100,100,100,59.8,100,100,100,48.27,48.27,,74.44,42.76,11.07,64.24,100
"Clipperton Island",107,79.87,,69.2,84.57,99.94,100,,83.35,,,,65.85,65.85,,64.34,65.55,66.75,,
"Madeira",57,79.52,84.74,72.98,81.67,90.37,,,67.14,91.27,79.83,68.4,70.88,70.88,0,68.15,84.07,100,91.36,76.45
"Antigua and Barbuda",120,78.85,100,79.16,76.31,73.46,73.49,98.18,58.09,83.4,91.7,100,55.93,55.93,0,70.1,83.07,96.03,66.75,84.94
"Mayotte",29,78.19,72.33,80.01,89.07,98.13,95.68,100,61.48,100,100,100,66.69,64.01,0.18,65.11,82.55,100,66.78,50.04
"New Caledonia",5,77.78,82.02,80.53,81.48,82.43,70.16,69.1,82.46,84.65,92.32,100,63.03,56.48,0.14,62.6,75.64,88.68,90.4,77.69
