region_id,region_name,Index,AO,SPP,BD,HAB,CP,CS,CW,ECO,LE,LIV,FIS,FP,MAR,ICO,SP,LSP,NP,TR
4,Macquarie Island,94.381,NA,81.118,90.559,100,100,NA,97.774,NA,NA,NA,100,100,NA,67.144,83.569,100,NA,NA
158,Howland Island and Baker Island,90.763,NA,74.056,86.07,98.084,99.18,NA,96.315,NA,NA,NA,89.224,89.224,NA,66.057,83.028,100,NA,NA
35,Ile Europa,86.929,NA,76.559,86.113,95.67,88.22,100,85.985,NA,NA,NA,90.213,90.213,NA,48.826,74.413,100,74.79666666666667,NA
220,Sint Maarten,84.67,92.846,86.53999999999999,92.954,99.371,100,100,56.935,79.655,88.035,96.406,73.807,73.807,0,68.809,57.659,46.508,NA,99.795
149,Jarvis Island,84.41,NA,72.592,82.47,92.348,95.45,NA,97.995,NA,NA,NA,63.112,63.112,NA,66.057,83.028,100,NA,NA
221,Northern Saint-Martin,82.812,76.217,88.503,90.959,93.414,92.18,100,61.784,79.924,88.16499999999999,96.406,48.759,48.759,0,68.161,84.079,100,90.64,95.34
31,Seychelles,82.582,85.36,79.008,83.285,87.56099999999999,80.91,99.98,80.64999999999999,65.05900000000001,82.52499999999999,100,55.01,55.01,0.002,59.132999999999996,58.521,57.907,99.599,100
111,Turks and Caicos Islands,82.407,87.963,78.412,83.319,88.229,83.97,100,59.848,90.47800000000001,90.181,89.884,91.89,91.887,0,67.567,62.085,56.6,66.687,98.132
94,Heard and McDonald Islands,82.155,NA,83.41,91.326,99.235,NA,NA,99.34,NA,NA,NA,51.358000000000004,51.358000000000004,NA,70.785,85.393,100,83.355,NA
162,New Zealand,82.048,79.05799999999999,77.607,85.66,93.714,99.89,83.844,77.557,99.45,99.725,100,59.979,49.583,2.3209999999999997,53.657,56.34,59.021,94.157,94.669
248,Saba,81.662,88.361,86.34,93.141,99.941,100,100,67.952,74.959,68.669,62.37,35.868,35.868,0,67.237,81.357,95.476,NA,99.623
110,Bahamas,80.656,85.785,82.434,80.451,78.46600000000001,58.536,91.818,60.762,94.046,80.17,66.284,84.417,84.397,0,65.391,74.015,82.637,90.64,100
90,Prince Edward Islands,80.021,NA,80.099,80.37,80.642,63.68,NA,88.488,NA,NA,NA,90.212,90.212,NA,59.451,77.35900000000001,95.272,NA,NA
89,South Georgia and the South Sandwich Islands,79.999,NA,82.526,87.825,93.126,NA,NA,97.905,NA,NA,NA,62.12,62.12,NA,62.653,81.326,100,69.67666666666666,NA
250,Aruba,79.719,92.357,80.77,90.384,100,100,100,64.36,100,100,100,47.89,47.89,NA,72.588,41.831,11.07,60.372,100
245,Bonaire,79.59,79.825,80.432,83.414,86.4,98.87,74.39,75.911,74.959,68.669,62.37,54.788000000000004,54.788000000000004,NA,67.237,77.06099999999999,86.884,83.357,99.623
249,Sint Eustatius,79.493,88.361,86.916,87.571,88.228,100,100,61.903,74.959,68.669,62.37,35.868,35.868,0,67.237,73.457,79.676,NA,99.623
54,United Arab Emirates,79.418,99.128,85.622,86.836,88.047,81.496,74.31,67.732,98.832,99.416,100,73.824,72.726,0.424,63.620999999999995,70.30499999999999,76.989,91.394,50.835
120,Antigua and Barbuda,79.374,100,79.446,76.428,73.405,73.49,98.18,58.4,84.736,92.368,100,55.494,55.494,0,68.796,79.399,89.998,66.687,93.286
29,Mayotte,78.868,78.565,80.178,88.627,97.077,95.68,100,60.909,100,100,100,68.447,66.911,0.134,63.034,81.516,100,66.73,49.742
107,Clipperton Island,78.26,NA,69.451,84.654,99.855,100,NA,83.03999999999999,NA,NA,NA,73.628,73.628,NA,63.243,49.973,36.7,NA,NA
33,Juan de Nova Island,77.974,NA,78.932,86.38499999999999,93.834,88.22,NA,85.14,95.221,94.40700000000001,93.602,90.213,90.213,NA,48.826,24.413,0,74.79666666666667,NA
57,Madeira,77.924,81.461,73.375,80.856,88.337,NA,NA,66.563,91.146,79.724,68.31200000000001,70.883,70.883,0,66.146,83.072,100,86.716,74.109
70,Estonia,77.74,91.209,85.948,80.65899999999999,75.366,62.67,74.62,69.365,97.322,72.395,47.467999999999996,92.997,92.997,0.072,91.674,95.837,100,99.887,37.768
69,Latvia,77.61,89.765,85.596,81.141,76.688,62.27,74.62,59.303,99.967,88.324,76.681,91.911,91.911,0,91.674,95.837,100,99.854,33.082
222,Sweden,76.874,96.298,83.759,79.912,76.063,61.51,70.05,68.071,100,100,100,77.362,77.65299999999999,82.947,85.968,80.269,74.566,99.742,35.256
190,Qatar,76.66,95.298,85.262,89.449,93.637,98.63,99.98,70.8,73.826,63.202999999999996,52.571,64.348,64.348,0,61.552,64.025,66.5,68.013,52.855
93,Kerguelen Islands,76.5,NA,81.754,90.783,99.809,NA,NA,97.05000000000001,NA,NA,NA,43.753,43.753,NA,48.826,74.413,100,NA,NA
150,Palmyra Atoll,76.24,NA,72.03399999999999,79.236,86.43599999999999,73.56,NA,92.55,NA,NA,NA,52.821,52.821,NA,66.057,83.028,100,NA,NA
145,Greenland,76.151,84.915,79.416,76.757,74.097,86.608,74.62,87.232,99.636,99.814,100,54.603,54.603,0,61.625,80.219,98.81099999999999,80.56,36.2
244,Curacao,76.107,77.889,79.602,82.506,85.41,100,70.07,71.135,74.959,68.669,62.37,55.528,55.528,NA,65.644,52.359,39.073,83.357,99.577
55,Azores,76.025,73.844,69.628,83.282,96.94,100,NA,66.98,100,84.156,68.31200000000001,58.33,58.33,0,66.146,65.132,64.117,78.384,74.109
183,Portugal,75.953,63.799,72.422,79.871,87.32,99.12,74.62,63.002,100,93.339,86.678,45.473,43.664,27.866,60.144,80.072,100,73.599,88.455
103,Sao Tome and Principe,75.728,83.955,74.959,87.108,99.253,100,100,49.912,100,100,100,46.723,46.723,0,61.49,45.505,29.52,80.067,64.003
173,Uruguay,75.544,93.415,69.901,71.783,73.662,59.57,74.62,65.209,100,100,100,40.808,40.808,0,65.911,79.3,92.69,99.937,70.803
129,Panama,75.333,70.942,81.037,85.37,89.705,92.436,96.7,65.321,99.92099999999999,99.96,100,40.586,32.613,0.924,63.523,72.803,82.081,76.22,60.959
80,Greece,75.164,67.078,68.36800000000001,78.86,89.354,92,67.38,64.72,63.496,61.734,59.982,44.845,55.431,61.986,69.665,83.29599999999999,96.926,81.267,99.879
56,Cape Verde,75.099,91.629,75.403,87.053,98.704,NA,NA,61.108000000000004,98.431,99.216,100,67.13,67.13,0,63.705,32.644,1.585,62.010999999999996,100
