"region_name","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Global average",0,69.62,75.09,79.59,81.61,83.63,82.55,77.79,67.68,79.42,76.98,74.54,53.71,50.59,5.52,63.7,59.98,56.27,76.43,47.24
"Macquarie Island",4,94.57,,80.48,90.24,100,100,,98.56,,,,100,100,,68.11,84.05,100,,
"Howland Island and Baker Island",158,91.41,,75.94,87.55,99.17,99.18,,96.77,,,,89.39,89.39,,68.31,84.15,100,,
"Sint Maarten",220,86.39,95.89,87.82,93.54,99.25,100,100,65.12,75.92,86.37,96.82,76.05,76.05,0,69.5,62.63,55.77,,97.95
"Jarvis Island",149,85.39,,74.63,84.9,95.17,95.45,,99.23,,,,63.24,63.24,,68.31,84.15,100,,
"Heard and McDonald Islands",94,84.02,,82.64,91.04,99.43,,,99.25,,,,60.7,60.7,,67.59,83.8,100,85.3,
"Northern Saint-Martin",221,83.87,75.76,89.42,91.81,94.2,92.18,100,67.99,76.18,86.5,96.82,47.77,47.77,0,68.49,84.24,100,100,92.48
"Ile Europa",35,82.92,,77.68,86.68,95.67,88.22,100,84.41,,,,65.74,65.74,,44.99,72.5,100,,
"Turks and Caicos Islands",111,81.97,87.18,80.52,84.35,88.19,84,100,58.52,86.41,87.4,88.39,91.72,91.72,0,68.06,62.33,56.6,68.24,95.94
"Seychelles",31,81.35,83.05,80.48,83.89,87.3,80.91,99.98,77.58,59.74,79.87,100,53.09,53.09,0.01,58.48,55.86,53.23,99.32,100
"Aruba",250,80.89,91.19,82.88,91.44,100,100,100,69.37,100,100,100,47.8,47.8,,73.27,42.17,11.07,66.98,100
"New Zealand",162,80.65,76.88,77.79,85.81,93.84,99.89,83.82,79.03,94.5,97.25,100,61.03,51.29,2.53,52.73,55.25,57.77,92.62,84.66
"Saba",248,80.65,88.68,86.58,93.27,99.96,100,100,68.85,72.43,67.4,62.37,35.62,35.62,0,66.74,75.83,84.92,,96.23
"Panama",129,80.28,80.54,82.78,86.13,89.48,92.43,96.7,64.23,99.21,99.6,100,43.89,40.19,0.8,64.52,74.09,83.67,100,68.94
"Antigua and Barbuda",120,80.08,100,81.57,77.47,73.36,73.49,98.18,58.19,96.76,98.38,100,55.02,55.02,0,69.79,71.79,73.79,68.24,100
"Bahamas",110,79.97,85.4,84.19,81.32,78.45,58.53,91.8,59.88,88.88,71.62,54.35,84.07,84.01,0,65.72,67.16,68.59,100,100
"Madeira",57,78.89,85.71,76.29,83.35,90.41,,,65.1,90.03,78.77,67.52,74.76,74.76,0,65.71,82.86,100,96.26,64.31
"Palau",8,78.84,78.52,77.46,79.45,81.44,88.69,71.44,71.13,87.8,71.52,55.25,93.7,93.66,0.05,60.26,80.13,100,62.98,90.84
"Sint Eustatius",249,78.78,88.68,87.12,91.93,96.75,100,100,68.67,72.43,67.4,62.37,35.62,35.62,0,66.74,60.53,54.32,,96.23
"Cape Verde",56,78.18,95.18,77.51,88.08,98.66,,,58.13,93.31,96.66,100,69.82,69.82,0,64.62,33.05,1.49,84.52,100
"Bonaire",245,78.17,81.22,82.66,84.53,86.4,98.87,74.39,79.24,72.43,67.4,62.37,53.02,53.02,,66.74,61.51,56.28,85.3,96.23
"Slovenia",188,77.71,70.45,80.85,84.53,88.2,98.9,73.23,84.7,100,100,100,64.29,75.41,82.83,67.32,53.53,39.74,99.23,37.17
"Kerguelen Islands",93,77.68,,81.05,90.44,99.82,,,97.31,,,,50.46,50.46,,44.99,72.5,100,,
"United Arab Emirates",54,77.66,96.56,87.01,87.49,87.97,81.49,74.31,64.26,97.32,98.66,100,74.68,74.56,0.15,65.27,68.6,71.94,91.64,39.03
"Sweden",222,77.58,97.17,85.42,81.25,77.09,61.51,70.05,75.2,100,100,100,81.49,81.09,74.34,85.59,77.38,69.17,99.85,32.3
"Latvia",69,77.3,88.91,87.25,83.3,79.36,62.27,74.62,62.27,99.67,77.74,55.81,95.6,95.6,0,91.37,95.69,100,99.99,32.64
"Phoenix Islands (Kiribati)",157,77.22,46.94,75.12,68.75,62.38,99,,93.88,55.13,63.16,71.19,83.88,83.88,0,65.22,82.61,100,68.24,88.49
"Azores",55,77.2,78.09,72.38,83.83,95.28,100,,66.56,100,83.76,67.52,61.12,61.12,0,65.71,68.45,71.19,88.66,64.31
"Portugal",183,77.06,74.9,75.02,81.15,87.28,99.12,74.62,71.58,100,92.97,85.94,48.26,46.17,19.54,59.46,79.73,100,80.46,69.87
"Prince Edward Islands",90,77.02,,79.61,79.93,80.24,63.68,,97.18,,,,90.16,90.16,,55.63,54.17,52.72,,
"Estonia",70,76.7,89.49,87.42,82.49,77.56,62.67,74.62,73.23,73.22,59.66,46.1,96.2,96.2,0,91.37,95.69,100,99.98,32.94
"Palmyra Atoll",150,76.55,,73.92,80.04,86.16,73.56,,93.1,,,,51.88,51.88,,68.31,84.15,100,,
"Belize",164,76.36,85.92,86.73,79.25,71.77,67.34,99.79,67.16,100,100,100,62.29,36.46,1.09,66.06,83.03,100,58.02,86.61
"Kuwait",51,76.28,94.7,86.32,88.47,90.63,99.38,99.98,77.12,98.32,99.16,100,43.63,43.54,0.02,63.15,71.64,80.12,,12.53
"Puerto Rico and Virgin Islands of the United States",116,76.28,84.15,82.5,84.42,86.33,83.31,96.43,70.45,82.84,67.26,51.67,39.05,38.71,0.07,70.9,73.54,76.19,68.24,96.32
"Greece",80,76.26,69.65,70.81,80.31,89.81,92,67.38,71.12,67.78,64.92,62.07,46.69,55.23,61.96,69,83.21,97.43,79.99,98.79
"South Georgia and the South Sandwich Islands",89,76.22,,81.83,83.07,84.31,,,98.54,,,,51.09,51.09,,60.24,80.12,100,68.25,
"Clipperton Island",107,76.19,,71.27,85.58,99.89,100,,82.73,,,,80.64,80.64,,63.98,31.99,0,,
"Mayotte",29,75.66,67.07,81.43,88.85,96.27,95.68,100,43.38,100,100,100,62.25,60.14,0.16,63.08,81.54,100,68.28,51.7
"Greenland",145,75.55,84.64,80.29,76.67,73.05,84.8,74.62,87.19,99.33,99.67,100,56.65,56.65,0,60.37,79.68,98.99,79.95,31.61
"France",179,75.52,78.73,75.84,76.72,77.61,97.58,70.05,66.67,100,79.4,58.81,65.52,65.64,65.76,63.34,81.67,100,84.02,54.69
"Mexico",135,75.21,83.8,79.14,85.34,91.53,85.1,88.25,67.33,100,69.99,39.98,31.99,28.6,0.04,60.2,80.1,100,77.26,86.3
"Curacao",244,75.09,80.32,81.89,83.65,85.41,100,70.07,73.65,72.43,67.4,62.37,54.65,54.65,,66.22,40.11,13.99,85.3,95.77
"Uruguay",173,74.72,97.22,70.52,71.52,72.52,59.57,74.62,66.17,100,100,100,36.51,36.51,0,65.75,73.14,80.53,99.99,68.47
"Anguilla",118,74.68,88.48,80.62,82.72,84.83,57.03,100,57.74,84.94,71.54,58.15,63.07,63.07,0,73.19,56.32,39.45,69.93,100
"United States",163,74.65,84.85,79.72,76.07,72.41,79.27,72.86,81.38,99.66,77.17,54.69,68.94,65.91,1.08,62.66,70.49,78.33,95.19,43.34
"Spain",182,74.49,73.69,72.6,80.32,88.04,97.62,71.09,68.87,100,77.74,55.48,56.56,69.71,83.61,63.64,79.64,95.64,71.85,54.35
"Lithuania",189,74.47,93.98,87.9,80.47,73.03,62.72,74.61,61.99,100,70.18,40.37,93.35,93.35,0,91.37,95.69,100,100,11.75
"Australia",16,74.1,71.9,85.04,82.31,79.57,71.87,75.03,76.99,100,93.35,86.71,46.14,33.79,0.19,79.67,89.83,100,93.41,52.54
"Qatar",190,74.1,94.36,86.65,90.11,93.57,98.63,99.98,72.08,38.06,45.14,52.22,66.11,66.11,0,63.5,65,66.5,68.24,41.34
"Finland",174,74,93.4,87.17,82.35,77.53,62.58,74.62,80.2,100,75.44,50.88,87.23,87.62,88.31,92.05,75.68,59.31,88.19,19.95
"Cayman Islands",113,73.88,82.79,80.51,82.91,85.31,64.48,96.04,51.96,100,100,100,49.35,49.35,0,62.46,45.76,29.05,,91.62
"Juan de Nova Island",33,73.87,,80.12,87.57,95.01,88.22,,84.2,94.6,95.01,95.42,65.74,65.74,,44.99,22.5,0,,
"Poland",178,73.87,92.18,85.7,71.76,57.82,56.38,67.54,62.66,100,80.23,60.46,95.65,95.65,0,91.37,95.69,100,99.99,16.57
"Marshall Islands",11,73.82,81.23,77.63,87.54,97.45,95.73,100,24.7,36.34,53.76,71.19,75.15,75.15,0,64.11,51.28,38.46,83.76,85.01
"Norway",223,73.74,97.58,76.62,74.75,72.89,69.01,62.25,79.82,65.81,62.58,59.35,76.24,62.3,40.46,61.81,70.05,78.29,96.37,62.7
