"region_name","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Global average",0,70.21,75.58,79.29,81.48,83.67,82.5,77.79,67.61,86.33,80.79,75.25,54.37,51.07,5.43,64.57,60.37,56.17,76.41,48.3
"Macquarie Island",4,94.63,,80.63,90.31,100,100,,98.61,,,,100,100,,68.45,84.22,100,,
"Howland Island and Baker Island",158,91.15,,75.51,87,98.49,99.18,,96.77,,,,88.63,88.63,,68.32,84.16,100,,
"Ile Europa",35,87.72,,77.43,86.55,95.67,88.22,100,84.41,,,,93.29,93.29,,47.66,73.83,100,,
"Sint Maarten",220,86.7,95.73,87.53,93.2,98.88,100,100,64.91,80.07,88.22,96.36,74.68,74.68,0,71.35,63.56,55.77,,100
"Jarvis Island",149,84.8,,74.16,82.83,91.49,95.45,,99.23,,,,62.31,62.31,,68.32,84.16,100,,
"Northern Saint-Martin",221,84.59,76.05,89.21,91.7,94.19,92.18,100,67.87,80.34,88.35,96.36,47.95,47.95,0,69.99,84.99,100,100,96.77
"Heard and McDonald Islands",94,83.59,,82.81,91.07,99.32,,,99.25,,,,59.07,59.07,,67.79,83.89,100,84.65,
"Seychelles",31,82.73,85.96,80.14,83.72,87.3,80.91,99.98,81.8,65.65,82.82,100,56.18,56.18,0.01,59.87,56.55,53.23,99.4,100
"Turks and Caicos Islands",111,82.53,86.81,80.04,84.13,88.22,84,100,58.79,90.93,90.49,90.05,91.72,91.72,0,69.64,63.12,56.6,67.72,98.52
"Prince Edward Islands",90,82.03,,79.72,80.03,80.35,63.68,,97.18,,,,90.7,90.7,,57.12,78.56,100,,
"New Zealand",162,81.77,81.25,77.75,85.79,93.83,99.89,83.82,78.28,100,100,100,63.92,52.92,2.49,53.99,55.89,57.79,95.55,84.32
"Saba",248,81.32,88.59,86.53,93.23,99.92,100,100,68.96,75.24,68.81,62.37,35.52,35.52,0,68.57,76.74,84.92,,100
"Panama",129,81.16,75.8,82.38,86.04,89.69,92.43,96.7,63.64,100,100,100,43.16,40.16,0.71,65.34,73.12,80.89,100,83.68
"Bahamas",110,81.14,86.17,83.79,81.12,78.45,58.53,91.8,60.43,94.62,81.12,67.61,84.42,84.42,0,67.13,67.86,68.59,100,100
"Aruba",250,80.05,91.2,82.4,91.2,100,100,100,69.34,100,100,100,47.62,47.62,,74.93,43,11.07,58.18,100
"Sint Eustatius",249,79.41,88.59,87.07,91.71,96.34,100,100,68.61,75.24,68.81,62.37,35.52,35.52,0,68.57,61.44,54.32,,100
"Antigua and Barbuda",120,79.39,100,81.09,77.23,73.37,73.49,98.18,58.09,83.4,91.7,100,55,55,0,71.2,72.5,73.79,67.72,100
"Madeira",57,79.32,85.34,75.63,83.29,90.95,,,65.09,91.27,79.83,68.4,74.08,74.08,0,67.29,83.64,100,93.28,69.98
"Bonaire",245,78.6,80.38,82.15,84.27,86.4,98.87,74.39,79.47,75.24,68.81,62.37,52.77,52.77,,68.57,62.42,56.28,84.65,100
"Juan de Nova Island",33,78.56,,79.85,87.47,95.08,88.22,,84.2,95.29,94.34,93.4,93.29,93.29,,47.66,23.83,0,,
"Palau",8,78.53,77.47,76.98,78.28,79.58,88.69,71.44,70.34,100,81.8,63.6,92.95,92.92,0.07,61.44,80.72,100,60.47,83.14
"Estonia",70,78.53,90.26,87.09,82.32,77.56,62.67,74.62,73.3,100,73.81,47.62,96.2,96.2,0,91.43,95.72,100,99.95,36.45
"Latvia",69,78.3,89.19,86.88,83.03,79.18,62.27,74.62,62.36,100,89.5,79,95.6,95.6,0,91.43,95.72,100,99.98,30.76
"South Georgia and the South Sandwich Islands",89,77.76,,81.99,85.08,88.17,,,98.54,,,,56.47,56.47,,60.48,80.24,100,68.46,
"Kerguelen Islands",93,77.63,,81.21,90.52,99.82,,,97.31,,,,48.86,48.86,,47.66,73.83,100,,
"United Arab Emirates",54,77.59,98.38,86.69,87.33,87.97,81.49,74.31,64.5,99,99.5,100,74.62,74.44,0.14,65.3,68.67,72.03,80.59,46.65
"Slovenia",188,77.32,70.02,80.52,84.36,88.21,98.9,73.23,84.25,100,100,100,64.17,69.27,81.57,69.91,56.94,43.97,99.32,36.91
"Sweden",222,77.3,96.43,85.04,81.08,77.12,61.51,70.05,74.84,100,100,100,79.19,79.56,87.57,85.66,77.53,69.39,99.9,32.12
"Mayotte",29,77.28,75.83,81.14,88.19,95.24,95.68,100,45.1,100,100,100,69.97,68.51,0.12,64.68,82.34,100,67.76,49.35
"Curacao",244,77.15,79.17,81.37,83.39,85.41,100,70.07,73.67,75.24,68.81,62.37,54.08,54.08,,67.91,57.66,47.42,84.65,100
"Azores",55,77.12,77.08,71.76,83.9,96.05,100,,66.64,100,84.2,68.4,60.36,60.36,0,67.29,67.6,67.91,84.33,69.98
"Phoenix Islands (Kiribati)",157,76.96,47.28,74.65,68.35,62.05,99,,94.31,64.17,68.89,73.61,83.24,83.24,0,65.76,82.88,100,67.72,80.99
"Qatar",190,76.65,94.6,86.33,89.91,93.48,98.63,99.98,71.64,77.8,65.21,52.61,66.03,66.03,0,63.54,65.02,66.5,67.72,47.79
"Greece",80,76.54,68.93,70.26,80.04,89.82,92,67.38,69.51,63.02,61.38,59.75,46.33,54.84,61.47,70.84,84.03,97.22,87.32,100
"Puerto Rico and Virgin Islands of the United States",116,76.43,83.77,82.02,84.17,86.32,83.31,96.43,68.67,86.76,69.69,52.61,38.84,38.84,0.05,72.22,74.2,76.19,67.72,97.54
"Palmyra Atoll",150,76.27,,73.49,79.81,86.14,73.56,,93.1,,,,50.69,50.69,,68.32,84.16,100,,
"Kuwait",51,76.1,93.04,86.07,87.85,89.64,99.38,99.98,76.54,100,100,100,42.96,42.89,0.01,63.2,71.66,80.12,,13.53
"Cape Verde",56,76.1,92.69,77.03,87.57,98.11,,,58.17,99,99.5,100,68.96,68.96,0,64.72,33.16,1.61,68.74,100
"Portugal",183,75.67,66.75,74.43,80.98,87.53,99.12,74.62,73.8,100,93.38,86.76,47.07,44.61,22.24,60.55,80.27,100,67.73,75.43
"Clipperton Island",107,75.41,,70.86,85.41,99.97,100,,82.73,,,,76.44,76.44,,64.97,32.49,0,,
"Bassas da India",34,75.26,,77.54,86.48,95.42,88.22,,84.48,,,,93.29,93.29,,47.66,23.83,0,,
"Greenland",145,75.21,84.22,80.09,77.03,73.96,85.4,74.62,86.52,99.67,99.83,100,55.4,55.4,0,60.5,79.72,98.93,76.79,32.61
"Mexico",135,75.15,84.51,78.72,85.12,91.52,85.1,88.25,67.56,100,72.14,44.29,31.86,28.78,0.04,60.88,80.44,100,69.8,89.82
"Finland",174,74.88,92.68,86.81,82.18,77.56,62.58,74.62,83.33,100,82.24,64.48,85.98,86.74,88.28,92.1,75.71,59.33,88.71,20.04
"Lithuania",189,74.81,92.72,87.54,79.42,71.31,62.72,74.61,61.66,100,76.21,52.42,92.61,92.61,0,91.43,95.72,100,100,12.42
"France",179,74.78,79.97,75.4,76.59,77.78,97.94,70.05,66.09,100,79.41,58.83,67.05,60.78,52.05,64.26,82.13,100,80.68,54.19
"United States",163,74.67,86.88,79.4,75.87,72.35,80.65,72.86,80.58,99.91,75.7,51.49,73.12,69.53,1.05,63.11,71.99,80.88,90.55,42.08
"Belize",164,74.58,85.58,86.38,79.13,71.88,67.34,99.79,66.21,100,100,100,60.57,29.71,1.37,67.51,83.76,100,40.31,93.95
"Sao Tome and Principe",103,74.47,86.44,76,87.85,99.69,100,100,46.45,100,100,100,47.93,47.93,0,64.17,46.85,29.52,82.97,46.18
"Australia",16,74.29,72.55,84.85,82.21,79.57,71.87,75.03,76.28,100,95.62,91.24,46.34,33.24,0.18,80.07,90.03,100,93.73,52.34
"Spain",182,74.26,72.88,72.11,80.03,87.95,97.62,71.09,68.25,100,77.21,54.42,56.18,69.49,85.45,64.89,80.25,95.61,67.94,57.8
"Marshall Islands",11,74.21,81.21,77.11,87.23,97.34,95.73,100,24.72,38.39,56,73.61,73.93,73.93,0,65.33,52.17,39.01,93.27,77.81
"French Polynesia",147,74.15,79.76,75.99,87.98,99.97,100,100,73.07,42.27,71.13,100,55.26,52.62,0.47,63.24,31.62,0,77.46,67.82
"Norway",223,74.14,97.56,76.37,74.07,71.76,63.17,62.25,78.97,70.77,74.54,78.31,76.81,62.36,39.5,61.91,70.28,78.65,95.1,63.13
"Uruguay",173,74.09,96.99,70.38,71.49,72.59,59.57,74.62,66.89,100,100,100,36.09,36.09,0,67.01,73.61,80.2,99.99,61.67
"Tuvalu",19,74.07,81.1,74.85,87.39,99.93,100,,43.88,100,100,100,88.81,88.8,0,63.84,33.73,3.62,67.72,63.98
"Glorioso Islands",30,74.04,,81.32,87.2,93.08,88.22,,82.8,95.29,94.34,93.4,17.88,17.88,,47.66,73.83,100,,
"Poland",178,74.02,90.73,85.37,71.63,57.9,56.38,67.54,63.89,100,81.5,62.99,95.75,95.75,0,91.43,95.72,100,99.99,17.05
"Honduras",133,73.91,90.94,85.21,85.85,86.49,84.62,88.73,56.87,100,94,88.01,69.28,42.5,1.32,66.44,83.22,100,79.59,32.8
"Cayman Islands",113,73.77,82.84,79.94,82.62,85.31,64.48,96.04,51.88,99.67,99.83,100,48.43,48.43,0,62.55,46.11,29.66,,91.7
"Croatia",187,73.56,82.23,76.07,76.87,77.66,64.88,64.8,74.17,100,78.56,57.12,28.25,28.14,27.91,67.67,74.57,81.47,99.48,91.85
"Anguilla",118,73.31,88.5,80.12,82.45,84.78,57.03,100,57.72,80.34,58.01,35.69,62.9,62.9,0,74.75,57.1,39.45,69.4,100
"Montserrat",121,73.11,66.23,85.74,84.95,84.15,75.84,100,63.78,79.8,88.08,96.36,28.04,28.04,0,73.66,36.83,0,87.35,100
"Saint Kitts and Nevis",119,72.98,79.69,86.88,89.21,91.54,79.84,100,64.57,77.65,55.67,33.69,30.39,30.39,0,70.21,47.18,24.15,83.28,100
"United Kingdom",180,72.93,83.61,78.18,74.14,70.1,62.44,73.72,74.1,93.17,88.59,84,54.01,47.01,11.21,57.74,78.87,100,86.2,60.64
