"region_name","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Global average",0,70.84,76.01,78.69,81.34,83.98,82.78,77.79,68.77,86.33,80.79,75.25,54.82,51.13,5.49,65.06,61.21,57.36,78.42,50.15
"Macquarie Island",4,94.45,,80.92,90.46,100,100,,97.4,,,,100,100,,68.79,84.39,100,,
"Howland Island and Baker Island",158,91.05,,74.65,86.8,98.95,99.18,,95.86,,,,89.13,89.13,,68.57,84.29,100,,
"Ile Europa",35,88.77,,76.92,86.29,95.67,88.22,100,87.56,,,,96.4,96.4,,48.28,74.14,100,,
"Jarvis Island",149,84.78,,73.24,83.78,94.33,95.45,,96.76,,,,63.6,63.6,,68.57,84.29,100,,
"Northern Saint-Martin",221,83.89,77.14,88.8,91.46,94.13,92.18,100,56.81,80.34,88.35,96.36,48.85,48.85,0,70.92,85.46,100,100,98.65
"Sint Maarten",220,83.68,92.55,86.95,93.24,99.54,100,100,47.9,80.07,88.22,96.36,72.95,72.95,0,71.7,58.25,44.8,,100
"Seychelles",31,83.33,87.48,79.47,83.4,87.33,80.91,99.98,84.8,65.65,82.82,100,57.54,57.54,0,60.21,56.72,53.23,99.62,100
"Turks and Caicos Islands",111,82.92,87.38,79.08,83.7,88.31,84,100,61.08,90.93,90.49,90.05,91.79,91.79,0,70.74,63.67,56.6,67.12,100
"New Zealand",162,82.84,80.78,77.66,85.73,93.8,99.89,83.82,76.29,100,100,100,61.79,51.76,2.29,54.77,57.23,59.69,97.36,95.5
"Heard and McDonald Islands",94,82.63,,83.16,91.24,99.32,,,99.43,,,,54.46,54.46,,68.3,84.15,100,83.89,
"Bahamas",110,82.55,85.99,82.99,80.72,78.44,58.53,91.8,62.35,94.62,81.12,67.61,84.91,84.91,0,68.21,80.14,92.06,100,100
"Saba",248,81.88,87.82,86.42,93.18,99.93,100,100,66.78,75.24,68.81,62.37,35.44,35.44,0,69.83,84.92,100,,100
"Prince Edward Islands",90,80.6,,79.94,80.29,80.64,63.68,,88.34,,,,91.75,91.75,,57.85,78.93,100,,
"Antigua and Barbuda",120,80.47,100,80.12,76.66,73.2,73.49,98.18,58.41,83.4,91.7,100,55.43,55.43,0,71.33,83.68,96.03,67.12,100
"Bonaire",245,79.89,79.2,81.14,83.77,86.4,98.87,74.39,72.01,75.24,68.81,62.37,53.06,53.06,,69.83,84.92,100,83.9,100
"Sint Eustatius",249,79.86,87.82,86.98,89.65,92.33,100,100,55.46,75.24,68.81,62.37,35.44,35.44,0,69.83,81.61,93.38,,100
"South Georgia and the South Sandwich Islands",89,79.44,,82.3,89.98,97.65,,,97.27,,,,61.62,61.62,,61.12,80.56,100,67.76,
"Juan de Nova Island",33,79.39,,79.31,87.14,94.96,88.22,,86.08,95.29,94.34,93.4,96.4,96.4,,48.28,24.14,0,,
"Aruba",250,79.27,92.4,81.44,90.72,100,100,100,59.83,100,100,100,47.37,47.37,,75.97,43.52,11.07,58.87,100
"United Arab Emirates",54,79.11,99.99,86.06,87.02,87.97,81.49,74.31,64.39,99,99.5,100,74.13,73.73,0.1,66.15,69.58,73.02,88.16,52.89
"Madeira",57,79.03,85.25,74.3,80.48,86.65,,,66.15,91.27,79.83,68.4,72.1,72.1,0,68.21,84.11,100,89.66,74.69
"Mayotte",29,78.67,79.1,80.57,88.6,96.63,95.68,100,55.7,100,100,100,72.42,69.78,0.14,65.09,82.54,100,67.15,48.15
"Latvia",69,77.92,89.17,86.12,81.57,77.01,62.27,74.62,55.48,100,89.5,79,91.32,91.32,0,91.52,95.76,100,99.98,39.54
"Sao Tome and Principe",103,77.78,83.43,75.39,87.37,99.34,100,100,52.57,100,100,100,46.84,46.84,0,64.11,46.81,29.52,77.66,83.17
"Estonia",70,77.7,90.9,86.42,82.19,77.96,62.67,74.62,65.36,100,73.81,47.62,92.52,92.52,0,91.52,95.76,100,99.95,39.24
"Qatar",190,76.65,95.07,85.7,89.64,93.57,98.63,99.98,68.11,77.8,65.21,52.61,63.95,63.95,0,64.55,65.52,66.5,67.12,53.32
"Panama",129,76.63,66.79,81.59,85.76,89.94,92.43,96.7,65.32,100,100,100,41.92,34.72,0.75,65.98,73.48,80.97,100,51.12
"Palau",8,76.54,74.04,76.02,78.25,80.48,88.69,71.44,75.52,100,81.8,63.6,93.26,93.18,0.04,61.6,80.8,100,55.24,66.41
"Palmyra Atoll",150,76.38,,72.63,79.41,86.18,73.56,,92,,,,52.65,52.65,,68.57,84.29,100,,
"Bassas da India",34,76.24,,77.01,86.14,95.28,88.22,,86.3,,,,96.4,96.4,,48.28,24.14,0,,
"Kerguelen Islands",93,76.24,,81.53,90.68,99.83,,,96.79,,,,43.36,43.36,,48.28,74.14,100,,
"Azores",55,76.13,75.23,70.51,83.98,97.45,100,,65.63,100,84.2,68.4,58.34,58.34,0,68.21,65.25,62.29,77.87,74.69
"Curacao",244,76.13,77.23,80.33,82.87,85.41,100,70.07,66.36,75.24,68.81,62.37,53.87,53.87,,69.06,58.24,47.42,83.9,100
"Greenland",145,76.11,85.39,79.69,77.33,74.97,88.18,74.62,88.07,99.67,99.83,100,55.11,55.11,0,60.75,79.76,98.77,76.93,35.89
"Sweden",222,76.08,95.5,84.29,82.57,80.84,61.51,70.05,61.55,100,100,100,76.82,77.55,89.48,85.85,79,72.14,99.81,33.29
"Tuvalu",19,76.04,81.19,73.97,86.96,99.95,100,,51.89,100,100,100,89.3,89.3,0,63.96,33.79,3.62,67.12,74.1
"Belize",164,75.88,85.1,85.68,78.56,71.44,67.34,99.79,66,100,100,100,59.91,35.67,2.7,68.52,84.26,100,43.08,98.99
"New Caledonia",5,75.6,81.89,81.16,81.71,82.25,70.16,69.1,82.08,84.65,92.32,100,63.96,56.24,0.15,63.66,76.52,89.38,67.53,78.46
"United States",163,75.58,90.08,78.76,75.16,71.57,79.71,72.86,75.06,99.91,75.7,51.49,77.61,74.38,1.1,63.48,72.28,81.09,95.73,44.86
"French Polynesia",147,75.56,79.78,75.12,87.55,99.98,100,100,77.14,42.27,71.13,100,56.63,53.06,0.63,63.95,31.98,0,76.52,78.49
"Clipperton Island",107,75.51,,70.03,85,99.96,100,,83.35,,,,76.42,76.42,,65.57,32.79,0,,
"Phoenix Islands (Kiribati)",157,75.47,48.66,73.71,69.56,65.41,99,,94.64,64.17,68.89,73.61,83.67,83.67,0,65.95,82.97,100,67.12,64.69
"Mexico",135,75.44,84.37,77.87,84.66,91.45,85.1,88.25,65.63,100,72.14,44.29,31.05,28.4,0.07,61.43,80.71,100,74.9,90.25
"Puerto Rico and Virgin Islands of the United States",116,75,78.37,81.06,83.65,86.24,83.31,96.43,58.48,86.76,69.69,52.61,38.96,38.96,0,73,74.53,76.06,67.65,98.93
"Greece",80,74.76,66.92,69.15,79.56,89.98,92,67.38,59.76,63.02,61.38,59.75,44.76,54.48,61.27,71.78,84.31,96.84,81.82,100
"Glorioso Islands",30,74.75,,80.71,86.95,93.18,88.22,,86.21,95.29,94.34,93.4,18.65,18.65,,48.28,74.14,100,,
"Australia",16,74.66,73.46,84.45,82.01,79.57,71.87,75.03,76.67,100,95.62,91.24,47.04,32.65,0.14,80.49,90.25,100,93.39,55.64
"Kuwait",51,74.37,88.4,85.58,88.18,90.77,99.38,99.98,65.71,100,100,100,42,41.92,0.01,64.44,62.35,60.25,,23.43
"Grenada",125,74.35,64.47,84.94,83.71,82.47,58.8,98.14,61.46,67.74,83.87,100,55.66,55.66,0,68.86,38.99,9.11,98.38,100
"Oman",48,74.31,98.47,81.61,82.6,83.59,95.59,52.25,77.59,100,100,100,55.58,55.52,0.01,63.53,39.81,16.09,98.09,43.15
"Bahrain",52,74.31,91.84,85.79,84.11,82.44,94.12,99.91,58.26,74.7,81.28,87.87,27.32,27.32,0.01,62.85,31.42,0,99.82,75.03
"Dominica",123,74.15,53.55,82.1,81.51,80.93,96.76,99.97,59.64,86.61,79.9,73.2,45.31,45.31,0,75.75,43.41,11.06,81.42,100
"American Samoa",151,74.07,62.18,74.49,82.88,91.26,99.76,100,55.92,66.5,82.62,98.74,35.55,35.55,0,62.78,65.36,67.94,80.69,75.75
"Ile Tromelin",36,73.94,,74.39,81.3,88.22,88.22,,85.82,,,,90.21,90.21,,48.28,24.14,0,,
"Croatia",187,73.88,81.51,75.28,76.48,77.68,64.88,64.8,64.97,100,78.56,57.12,27.66,26.13,22.07,68.67,84.34,100,99.06,98.1
"British Indian Ocean Territory",38,73.78,86.26,79.15,87.16,95.16,100,70.75,85.68,93.96,73.33,52.71,40.03,40.03,0,66,83,100,,37.85
"Uruguay",173,73.76,96.81,70.1,71.27,72.43,59.57,74.62,61.72,100,100,100,36.12,36.12,0,67.57,83.07,98.57,100,54.46
"Cape Verde",56,73.75,89.6,76.07,87.22,98.36,,,61.9,99,99.5,100,67.83,67.83,0,65.39,33.51,1.62,50.42,100
"Wallis and Futuna",161,73.69,63.46,74.89,87,99.12,100,,76.08,66.5,77.89,89.28,66.97,66.97,0,67.67,33.83,0,83.9,74.05
"Gambia",65,73.6,92.44,78.95,81.04,83.14,82.27,82.26,48.84,100,100,100,25.22,25.21,0.01,70.72,72.38,74.04,99.53,52.02
"Spain",182,73.58,71.56,71.13,79.62,88.11,97.62,71.09,51.44,100,77.21,54.42,54.59,69.42,86.63,65.63,82.81,100,72.65,62.38
"Anguilla",118,73.57,88.68,79.14,81.99,84.85,57.03,100,60.4,80.34,58.01,35.69,63.18,63.18,0,75.75,57.6,39.45,68.78,100
"Finland",174,73.55,91.53,86.08,81.8,77.53,62.58,74.62,72.78,100,82.24,64.48,84.5,85.9,88.11,92.18,76.92,61.66,86.08,21
"Marshall Islands",11,73.41,81.2,76.09,86.63,97.16,95.73,100,36.33,38.39,56,73.61,74.06,74.06,0,65.45,51.95,38.45,90.1,62.08
"France",179,73.4,79.33,74.51,76.49,78.46,98.21,70.05,51.64,100,79.41,58.83,66.68,58.19,44.63,65.06,82.53,100,81.5,56.62
"Cayman Islands",113,73.25,82.18,78.78,82.04,85.31,64.48,96.04,52.85,99.67,99.83,100,45.95,45.95,0,63.57,46.66,29.74,,89.2
"Portugal",183,73.12,57.53,73.25,80.56,87.87,99.12,74.62,54.31,100,93.38,86.76,44.95,43.14,28.69,62.35,81.18,100,60.13,87.26
"Montserrat",121,73.11,66.32,84.94,84.41,83.88,75.84,100,64.71,79.8,88.08,96.36,28.09,28.09,0,74.79,37.4,0,86.22,100
"Comoro Islands",28,72.97,87.48,80.1,76.22,72.34,91.73,100,43.69,92.14,91.34,90.54,72.78,72.78,0,62.85,69.22,75.59,71.67,25.58
"Russia",73,72.81,75.89,81.46,79.49,77.52,89.02,74.22,66.17,99.33,92.78,86.22,70.89,70.73,0.95,75.7,73.89,72.08,95.59,10.36
"Djibouti",46,72.76,89.5,88.04,89.84,91.63,99.24,98.8,56.54,100,96.7,93.4,43.9,43.9,0,68.28,34.14,0,,46.2
"Italy",184,72.76,69.45,68.25,78.5,88.75,72.26,67.02,51.95,100,85.62,71.23,45.91,58.04,84.26,71.78,84.09,96.4,78.97,81.67
"Tonga",155,72.67,43.07,75.97,84.23,92.49,97.73,99.94,66.29,99.58,99.79,100,31.67,31.04,0.14,64.2,46.71,29.22,83.06,74.8
"Lithuania",189,72.59,90.87,86.8,75.74,64.69,62.72,74.61,47.69,100,76.21,52.42,86.83,86.83,0,91.52,95.76,100,100,15.48
"Samoa",152,72.54,81.53,77.15,78.09,79.03,99.94,99.94,80.73,76.41,39.88,3.34,68.8,68.8,0,64.88,33.24,1.6,68.38,74.9
"Canary Islands",58,72.49,78.37,76.24,80.93,85.62,66.08,64.95,64.57,46.37,57.38,68.4,67.72,67.72,0,68.21,84.11,100,86.09,74.69
"Crozet Islands",91,72.45,,80.1,71.89,63.68,63.68,,84.65,,,,67.93,67.93,,48.28,74.14,100,,
"Malta",68,72.41,73.07,65.35,77.1,88.86,72.03,64.37,40.93,100,86.67,73.33,40.41,45.77,50.37,67.34,80.18,93.02,83.99,100
"Norway",223,72.41,97.8,75.88,74.75,73.63,55.6,62.25,73.37,70.77,74.54,78.31,77.53,59.81,37.74,62.09,70.37,78.65,90.56,65.02
"Honduras",133,72.4,90.8,84.33,85.4,86.47,84.62,88.73,58.41,100,94,88.01,65.53,27,1.88,67.19,83.59,100,78.91,32.48
"Cambodia",24,72.28,86.55,87.29,84.67,82.06,77.47,75.78,54.11,100,74.73,49.46,59.48,58.88,0.34,59.82,60.26,60.7,59.22,91.1
"Saint Kitts and Nevis",119,72.26,80.25,86.21,88.4,90.6,79.84,100,60.36,77.65,55.67,33.69,30.58,30.58,0,71.31,44.7,18.09,82.82,100
"Germany",176,71.98,74.54,80.9,74.02,67.13,62.01,66.03,54.31,100,89.31,78.62,27.58,30.32,73.86,84.74,92.37,100,91.32,85.57
"United Kingdom",180,71.94,85.68,77.52,79.16,80.8,62.44,73.72,62.66,93.17,88.59,84,55.43,48.49,11.42,58.09,79.04,100,86.58,53.03
"Brazil",171,71.85,64.73,76.25,81.19,86.13,93.47,98.75,61.83,100,79.47,58.95,46.28,38.53,0.48,66.93,82.75,98.58,89.63,28.07
"Tanzania",202,71.59,97.5,83.52,79.92,76.31,70.29,81.59,49.01,100,100,100,62.6,53.68,4.02,63.86,81.93,100,77.52,24.41
"Fiji",18,71.57,63.81,78.89,80.7,82.51,95.34,72.06,78.92,77.73,64.94,52.16,47.12,47.05,0.01,59.47,62.14,64.82,50.68,100
"Senegal",66,71.54,86.51,77.91,83.8,89.69,81.9,90.5,46.57,97.99,99,100,28.97,28.96,0.03,70.01,80.89,91.76,92.94,24.38
"Slovenia",188,71.45,68.35,79.85,83.42,86.99,98.9,73.23,28.95,100,100,100,63.88,74.13,82.57,71.33,57.93,44.54,94.42,35.13
"Saudi Arabia",50,71.4,95.54,85.87,84.97,84.07,71.34,70.03,68.67,100,100,100,49.64,45.24,0.76,64.09,52.47,40.85,86.63,39.12
"Christmas Island",2,71.33,74.41,74.71,81.66,88.6,71.99,70.07,74.42,100,96.35,92.7,40.72,40.72,0,69.45,59.81,50.17,67.12,76.77
"Saint Vincent and the Grenadines",127,71.3,85.83,83.97,87.41,90.85,70.4,100,60.34,20.76,25.46,30.16,58.63,58.63,0,75.25,51.98,28.72,86.18,86.79
"Canada",218,71.27,64.26,80.37,83.27,86.18,95.74,73.24,88.47,100,87.11,74.22,52.57,42.4,1.33,59.11,39.2,19.29,93.78,45.2
"Venezuela",139,71.16,69.37,82.84,82.96,83.07,84.35,89.4,63.03,96.92,83.87,70.83,45.29,40.13,0.45,70.59,83.98,97.37,95.17,19.36
"British Virgin Islands",117,71.03,82.51,78.98,81.95,84.93,55.23,99.55,56.58,76.3,69.96,63.62,54.75,54.75,,72.05,42.68,13.3,67.12,100
"Bouvet Island",105,70.87,,81.82,90.7,99.58,,,97.82,,,,8.26,8.26,,73.39,86.69,100,,
"Thailand",25,70.71,86.15,86.7,86.72,86.75,82.95,79.07,58,100,85.03,70.06,57.64,31.58,1.92,58.65,63.19,67.73,71.05,63.36
"Ecuador",137,70.6,77.51,74.58,76.52,78.45,76.1,74.07,67.53,99.67,99.83,100,42.36,34.77,26.15,62.98,81.49,100,99.69,18.46
"Guadeloupe and Martinique",140,70.55,77.72,81.53,87.52,93.52,93.67,99.9,69.11,30.39,62.79,95.19,19.61,19.55,0.09,70.7,85.35,100,84.26,25.58
