"region_name","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Global average",0,70.26,74.82,77.22,80.39,83.57,81.69,77.82,69.2,86.36,80.81,75.26,53.54,50.13,6.51,60.33,60.91,61.48,75.99,50.63
"Macquarie Island",4,94,,81.64,90.82,100,100,,97.67,,,,100,100,,63.06,81.53,100,,
"Howland Island and Baker Island",158,89.94,,72.52,85.22,97.92,99.18,,96.77,,,,89.44,89.44,,58.21,79.1,100,,
"Ile Europa",35,87.76,,75.64,85.65,95.67,88.22,100,84.41,,,,92.91,92.91,,50.77,75.38,100,,
"Sint Maarten",220,85.27,92.58,85.49,92.33,99.17,100,100,66.49,80.07,88.22,96.36,73.64,73.64,0,64.64,54.2,43.76,,100
"Jarvis Island",149,83.96,,70.93,83.4,95.87,95.45,,99.23,,,,62.63,62.63,,58.21,79.1,100,,
"South Georgia and the South Sandwich Islands",89,83.25,,83.1,84.19,85.29,,,98.54,,,,62.75,62.75,,65.45,82.72,100,88.05,
"Saba",248,82.01,89.19,86.14,93.04,99.94,100,100,69.29,75.24,68.81,62.37,36.32,36.32,0,62.86,81.43,100,,100
"Turks and Caicos Islands",111,81.96,89.38,76.69,82.43,88.18,83.95,100,58.85,90.93,90.49,90.05,92.03,92.03,0,63.16,59.88,56.6,65.33,97.21
"New Zealand",162,81.91,77.68,77.46,85.56,93.67,99.89,83.86,78.58,100,100,100,56.89,45.07,1.78,53.01,56.08,59.15,92.38,100
"Seychelles",31,81.78,86.62,77.81,82.75,87.69,80.91,99.98,77.38,65.65,82.82,100,53.28,53.28,0,56.05,54.64,53.23,99.47,100
"Mayotte",29,81.58,94.62,79.16,88.42,97.68,95.68,100,75.35,100,100,100,67.55,67.13,0.04,57.08,78.54,100,65.38,50.73
"Heard and McDonald Islands",94,80.63,,84.04,91.72,99.39,,,99.25,,,,43.02,43.02,,74.95,87.48,100,81.67,
"Bonaire",245,80.48,80.02,78.61,82.5,86.4,98.87,74.39,80.11,75.24,68.81,62.37,56.98,56.98,,62.86,81.43,100,81.66,100
"United Arab Emirates",54,80.23,99.15,84.49,86.29,88.09,81.5,74.31,71.15,99,99.5,100,72.87,70.13,0.75,58.13,68.49,78.84,96.9,54.84
"Northern Saint-Martin",221,80.22,75.06,87.75,89.81,91.87,92.18,100,65.79,80.34,88.35,96.36,48.69,48.69,0,64.16,82.08,100,66.7,93.5
"Prince Edward Islands",90,79.71,,80.5,80.44,80.39,63.68,,84.86,,,,88.19,88.19,,62.75,81.37,100,,
"Aruba",250,79.41,91.95,79.05,89.52,100,100,100,68.46,100,100,100,48.2,48.2,,67.79,39.43,11.07,56.53,100
"Sint Eustatius",249,78.99,89.19,86.75,73.5,60.25,100,100,68.32,75.24,68.81,62.37,36.32,36.32,0,62.86,74.81,86.76,,100
"Slovenia",188,78.8,70.09,78.19,82.43,86.67,98.9,73.23,80.28,100,100,100,63.9,94.65,100,66.08,60.66,55.24,88.91,38.86
"Clipperton Island",107,78.79,,67.96,83.96,99.95,100,,82.73,,,,72.41,72.41,,59.75,54.88,50,,
"Antigua and Barbuda",120,78.49,100,77.71,75.6,73.49,73.49,98.18,58.92,83.4,91.7,100,55.63,55.63,0,64.67,78.37,92.07,65.33,87.64
"Juan de Nova Island",33,78.47,,77.96,85.77,93.58,88.22,,84.2,95.29,94.34,93.4,92.91,92.91,,50.77,25.38,0,,
"Estonia",70,78.39,93.1,84.74,80.52,76.29,62.67,74.62,73,100,73.81,47.62,91.38,91.38,0,91.92,95.96,100,99.71,39.17
"Bahamas",110,77.89,86.35,81,79.74,78.48,58.54,91.83,57.75,94.62,81.12,67.61,84.09,84.07,0,61.55,72.83,84.12,66.7,100
"Portugal",183,77.8,63.41,70.29,78.66,87.02,99.12,74.62,72.25,100,93.38,86.76,44.3,41.38,22.88,57.39,78.7,100,79.76,96.74
"Latvia",69,77.76,90.86,84.24,80.2,76.16,62.27,74.62,63.39,100,89.5,79,90.01,90.01,0,91.92,95.96,100,99.53,31.24
"Sweden",222,77.49,96.49,82.4,77.95,73.5,61.51,70.05,74.74,100,100,100,76.27,75.7,62.63,85.98,81.74,77.49,99.53,37.21
"Greenland",145,77.23,85.18,78.7,76.37,74.04,85.64,74.62,86.01,99.67,99.83,100,53.59,53.59,0,62,80.39,98.77,93.15,37.56
"Greece",80,77.05,66.46,66.37,77.74,89.11,92,67.38,67.74,63.02,61.38,59.75,43.78,77.29,92.89,65.94,81.38,96.82,79.18,100
"Tonga",155,76.68,96.03,74.18,83.48,92.77,97.73,99.94,63.57,99.58,99.79,100,31.81,31.6,0.02,55.08,42.15,29.22,78.83,73.67
"Spain",182,76.63,71.24,68.67,77.96,87.25,97.62,71.09,68.53,100,77.21,54.42,53.01,78.45,100,59.37,79.68,100,80.67,63.86
"Uruguay",173,76.43,81.18,69.39,72.03,74.67,59.57,74.62,69.56,100,100,100,49.33,49.33,0,64.28,80.74,97.19,99.93,77.34
"Qatar",190,76.41,95.34,84.13,88.93,93.74,98.63,99.98,73.67,77.8,65.21,52.61,63.04,63.04,0,55.06,60.78,66.5,65.33,53.22
"Curacao",244,76.37,77.32,77.73,81.57,85.41,100,70.07,77.39,75.24,68.81,62.37,57.44,57.44,,60.87,49.45,38.03,81.66,100
"Wallis and Futuna",161,76.12,100,72.86,86.36,99.86,100,,70.65,66.5,77.89,89.28,67.07,67.07,0,57.29,28.65,0,81.66,72.85
"Norway",223,75.93,95.5,74.64,74.35,74.07,61.23,62.25,78.39,70.77,74.54,78.31,72.86,84.37,100,60.54,70.28,80.02,99.38,58.96
"Kerguelen Islands",93,75.81,,82.33,91.05,99.77,,,97.31,,,,39.49,39.49,,50.77,75.38,100,,
"Cape Verde",56,75.8,92.54,73.68,86.48,99.28,,,61.09,99,99.5,100,65.17,65.17,0,61.33,31.46,1.58,70.19,100
"Palmyra Atoll",150,75.75,,70.49,78.64,86.78,73.56,,93.1,,,,54.35,54.35,,58.21,79.1,100,,
"France",179,75.75,78.62,72.3,80.93,89.56,98.57,70.05,65.56,100,79.41,58.83,63.05,52.95,34.3,61.77,80.88,100,90.8,59.68
"Azores",55,75.58,71.42,67.37,82.48,97.59,100,,68.84,100,84.2,68.4,57.35,57.35,0,62.52,62.41,62.29,76.68,76.8
"New Caledonia",5,75.57,82.09,79.57,81,82.43,70.16,69.1,80.57,84.65,92.32,100,62.62,56.49,0.12,56.88,68.35,79.82,68.35,87.3
"Bassas da India",34,75.17,,75.68,84.84,94,88.22,,84.48,,,,92.91,92.91,,50.77,25.38,0,,
"Finland",174,75.12,91.51,84.25,81.04,77.83,62.58,74.62,82.6,100,82.24,64.48,82.82,88.63,100,92.52,76.65,60.79,89.28,22.04
"Saint Kitts and Nevis",119,75.01,71.04,84.53,86.6,88.66,79.84,100,73.19,77.65,55.67,33.69,29.09,29.09,0,65.21,79.63,94.05,,100
"Germany",176,74.99,72.59,79.68,73.79,67.91,62.01,66.03,71.15,100,89.31,78.62,25.55,41.42,89.88,84.87,92.44,100,93.86,87.33
"Sao Tome and Principe",103,74.97,82.91,73.85,86.49,99.12,100,100,47.56,100,100,100,45.76,45.76,0,57.46,43.49,29.52,80.92,62.54
"Kuwait",51,74.89,91.6,84.35,87.55,90.76,99.38,99.98,77.59,100,100,100,41.26,41.14,0.01,59.86,60.53,61.21,,16.27
"Croatia",187,74.83,79.28,73.31,76.18,79.06,64.88,64.8,74.07,100,78.56,57.12,26.93,31.09,38.16,62.26,81.13,100,98.33,100
"Djibouti",46,74.79,100,87.02,88.96,90.89,99.24,99.4,54.16,100,96.7,93.4,43.3,43.3,0,60.78,30.39,0,86.7,49.08
"Lithuania",189,74.43,93.07,84.95,76.75,68.54,62.72,74.61,63.76,100,76.21,52.42,85.05,85.05,0,91.92,95.96,100,99.58,16.59
"Venezuela",139,74.3,87.17,81.03,82.05,83.07,84.4,89.45,66.36,96.6,83.62,70.65,58.86,51.65,0.37,64.87,81.48,98.09,99.23,17.64
"Madeira",57,74.25,72.85,70.99,81.19,91.38,,,67.58,91.27,79.83,68.4,67.29,67.29,0,62.52,81.26,100,67.23,76.8
"Glorioso Islands",30,74.1,,79.19,86.33,93.47,88.22,,82.8,95.29,94.34,93.4,17.54,17.54,,50.77,75.38,100,,
"French Polynesia",147,74.05,74.96,72.92,86.45,99.98,100,100,75.24,42.27,71.13,100,55.9,54.18,0.2,54.15,27.08,0,74.27,77.22
"Jordan",215,73.92,100,86.97,83.88,80.78,87.43,70.1,79.86,100,87.72,75.45,43.2,43.2,0,80.98,50.35,19.72,83.98,52.7
"Tuvalu",19,73.86,81.52,71.78,81.3,90.82,100,,45.61,100,100,100,89.2,89.19,0,54.17,28.9,3.62,65.33,72.9
"Malta",68,73.76,73.38,62.33,75.18,88.04,72.03,64.37,54.77,100,86.67,73.33,38.87,57.6,82.46,63.69,81.84,100,71.75,100
"Mexico",135,73.74,85.27,75.76,83.46,91.15,85.08,88.24,69.06,100,72.14,44.29,32.84,29.3,0.09,59.06,79.53,100,52.97,92.38
"Australia",16,73.7,72.9,83.46,81.58,79.71,71.87,75.03,76.83,100,95.62,91.24,45.25,29.98,0.14,79.03,89.51,100,90.73,52.91
"British Indian Ocean Territory",38,73.68,96.2,77.7,85.7,93.7,100,70.75,83.52,93.96,73.33,52.71,36.67,36.67,0,56.54,78.27,100,,38.7
"Belize",164,73.65,82.16,83.94,78.13,72.31,67.34,99.79,68.76,100,100,100,58.61,54.41,0.3,61.42,80.71,100,5.14,100
"United States",163,73.4,80.2,77.14,73.37,69.6,68.53,72.86,80.9,99.91,75.7,51.49,70.9,68.12,0.91,60.77,70.39,80,98.94,45
"Anguilla",118,73.36,88.85,76.67,80.61,84.55,57.03,100,63.81,80.34,58.01,35.69,64.5,64.5,0,68.16,53.81,39.45,66.95,100
"Samoa",152,73.35,99.5,75.32,77.17,79.03,99.94,99.94,79.93,76.41,39.88,3.34,68.6,68.6,0,55.04,28.32,1.6,66.57,73.69
"Oman",48,73.13,96.73,79.8,81.45,83.1,95.59,52.25,73.72,100,100,100,55.24,55.24,0.01,55.55,35.8,16.05,98.88,41.6
"R_union",32,73.11,100,73.34,84.83,96.33,88.22,100,71.78,79.24,67.54,55.84,55.19,55.19,0.07,59.86,38.8,17.73,90.02,34.76
"Phoenix Islands (Kiribati)",157,73.04,48.32,71.37,56.37,41.38,99,,95.18,64.17,68.89,73.61,83.62,83.62,0,56.07,78.04,100,65.33,62.62
"Iraq",192,72.83,92.28,84.19,90.85,97.51,100,100,85.77,72.42,86.21,100,61.56,61.56,0,62.97,31.49,0,67.17,13
