"region_name","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Global average",0,70.6,76.02,78.99,81.32,83.66,82.56,77.78,68.5,86.33,80.79,75.25,54.9,51.4,5.44,64.64,60.85,57.06,77.73,48.96
"Macquarie Island",4,94.58,,80.77,90.39,100,100,,98.26,,,,100,100,,68.49,84.24,100,,
"Howland Island and Baker Island",158,90.93,,75.08,86.89,98.69,99.18,,95.86,,,,88.55,88.55,,68.33,84.17,100,,
"Ile Europa",35,89.15,,77.17,86.42,95.67,88.22,100,87.56,,,,98.75,98.75,,47.84,73.92,100,,
"Northern Saint-Martin",221,84.02,76.74,89,91.55,94.1,92.18,100,57.7,80.34,88.35,96.36,48.65,48.65,0,70.12,85.06,100,100,100
"Sint Maarten",220,84.01,94.19,87.24,93.33,99.42,100,100,48.7,80.07,88.22,96.36,73.66,73.66,0,71.5,57.98,44.45,,100
"Seychelles",31,83.49,87.78,79.81,83.56,87.31,80.91,99.98,85.91,65.65,82.82,100,57.92,57.92,0,59.93,56.58,53.23,99.44,100
"Heard and McDonald Islands",94,83.43,,82.99,91.23,99.46,,,99.43,,,,58.17,58.17,,67.96,83.98,100,84.36,
"Jarvis Island",149,83.16,,73.7,77.09,80.49,95.45,,96.76,,,,62.35,62.35,,68.33,84.17,100,,
"Turks and Caicos Islands",111,82.86,86.66,79.56,83.91,88.26,84,100,61.17,90.93,90.49,90.05,91.74,91.74,0,69.77,63.19,56.6,67.49,100
"New Zealand",162,81.72,81.46,77.71,85.77,93.83,99.89,83.82,76.77,100,100,100,62.98,51.52,2.36,54.08,56.35,58.63,97.38,84.2
"Prince Edward Islands",90,81.71,,79.83,80.55,81.26,63.68,,94.54,,,,91.13,91.13,,57.35,78.67,100,,
"Bahamas",110,81.29,85.96,83.39,80.92,78.45,58.53,91.8,61.83,94.62,81.12,67.61,84.76,84.76,0,67.29,67.94,68.59,100,100
"Saba",248,81.03,88.17,86.47,93.2,99.92,100,100,66.74,75.24,68.81,62.37,35.58,35.58,0,68.72,76.82,84.92,,100
"Antigua and Barbuda",120,80.52,100,80.6,76.94,73.27,73.49,98.18,58.5,83.4,91.7,100,55.26,55.26,0,71.34,83.69,96.03,67.49,100
"Juan de Nova Island",33,79.77,,79.58,87.32,95.06,88.22,,86.08,95.29,94.34,93.4,98.75,98.75,,47.84,23.92,0,,
"Madeira",57,79.43,85.22,74.97,83.3,91.63,,,65.79,91.27,79.83,68.4,73.16,73.16,0,67.32,83.66,100,90.16,74.28
"Aruba",250,79.21,92.27,81.92,90.96,100,100,100,60.27,100,100,100,47.52,47.52,,75.03,43.05,11.07,58,100
"Palau",8,79.06,75.94,76.5,78.25,79.99,88.69,71.44,75.55,100,81.8,63.6,92.78,92.74,0.06,61.45,80.73,100,58.17,87.32
"Mayotte",29,78.85,80.78,80.86,88.71,96.56,95.68,100,53.49,100,100,100,73.66,72.71,0.12,64.75,82.37,100,67.53,47.17
"Panama",129,78.83,70.96,81.99,85.93,89.87,92.43,96.7,65.62,100,100,100,42.49,37.67,0.67,65.43,73.19,80.95,100,65.84
"South Georgia and the South Sandwich Islands",89,78.44,,82.14,85.91,89.68,,,97.27,,,,60.5,60.5,,60.73,80.36,100,68.18,
"United Arab Emirates",54,78.42,99.98,86.38,87.17,87.95,81.49,74.31,64.06,99,99.5,100,74.22,73.82,0.07,65.34,69.16,72.98,86.72,48.02
