"country","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Oman",48,0.19,0.14,-0.34,-0.21,-0.08,0,0,-0.06,0,0,0,0.51,0.52,0,-0.84,-0.42,0,0.09,1.86
"Italy",184,0.18,0.17,-0.48,-0.28,-0.08,0,0,0.32,0,0.11,0.22,0.07,0.28,0.2,-0.51,0.04,0.6,0.52,0.64
"Kenya",43,0.18,0.56,-0.28,-0.2,-0.12,0,0.01,-0.16,0,-0.01,-0.02,0.27,0.27,0,-0.59,-0.29,0,2.54,-0.87
"British Indian Ocean Territory",38,0.17,1.8,-0.27,-0.24,-0.21,0,0,-0.07,0.29,0.32,0.34,-0.14,-0.14,0,-0.93,-0.46,0,,0.3
"French Polynesia",147,0.17,-0.75,-0.42,-0.21,0,0,0,0.16,1.75,0.88,0,0.08,0.23,-0.02,-0.98,-0.49,0,-0.55,2.47
"Argentina",172,0.16,-1.2,-0.06,0.11,0.27,0,0,0.93,0,0,-0.01,1.67,1.67,0,-0.11,0.25,0.61,-0.1,-0.03
"Maldives",39,0.16,-3.23,-0.32,-0.07,0.17,0,0,2.63,0.27,0.13,0,0.04,0.04,0,-0.89,-0.28,0.33,2.31,0.06
"Nicaragua",131,0.16,-0.69,-0.36,-0.2,-0.03,0,0,0.28,0,-0.17,-0.34,0.21,0.14,0.01,-0.59,-0.3,0,1.37,1.18
"Saint Kitts and Nevis",119,0.16,-1.05,-0.32,-0.29,-0.27,0,0,0.95,0.57,-0.04,-0.66,-0.18,-0.18,0,-0.58,4.92,10.42,-3.1,0
"American Samoa",151,0.14,-0.08,-0.39,-0.2,0,0,0,-0.29,1.02,0.5,-0.02,-0.01,-0.01,0,-1.05,-0.52,0,-0.42,2.42
"France",179,0.14,-0.36,-0.42,0.7,1.82,0.12,0,0.33,0,0,0,-0.56,-0.48,-1.09,-0.21,-0.11,0,0.46,0.68
"Belgium",59,0.13,-0.39,-0.19,-0.06,0.07,0,0,0.94,0,0.7,1.39,0.65,0.65,0,0.07,0.03,0,-0.5,-0.09
"Malaysia",206,0.13,0.25,-0.28,-0.12,0.04,0,0,0.5,-0.6,-0.65,-0.7,-0.15,0.17,-0.12,-0.63,1.84,4.31,-0.72,0.08
"Saba",248,0.13,0.03,-0.05,-0.03,0,0,0,0.12,0.15,0.08,0,0.11,0.11,0,-0.63,0.64,1.92,,0.21
"Greenland",145,0.12,0.01,-0.19,-0.06,0.06,-0.03,0,-0.16,0.02,0.01,0,-0.31,-0.31,0,0.33,0.15,-0.02,0.94,0.68
"Juan de Nova Island",33,0.12,,-0.26,-0.25,-0.25,0,,-0.06,0.04,-0.04,-0.11,1.06,1.06,,0.58,0.29,0,-0.62,
"Cuba",112,0.11,0.13,-0.38,-0.2,-0.02,0,0,0.04,0.48,0.24,-0.01,0.06,-0.51,0.01,-0.65,-0.35,-0.05,1.42,0.29
"Ireland",181,0.11,0.05,-0.39,-0.12,0.14,0,0,0.11,0.44,0.22,0,-1.13,-0.86,-0.02,-0.24,1.13,2.51,0.37,0.17
"Cyprus",81,0.1,-0.54,-0.65,-0.28,0.09,0,0,0.22,0.03,-0.1,-0.23,-0.83,1.9,2.22,-0.54,0.92,2.38,0.32,-1.44
"Lebanon",78,0.1,-0.23,-0.6,-0.49,-0.39,0,0,2.01,0.05,0.01,-0.04,-0.91,-0.89,-0.05,-0.32,-0.16,0,-0.7,1.41
"Sint Eustatius",249,0.1,0.03,-0.04,-1.66,-3.28,0,0,0.35,0.15,0.08,0,0.11,0.11,0,-0.63,1.75,4.13,,0.21
"Somalia",44,0.1,0.07,-0.18,-0.04,0.1,0.03,0.18,-0.04,0.47,0.18,-0.11,-0.03,-0.03,0,-0.68,-0.34,0,0.74,0.24
"Vietnam",207,0.1,0.01,-0.3,-0.17,-0.03,0.01,0.01,0.52,0.72,0.43,0.14,0.2,-0.25,0.53,-0.67,-0.34,-0.01,0.4,0.38
"Cambodia",24,0.09,0.32,-0.35,-0.13,0.1,0.01,0.01,0.31,0.14,0.08,0.03,-0.19,-0.39,0.15,-1.06,1.31,3.68,-1.9,1.3
"Canada",218,0.09,0.16,-0.2,0.1,0.39,-0.01,0,0.07,0,-0.11,-0.23,0.28,-0.01,0.02,-0.31,0.39,1.09,-0.04,0.37
"Guyana",167,0.08,-0.25,-0.38,-0.17,0.03,0.03,0.03,-0.03,1.5,0.52,-0.47,-0.02,-0.03,0,-0.55,-0.77,-0.99,0.71,0.79
"New Zealand",162,0.08,-0.3,-0.04,-0.03,-0.02,0,0.01,0.05,0.3,0.15,0,-0.76,-0.8,-0.01,-0.06,0.04,0.14,-0.41,2.05
"Comoro Islands",28,0.07,-0.02,-0.28,1.75,3.78,0,0,-0.48,0.43,0.06,-0.3,0.17,0.17,0,-0.44,-0.81,-1.18,0.11,-0.1
"Ile Europa",35,0.07,,-0.24,-0.12,0,0,0,-0.1,,,,1.06,1.06,,0.58,0.29,0,-0.62,
"Jan Mayen",144,0.07,,-0.23,-0.05,0.14,0,,-0.06,0.33,0.06,-0.21,0.07,0.07,,0.87,0.43,0,0,
"Russia",73,0.07,0.01,-0.06,0.11,0.28,-0.42,0,-0.04,0.04,0.34,0.63,-0.16,-0.2,0.13,0.17,0.35,0.54,0.36,0.2
"Brazil",171,0.06,-0.41,-0.29,-0.12,0.05,0,0,0.4,0.29,0.66,1.04,-0.21,0.05,-0.01,-0.32,-0.03,0.26,0.02,0.05
"Estonia",70,0.06,0.27,-0.32,-0.36,-0.41,0,0,0.16,1.46,0.77,0.08,-0.58,-0.58,0.03,0.07,0.03,0,-0.03,0.36
"Faeroe Islands",141,0.06,0,-0.26,0,0.25,0,,0.21,0.38,0.09,-0.21,-0.12,-0.12,0.41,-0.18,-0.29,-0.4,0,0.68
"Iran",191,0.06,-0.06,-0.26,-0.17,-0.08,0,0,0.13,1.44,0.72,0,0.11,-0.19,1.57,-0.76,-0.38,0,0.93,-0.36
"Sweden",222,0.06,-0.05,-0.36,-0.45,-0.54,0,0,0.33,0,0,0,-0.48,-0.46,-0.48,0.06,0.59,1.12,-0.03,0.69
"Taiwan",14,0.06,0.68,-0.32,-0.18,-0.04,0,0,0.6,0.41,-0.14,-0.69,-0.04,0.05,0,-0.79,-0.42,-0.06,0.3,-0.32
"Yemen",47,0.06,2.04,-0.38,-0.22,-0.06,-0.15,-0.11,-0.17,0.67,0.34,0,0,0.01,0,-0.88,-0.44,0,-0.02,-0.72
"Amsterdam Island and Saint Paul Island",92,0.05,,0.1,0.05,0,,,-0.09,,,,-0.06,-0.06,,0.58,0.29,0,,
"Jordan",215,0.05,3.17,-0.26,-0.13,0,0,0,0.14,0,-0.01,-0.03,0,0,0,-1.07,-0.53,0,-0.14,-1.94
"Montenegro",186,0.05,-0.54,-0.41,-0.12,0.16,0,0,1.07,-0.26,-0.13,0,0.08,-0.02,-0.01,-0.71,0.15,1.01,1.11,-0.99
"Sao Tome and Principe",103,0.05,-0.44,-0.29,-0.19,-0.08,0,0,-0.06,0,0,0,-0.3,-0.3,0,-0.8,-0.4,0,-0.3,2.2
"Curacao",244,0.03,-0.24,-0.49,-0.25,0,0,0,0.7,0.15,0.08,0,0.48,0.48,,-0.84,-0.24,0.36,-0.43,0.23
"Finland",174,0.03,-0.34,-0.35,-0.27,-0.19,0,0,0.31,0,0.37,0.74,-0.55,-0.35,0,0.06,0.12,0.19,0.16,0.27
"French Guiana",169,0.03,-0.33,-0.44,-0.22,0,0,0,0.04,0.02,0.13,0.24,0.79,0.79,0,-0.71,-0.35,0,-0.42,0.62
"Guatemala",136,0.02,1.22,-0.32,-0.21,-0.1,0.01,0.01,0.43,0,0,0,-0.27,-0.37,-0.21,-0.67,-0.21,0.25,-0.33,-0.3
"Lithuania",189,0.01,-0.14,-0.35,-0.32,-0.28,0,0,0.68,0,0.33,0.66,-0.93,-0.93,0,0.07,0.03,0,-0.05,0.52
"British Virgin Islands",117,0,0.45,-0.46,-0.23,-0.01,0,0,0.02,0.43,0.22,0,0.26,0.26,,-0.72,-0.36,0,-0.34,0
"Ivory Coast",195,0,-0.35,-0.39,-0.33,-0.27,0.05,0.06,-0.08,0.93,0.42,-0.09,-0.17,-0.17,0,-0.92,-0.46,0,0.9,-0.01
"Seychelles",31,0,-0.28,-0.32,-0.13,0.06,0,0,-0.54,0.32,0.16,0,-0.33,-0.33,0,-0.31,1.12,2.55,0.03,0
"United Kingdom",180,0,-0.37,-0.31,0.43,1.18,0,0,0.36,0.54,0.06,-0.41,-0.21,-0.14,-0.03,-0.21,-0.11,0,-0.79,0.54
"Vanuatu",6,0,0,-0.33,-0.22,-0.11,0,0,-0.22,0,0,0,-0.21,-0.21,0,-1.11,-0.55,0,1.25,0
"Christmas Island",2,-0.01,-0.19,-0.31,-0.33,-0.34,0,0,0.05,0.02,0.11,0.21,-0.05,-0.05,0,-1.21,-0.6,0,-0.34,1.25
"Cocos Islands",1,-0.01,-0.19,-0.32,-0.16,0.01,0,0,-0.18,0.02,0.11,0.21,-0.12,-0.12,0,-1.01,-0.5,0,-0.34,1.25
"Glorioso Islands",30,-0.01,,-0.29,-0.2,-0.11,0,,-0.1,0.04,-0.04,-0.11,-0.01,-0.01,,0.58,0.29,0,,
"Latvia",69,-0.01,0.2,-0.36,-0.34,-0.33,0,0,0.36,0.02,0.64,1.26,-0.68,-0.68,0,0.07,0.03,0,-0.05,-0.31
"Monaco",185,-0.02,-0.11,-0.55,-0.28,0,0,0,1.03,0.05,0.13,0.21,-0.14,-0.14,0,-0.21,-1.17,-2.13,,0.32
"Prince Edward Islands",90,-0.02,,0.11,0.04,-0.02,0,,-1.56,,,,-0.34,-0.34,,0.88,1.73,2.58,,
"Ascension",85,-0.03,-0.26,-0.22,-0.33,-0.45,,,0.02,0.33,0.06,-0.21,-0.61,-0.61,0,-0.52,5.46,11.45,-5.14,0.59
"El Salvador",134,-0.03,0.23,-0.31,-0.1,0.1,0,0,0.3,0,0.19,0.37,-0.11,-0.23,0.02,-0.74,-0.29,0.15,-0.07,-0.31
"Guinea Bissau",193,-0.04,-0.18,-0.36,-0.18,-0.01,0,0,-0.24,0.97,0.45,-0.08,-0.48,-0.48,0,-0.93,-0.47,0,0.66,0.06
"Libya",67,-0.04,0.19,-0.66,-0.26,0.14,-0.05,-0.04,0.05,0.42,0.2,-0.02,-0.15,-0.14,0,-0.52,-0.26,0,1.57,-1.67
"Norway",223,-0.05,-0.32,-0.23,-0.01,0.22,-0.5,0,0.03,0.27,0.65,1.03,-0.61,-0.33,0,-0.08,0.07,0.23,0.5,-0.66
"Palmyra Atoll",150,-0.05,,-0.41,-0.16,0.09,0,,0.03,,,,0.41,0.41,,-1.09,-0.55,0,,
"Cape Verde",56,-0.06,-0.03,-0.45,-0.17,0.11,,,0.3,0.31,0.15,0,-0.59,-0.59,0,-0.43,-0.22,0,0.04,0
"Greece",80,-0.07,-0.38,-0.53,-0.32,-0.11,0,0,-0.06,-0.26,-0.19,-0.13,-0.33,0.97,0.6,-0.51,-0.28,-0.05,-0.55,0.07
"Johnston Atoll",159,-0.07,,-0.54,-0.19,0.15,0,,0.31,,,,0.09,0.09,,-1.09,-0.55,0,,
"Macquarie Island",4,-0.07,,0.14,0.07,0,0,,-0.11,,,,0,0,,-0.59,-0.29,0,,
"Andaman and Nicobar",26,-0.08,-0.43,-0.31,-0.89,-1.47,0,0,-0.02,0.78,0.33,-0.12,-0.32,-0.32,0,-0.89,-0.44,0,0.1,0.83
"Anguilla",118,-0.08,-0.01,-0.47,-0.25,-0.04,0,0,0.73,-0.25,-0.74,-1.23,0.23,0.23,0,-0.79,-0.39,0,-0.35,0
"Turks and Caicos Islands",111,-0.08,0.14,-0.45,-0.23,0,-0.01,0,-0.06,0.25,0.17,0.09,0.04,0.04,0,-0.77,-0.39,0,-0.34,-0.13
"Wake Island",12,-0.08,,-0.55,-0.27,0,0,,0.3,0.49,0.31,0.13,0,0,,-1.09,-0.55,0,-0.34,
"Aruba",250,-0.09,0.09,-0.45,-0.23,0,0,0,0.16,0,0,0,0.09,0.09,,-0.85,-0.43,0,-0.57,0
"Jarvis Island",149,-0.09,,-0.44,0.03,0.49,0,,0.07,,,,-0.01,-0.01,,-1.09,-0.55,0,,
"Sint Maarten",220,-0.09,-0.44,-0.28,-0.13,0.02,0,0,0.69,0.23,0.1,-0.03,-0.14,-0.14,0,-0.79,-1,-1.21,,0.11
"Algeria",84,-0.1,-0.22,-0.5,-0.2,0.1,0,0,-0.08,0.02,0.01,0,-0.47,-0.53,0.38,-0.56,-0.09,0.38,0.28,-0.17
"Australia",16,-0.1,0,-0.19,-0.08,0.02,0,0,0.02,0,0.12,0.25,-0.17,-0.56,0,-0.08,-0.04,0,-0.37,-0.06
"Bangladesh",204,-0.1,0.13,-0.52,-0.3,-0.07,-0.01,-0.01,-0.09,0.02,0.01,0,-0.13,-0.3,0.3,-0.89,-0.5,-0.11,0.03,0.07
"Canary Islands",58,-0.1,-1.37,-0.6,-0.35,-0.09,0,0,0.31,0,0.02,0.05,-1.49,-1.49,0,-0.5,-0.25,0,1.04,1.05
"Democratic Republic of the Congo",199,-0.1,-0.28,-0.25,-0.08,0.09,0.02,0.03,0.18,0.35,0.18,0,-0.34,-0.34,0,-0.16,-0.04,0.08,-0.64,0
"Sierra Leone",96,-0.1,-0.58,-0.38,0.62,1.61,0,0,-0.24,0.27,0.25,0.23,-0.35,-0.35,0,-0.71,-0.39,-0.07,-0.59,0.31
"Singapore",208,-0.11,-1.02,-0.32,-0.15,0.01,0,0,0.23,0.07,0.1,0.12,-0.09,1.23,0,-1.26,-0.63,0,-0.82,-0.05
"Chile",224,-0.12,1.52,0.06,0.15,0.25,0,0,-0.06,0.33,0.16,0,-0.58,-1.51,0.44,-0.11,0.1,0.31,-1.83,0.24
"East Timor",231,-0.12,-1.17,-0.33,-0.16,0.01,0,0,-0.01,0,0,0,-0.1,-0.06,-0.01,-0.93,-0.29,0.36,-0.34,0.84
"Ile Tromelin",36,-0.12,,-0.32,-0.16,0,0,,-0.09,,,,-0.64,-0.64,,0.58,0.29,0,,
"Namibia",101,-0.12,-0.3,-0.19,-0.1,-0.01,0,0,-0.11,1.16,0.58,0,0.89,0.89,0,-0.21,-0.1,0,-1.83,-0.26
"Nigeria",196,-0.12,-0.08,-0.21,-0.08,0.04,0,0,-0.29,0.68,0.34,0,-0.65,-0.65,0,-0.89,-0.46,-0.03,-0.23,0.23
"Kuwait",51,-0.13,-0.47,-0.23,-0.1,0.03,0,0,0.4,0.09,0.05,0,-0.23,-0.23,0,-0.29,-1.03,-1.77,,0.19
"Grenada",125,-0.14,0.29,-0.37,-0.19,0,0,0,0.01,0,0,0,0.12,0.12,0,-0.7,0.39,1.48,-5.04,3.02
"Guinea",194,-0.14,-0.03,-0.29,-0.15,-0.01,0,0,-0.15,0.35,0.31,0.28,-0.19,-0.19,0,-0.82,-0.41,0,-0.33,-0.42
"Saint Helena",86,-0.14,0.67,-0.22,-0.71,-1.2,,,-0.23,-0.13,-0.7,-1.26,-0.34,-0.34,0,-0.52,-0.26,0,,0.59
"Tunisia",61,-0.14,-0.73,-0.43,-0.11,0.2,0,0,0.64,0.02,0.01,0,-0.31,-0.74,0.26,-0.69,-0.86,-1.03,-0.49,0.89
"Equatorial Guinea",104,-0.15,-0.81,-0.27,-0.34,-0.41,0.03,0.05,-0.02,-0.01,0,0.01,-0.23,-0.23,0,-0.74,0.46,1.65,-0.96,0.34
"Howland Island and Baker Island",158,-0.15,,-0.4,-0.31,-0.22,0,,0.03,,,,0.07,0.07,,-1.09,-0.55,0,,
"Mexico",135,-0.15,0.11,-0.4,-0.22,-0.05,0,0,0.32,0,0.12,0.24,0.09,0.06,0.01,-0.19,-0.1,0,-2.3,0.51
"Saint Lucia",122,-0.15,-2.09,-0.36,-0.18,-0.01,0,0,0.17,0.49,0.23,-0.03,-0.06,-0.06,0,-0.64,-0.32,0,0.57,0.15
"Tanzania",202,-0.15,-0.32,-0.27,-0.22,-0.18,-0.01,-0.02,-0.31,0,0,0,-0.18,0.17,-0.06,-0.74,-0.37,0,-0.76,0.37
"Bahrain",52,-0.16,0.89,-0.27,-0.1,0.07,0,0,0.03,0.41,0.57,0.72,-0.06,-0.06,0,-0.32,-0.16,0,0.01,-2.73
"Bermuda",108,-0.16,0.03,-0.55,-0.34,-0.13,0,0,0.16,-0.85,-1.48,-2.1,0.29,0.29,0,-0.32,-0.16,0,-0.92,0.87
"Mozambique",41,-0.16,-0.38,-0.23,-0.15,-0.08,0,-0.01,-0.11,0,0,0,-0.11,-0.08,0,-0.44,-0.32,-0.21,-0.35,-0.14
"Republique du Congo",100,-0.17,-1.12,-0.28,-0.11,0.07,,,0.33,1.37,0.73,0.09,-0.36,-0.36,0,-0.16,0.61,1.38,-1.79,0.37
"Sudan",49,-0.17,-0.3,-0.26,-0.02,0.22,0.01,0.05,-0.19,0.14,0.19,0.25,0.04,0.04,0,-1.02,-0.51,0,,-0.79
"Ukraine",75,-0.17,0,-0.2,0.03,0.26,0,0,0.41,0,0,0,-0.14,-0.1,0,0.12,0.03,-0.05,-1.67,-0.43
"Colombia",132,-0.18,-0.6,-0.39,-0.21,-0.03,0,0,0.46,0.29,0.15,0,-0.15,0.57,-0.06,-0.62,1.9,4.41,-4.36,0.3
"Dominica",123,-0.18,0,-0.43,-0.17,0.08,0,0,0.29,0.82,0.33,-0.16,0.07,0.07,0,-0.89,-0.44,0,-0.41,-1.47
