"region_name","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Global average",0,70.87,75.25,78.4,81.33,84.27,82.7,77.8,69.15,86.33,80.79,75.25,54.08,50.48,5.62,64.31,61.24,58.16,78.33,51.56
"Macquarie Island",4,94.42,,81.06,90.53,100,100,,97.32,,,,100,100,,68.49,84.24,100,,
"Howland Island and Baker Island",158,91.05,,74.23,86.75,99.27,99.18,,95.86,,,,89.2,89.2,,68.58,84.29,100,,
"Ile Europa",35,86.88,,76.66,86.16,95.67,88.22,100,87.56,,,,96.25,96.25,,48.25,74.12,100,75.83,
"Jarvis Island",149,84.7,,72.78,83.19,93.6,95.45,,96.76,,,,63.82,63.82,,68.58,84.29,100,,
"Northern Saint-Martin",221,83.8,77.24,88.59,91,93.4,92.18,100,56.75,80.34,88.35,96.36,49.03,49.03,0,69.83,84.92,100,100,98.52
"Sint Maarten",220,83.36,91.24,86.66,93.09,99.53,100,100,47.84,80.07,88.22,96.36,72.47,72.47,0,70.04,57.42,44.8,,100
"Seychelles",31,82.94,86.37,79.14,83.46,87.77,80.91,99.98,82.8,65.65,82.82,100,56.49,56.49,0,60.21,56.72,53.23,99.9,100
"Turks and Caicos Islands",111,82.91,88.62,78.6,83.41,88.22,83.95,100,61.05,90.93,90.49,90.05,91.82,91.81,0,69.32,62.96,56.6,66.78,100
"New Zealand",162,82.69,79.57,77.62,85.63,93.64,99.89,83.86,76.6,100,100,100,60.61,51.14,2.26,53.59,56.71,59.82,94.23,99.25
"Bahamas",110,82.45,85.91,82.59,80.53,78.47,58.54,91.83,62.4,94.62,81.12,67.61,84.69,84.69,0,66.97,79.52,92.06,100,100
"Heard and McDonald Islands",94,82.24,,83.34,91.09,98.83,,,99.43,,,,53.08,53.08,,68.24,84.12,100,83.46,
"Saba",248,81.86,87.67,86.36,93.14,99.92,100,100,66.72,75.24,68.81,62.37,35.49,35.49,0,69.92,84.96,100,,100
"Clipperton Island",107,80.91,,69.62,84.7,99.77,100,,83.35,,,,70.93,70.93,,64.37,65.56,66.75,,
"Antigua and Barbuda",120,80.22,100,79.64,76.52,73.39,73.49,98.18,58.1,83.4,91.7,100,55.52,55.52,0,70.09,83.06,96.03,66.78,98.81
"Prince Edward Islands",90,79.93,,80.05,80.57,81.08,63.68,,84.31,,,,92.18,92.18,,57.85,78.92,100,,
"Bonaire",245,79.86,79.03,80.63,83.52,86.4,98.87,74.39,71.99,75.24,68.81,62.37,53.6,53.6,,69.92,84.96,100,83.47,100
"Sint Eustatius",249,79.77,87.67,86.93,89,91.07,100,100,55.32,75.24,68.81,62.37,35.49,35.49,0,69.92,81.65,93.38,,100
"United Arab Emirates",54,79.67,99.92,85.75,86.95,88.15,81.5,74.31,68.4,99,99.5,100,74.13,73.45,0.16,64.57,71.79,79.02,87.38,53.54
"South Georgia and the South Sandwich Islands",89,79.67,,82.46,90.71,98.96,,,97.27,,,,63.02,63.02,,61.15,80.58,100,66.78,
"Madeira",57,79.58,85.01,73.64,82.49,91.35,,,66.59,91.27,79.83,68.4,71.34,71.34,0,68.14,84.07,100,92.5,74.83
"Aruba",250,79.47,93.15,80.96,90.48,100,100,100,59.81,100,100,100,47.32,47.32,,74.43,42.75,11.07,61.22,100
"Juan de Nova Island",33,78.7,,79.04,86.06,93.08,88.22,,86.08,95.29,94.34,93.4,96.25,96.25,,48.25,24.12,0,75.83,
"Mayotte",29,78.22,76.01,80.29,88.41,96.54,95.68,100,58.17,100,100,100,69.58,66.93,0.19,65.1,82.55,100,66.82,47.59
"Latvia",69,77.84,89.49,85.75,80.28,74.82,62.27,74.62,55.93,100,89.5,79,91.33,91.33,0,91.61,95.81,100,99.98,39.17
"Sao Tome and Principe",103,77.68,82.9,75.08,87.16,99.23,100,100,52.81,100,100,100,46.47,46.47,0,62.52,46.02,29.52,77.56,83.85
"Estonia",70,77.5,90.91,86.08,80.42,74.75,62.67,74.62,65.35,100,73.81,47.62,92.53,92.53,0,91.61,95.81,100,99.94,38.9
"Tuvalu",19,77.35,81.3,73.53,86.74,99.94,100,,51.99,100,100,100,89.21,89.2,0,62.74,33.18,3.62,66.78,87
"New Caledonia",5,76.83,81.96,80.85,81.62,82.4,70.16,69.1,82.32,84.65,92.32,100,63.5,57.04,0.18,62.63,76.01,89.38,84.97,72.78
"Qatar",190,76.8,95.27,85.39,89.57,93.75,98.63,99.98,68.64,77.8,65.21,52.61,63.87,63.87,0,62.67,64.59,66.5,66.78,55.48
"Greenland",145,76.6,85.64,79.5,77.23,74.96,89.51,74.62,88.07,99.67,99.83,100,54.76,54.76,0,60.77,79.77,98.77,78.37,38.17
"Sweden",222,76.44,96.27,83.91,81.24,78.56,61.51,70.05,61.6,100,100,100,76.89,77.74,90.77,85.89,80.97,76.04,99.56,35.5
"Palmyra Atoll",150,76.43,,72.21,79.21,86.21,73.56,,92,,,,53.09,53.09,,68.58,84.29,100,,
"French Polynesia",147,76.39,78.51,74.68,87.32,99.97,100,100,78.95,42.27,71.13,100,56.66,53.4,0.62,62.73,31.37,0,74.01,89.19
"Kerguelen Islands",93,76.24,,81.69,90.76,99.82,,,96.79,,,,43.3,43.3,,48.25,74.12,100,,
"Curacao",244,75.97,76.84,79.81,82.61,85.41,100,70.07,66.34,75.24,68.81,62.37,54.09,54.09,,67.52,57.47,47.42,83.47,100
"Bassas da India",34,75.94,,76.74,84.89,93.04,88.22,,86.3,,,,96.25,96.25,,48.25,24.12,0,75.83,
"Azores",55,75.88,73.97,69.88,83.5,97.12,100,,65.91,100,84.2,68.4,57.54,57.54,0,68.14,65.21,62.29,77.77,74.83
"Panama",129,75.85,63.75,81.2,84.96,88.73,92.44,96.7,65.92,100,100,100,40.63,33.18,0.95,64.84,72.91,80.98,100,48.64
"Belize",164,75.66,84.96,85.33,78.43,71.53,67.34,99.79,62.36,100,100,100,59.45,33.34,2.82,67.2,83.6,100,46.74,100
