region_name,region_id,Index,AO,SPP,BD,HAB,CP,CS,CW,ECO,LE,LIV,FIS,FP,MAR,ICO,SP,LSP,NP,TR
Global average,0,74.93,73.75,77.74,78.17,78.63,77.08,80.93,78.18,NA,83.84,83.84,54.13,49.65,6.23,68.82,65.76,62.71,81.2,91.64
Macquarie Island,4,93.41,NA,79.87,89.6,99.34,100,NA,98.69,NA,NA,NA,92.9,92.9,NA,71.66,85.83,100,NA,NA
Ile Europa,35,89.9,NA,77.09,88.54,100,91.19,100,98.72,NA,NA,NA,84.33,84.33,NA,53.18,76.59,100,NA,NA
Howland Island and Baker Island,158,87.18,NA,76.22,83.89,91.57,82.32,NA,98.13,NA,NA,NA,87.29,87.29,NA,68.58,84.29,100,NA,NA
Jarvis Island,149,86.61,NA,75,85.86,96.71,79.22,NA,97.31,NA,NA,NA,86.4,86.4,NA,68.58,84.29,100,NA,NA
Mayotte,29,85.45,77.06,80.41,89.81,99.21,95.16,100,79.56,NA,NA,NA,73.24,73.24,0.11,66.63,83.31,100,NA,NA
Seychelles,31,84.95,86.77,78.94,84.56,90.18,79.28,99.96,92.93,NA,92.28,92.28,66.65,66.65,0,62.9,58.07,53.23,100,89.05
Qatar,190,84.45,100,79.51,78.27,77.03,85.02,98.57,81.98,NA,95.32,95.32,66.88,66.88,0,64.99,72.02,79.06,NA,81.99
Clipperton Island,107,82.81,NA,70.99,85.49,100,87.17,NA,96.05,NA,NA,NA,62.26,62.26,NA,66.15,83.07,100,NA,NA
Antigua and Barbuda,120,82.3,100,78.77,82.54,86.31,60.67,98.91,79.39,NA,98.95,98.95,54.16,54.16,0,66.93,79.43,91.93,NA,86.69
Palau,8,82.2,61.66,76.89,83.27,89.66,79.93,71.72,92.71,NA,NA,NA,79.82,79.56,0.04,64.33,82.16,100,88.75,100
Estonia,70,82.03,92.09,87.54,71.04,54.54,62.83,55.88,78.33,NA,84.89,84.89,78.57,77.61,0,96.46,98.23,100,99.94,99.47
Madeira,57,81.87,85.54,74.48,87.07,99.66,NA,NA,79.88,NA,NA,NA,69.41,69.41,0,74.89,87.44,100,NA,NA
Palmyra Atoll,150,81.71,NA,73.99,75.13,76.28,61.06,NA,97.04,NA,NA,NA,91.05,91.05,NA,68.58,84.29,100,NA,NA
Saba,248,81.69,84.88,82.44,87.52,92.6,99.01,100,80.16,NA,NA,NA,37.39,37.39,0,65.68,82.84,100,NA,NA
Sint Maarten,220,81.42,84.07,83.46,89.6,95.74,99.79,100,57.75,NA,80.2,80.2,74.74,74.74,0,66.97,55.37,43.76,NA,91.27
Prince Edward Islands,90,81.1,NA,78.6,80.23,81.86,63.68,NA,90.26,NA,NA,NA,89.38,89.38,NA,63.91,81.95,100,NA,NA
R_union,32,80.54,82.75,75.08,87.2,99.32,86.46,100,80.64,NA,99.02,99.02,58.05,58.05,0.15,68.66,50.22,31.78,NA,NA
Heard and McDonald Islands,94,80.43,NA,82.1,87.21,92.33,NA,NA,96.72,NA,NA,NA,50.3,50.3,NA,75.01,87.5,100,NA,NA
Greenland,145,80.39,87.98,79.99,76.12,72.25,85.88,74.92,95.6,NA,94.27,94.27,52.68,52.68,0,71.34,85.06,98.77,71.05,NA
New Zealand,162,80.25,77.03,77.46,81.12,84.77,99.91,96.01,85.89,NA,71.03,71.03,57.54,45.48,2.29,67.51,63.33,59.15,82.67,100
Russia,73,80.14,77.86,80.17,80.65,81.14,82.18,74.98,63.45,NA,83.63,83.63,71.28,69.97,1.44,84.01,80.18,76.35,88.47,100
Brazil,171,80.05,76.36,75.82,77.51,79.21,97.22,99.96,58.65,NA,94.81,94.81,46.66,39.73,0.38,64.55,82.27,100,73.94,100
Phoenix Islands (Kiribati),157,80.03,47.79,76.09,86.74,97.38,82.17,NA,98.68,NA,NA,NA,81.19,81.19,0,67.2,83.6,100,NA,NA
United States,163,79.97,81,77.79,75.99,74.18,69.95,75.42,83.28,NA,77.7,77.7,70.92,67.85,1.16,72.15,76.23,80.31,92.24,100
Panama,129,79.73,65.34,79.8,76.82,73.84,88.57,96.13,80.1,NA,90.9,90.9,43.12,37.13,1.18,65.88,74.63,83.37,92.68,94.99
Northern Saint-Martin,221,79.62,75.32,84.41,90.76,97.11,83.32,100,78.84,NA,NA,NA,45.61,45.61,0,66.97,83.49,100,NA,NA
Guadeloupe and Martinique,140,79.56,75.39,79.86,89.56,99.26,87.42,100,82.25,NA,97.07,97.07,21.65,21.4,0.16,66.67,83.34,100,NA,NA
United Arab Emirates,54,79.24,97.15,79.86,78.28,76.69,81.57,87.61,81.73,NA,60.5,60.5,71.74,69.56,0.84,65.7,73.22,80.73,97.36,65.45
Ascension,85,78.86,76.09,76.08,87.98,99.88,NA,NA,89.07,NA,NA,NA,58.23,58.23,0,65.86,82.93,100,NA,NA
Turks and Caicos Islands,111,78.84,87.86,77.43,76.79,76.15,53.44,85.2,85.07,NA,NA,NA,90.05,90.05,0,67.44,62.02,56.6,NA,90.31
Fiji,18,78.74,71.72,78.69,83.8,88.91,84.62,81.21,88.86,NA,99.8,99.8,46.35,46.31,0.01,63.86,64.39,64.92,68.2,98.48
Oman,48,78.7,92.59,80.83,73.1,65.37,82.39,99.53,89.79,NA,80.23,80.23,51.45,51.18,0.01,63.18,51.54,39.89,76.61,90.04
Sint Eustatius,249,78.7,84.88,82.88,88.37,93.86,99.04,100,64.97,NA,NA,NA,37.39,37.39,0,65.68,76.22,86.76,NA,NA
Saint Kitts and Nevis,119,78.57,89.36,82.4,89.96,97.52,77.17,100,72.26,NA,NA,NA,30.78,30.78,NA,65.22,81.12,97.02,NA,87.91
Spain,182,78.46,68.43,72.54,70.35,68.15,97.19,71.93,63.97,NA,90.14,90.14,49.8,66.64,82.66,72.15,86.07,100,69.87,100
Tuvalu,19,78.36,62.89,76.46,87.86,99.27,84.53,100,74.74,NA,NA,NA,86.48,86.48,0,66.25,34.93,3.62,NA,95.46
Mexico,135,78.35,81.15,76.47,79.59,82.71,91.61,94.09,77.23,NA,98.31,98.31,28.58,24.58,0.75,65.61,82.81,100,60.39,93.77
Azores,55,78.28,73.51,70.58,82.75,94.91,100,NA,82.93,NA,NA,NA,61.9,61.9,0,74.89,68.59,62.29,NA,NA
Latvia,69,78.22,89.88,87.7,67.27,46.84,62.29,36.6,67.3,NA,99.04,99.04,71.61,71.61,0,96.46,98.23,100,99.84,90.13
Papua New Guinea,17,78.13,81.37,79.77,73.42,67.08,73.62,71.37,73.14,NA,86.12,86.12,88.39,88.39,0,67.12,37.59,8.07,96.94,99.31
Comoro Islands,28,78.12,91.76,78.56,85.72,92.89,92.22,99.98,45.39,NA,98.23,98.23,63.55,63.55,0,63.7,69.38,75.07,NA,56.83
Norfolk Island,3,78.03,94.58,76.77,88.31,99.86,100,NA,89.97,NA,NA,NA,8.92,8.92,0,72.79,86.39,100,NA,NA
Bahamas,110,77.96,82.46,80.09,80.68,81.27,39.87,85.58,84.53,NA,79.02,79.02,83.32,83.3,0,64.81,74.46,84.12,86.87,82.81
Samoa,152,77.95,72.63,77.93,76.13,74.33,95.91,99.97,90.86,NA,NA,NA,62.8,62.8,0.01,64.49,33.04,1.6,NA,92.26
Aruba,250,77.93,91.63,78.95,79.71,80.47,97.26,96.67,71.41,NA,87.86,87.86,43.35,43.35,NA,69.56,40.32,11.07,NA,93.16
