region_name,region_id,Index,AO,SPP,BD,HAB,CP,CS,CW,ECO,LE,LIV,FIS,FP,MAR,ICO,SP,LSP,NP,TR
Global average,0,74.35,74.43,78.34,78.46,78.61,77.71,80.83,76.99,NA,84.99,84.99,53.91,49.94,5.86,68.99,64.17,59.35,81.35,83.76
Macquarie Island,4,93.34,NA,79.32,89.19,99.06,100,NA,98.69,NA,NA,NA,92.9,92.9,NA,71.8,85.9,100,NA,NA
Ile Europa,35,90.17,NA,77.43,88.71,100,91.19,100,98.72,NA,NA,NA,87.03,87.03,NA,50.76,75.38,100,NA,NA
Howland Island and Baker Island,158,87.8,NA,77.07,86.1,95.13,82.32,NA,98.13,NA,NA,NA,87.46,87.46,NA,70.01,85,100,NA,NA
Jarvis Island,149,87.72,NA,76.02,86.09,96.17,79.22,NA,97.31,NA,NA,NA,90.99,90.99,NA,70.01,85,100,NA,NA
Qatar,190,85.25,100,81.71,78.99,76.27,85.02,98.57,81.07,NA,86.21,86.21,67.78,67.78,0,66.54,72.8,79.06,NA,96.85
Clipperton Island,107,84.26,NA,72,86,100,87.17,NA,96.05,NA,NA,NA,68.52,68.52,NA,67.14,83.57,100,NA,NA
United States,163,83.98,86.1,78.3,76.51,74.71,74.31,75.38,81.02,NA,99.6,99.6,74.49,71.55,1.08,71.11,75.7,80.28,99.68,100
Mayotte,29,83.58,77.86,80.95,89.05,97.15,95.16,100,67.49,NA,NA,NA,72.64,72.14,0.19,66.67,83.34,100,NA,NA
Palmyra Atoll,150,83.3,NA,74.88,82.02,89.16,61.06,NA,97.04,NA,NA,NA,91.36,91.36,NA,70.01,85,100,NA,NA
Madeira,57,82.91,84.96,75.06,87.37,99.68,NA,NA,78.92,NA,NA,NA,76.26,76.26,0,74.05,87.02,100,NA,NA
Sint Maarten,220,82.84,83.79,84.84,90.15,95.47,99.79,100,58.03,NA,100,100,73.32,73.32,0,68.48,56.64,44.8,NA,83.85
Heard and McDonald Islands,94,81.77,NA,81.46,88.25,95.05,NA,NA,96.72,NA,NA,NA,57.94,57.94,NA,68.3,84.15,100,NA,NA
Saba,248,81.47,83.72,83.22,87.6,91.97,99.01,100,79.9,NA,NA,NA,37.25,37.25,0,65.66,82.83,100,NA,NA
Antigua and Barbuda,120,81.32,100,79.43,82.9,86.38,60.68,98.91,79.4,NA,94.03,94.03,54.71,54.71,0,68.19,82.08,95.96,NA,79.18
Estonia,70,81.31,90.33,86.8,71.55,56.3,62.83,55.88,75.72,NA,70.6,70.6,88.75,88.75,0,96.22,98.11,100,100,99.37
Prince Edward Islands,90,81,NA,78.33,80.06,81.79,63.68,NA,90.26,NA,NA,NA,91.43,91.43,NA,59.1,79.55,100,NA,NA
R_union,32,80.42,82.33,75.66,87.53,99.4,86.46,100,80.29,NA,99.35,99.35,57.88,57.88,0.69,67.26,49.52,31.78,NA,NA
Phoenix Islands (Kiribati),157,80.39,47.7,77.08,87.95,98.81,82.17,NA,98.64,NA,NA,NA,81.44,81.44,0,68.91,84.45,100,NA,NA
Brazil,171,80.1,75.44,76.53,77.86,79.19,97.08,99.96,58.01,NA,100,100,45.81,40.5,0.48,64.62,82.31,100,73.12,96.78
Sweden,222,80.06,92.02,85.98,72.51,59.03,61.54,61.93,69.09,NA,90.37,90.37,68.97,70.38,90.77,89.61,83.66,77.72,99.05,100
Greenland,145,79.97,88.97,80.51,76.75,72.99,88.34,74.92,95.64,NA,86.31,86.31,53.33,53.33,0,69.31,84.04,98.77,71.44,NA
New Zealand,162,79.92,76.78,77.21,80.9,84.59,99.91,96.1,77.28,NA,75.92,75.92,59.39,48.38,2.26,67.43,63.63,59.82,96.38,83.91
