region_name,region_id,Index,AO,SPP,BD,HAB,CP,CS,CW,ECO,LE,LIV,FIS,FP,MAR,ICO,SP,LSP,NP,TR
Global average,0,74.42,74.01,78.12,78.38,78.67,77.35,80.84,77.22,NA,85.64,85.64,53.73,49.83,5.98,68.4,64.71,61.01,79.95,86.41
Macquarie Island,4,93.36,NA,79.5,89.42,99.34,100,NA,98.69,NA,NA,NA,92.9,92.9,NA,71.59,85.8,100,NA,NA
Ile Europa,35,90.13,NA,77.31,88.66,100,91.19,100,98.72,NA,NA,NA,86.76,86.76,NA,50.89,75.45,100,NA,NA
Jarvis Island,149,87.69,NA,75.68,86.19,96.71,79.22,NA,97.31,NA,NA,NA,90.72,90.72,NA,70.02,85.01,100,NA,NA
Howland Island and Baker Island,158,87.41,NA,76.79,84.18,91.57,82.32,NA,98.13,NA,NA,NA,87.42,87.42,NA,70.02,85.01,100,NA,NA
Qatar,190,85.79,100,80.98,79,77.03,85.02,98.57,81.24,NA,91.78,91.78,68.27,68.27,0,64.91,71.99,79.06,NA,96.22
Clipperton Island,107,85.2,NA,71.66,85.83,100,87.17,NA,96.05,NA,NA,NA,73.83,73.83,NA,66.19,83.1,100,NA,NA
Mayotte,29,83.63,74.5,80.77,89.95,99.12,95.16,100,70.16,NA,NA,NA,72.77,72.28,0.24,66.77,83.39,100,NA,NA
United States,163,83.11,84.28,78.13,76.42,74.7,71.71,75.37,82.13,NA,96.14,96.14,73.22,69.96,1.13,70.64,75.46,80.28,99.59,100
Sint Maarten,220,82.72,83.76,84.38,90.06,95.74,99.79,100,57.87,NA,95.01,95.01,73.84,73.84,0,67.18,55.82,44.45,NA,88.33
Seychelles,31,82.66,83.84,79.48,84.83,90.18,79.28,99.96,93.06,NA,100,100,66.93,66.93,0,61.67,57.45,53.23,100,61.25
Estonia,70,82.54,90.64,87.05,70.17,53.29,62.83,55.88,76.5,NA,78.03,78.03,93.27,93.27,0,96.31,98.15,100,99.98,99.95
Madeira,57,82.01,85.02,74.86,87.26,99.66,NA,NA,79.24,NA,NA,NA,71.51,71.51,0,74.06,87.03,100,NA,NA
Palmyra Atoll,150,81.98,NA,74.58,75.43,76.28,61.06,NA,97.04,NA,NA,NA,91.38,91.38,NA,70.02,85.01,100,NA,NA
Antigua and Barbuda,120,81.56,100,79.21,82.79,86.36,60.68,98.91,79.44,NA,94.96,94.96,54.31,54.31,0,67.11,81.54,95.96,NA,81.45
Saba,248,81.55,83.98,82.96,87.78,92.6,99.01,100,79.89,NA,NA,NA,37.3,37.3,0,65.78,82.89,100,NA,NA
Sweden,222,80.76,94.23,86.16,71.59,57.02,61.54,61.93,68.44,NA,92.7,92.7,73.7,73.98,77.95,89.65,84.09,78.54,99.08,100
R_union,32,80.36,82.42,75.47,87.39,99.32,86.46,100,80.4,NA,98.96,98.96,57.73,57.73,0.41,67.24,49.51,31.78,NA,NA
Heard and McDonald Islands,94,80.32,NA,81.67,87,92.33,NA,NA,96.72,NA,NA,NA,53.45,53.45,NA,68.24,84.12,100,NA,NA
Brazil,171,80.32,75.55,76.29,77.75,79.2,97.16,99.96,58.3,NA,99.16,99.16,45.77,40.95,0.47,63.78,81.89,100,72.51,100
Phoenix Islands (Kiribati),157,80.25,48.06,76.75,87.07,97.38,82.17,NA,98.66,NA,NA,NA,81.28,81.28,0,68.53,84.27,100,NA,NA
Prince Edward Islands,90,80.2,NA,78.42,80.14,81.86,63.68,NA,90.26,NA,NA,NA,87.32,87.32,NA,59.19,79.59,100,NA,NA
New Zealand,162,80.05,77.24,77.3,81.04,84.79,99.91,96.04,72.42,NA,77.64,77.64,58.38,48.52,2.07,66.61,63.16,59.71,95.69,88.81
Greenland,145,79.51,87.47,80.34,76.57,72.81,86.93,74.92,95.64,NA,90.96,90.96,53.18,53.18,0,69.32,84.04,98.77,65.84,NA
United Arab Emirates,54,79.29,98.87,81.29,78.96,76.63,81.56,87.59,82.94,NA,59.75,59.75,72.63,69.59,0.22,65.64,73.52,81.39,94.57,65.54
Papua New Guinea,17,79.23,81.32,80.4,73.72,67.05,73.82,71.49,73.35,NA,95.45,95.45,88.27,88.27,0,68.82,38.45,8.07,96.4,100
Northern Saint-Martin,221,79.23,75,85.59,91.35,97.11,83.32,100,75.74,NA,NA,NA,45.62,45.62,0,67.18,83.59,100,NA,NA
