region_name,region_id,Index,AO,SPP,BD,HAB,CP,CS,CW,ECO,LE,LIV,FIS,FP,MAR,ICO,SP,LSP,NP,TR
Global average,0,73.79,74.92,78.51,78.35,78.21,77.8,80.81,76.98,NA,86.01,86.01,54.21,50.28,5.76,68.33,63.26,58.18,77.28,80.65
Macquarie Island,4,93.33,NA,79.13,89.26,99.39,100,NA,98.74,NA,NA,NA,92.9,92.9,NA,71.48,85.74,100,NA,NA
Ile Europa,35,91.71,NA,77.54,88.77,100,91.19,100,98.72,NA,NA,NA,96.35,96.35,NA,50.41,75.2,100,NA,NA
Howland Island and Baker Island,158,87.68,NA,77.36,85.66,93.95,82.32,NA,98.13,NA,NA,NA,87.31,87.31,NA,70,85,100,NA,NA
Jarvis Island,149,87.16,NA,76.36,83.46,90.57,79.22,NA,97.31,NA,NA,NA,90.83,90.83,NA,70,85,100,NA,NA
Qatar,190,84.94,100,82.45,79.34,76.24,85.02,98.57,79.82,NA,85.61,85.61,67.35,67.35,0,64.78,71.92,79.06,NA,96.85
United States,163,84.17,86.81,78.47,76.64,74.81,77.28,75.4,81.69,NA,94.32,94.32,77.57,74.31,1.1,70.47,75.44,80.4,99.8,100
Palmyra Atoll,150,84.11,NA,75.18,86.56,97.95,61.06,NA,97.04,NA,NA,NA,90.9,90.9,NA,70,85,100,NA,NA
Mayotte,29,83.95,80.84,81.13,87.46,93.79,95.15,100,65.22,NA,NA,NA,76.4,75.71,0.14,66.56,83.28,100,NA,NA
Madeira,57,82.75,85.18,75.25,87.45,99.66,NA,NA,78.9,NA,NA,NA,75.86,75.86,0,72.7,86.35,100,NA,NA
Sint Maarten,220,82.59,84.71,85.29,91.56,97.82,99.79,100,58.23,NA,100,100,71.96,71.96,0,68.38,56.59,44.8,NA,80.47
Marshall Islands,11,82.22,100,77.58,88.5,99.42,80.9,100,74.85,NA,NA,NA,75.05,75.04,0,69.99,54.22,38.45,97.33,69.1
Saba,248,81.72,83.85,83.48,90.34,97.2,99.01,100,79.83,NA,NA,NA,36.94,36.94,0,64.15,82.08,100,NA,NA
Antigua and Barbuda,120,81.39,100,79.65,82.34,85.02,60.44,98.82,79.42,NA,98.02,98.02,54.42,54.42,0,68.1,82.03,95.96,NA,76.98
Prince Edward Islands,90,81.36,NA,78.24,80.16,82.07,63.68,NA,92.67,NA,NA,NA,90.98,90.98,NA,58.65,79.32,100,NA,NA
Finland,174,81.15,82.86,87.18,71.33,55.48,62.71,74.26,79.66,NA,90.96,90.96,78.01,82.18,88.11,96.37,79.07,61.77,88.43,100
Heard and McDonald Islands,94,80.87,NA,81.25,84.38,87.5,NA,NA,96.72,NA,NA,NA,58.41,58.41,NA,67.96,83.98,100,NA,NA
Phoenix Islands (Kiribati),157,80.33,47.29,77.41,88.06,98.7,82.17,NA,98.62,NA,NA,NA,81.38,81.38,0,68.87,84.43,100,NA,NA
Estonia,70,80.25,90.39,86.55,71.57,56.58,62.83,55.88,75.66,NA,67.12,67.12,85,85,0,96.13,98.07,100,100,95.97
Brazil,171,79.87,75.91,76.77,77.81,78.84,97,99.96,57.99,NA,98.18,98.18,45.71,40.03,0.48,63.6,81.8,100,74.37,95.67
R_union,32,79.79,82.28,75.85,87.63,99.4,86.46,100,80.18,NA,93.59,93.59,59.1,58.67,1.35,67.21,49.49,31.78,NA,NA
New Zealand,162,79.76,77.14,77.13,80.77,84.41,99.91,96.13,85.46,NA,71.28,71.28,59.74,49.67,2.29,66.29,62.99,59.69,96.15,78.08
Greenland,145,79.7,87.95,80.69,76.9,73.12,87.11,74.92,95.64,NA,84.58,84.58,53.83,53.83,0,69.09,83.93,98.77,72.43,NA
Sweden,222,79.67,93.21,85.81,72.16,58.51,61.54,61.93,69.12,NA,91.01,91.01,65.46,66.89,89.48,89.51,81.8,74.08,99.07,100
Seychelles,31,79.6,86.13,80.02,85.1,90.18,79.28,99.96,90.9,NA,63.28,63.28,70.39,70.39,0,61.47,57.35,53.23,100,63.64
Guadeloupe and Martinique,140,79.41,74.12,80.73,90.23,99.74,87.48,100,79.95,NA,98.8,98.8,21.65,21.43,0.09,66.58,83.29,100,NA,NA
Northern Saint-Martin,221,79.28,75.31,86.76,92.69,98.62,83.32,100,74.01,NA,NA,NA,45.47,45.47,0,68.38,84.19,100,NA,NA
Sint Eustatius,249,79.21,83.85,83.85,90.42,97,99.04,100,65.49,NA,NA,NA,36.94,36.94,0,64.15,78.77,93.38,NA,NA
Azores,55,78.94,74.91,71.11,82.97,94.82,100,NA,82.65,NA,NA,NA,65.62,65.62,0,72.7,67.49,62.29,NA,NA
Panama,129,78.38,65.76,81.27,77.59,73.91,88.75,96.18,77.63,NA,95.97,95.97,39.46,31.72,0.75,65.82,73.22,80.62,89.45,87.53
United Kingdom,180,78.23,83.82,77.06,71,64.95,62.53,84.13,70.53,NA,89.11,89.11,50.98,43.55,10.62,72.79,86.4,100,93.58,97.61
Comoro Islands,28,78.21,98.44,79.12,85.45,91.79,92.22,99.98,46.64,NA,84.85,84.85,70.71,70.71,0,61.79,68.31,74.82,NA,57.31
New Caledonia,5,78.18,81.59,81.75,85.94,90.14,65.47,69.77,90.35,NA,NA,NA,59.97,52.6,0.15,70.06,79.72,89.38,NA,100
Spain,182,78.04,69.32,73.4,70.51,67.62,97.19,71.93,65.3,NA,98.97,98.97,50.94,67.62,82.38,70.15,85.08,100,61.45,92.99
Samoa,152,77.79,74.36,79.11,76.72,74.33,95.91,99.97,89.48,NA,NA,NA,65.25,65.25,0,66.81,34.21,1.6,NA,86.4
Juan de Nova Island,33,77.59,NA,79.95,82.14,84.32,86.46,NA,97.8,NA,NA,NA,96.35,96.35,NA,50.41,25.2,0,NA,NA
Australia,16,77.21,76.37,82.41,78.45,74.49,63.73,71.18,93.05,NA,99.71,99.71,48.01,31.1,0.19,80.84,90.42,100,90.84,NA
