region_id,region_name,AO,BD,CP,CS,CW,ECO,FIS,FP,HAB,ICO,Index,LE,LIV,LSP,MAR,NP,SP,SPP,TR
4,Macquarie Island,NA,88.55428571428571,100,NA,98.84642857142858,NA,92.9,92.9,97.31857142857143,69.29857142857144,93.78285714285714,NA,NA,100,NA,97.745,84.64928571428571,79.78999999999999,NA
35,Ile Europa,NA,88.56857142857143,91.19,100,98.72,NA,90.64357142857143,90.64357142857143,100,51.130714285714284,90.75714285714285,NA,NA,100,NA,90.60142857142857,75.56571428571428,77.13571428571429,NA
158,Howland Island and Baker Island,NA,82.22428571428571,82.32,NA,98.13,NA,87.25928571428571,87.25928571428571,88.10785714285714,65.77357142857143,86.35642857142857,NA,NA,100,NA,78.575,82.88714285714286,76.34285714285714,NA
29,Mayotte,79.185,89.43357142857143,95.15714285714286,100,79.37214285714286,NA,75.96071428571429,75.19214285714285,98.37857142857143,62.97,85.68928571428572,NA,NA,100,0.09857142857142857,NA,81.48428571428572,80.49142857142857,NA
57,Madeira,88.84642857142858,85.80214285714285,NA,NA,79.11071428571428,NA,73.25214285714286,73.25214285714286,97.04357142857143,72.45571428571428,85.27714285714286,NA,NA,100,0,98.42714285714285,86.22857142857143,74.55857142857143,NA
149,Jarvis Island,NA,83.735,79.22,NA,97.31,NA,88.40928571428572,88.40928571428572,92.32285714285715,65.77357142857143,85.23,NA,NA,100,NA,56.83,82.88714285714286,75.14571428571429,NA
90,Prince Edward Islands,NA,80.11,63.68,NA,92.05428571428571,NA,90.375,90.375,81.65785714285714,60.96857142857143,84.16357142857143,NA,NA,96.55928571428572,NA,100,78.76285714285714,78.56142857142856,NA
190,Qatar,100,78.18642857142858,85.02,98.57,81.64428571428572,NA,68.04785714285714,68.005,76.54714285714286,62.68071428571429,81.95428571428572,82.25571428571429,82.25571428571429,79.06,0.0064285714285714285,NA,70.87,79.82571428571428,73.05214285714285
31,Seychelles,87.59928571428571,84.60857142857142,79.28,99.96,93.32785714285714,NA,68.21357142857143,68.18,90.16857142857144,59.520714285714284,81.64785714285715,72.53999999999999,72.53999999999999,73.27428571428571,0.0014285714285714286,100,66.39928571428571,79.05285714285715,64.59285714285714
150,Palmyra Atoll,NA,75.88857142857142,61.06,NA,97.04,NA,90.83857142857143,90.83857142857143,77.66142857142857,65.77357142857143,81.46571428571428,NA,NA,100,NA,78.575,82.88714285714286,74.11428571428571,NA
32,R_union,84.06,86.60428571428571,86.46,100,80.42928571428571,NA,58.54714285714286,58.46071428571429,98.04071428571429,64.49214285714285,81.28142857142858,90.17857142857143,90.17857142857143,31.78,0.7192857142857143,100,48.13785714285714,75.16642857142857,NA
120,Antigua and Barbuda,100,82.06285714285714,60.502857142857145,98.84571428571428,79.475,NA,54.32714285714286,54.32714285714286,85.26571428571428,64.78357142857143,81.24428571428571,93.44714285714285,93.44714285714285,92.19928571428572,0,91.35642857142857,78.49357142857143,78.86142857142858,73.94571428571429
248,Saba,82.16499999999999,88.00571428571429,99.01,100,80.09357142857142,NA,37.324285714285715,37.324285714285715,93.46285714285713,62.165,80.86642857142857,NA,NA,96.76857142857143,0,NA,79.46642857142857,82.54928571428572,NA
163,United States,81.86785714285715,76.21357142857143,75.77428571428571,75.43142857142857,83.83142857142857,NA,73.11428571428571,69.58571428571429,74.56,69.99714285714286,80.57428571428571,83.87785714285714,83.87785714285714,80.35428571428571,1.2057142857142857,97.13357142857143,75.17714285714285,77.86285714285714,86.84214285714286
70,Estonia,92.96357142857143,71.28714285714285,62.83,55.88,77.64642857142857,NA,80.445,79.52285714285715,55.13642857142857,96.01785714285714,80.26,84.66571428571429,84.66571428571429,100,0.7507142857142858,99.95785714285714,98.01,87.43642857142858,79.83785714285715
145,Greenland,88.21428571428572,76.68642857142858,86.88142857142857,74.92,95.54214285714285,NA,53.56,53.558571428571426,73.31214285714286,69.35,80.20357142857142,92.3276923076923,92.3276923076923,98.79928571428572,0.0014285714285714286,70.55428571428571,84.07428571428572,80.0657142857143,NA
55,Azores,77.84714285714286,82.655,100,NA,82.09928571428571,NA,64.17571428571429,64.17571428571429,94.67,72.45571428571428,79.84428571428572,NA,NA,63.595,0,84.10571428571428,68.025,70.63857142857142,NA
107,Clipperton Island,NA,83.61428571428571,87.17,NA,96.05,NA,65.25142857142858,65.25142857142858,96.09714285714286,63.894285714285715,79.75,NA,NA,71.42857142857143,NA,78.74428571428571,67.66071428571428,71.13142857142857,NA
54,United Arab Emirates,98.29928571428572,78.21928571428572,81.55428571428571,87.58714285714285,82.00071428571428,NA,72.91571428571429,70.92857142857143,76.26857142857142,63.72642857142857,79.62928571428571,71.525,71.525,77.38071428571429,0.6014285714285714,90.76214285714286,70.55285714285714,80.17071428571428,64.865
220,Sint Maarten,82.69857142857143,89.74214285714285,99.79,100,58.19642857142857,NA,73.58785714285715,73.58785714285715,95.82571428571428,64.99642857142857,79.195,86.59428571428572,86.59428571428572,45.722857142857144,0,NA,55.36,83.65785714285714,66.79
221,Northern Saint-Martin,73.20142857142856,90.69571428571429,83.32,100,78.10571428571428,NA,45.52357142857143,45.52357142857143,96.72285714285714,64.99642857142857,79.04785714285714,NA,NA,100,0,NA,82.49785714285714,84.66571428571429,NA
36,Ile Tromelin,NA,75.35428571428571,86.46,NA,98.62,NA,91.20785714285714,91.20785714285714,NA,51.130714285714284,78.94642857142857,NA,NA,0,NA,100,25.565714285714286,75.35428571428571,NA
