"","goal","dimension","region_id","gapfilled","method"
"1","ICO","status",1,0,NA
"2","ICO","status",2,0,NA
"3","ICO","status",3,0,NA
"4","ICO","status",4,1,"UN geopolitical avg. (r2)"
"5","ICO","status",5,0,NA
"6","ICO","status",6,0,NA
"7","ICO","status",7,0,NA
"8","ICO","status",8,0,NA
"9","ICO","status",9,0,NA
"10","ICO","status",10,0,NA
"11","ICO","status",11,0,NA
"12","ICO","status",12,0,NA
"13","ICO","status",13,0,NA
"14","ICO","status",14,0,NA
"15","ICO","status",15,0,NA
"16","ICO","status",16,0,NA
"17","ICO","status",17,0,NA
"18","ICO","status",18,0,NA
"19","ICO","status",19,0,NA
"20","ICO","status",20,0,NA
"21","ICO","status",21,0,NA
"22","ICO","status",24,0,NA
"23","ICO","status",25,0,NA
"24","ICO","status",26,1,"UN geopolitical avg. (r2)"
"25","ICO","status",28,0,NA
"26","ICO","status",29,0,NA
"27","ICO","status",30,1,"UN geopolitical avg. (r2)"
"28","ICO","status",31,0,NA
"29","ICO","status",32,0,NA
"30","ICO","status",33,1,"UN geopolitical avg. (r2)"
"31","ICO","status",34,1,"UN geopolitical avg. (r2)"
"32","ICO","status",35,1,"UN geopolitical avg. (r2)"
"33","ICO","status",36,1,"UN geopolitical avg. (r2)"
"34","ICO","status",37,0,NA
"35","ICO","status",38,0,NA
"36","ICO","status",39,0,NA
"37","ICO","status",40,0,NA
"38","ICO","status",41,0,NA
"39","ICO","status",42,0,NA
"40","ICO","status",43,0,NA
"41","ICO","status",44,0,NA
"42","ICO","status",45,0,NA
"43","ICO","status",46,0,NA
"44","ICO","status",47,0,NA
"45","ICO","status",48,0,NA
"46","ICO","status",49,0,NA
"47","ICO","status",50,0,NA
"48","ICO","status",51,0,NA
"49","ICO","status",52,0,NA
"50","ICO","status",53,0,NA
"51","ICO","status",54,0,NA
"52","ICO","status",55,1,"UN geopolitical avg. (r2)"
"53","ICO","status",56,0,NA
"54","ICO","status",57,1,"UN geopolitical avg. (r2)"
"55","ICO","status",58,1,"UN geopolitical avg. (r2)"
"56","ICO","status",59,0,NA
"57","ICO","status",60,0,NA
"58","ICO","status",61,0,NA
"59","ICO","status",62,0,NA
"60","ICO","status",63,0,NA
"61","ICO","status",64,0,NA
"62","ICO","status",65,0,NA
"63","ICO","status",66,0,NA
"64","ICO","status",67,0,NA
"65","ICO","status",68,0,NA
"66","ICO","status",69,0,NA
"67","ICO","status",70,0,NA
"68","ICO","status",71,0,NA
"69","ICO","status",72,0,NA
"70","ICO","status",73,0,NA
"71","ICO","status",74,0,NA
"72","ICO","status",75,0,NA
"73","ICO","status",76,0,NA
"74","ICO","status",77,0,NA
"75","ICO","status",78,0,NA
"76","ICO","status",79,0,NA
"77","ICO","status",80,0,NA
"78","ICO","status",81,0,NA
"79","ICO","status",82,0,NA
"80","ICO","status",84,0,NA
"81","ICO","status",85,0,NA
"82","ICO","status",86,0,NA
"83","ICO","status",88,0,NA
"84","ICO","status",89,0,NA
"85","ICO","status",90,1,"UN geopolitical avg. (r2)"
"86","ICO","status",91,0,NA
"87","ICO","status",92,0,NA
"88","ICO","status",93,0,NA
"89","ICO","status",94,0,NA
"90","ICO","status",95,0,NA
"91","ICO","status",96,0,NA
"92","ICO","status",97,0,NA
"93","ICO","status",98,0,NA
"94","ICO","status",99,0,NA
"95","ICO","status",100,0,NA
"96","ICO","status",101,0,NA
"97","ICO","status",102,0,NA
"98","ICO","status",103,0,NA
"99","ICO","status",104,0,NA
"100","ICO","status",105,0,NA
"101","ICO","status",106,0,NA
"102","ICO","status",107,1,"UN geopolitical avg. (r2)"
"103","ICO","status",108,0,NA
"104","ICO","status",110,0,NA
"105","ICO","status",111,0,NA
"106","ICO","status",112,0,NA
"107","ICO","status",113,0,NA
"108","ICO","status",114,0,NA
"109","ICO","status",115,0,NA
"110","ICO","status",116,0,NA
"111","ICO","status",117,0,NA
"112","ICO","status",118,0,NA
"113","ICO","status",119,0,NA
"114","ICO","status",120,0,NA
"115","ICO","status",121,0,NA
"116","ICO","status",122,0,NA
"117","ICO","status",123,0,NA
"118","ICO","status",124,0,NA
"119","ICO","status",125,0,NA
"120","ICO","status",126,0,NA
"121","ICO","status",127,0,NA
"122","ICO","status",129,0,NA
"123","ICO","status",130,0,NA
"124","ICO","status",131,0,NA
"125","ICO","status",132,0,NA
"126","ICO","status",133,0,NA
"127","ICO","status",134,0,NA
"128","ICO","status",135,0,NA
"129","ICO","status",136,0,NA
"130","ICO","status",137,0,NA
"131","ICO","status",138,0,NA
"132","ICO","status",139,0,NA
"133","ICO","status",140,0,NA
"134","ICO","status",141,0,NA
"135","ICO","status",143,0,NA
"136","ICO","status",144,0,NA
"137","ICO","status",145,0,NA
"138","ICO","status",146,0,NA
"139","ICO","status",147,0,NA
"140","ICO","status",148,1,"UN geopolitical avg. (r2)"
"141","ICO","status",149,0,NA
"142","ICO","status",150,0,NA
"143","ICO","status",151,0,NA
"144","ICO","status",152,0,NA
"145","ICO","status",153,0,NA
"146","ICO","status",154,0,NA
"147","ICO","status",155,0,NA
"148","ICO","status",156,0,NA
"149","ICO","status",157,1,"UN geopolitical avg. (r2)"
"150","ICO","status",158,0,NA
"151","ICO","status",159,0,NA
"152","ICO","status",161,0,NA
"153","ICO","status",162,0,NA
"154","ICO","status",163,0,NA
"155","ICO","status",164,0,NA
"156","ICO","status",166,0,NA
"157","ICO","status",167,0,NA
"158","ICO","status",168,0,NA
"159","ICO","status",169,0,NA
"160","ICO","status",171,0,NA
"161","ICO","status",172,0,NA
"162","ICO","status",173,0,NA
"163","ICO","status",174,0,NA
"164","ICO","status",175,0,NA
"165","ICO","status",176,0,NA
"166","ICO","status",177,0,NA
"167","ICO","status",178,0,NA
"168","ICO","status",179,0,NA
"169","ICO","status",180,0,NA
"170","ICO","status",181,0,NA
"171","ICO","status",182,0,NA
"172","ICO","status",183,0,NA
"173","ICO","status",184,0,NA
"174","ICO","status",185,0,NA
"175","ICO","status",186,0,NA
"176","ICO","status",187,0,NA
"177","ICO","status",188,0,NA
"178","ICO","status",189,0,NA
"179","ICO","status",190,0,NA
"180","ICO","status",191,0,NA
"181","ICO","status",192,0,NA
"182","ICO","status",193,0,NA
"183","ICO","status",194,0,NA
"184","ICO","status",195,0,NA
"185","ICO","status",196,0,NA
"186","ICO","status",197,0,NA
"187","ICO","status",198,0,NA
"188","ICO","status",199,0,NA
"189","ICO","status",200,0,NA
"190","ICO","status",202,0,NA
"191","ICO","status",203,0,NA
"192","ICO","status",204,0,NA
"193","ICO","status",205,0,NA
"194","ICO","status",206,0,NA
"195","ICO","status",207,0,NA
"196","ICO","status",208,0,NA
"197","ICO","status",209,0,NA
"198","ICO","status",210,0,NA
"199","ICO","status",212,0,NA
"200","ICO","status",213,0,NA
"201","ICO","status",214,0,NA
"202","ICO","status",215,0,NA
"203","ICO","status",216,0,NA
"204","ICO","status",218,0,NA
"205","ICO","status",219,0,NA
"206","ICO","status",220,0,NA
"207","ICO","status",221,0,NA
"208","ICO","status",222,0,NA
"209","ICO","status",223,0,NA
"210","ICO","status",224,0,NA
"211","ICO","status",227,1,"UN geopolitical avg. (r2)"
"212","ICO","status",228,1,"UN geopolitical avg. (r2)"
"213","ICO","status",231,0,NA
"214","ICO","status",232,0,NA
"215","ICO","status",237,0,NA
"216","ICO","status",244,0,NA
"217","ICO","status",245,0,NA
"218","ICO","status",247,0,NA
"219","ICO","status",248,0,NA
"220","ICO","status",249,0,NA
"221","ICO","status",250,0,NA
"222","ICO","trend",1,0,NA
"223","ICO","trend",2,0,NA
"224","ICO","trend",3,0,NA
"225","ICO","trend",4,1,"UN geopolitical avg. (r2)"
"226","ICO","trend",5,0,NA
"227","ICO","trend",6,0,NA
"228","ICO","trend",7,0,NA
"229","ICO","trend",8,0,NA
"230","ICO","trend",9,0,NA
"231","ICO","trend",10,0,NA
"232","ICO","trend",11,0,NA
"233","ICO","trend",12,0,NA
"234","ICO","trend",13,0,NA
"235","ICO","trend",14,0,NA
"236","ICO","trend",15,0,NA
"237","ICO","trend",16,0,NA
"238","ICO","trend",17,0,NA
"239","ICO","trend",18,0,NA
"240","ICO","trend",19,0,NA
"241","ICO","trend",20,0,NA
"242","ICO","trend",21,0,NA
"243","ICO","trend",24,0,NA
"244","ICO","trend",25,0,NA
"245","ICO","trend",26,1,"UN geopolitical avg. (r2)"
"246","ICO","trend",28,0,NA
"247","ICO","trend",29,0,NA
"248","ICO","trend",30,1,"UN geopolitical avg. (r2)"
"249","ICO","trend",31,0,NA
"250","ICO","trend",32,0,NA
"251","ICO","trend",33,1,"UN geopolitical avg. (r2)"
"252","ICO","trend",34,1,"UN geopolitical avg. (r2)"
"253","ICO","trend",35,1,"UN geopolitical avg. (r2)"
"254","ICO","trend",36,1,"UN geopolitical avg. (r2)"
"255","ICO","trend",37,0,NA
"256","ICO","trend",38,0,NA
"257","ICO","trend",39,0,NA
"258","ICO","trend",40,0,NA
"259","ICO","trend",41,0,NA
"260","ICO","trend",42,0,NA
"261","ICO","trend",43,0,NA
"262","ICO","trend",44,0,NA
"263","ICO","trend",45,0,NA
"264","ICO","trend",46,0,NA
"265","ICO","trend",47,0,NA
"266","ICO","trend",48,0,NA
"267","ICO","trend",49,0,NA
"268","ICO","trend",50,0,NA
