"","rgn_id","year","pressure_score"
"1",1,2007,0
"2",2,2007,0
"3",3,2007,0
"4",4,2007,0
"5",5,2007,0
"6",6,2007,0
"7",7,2007,0
"8",8,2007,0
"9",9,2007,0
"10",10,2007,0
"11",11,2007,0
"12",12,2007,0
"13",13,2007,0
"14",14,2007,0
"15",15,2007,0
"16",16,2007,0
"17",17,2007,0
"18",18,2007,0
"19",19,2007,0
"20",20,2007,0
"21",21,2007,0
"22",24,2007,0
"23",25,2007,0
"24",26,2007,0
"25",28,2007,0
"26",29,2007,0
"27",30,2007,0
"28",31,2007,0
"29",32,2007,0
"30",33,2007,0
"31",34,2007,0
"32",35,2007,0
"33",36,2007,0
"34",37,2007,0
"35",38,2007,0
"36",39,2007,0
"37",40,2007,0
"38",41,2007,0
"39",42,2007,0
"40",43,2007,0
"41",44,2007,0
"42",45,2007,0
"43",46,2007,0
"44",47,2007,0
"45",48,2007,0
"46",49,2007,0
"47",50,2007,0
"48",51,2007,0
"49",52,2007,0
"50",53,2007,0
"51",54,2007,0
"52",55,2007,0
"53",56,2007,0
"54",57,2007,0
"55",58,2007,0
"56",59,2007,0
"57",60,2007,0
"58",61,2007,0
"59",62,2007,0
"60",63,2007,0
"61",64,2007,0
"62",65,2007,0
"63",66,2007,0
"64",67,2007,0
"65",68,2007,0
"66",69,2007,0
"67",70,2007,0
"68",71,2007,0
"69",72,2007,0
"70",73,2007,0
"71",74,2007,0
"72",75,2007,0
"73",76,2007,0
"74",77,2007,0
"75",78,2007,0
"76",79,2007,0
"77",80,2007,0
"78",81,2007,0
"79",82,2007,0
"80",84,2007,0
"81",85,2007,0
"82",86,2007,0
"83",88,2007,0
"84",89,2007,0
"85",90,2007,0
"86",91,2007,0
"87",92,2007,0
"88",93,2007,0
"89",94,2007,0
"90",95,2007,0
"91",96,2007,0
"92",97,2007,0
"93",98,2007,0
"94",99,2007,0
"95",100,2007,0
"96",101,2007,0
"97",102,2007,0
"98",103,2007,0
"99",104,2007,0
"100",105,2007,0
"101",106,2007,0
"102",107,2007,0
"103",108,2007,0
"104",110,2007,0
"105",111,2007,0
"106",112,2007,0
"107",113,2007,0
"108",114,2007,0
"109",115,2007,0
"110",116,2007,0
"111",117,2007,0
"112",118,2007,0
"113",119,2007,0
"114",120,2007,0
"115",121,2007,0
"116",122,2007,0
"117",123,2007,0
"118",124,2007,0
"119",125,2007,0
"120",126,2007,0
"121",127,2007,0
"122",129,2007,0
"123",130,2007,0
"124",131,2007,0
"125",132,2007,0
"126",133,2007,0
"127",134,2007,0
"128",135,2007,0
"129",136,2007,0
"130",137,2007,0
"131",138,2007,0
