"","rgn_id","year","resilience.score"
"1",1,2011,0
"2",2,2011,0
"3",3,2011,0
"4",4,2011,0
"5",5,2011,0
"6",6,2011,0
"7",7,2011,0
"8",8,2011,0
"9",9,2011,0
"10",10,2011,0
"11",11,2011,0
"12",12,2011,0
"13",13,2011,0
"14",14,2011,0
"15",15,2011,0
"16",16,2011,0
"17",17,2011,0
"18",18,2011,0
"19",19,2011,0
"20",20,2011,0
"21",21,2011,0
"22",24,2011,0
"23",25,2011,0
"24",26,2011,0
"25",28,2011,0
"26",29,2011,0
"27",30,2011,0
"28",31,2011,0
"29",32,2011,0
"30",33,2011,0
"31",34,2011,0
"32",35,2011,0
"33",36,2011,0
"34",37,2011,0
"35",38,2011,0
"36",39,2011,0
"37",40,2011,0
"38",41,2011,0
"39",42,2011,0
"40",43,2011,0
"41",44,2011,0
"42",45,2011,0
"43",46,2011,0
"44",47,2011,0
"45",48,2011,0
"46",49,2011,0
"47",50,2011,0
"48",51,2011,0
"49",52,2011,0
"50",53,2011,0
"51",54,2011,0
"52",55,2011,0
"53",56,2011,0
"54",57,2011,0
"55",58,2011,0
"56",59,2011,0
"57",60,2011,0
"58",61,2011,0
"59",62,2011,0
"60",63,2011,0
"61",64,2011,0
"62",65,2011,0
"63",66,2011,0
"64",67,2011,0
"65",68,2011,0
"66",69,2011,0
"67",70,2011,0
"68",71,2011,0
"69",72,2011,0
"70",73,2011,0
"71",74,2011,0
"72",75,2011,0
"73",76,2011,0
"74",77,2011,0
"75",78,2011,0
"76",79,2011,0
"77",80,2011,0
"78",81,2011,0
"79",82,2011,0
"80",84,2011,0
"81",85,2011,0
"82",86,2011,0
"83",88,2011,0
"84",89,2011,0
"85",90,2011,0
"86",91,2011,0
"87",92,2011,0
"88",93,2011,0
"89",94,2011,0
"90",95,2011,0
"91",96,2011,0
"92",97,2011,0
"93",98,2011,0
"94",99,2011,0
"95",100,2011,0
"96",101,2011,0
"97",102,2011,0
"98",103,2011,0
"99",104,2011,0
"100",105,2011,0
"101",106,2011,0
"102",107,2011,0
"103",108,2011,0
"104",110,2011,0
"105",111,2011,0
"106",112,2011,0
"107",113,2011,0
"108",114,2011,0
"109",115,2011,0
"110",116,2011,0
"111",117,2011,0
"112",118,2011,0
"113",119,2011,0
"114",120,2011,0
"115",121,2011,0
"116",122,2011,0
"117",123,2011,0
"118",124,2011,0
"119",125,2011,0
"120",126,2011,0
"121",127,2011,0
"122",129,2011,0
"123",130,2011,0
"124",131,2011,0
"125",132,2011,0
"126",133,2011,0
"127",134,2011,0
"128",135,2011,0
"129",136,2011,0
"130",137,2011,0
"131",138,2011,0
"132",139,2011,0
"133",140,2011,0
"134",141,2011,0
"135",143,2011,0
"136",144,2011,0
"137",145,2011,0
"138",146,2011,0
"139",147,2011,0
"140",148,2011,0
"141",149,2011,0
"142",150,2011,0
"143",151,2011,0
"144",152,2011,0
"145",153,2011,0
"146",154,2011,0
"147",155,2011,0
"148",156,2011,0
"149",157,2011,0
"150",158,2011,0
"151",159,2011,0
"152",161,2011,0
"153",162,2011,0
"154",163,2011,0
