"","rgn_id","habitat","variable","gap_fill"
"1",5,"mangrove","health","0"
"2",6,"mangrove","health","0"
"3",7,"mangrove","health","0"
"4",8,"mangrove","health","0"
"5",9,"mangrove","health","0"
"6",14,"mangrove","health","r1_gap_fill"
"7",15,"mangrove","health","0"
"8",16,"mangrove","health","0"
"9",17,"mangrove","health","0"
"10",18,"mangrove","health","0"
"11",24,"mangrove","health","0"
"12",25,"mangrove","health","0"
"13",26,"mangrove","health","disagg2012_gap_fill"
"14",28,"mangrove","health","r2_gap_fill"
"15",29,"mangrove","health","disagg2012_gap_fill"
"16",31,"mangrove","health","0"
"17",39,"mangrove","health","0"
"18",40,"mangrove","health","0"
"19",41,"mangrove","health","0"
"20",42,"mangrove","health","0"
"21",43,"mangrove","health","0"
"22",44,"mangrove","health","0"
"23",45,"mangrove","health","0"
"24",46,"mangrove","health","r2_gap_fill"
"25",47,"mangrove","health","0"
"26",48,"mangrove","health","r2_gap_fill"
"27",49,"mangrove","health","0"
"28",50,"mangrove","health","0"
"29",52,"mangrove","health","0"
"30",53,"mangrove","health","0"
"31",54,"mangrove","health","0"
"32",62,"mangrove","health","r2_gap_fill"
"33",65,"mangrove","health","0"
"34",66,"mangrove","health","0"
"35",96,"mangrove","health","0"
"36",97,"mangrove","health","0"
"37",98,"mangrove","health","r2_gap_fill"
"38",99,"mangrove","health","r2_gap_fill"
"39",102,"mangrove","health","0"
"40",104,"mangrove","health","0"
"41",106,"mangrove","health","0"
"42",108,"mangrove","health","disagg2012_gap_fill"
"43",110,"mangrove","health","0"
"44",111,"mangrove","health","disagg2012_gap_fill"
"45",112,"mangrove","health","0"
"46",113,"mangrove","health","disagg2012_gap_fill"
"47",114,"mangrove","health","0"
"48",115,"mangrove","health","0"
"49",116,"mangrove","health","0"
"50",117,"mangrove","health","disagg2012_gap_fill"
"51",118,"mangrove","health","disagg2012_gap_fill"
"52",119,"mangrove","health","r2_gap_fill"
"53",120,"mangrove","health","r2_gap_fill"
"54",122,"mangrove","health","r2_gap_fill"
"55",124,"mangrove","health","r2_gap_fill"
"56",125,"mangrove","health","0"
"57",126,"mangrove","health","0"
"58",127,"mangrove","health","r2_gap_fill"
"59",129,"mangrove","health","0"
"60",130,"mangrove","health","0"
"61",131,"mangrove","health","0"
"62",132,"mangrove","health","0"
"63",133,"mangrove","health","0"
"64",134,"mangrove","health","0"
"65",135,"mangrove","health","0"
"66",136,"mangrove","health","0"
"67",137,"mangrove","health","0"
"68",138,"mangrove","health","0"
"69",139,"mangrove","health","0"
"70",140,"mangrove","health","disagg2012_gap_fill"
"71",162,"mangrove","health","0"
"72",163,"mangrove","health","0"
"73",164,"mangrove","health","0"
"74",166,"mangrove","health","0"
"75",167,"mangrove","health","0"
"76",168,"mangrove","health","0"
"77",169,"mangrove","health","0"
"78",171,"mangrove","health","0"
"79",190,"mangrove","health","0"
"80",191,"mangrove","health","0"
"81",193,"mangrove","health","0"
"82",194,"mangrove","health","0"
"83",195,"mangrove","health","0"
"84",196,"mangrove","health","0"
"85",197,"mangrove","health","0"
"86",198,"mangrove","health","0"
"87",199,"mangrove","health","0"
"88",200,"mangrove","health","0"
"89",202,"mangrove","health","0"
"90",203,"mangrove","health","0"
"91",204,"mangrove","health","0"
"92",205,"mangrove","health","0"
"93",206,"mangrove","health","0"
"94",207,"mangrove","health","0"
"95",208,"mangrove","health","0"
"96",209,"mangrove","health","r1_gap_fill"
"97",210,"mangrove","health","r1_gap_fill"
"98",214,"mangrove","health","0"
"99",216,"mangrove","health","0"
"100",221,"mangrove","health","disagg2012_gap_fill"
"101",231,"mangrove","health","0"
"102",237,"mangrove","health","disagg2012_gap_fill"
"103",244,"mangrove","health","disagg2012_gap_fill"
"104",245,"mangrove","health","disagg2012_gap_fill"
"105",247,"mangrove","health","0"
"106",250,"mangrove","health","disagg2012_gap_fill"
