"","rgn_id","year","gapfill","method"
"1",1,2014,1,"UN georgn & WGI"
"2",2,2014,1,"UN georgn & WGI"
"3",3,2014,1,"UN georgn & WGI"
"4",4,2014,1,"UN georgn & WGI"
"5",5,2014,1,"UN georgn & WGI"
"6",6,2014,1,"UN georgn & WGI"
"7",7,2014,1,"UN georgn & WGI"
"8",8,2014,1,"UN georgn & WGI"
"9",9,2014,1,"UN georgn & WGI"
"10",10,2014,1,"UN georgn & WGI"
"11",11,2014,1,"UN georgn & WGI"
"12",12,2014,1,"UN georgn & WGI"
"13",13,2014,1,"UN georgn & WGI"
"14",14,2014,1,"UN georgn & WGI"
"15",15,2014,1,NA
"16",16,2014,1,NA
"17",17,2014,1,"bhn_3, op_1, fw_0"
"18",18,2014,1,"UN georgn & WGI"
"19",19,2014,1,"UN georgn & WGI"
"20",20,2014,1,NA
"21",21,2014,1,"UN georgn & WGI"
"22",24,2014,1,NA
"23",25,2014,1,NA
"24",26,2014,1,"UN georgn & WGI"
"25",28,2014,1,"bhn_2, op_0, fw_0"
"26",29,2014,1,"UN georgn & WGI"
"27",30,2014,1,"UN georgn & WGI"
"28",31,2014,1,"UN georgn & WGI"
"29",32,2014,1,"UN georgn & WGI"
"30",33,2014,1,"UN georgn & WGI"
"31",34,2014,1,"UN georgn & WGI"
"32",35,2014,1,"UN georgn & WGI"
"33",36,2014,1,"UN georgn & WGI"
"34",37,2014,1,NA
"35",38,2014,1,"UN georgn & WGI"
"36",39,2014,1,"UN georgn & WGI"
"37",40,2014,1,NA
"38",41,2014,1,NA
"39",42,2014,1,NA
"40",43,2014,1,NA
"41",44,2014,1,"UN georgn & WGI"
"42",45,2014,1,"UN georgn & WGI"
"43",46,2014,1,NA
"44",47,2014,1,NA
"45",48,2014,1,"bhn_0, op_2, fw_0"
"46",49,2014,1,"bhn_0, op_1, fw_0"
"47",50,2014,1,NA
"48",51,2014,1,NA
"49",52,2014,1,"bhn_2, op_0, fw_0"
"50",53,2014,1,NA
"51",54,2014,1,"bhn_0, op_0, fw_1"
"52",55,2014,1,"UN georgn & WGI"
"53",56,2014,1,"bhn_0, op_2, fw_0"
"54",57,2014,1,"UN georgn & WGI"
"55",58,2014,1,"UN georgn & WGI"
"56",59,2014,1,NA
"57",60,2014,1,"UN georgn & WGI"
"58",61,2014,1,NA
"59",62,2014,1,NA
"60",63,2014,1,"UN georgn & WGI"
"61",64,2014,1,NA
"62",65,2014,1,"bhn_0, op_1, fw_0"
"63",66,2014,1,NA
"64",67,2014,1,"UN georgn & WGI"
"65",68,2014,1,NA
"66",69,2014,1,NA
"67",70,2014,1,NA
"68",71,2014,1,NA
"69",72,2014,1,NA
"70",73,2014,1,NA
"71",74,2014,1,NA
"72",75,2014,1,NA
"73",76,2014,1,NA
"74",77,2014,1,"UN georgn & WGI"
"75",78,2014,1,NA
"76",79,2014,1,NA
"77",80,2014,1,NA
"78",81,2014,1,NA
"79",82,2014,1,NA
"80",84,2014,1,NA
"81",85,2014,1,"UN georgn & WGI"
"82",86,2014,1,"UN georgn & WGI"
"83",88,2014,1,"UN georgn & WGI"
"84",89,2014,1,"UN georgn & WGI"
"85",90,2014,1,"UN georgn & WGI"
"86",91,2014,1,"UN georgn & WGI"
"87",92,2014,1,"UN georgn & WGI"
"88",93,2014,1,"UN georgn & WGI"
"89",94,2014,1,"UN georgn & WGI"
"90",95,2014,1,"UN georgn & WGI"
"91",96,2014,1,NA
"92",97,2014,1,NA
"93",98,2014,1,NA
"94",99,2014,1,NA
"95",100,2014,1,NA
"96",101,2014,1,NA
"97",102,2014,1,NA
"98",103,2014,1,"UN georgn & WGI"
"99",104,2014,1,"UN georgn & WGI"
"100",105,2014,1,"UN georgn & WGI"
"101",106,2014,1,NA
"102",107,2014,1,"UN georgn & WGI"
"103",108,2014,1,"UN georgn & WGI"
"104",110,2014,1,"UN georgn & WGI"
"105",111,2014,1,"UN georgn & WGI"
"106",112,2014,1,"bhn_1, op_1, fw_0"
"107",113,2014,1,"UN georgn & WGI"
"108",114,2014,1,"bhn_0, op_0, fw_1"
"109",115,2014,1,NA
"110",116,2014,1,"UN georgn & WGI"
"111",117,2014,1,"UN georgn & WGI"
"112",118,2014,1,"UN georgn & WGI"
"113",119,2014,1,"UN georgn & WGI"
"114",120,2014,1,"UN georgn & WGI"
"115",121,2014,1,"UN georgn & WGI"
"116",122,2014,1,"UN georgn & WGI"
"117",123,2014,1,"UN georgn & WGI"
"118",124,2014,1,"bhn_0, op_2, fw_0"
"119",125,2014,1,"UN georgn & WGI"
"120",126,2014,1,NA
"121",127,2014,1,"UN georgn & WGI"
"122",129,2014,1,NA
"123",130,2014,1,NA
"124",131,2014,1,NA
"125",132,2014,1,NA
"126",133,2014,1,NA
"127",134,2014,1,NA
"128",135,2014,1,NA
"129",136,2014,1,NA
"130",137,2014,1,NA
"131",138,2014,1,NA
"132",139,2014,1,"UN georgn & WGI"
"133",140,2014,1,"UN georgn & WGI"
"134",141,2014,1,"UN georgn & WGI"
"135",143,2014,1,NA
"136",144,2014,1,"UN georgn & WGI"
"137",145,2014,1,"UN georgn & WGI"
"138",146,2014,1,"UN georgn & WGI"
"139",147,2014,1,"UN georgn & WGI"
"140",148,2014,1,"UN georgn & WGI"
"141",149,2014,1,"UN georgn & WGI"
"142",150,2014,1,"UN georgn & WGI"
"143",151,2014,1,"UN georgn & WGI"
"144",152,2014,1,"UN georgn & WGI"
"145",153,2014,1,"UN georgn & WGI"
"146",154,2014,1,"UN georgn & WGI"
"147",155,2014,1,"UN georgn & WGI"
"148",156,2014,1,"UN georgn & WGI"
"149",157,2014,1,"UN georgn & WGI"
"150",158,2014,1,"UN georgn & WGI"
"151",159,2014,1,"UN georgn & WGI"
"152",161,2014,1,"UN georgn & WGI"
"153",162,2014,1,NA
"154",163,2014,1,NA
"155",164,2014,1,"bhn_0, op_2, fw_0"
"156",166,2014,1,NA
"157",167,2014,1,"bhn_0, op_2, fw_0"
"158",168,2014,1,NA
"159",169,2014,1,"UN georgn & WGI"
"160",171,2014,1,NA
"161",172,2014,1,NA
"162",173,2014,1,NA
"163",174,2014,1,NA
"164",175,2014,1,NA
"165",176,2014,1,NA
"166",177,2014,1,NA
"167",178,2014,1,NA
"168",179,2014,1,NA
"169",180,2014,1,NA
"170",181,2014,1,NA
"171",182,2014,1,NA
"172",183,2014,1,NA
"173",184,2014,1,NA
"174",185,2014,1,"UN georgn & WGI"
"175",186,2014,1,NA
"176",187,2014,1,NA
"177",188,2014,1,NA
"178",189,2014,1,NA
"179",190,2014,1,"bhn_2, op_0, fw_0"
"180",191,2014,1,NA
"181",192,2014,1,"bhn_0, op_1, fw_0"
"182",193,2014,1,"bhn_1, op_1, fw_1"
"183",194,2014,1,NA
"184",195,2014,1,NA
"185",196,2014,1,NA
"186",197,2014,1,NA
"187",198,2014,1,"bhn_0, op_0, fw_1"
"188",199,2014,1,"bhn_2, op_0, fw_0"
"189",200,2014,1,NA
"190",202,2014,1,NA
"191",203,2014,1,NA
"192",204,2014,1,NA
"193",205,2014,1,NA
"194",206,2014,1,NA
"195",207,2014,1,"bhn_0, op_0, fw_1"
"196",208,2014,1,"bhn_2, op_0, fw_0"
"197",209,2014,1,"NA bhn_4, op_4, fw_4"
"198",210,2014,1,NA
"199",212,2014,1,"UN georgn & WGI"
"200",214,2014,1,NA
"201",215,2014,1,NA
"202",216,2014,1,NA
"203",218,2014,1,NA
"204",219,2014,1,"UN georgn & WGI"
"205",220,2014,1,"UN georgn & WGI"
"206",221,2014,1,"UN georgn & WGI"
"207",222,2014,1,NA
"208",223,2014,1,NA
"209",224,2014,1,NA
"210",227,2014,1,"UN georgn & WGI"
"211",228,2014,1,"UN georgn & WGI"
"212",231,2014,1,"bhn_0, op_1, fw_1"
"213",232,2014,1,"bhn_0, op_0, fw_1"
"214",237,2014,1,"UN georgn & WGI"
"215",244,2014,1,"UN georgn & WGI"
"216",245,2014,1,"UN georgn & WGI"
"217",247,2014,1,"UN georgn & WGI"
"218",248,2014,1,"UN georgn & WGI"
"219",249,2014,1,"UN georgn & WGI"
"220",250,2014,1,"UN georgn & WGI"
"221",1,2015,1,"UN georgn & WGI"
"222",2,2015,1,"UN georgn & WGI"
"223",3,2015,1,"UN georgn & WGI"
"224",4,2015,1,"UN georgn & WGI"
"225",5,2015,1,"UN georgn & WGI"
"226",6,2015,1,"UN georgn & WGI"
"227",7,2015,1,"UN georgn & WGI"
"228",8,2015,1,"UN georgn & WGI"
"229",9,2015,1,"UN georgn & WGI"
"230",10,2015,1,"UN georgn & WGI"
"231",11,2015,1,"UN georgn & WGI"
"232",12,2015,1,"UN georgn & WGI"
"233",13,2015,1,"UN georgn & WGI"
"234",14,2015,1,"UN georgn & WGI"
"235",15,2015,1,NA
"236",16,2015,1,NA
"237",17,2015,1,"bhn_3, op_1, fw_0"
"238",18,2015,1,"bhn_1, op_3, fw_2"
"239",19,2015,1,"UN georgn & WGI"
"240",20,2015,1,NA
"241",21,2015,1,"UN georgn & WGI"
"242",24,2015,1,NA
"243",25,2015,1,NA
"244",26,2015,1,"UN georgn & WGI"
"245",28,2015,1,"bhn_2, op_0, fw_0"
"246",29,2015,1,"UN georgn & WGI"
"247",30,2015,1,"UN georgn & WGI"
"248",31,2015,1,"UN georgn & WGI"
"249",32,2015,1,"UN georgn & WGI"
"250",33,2015,1,"UN georgn & WGI"
"251",34,2015,1,"UN georgn & WGI"
"252",35,2015,1,"UN georgn & WGI"
"253",36,2015,1,"UN georgn & WGI"
"254",37,2015,1,NA
"255",38,2015,1,"UN georgn & WGI"
"256",39,2015,1,"bhn_1, op_3, fw_2"
"257",40,2015,1,NA
"258",41,2015,1,NA
"259",42,2015,1,NA
"260",43,2015,1,NA
"261",44,2015,1,"bhn_3, op_3, fw_2"
"262",45,2015,1,"UN georgn & WGI"
"263",46,2015,1,NA
"264",47,2015,1,NA
"265",48,2015,1,"bhn_0, op_2, fw_0"
"266",49,2015,1,"bhn_0, op_1, fw_0"
"267",50,2015,1,NA
"268",51,2015,1,NA
"269",52,2015,1,"bhn_2, op_0, fw_0"
"270",53,2015,1,NA
"271",54,2015,1,"bhn_0, op_0, fw_1"
"272",55,2015,1,"UN georgn & WGI"
"273",56,2015,1,"bhn_0, op_2, fw_0"
"274",57,2015,1,"UN georgn & WGI"
"275",58,2015,1,"UN georgn & WGI"
"276",59,2015,1,NA
"277",60,2015,1,"UN georgn & WGI"
"278",61,2015,1,NA
"279",62,2015,1,NA
"280",63,2015,1,"UN georgn & WGI"
"281",64,2015,1,NA
"282",65,2015,1,"bhn_0, op_1, fw_0"
"283",66,2015,1,NA
"284",67,2015,1,"bhn_3, op_0, fw_0"
"285",68,2015,1,NA
"286",69,2015,1,NA
"287",70,2015,1,NA
"288",71,2015,1,NA
"289",72,2015,1,NA
"290",73,2015,1,NA
"291",74,2015,1,NA
"292",75,2015,1,NA
"293",76,2015,1,NA
"294",77,2015,1,"UN georgn & WGI"
"295",78,2015,1,NA
"296",79,2015,1,NA
"297",80,2015,1,NA
"298",81,2015,1,NA
"299",82,2015,1,NA
"300",84,2015,1,NA
