"","rgn_id","habitat","variable","gap_fill"
"72",75,"coral","trend",NA
"73",76,"coral","trend",NA
"74",77,"coral","trend",NA
"75",78,"coral","trend",NA
"76",79,"coral","trend","mean of other habitats"
"77",80,"coral","trend",NA
"78",81,"coral","trend",NA
"79",82,"coral","trend",NA
"80",84,"coral","trend",NA
"81",85,"coral","trend",NA
"82",86,"coral","trend",NA
"83",88,"coral","trend",NA
"84",89,"coral","trend",NA
"85",90,"coral","trend",NA
"86",91,"coral","trend",NA
"87",92,"coral","trend",NA
"88",93,"coral","trend",NA
"89",94,"coral","trend",NA
"90",95,"coral","trend",NA
"91",96,"coral","trend",NA
"92",97,"coral","trend",NA
"93",98,"coral","trend",NA
"94",99,"coral","trend",NA
"95",100,"coral","trend",NA
"96",101,"coral","trend",NA
"97",102,"coral","trend","0"
"98",103,"coral","trend",NA
"99",104,"coral","trend",NA
"100",105,"coral","trend",NA
"101",106,"coral","trend",NA
"102",107,"coral","trend",NA
"103",108,"coral","trend","disagg2012_gap_fill"
"104",110,"coral","trend","0"
"105",111,"coral","trend","disagg2012_gap_fill"
"106",112,"coral","trend","0"
"107",113,"coral","trend","disagg2012_gap_fill"
"108",114,"coral","trend","mean of other habitats"
"109",115,"coral","trend","0"
"110",116,"coral","trend","0"
"111",117,"coral","trend","disagg2012_gap_fill"
"112",118,"coral","trend","disagg2012_gap_fill"
"113",119,"coral","trend","mean of other habitats"
"114",120,"coral","trend","0"
"115",121,"coral","trend",NA
"116",122,"coral","trend","0"
"117",123,"coral","trend","0"
"118",124,"coral","trend","0"
"119",125,"coral","trend","mean of other habitats"
"120",126,"coral","trend","0"
"121",127,"coral","trend","0"
"122",129,"coral","trend","0"
"123",130,"coral","trend","0"
"124",131,"coral","trend","0"
"125",132,"coral","trend","0"
"126",133,"coral","trend","0"
"127",134,"coral","trend",NA
"128",135,"coral","trend","0"
"129",136,"coral","trend",NA
"130",137,"coral","trend","mean of other habitats"
"131",138,"coral","trend",NA
"132",139,"coral","trend","0"
"133",140,"coral","trend","disagg2012_gap_fill"
"134",141,"coral","trend",NA
"135",143,"coral","trend",NA
"136",144,"coral","trend",NA
"137",145,"coral","trend",NA
"138",146,"coral","trend","mean of other habitats"
"139",147,"coral","trend","disagg2012_gap_fill"
"140",148,"coral","trend","mean of other habitats"
"141",149,"coral","trend",NA
"142",150,"coral","trend","mean of other habitats"
"143",151,"coral","trend","disagg2012_gap_fill"
"144",152,"coral","trend","0"
"145",153,"coral","trend","disagg2012_gap_fill"
"146",154,"coral","trend","disagg2012_gap_fill"
"147",155,"coral","trend","mean of other habitats"
"148",156,"coral","trend","disagg2012_gap_fill"
"149",157,"coral","trend","mean of other habitats"
"150",158,"coral","trend","disagg2012_gap_fill"
"151",159,"coral","trend","mean of other habitats"
"152",161,"coral","trend","disagg2012_gap_fill"
"153",162,"coral","trend",NA
"154",163,"coral","trend","0"
"155",164,"coral","trend","0"
"156",166,"coral","trend","0"
"157",167,"coral","trend",NA
"158",168,"coral","trend",NA
"159",169,"coral","trend",NA
"160",171,"coral","trend","0"
"161",172,"coral","trend",NA
"162",173,"coral","trend",NA
"163",174,"coral","trend",NA
"164",175,"coral","trend",NA
"165",176,"coral","trend",NA
"166",177,"coral","trend",NA
"167",178,"coral","trend",NA
"168",179,"coral","trend",NA
"169",180,"coral","trend",NA
"170",181,"coral","trend",NA
"171",182,"coral","trend",NA
"172",183,"coral","trend",NA
"173",184,"coral","trend",NA
"174",186,"coral","trend",NA
"175",187,"coral","trend",NA
"176",188,"coral","trend",NA
"177",189,"coral","trend",NA
"178",190,"coral","trend","mean of other habitats"
"179",191,"coral","trend","mean of other habitats"
"180",192,"coral","trend",NA
"181",193,"coral","trend",NA
"182",194,"coral","trend",NA
"183",195,"coral","trend",NA
"184",196,"coral","trend",NA
"185",197,"coral","trend",NA
"186",198,"coral","trend",NA
"187",199,"coral","trend",NA
"188",200,"coral","trend",NA
"189",202,"coral","trend","0"
"190",203,"coral","trend","0"
"191",204,"coral","trend","mean of other habitats"
"192",205,"coral","trend","0"
"193",206,"coral","trend","0"
"194",207,"coral","trend","0"
"195",208,"coral","trend","0"
"196",209,"coral","trend","0"
"197",210,"coral","trend","0"
"198",212,"coral","trend","mean of other habitats"
"199",213,"coral","trend",NA
"200",214,"coral","trend","0"
"201",215,"coral","trend","0"
"202",216,"coral","trend","0"
"203",218,"coral","trend",NA
"204",219,"coral","trend",NA
"205",220,"coral","trend","disagg2012_gap_fill"
"206",221,"coral","trend","disagg2012_gap_fill"
"207",222,"coral","trend",NA
"208",223,"coral","trend",NA
"209",224,"coral","trend",NA
"210",227,"coral","trend",NA
"211",228,"coral","trend",NA
"212",231,"coral","trend","mean of other habitats"
"213",232,"coral","trend",NA
"214",237,"coral","trend","mean of other habitats"
"215",244,"coral","trend","disagg2012_gap_fill"
"216",245,"coral","trend","disagg2012_gap_fill"
"217",247,"coral","trend","0"
"218",248,"coral","trend","disagg2012_gap_fill"
"219",249,"coral","trend","disagg2012_gap_fill"
"220",250,"coral","trend","disagg2012_gap_fill"
