"","rgn_id","pressure_score"
"1",1,0
"2",2,0
"3",3,0
"4",4,0
"5",5,0
"6",6,0
"7",7,0
"8",8,0
"9",9,0
"10",10,0
"11",11,0
"12",12,0
"13",13,0
"14",14,0.03
"15",15,0.01
"16",16,0.04
"17",17,0.02
"18",18,0.02
"19",19,0.03
"20",20,0.04
"21",21,0.09
"22",24,0.12
"23",25,0.05
"24",26,0
"25",28,0
"26",29,0
"27",30,0
"28",31,0
"29",32,0
"30",33,0
"31",34,0
"32",35,0
"33",36,0
"34",37,0
"35",38,0
"36",39,0
"37",40,0
"38",41,0.01
"39",42,0.01
"40",43,0.01
"41",44,0.01
"42",45,0.98
"43",46,0
"44",47,0.07
"45",48,0.01
"46",49,1
"47",50,0.99
"48",51,0.99
"49",52,0.92
"50",53,0.02
"51",54,0.78
"52",55,0
"53",56,0
"54",57,0
"55",58,0
"56",59,0.22
"57",60,1
"58",61,0.99
"59",62,0.1
"60",63,0.07
"61",64,0.02
"62",65,0
"63",66,0.02
"64",67,1
"65",68,0.99
"66",69,1
"67",70,0.99
"68",71,1
"69",72,0.98
"70",73,0.18
"71",74,1
"72",75,0.98
"73",76,0.99
"74",77,1
"75",78,1
"76",79,1
"77",80,0.95
"78",81,0.91
"79",82,0.99
"80",84,0.99
"81",85,0
"82",86,0
"83",88,0
"84",89,0
"85",90,0
"86",91,0
"87",92,0
"88",93,0.02
"89",94,0
"90",95,0.03
"91",96,0.01
"92",97,0.03
"93",98,0.01
"94",99,0.07
"95",100,0.05
"96",101,0.06
"97",102,0.04
"98",103,0
"99",104,0
"100",105,0
"101",106,0.03
"102",107,0
"103",108,0
"104",110,0
"105",111,0
"106",112,0.01
"107",113,0
"108",114,0.03
"109",115,0.01
"110",116,0
"111",117,0
"112",118,0
"113",119,0
"114",120,0
"115",121,0
"116",122,0
"117",123,0
"118",124,0
"119",125,0
"120",126,0
"121",127,0
"122",129,0.1
"123",130,0.02
"124",131,0.02
"125",132,0.02
"126",133,0.01
"127",134,0.08
"128",135,0.04
"129",136,0.07
"130",137,0.01
"131",138,0.08
"132",139,0.04
"133",140,0
"134",141,0
"135",143,0.01
"136",144,0
"137",145,0.05
"138",146,0
"139",147,0
"140",148,0
"141",149,0
"142",150,0
"143",151,0
"144",152,0
"145",153,0
"146",154,0
"147",155,0
"148",156,0
"149",157,0
"150",158,0
"151",159,0
"152",161,0.02
"153",162,0.03
"154",163,0.04
"155",164,0.01
"156",166,0
"157",167,0
"158",168,0
"159",169,0
"160",171,0.01
"161",172,0.03
"162",173,0.06
"163",174,0.93
"164",175,0.36
"165",176,0.26
"166",177,0.01
"167",178,0.99
"168",179,0.27
"169",180,0.05
"170",181,0.01
"171",182,0.47
"172",183,0
"173",184,0.91
"174",185,1
"175",186,1
"176",187,0.94
"177",188,1
"178",189,1
"179",190,0.99
"180",191,0.58
"181",192,0.98
"182",193,0.02
"183",194,0.02
"184",195,0.07
"185",196,0.06
"186",197,0.12
"187",198,0.02
"188",199,0.02
"189",200,0.05
"190",202,0
"191",203,0.04
"192",204,0.15
"193",205,0.05
"194",206,0.04
"195",207,0.01
"196",208,0
"197",209,0.06
"198",210,0.04
"199",212,0
"200",214,0.99
"201",215,0.92
"202",216,0.04
"203",218,0.12
"204",219,0
"205",220,0
"206",221,0
"207",222,0.9
"208",223,0.09
"209",224,0.04
"210",227,0
"211",228,0
"212",231,0
"213",232,0.85
"214",237,0
"215",244,0
"216",245,0
"217",247,0
"218",248,0
"219",249,0
"220",250,0
