"","rgn_id","year","gapfill","method"
"843",198,2013,1,"within region: lm"
"844",199,2013,1,"within region: one value all years"
"845",200,2013,1,"within region: lm"
"846",202,2013,0,NA
"847",203,2013,0,NA
"848",204,2013,0,NA
"849",205,2013,1,"within region: lm"
"850",206,2013,0,NA
"851",207,2013,0,NA
"852",208,2013,0,NA
"853",209,2013,0,NA
"854",210,2013,0,NA
"855",212,2013,1,"UN r1 georegion"
"856",214,2013,0,NA
"857",215,2013,0,NA
"858",216,2013,0,NA
"859",218,2013,0,NA
"860",219,2013,1,"UN r2 georegion"
"861",220,2013,1,"UN r2 georegion"
"862",221,2013,1,"UN r2 georegion"
"863",222,2013,0,NA
"864",223,2013,0,NA
"865",224,2013,0,NA
"866",227,2013,1,"UN r2 georegion"
"867",228,2013,1,"UN r2 georegion"
"868",231,2013,1,"within region: lm"
"869",232,2013,1,"within region: lm"
"870",237,2013,1,"UN r2 georegion"
"871",244,2013,1,"UN r2 georegion"
"872",245,2013,1,"UN r2 georegion"
"873",247,2013,1,"within region: lm"
"874",248,2013,1,"UN r2 georegion"
"875",249,2013,1,"UN r2 georegion"
"876",250,2013,1,"UN r2 georegion"
"877",1,2014,1,"UN r2 georegion"
"878",2,2014,1,"UN r2 georegion"
"879",3,2014,1,"UN r2 georegion"
"880",4,2014,NA,NA
"881",5,2014,1,"UN r1 georegion"
"882",6,2014,1,"UN r1 georegion"
"883",7,2014,1,"UN r1 georegion"
"884",8,2014,1,"UN r1 georegion"
"885",9,2014,1,"UN r1 georegion"
"886",10,2014,1,"UN r1 georegion"
"887",11,2014,1,"UN r1 georegion"
"888",12,2014,NA,NA
"889",13,2014,1,"UN r1 georegion"
"890",14,2014,0,NA
"891",15,2014,0,NA
"892",16,2014,0,NA
"893",17,2014,1,"UN r1 georegion"
"894",18,2014,1,"UN r1 georegion"
"895",19,2014,1,"UN r1 georegion"
"896",20,2014,0,NA
"897",24,2014,0,NA
"898",25,2014,0,NA
"899",26,2014,1,"UN r2 georegion"
"900",28,2014,1,"UN r2 georegion"
"901",29,2014,1,"UN r2 georegion"
"902",30,2014,NA,NA
"903",31,2014,1,"within region: lm"
"904",32,2014,1,"UN r2 georegion"
"905",33,2014,NA,NA
"906",34,2014,NA,NA
"907",35,2014,NA,NA
"908",36,2014,NA,NA
"909",37,2014,0,NA
"910",38,2014,1,"UN r2 georegion"
"911",39,2014,1,"UN r2 georegion"
"912",40,2014,0,NA
"913",41,2014,0,NA
"914",42,2014,0,NA
"915",43,2014,0,NA
"916",44,2014,1,"UN r2 georegion"
"917",45,2014,1,"UN r2 georegion"
"918",46,2014,1,"UN r2 georegion"
"919",47,2014,1,"within region: lm"
"920",48,2014,0,NA
"921",49,2014,1,"UN r2 georegion"
"922",50,2014,0,NA
"923",51,2014,0,NA
"924",52,2014,0,NA
"925",53,2014,0,NA
"926",54,2014,0,NA
"927",55,2014,1,"UN r2 georegion"
"928",56,2014,0,NA
"929",57,2014,1,"UN r2 georegion"
"930",58,2014,1,"UN r2 georegion"
"931",59,2014,0,NA
"932",60,2014,1,"UN r2 georegion"
"933",61,2014,1,"within region: lm"
"934",62,2014,0,NA
"935",63,2014,1,"UN r2 georegion"
"936",64,2014,0,NA
"937",65,2014,0,NA
"938",66,2014,0,NA
"939",67,2014,1,"within region: lm"
"940",68,2014,0,NA
"941",69,2014,0,NA
"942",70,2014,0,NA
"943",71,2014,0,NA
"944",72,2014,0,NA
"945",73,2014,0,NA
"946",74,2014,0,NA
"947",75,2014,0,NA
"948",76,2014,0,NA
"949",77,2014,1,"within region: lm"
"950",78,2014,0,NA
"951",79,2014,0,NA
"952",80,2014,0,NA
"953",81,2014,0,NA
"954",82,2014,0,NA
"955",84,2014,0,NA
"956",85,2014,1,"UN r2 georegion"
"957",86,2014,1,"UN r2 georegion"
"958",88,2014,1,"UN r2 georegion"
"959",89,2014,NA,NA
"960",90,2014,NA,NA
"961",91,2014,NA,NA
"962",92,2014,NA,NA
"963",93,2014,NA,NA
"964",94,2014,NA,NA
"965",95,2014,1,"UN r2 georegion"
"966",96,2014,1,"within region: lm"
"967",97,2014,1,"within region: lm"
"968",98,2014,1,"UN r2 georegion"
"969",99,2014,1,"within region: lm"
"970",100,2014,1,"UN r2 georegion"
"971",101,2014,0,NA
"972",102,2014,0,NA
"973",103,2014,1,"UN r2 georegion"
"974",104,2014,1,"UN r2 georegion"
"975",105,2014,NA,NA
"976",106,2014,0,NA
"977",107,2014,NA,NA
"978",108,2014,1,"UN r2 georegion"
"979",110,2014,1,"UN r2 georegion"
"980",111,2014,1,"UN r2 georegion"
"981",112,2014,1,"UN r2 georegion"
"982",113,2014,1,"UN r2 georegion"
"983",114,2014,1,"within region: lm"
"984",115,2014,0,NA
"985",116,2014,1,"within region: lm"
"986",117,2014,1,"UN r2 georegion"
"987",118,2014,1,"UN r2 georegion"
"988",119,2014,1,"UN r2 georegion"
"989",120,2014,1,"UN r2 georegion"
"990",121,2014,1,"UN r2 georegion"
"991",122,2014,1,"UN r2 georegion"
"992",123,2014,1,"UN r2 georegion"
"993",124,2014,1,"within region: lm"
"994",125,2014,1,"UN r2 georegion"
"995",126,2014,0,NA
"996",127,2014,1,"UN r2 georegion"
"997",129,2014,0,NA
"998",130,2014,0,NA
"999",131,2014,0,NA
"1000",132,2014,0,NA
"1001",133,2014,0,NA
"1002",134,2014,0,NA
"1003",135,2014,0,NA
"1004",136,2014,0,NA
"1005",137,2014,1,"within region: lm"
"1006",138,2014,0,NA
"1007",139,2014,0,NA
"1008",140,2014,1,"UN r2 georegion"
"1009",141,2014,1,"UN r2 georegion"
"1010",143,2014,0,NA
"1011",144,2014,NA,NA
"1012",145,2014,1,"UN r2 georegion"
"1013",146,2014,1,"UN r1 georegion"
"1014",147,2014,1,"UN r1 georegion"
"1015",148,2014,1,"UN r1 georegion"
"1016",149,2014,NA,NA
"1017",150,2014,NA,NA
"1018",151,2014,1,"UN r1 georegion"
"1019",152,2014,1,"UN r1 georegion"
"1020",153,2014,1,"UN r1 georegion"
"1021",154,2014,1,"UN r1 georegion"
"1022",155,2014,1,"UN r1 georegion"
"1023",156,2014,1,"UN r1 georegion"
"1024",157,2014,1,"UN r1 georegion"
"1025",158,2014,NA,NA
"1026",159,2014,NA,NA
"1027",161,2014,1,"UN r1 georegion"
"1028",162,2014,0,NA
"1029",163,2014,0,NA
"1030",164,2014,1,"within region: one value all years"
"1031",166,2014,0,NA
"1032",167,2014,1,"within region: lm"
"1033",168,2014,1,"within region: lm"
"1034",169,2014,1,"UN r2 georegion"
"1035",171,2014,0,NA
"1036",172,2014,0,NA
"1037",173,2014,0,NA
"1038",174,2014,0,NA
"1039",175,2014,0,NA
"1040",176,2014,0,NA
"1041",177,2014,0,NA
"1042",178,2014,0,NA
"1043",179,2014,0,NA
"1044",180,2014,0,NA
"1045",181,2014,0,NA
"1046",182,2014,0,NA
"1047",183,2014,0,NA
"1048",184,2014,0,NA
"1049",185,2014,1,"UN r2 georegion"
"1050",186,2014,0,NA
"1051",187,2014,0,NA
"1052",188,2014,0,NA
"1053",189,2014,0,NA
"1054",190,2014,0,NA
"1055",191,2014,0,NA
"1056",192,2014,1,"UN r2 georegion"
"1057",193,2014,1,"UN r2 georegion"
"1058",194,2014,1,"within region: lm"
"1059",195,2014,0,NA
"1060",196,2014,0,NA
"1061",197,2014,0,NA
"1062",198,2014,1,"within region: lm"
"1063",199,2014,1,"within region: one value all years"
"1064",200,2014,1,"within region: lm"
"1065",202,2014,0,NA
"1066",203,2014,0,NA
"1067",204,2014,0,NA
"1068",205,2014,1,"within region: lm"
"1069",206,2014,0,NA
"1070",207,2014,0,NA
"1071",208,2014,0,NA
"1072",209,2014,0,NA
"1073",210,2014,0,NA
"1074",212,2014,1,"UN r1 georegion"
"1075",214,2014,0,NA
"1076",215,2014,0,NA
"1077",216,2014,0,NA
"1078",218,2014,0,NA
"1079",219,2014,1,"UN r2 georegion"
"1080",220,2014,1,"UN r2 georegion"
"1081",221,2014,1,"UN r2 georegion"
"1082",222,2014,0,NA
"1083",223,2014,0,NA
"1084",224,2014,0,NA
"1085",227,2014,1,"UN r2 georegion"
"1086",228,2014,1,"UN r2 georegion"
"1087",231,2014,1,"within region: lm"
"1088",232,2014,1,"within region: lm"
"1089",237,2014,1,"UN r2 georegion"
"1090",244,2014,1,"UN r2 georegion"
"1091",245,2014,1,"UN r2 georegion"
"1092",247,2014,1,"within region: lm"
"1093",248,2014,1,"UN r2 georegion"
"1094",249,2014,1,"UN r2 georegion"
"1095",250,2014,1,"UN r2 georegion"
"1096",1,2015,1,"UN r2 georegion"
"1097",2,2015,1,"UN r2 georegion"
"1098",3,2015,1,"UN r2 georegion"
"1099",4,2015,NA,NA
"1100",5,2015,1,"UN r1 georegion"
"1101",6,2015,1,"UN r1 georegion"
"1102",7,2015,1,"UN r1 georegion"
"1103",8,2015,1,"UN r1 georegion"
"1104",9,2015,1,"UN r1 georegion"
"1105",10,2015,1,"UN r1 georegion"
"1106",11,2015,1,"UN r1 georegion"
"1107",12,2015,NA,NA
"1108",13,2015,1,"UN r1 georegion"
"1109",14,2015,0,NA
"1110",15,2015,0,NA
"1111",16,2015,0,NA
"1112",17,2015,1,"UN r1 georegion"
"1113",18,2015,1,"UN r1 georegion"
"1114",19,2015,1,"UN r1 georegion"
"1115",20,2015,0,NA
"1116",24,2015,0,NA
"1117",25,2015,0,NA
"1118",26,2015,1,"UN r2 georegion"
"1119",28,2015,1,"UN r2 georegion"
"1120",29,2015,1,"UN r2 georegion"
"1121",30,2015,NA,NA
"1122",31,2015,1,"within region: lm"
"1123",32,2015,1,"UN r2 georegion"
"1124",33,2015,NA,NA
"1125",34,2015,NA,NA
"1126",35,2015,NA,NA
"1127",36,2015,NA,NA
"1128",37,2015,0,NA
"1129",38,2015,1,"UN r2 georegion"
"1130",39,2015,1,"UN r2 georegion"
"1131",40,2015,0,NA
"1132",41,2015,0,NA
"1133",42,2015,0,NA
"1134",43,2015,0,NA
"1135",44,2015,1,"UN r2 georegion"
"1136",45,2015,1,"UN r2 georegion"
"1137",46,2015,1,"UN r2 georegion"
"1138",47,2015,1,"within region: lm"
"1139",48,2015,0,NA
"1140",49,2015,1,"UN r2 georegion"
"1141",50,2015,0,NA
"1142",51,2015,0,NA
"1143",52,2015,0,NA
"1144",53,2015,0,NA
"1145",54,2015,0,NA
"1146",55,2015,1,"UN r2 georegion"
"1147",56,2015,0,NA
"1148",57,2015,1,"UN r2 georegion"
"1149",58,2015,1,"UN r2 georegion"
"1150",59,2015,0,NA
"1151",60,2015,1,"UN r2 georegion"
"1152",61,2015,1,"within region: lm"
"1153",62,2015,0,NA
"1154",63,2015,1,"UN r2 georegion"
"1155",64,2015,0,NA
"1156",65,2015,0,NA
"1157",66,2015,0,NA
"1158",67,2015,1,"within region: lm"
"1159",68,2015,0,NA
"1160",69,2015,0,NA
"1161",70,2015,0,NA
"1162",71,2015,0,NA
"1163",72,2015,0,NA
"1164",73,2015,0,NA
"1165",74,2015,0,NA
"1166",75,2015,0,NA
"1167",76,2015,0,NA
"1168",77,2015,1,"within region: lm"
"1169",78,2015,0,NA
"1170",79,2015,0,NA
"1171",80,2015,0,NA
"1172",81,2015,0,NA
"1173",82,2015,0,NA
"1174",84,2015,0,NA
"1175",85,2015,1,"UN r2 georegion"
"1176",86,2015,1,"UN r2 georegion"
"1177",88,2015,1,"UN r2 georegion"
"1178",89,2015,NA,NA
"1179",90,2015,NA,NA
"1180",91,2015,NA,NA
"1181",92,2015,NA,NA
"1182",93,2015,NA,NA
"1183",94,2015,NA,NA
"1184",95,2015,1,"UN r2 georegion"
"1185",96,2015,1,"within region: lm"
"1186",97,2015,1,"within region: lm"
"1187",98,2015,1,"UN r2 georegion"
"1188",99,2015,1,"within region: lm"
"1189",100,2015,1,"UN r2 georegion"
"1190",101,2015,0,NA
"1191",102,2015,0,NA
"1192",103,2015,1,"UN r2 georegion"
"1193",104,2015,1,"UN r2 georegion"
"1194",105,2015,NA,NA
"1195",106,2015,0,NA
"1196",107,2015,NA,NA
"1197",108,2015,1,"UN r2 georegion"
"1198",110,2015,1,"UN r2 georegion"
"1199",111,2015,1,"UN r2 georegion"
"1200",112,2015,1,"UN r2 georegion"
"1201",113,2015,1,"UN r2 georegion"
"1202",114,2015,1,"within region: lm"
"1203",115,2015,0,NA
"1204",116,2015,1,"within region: lm"
"1205",117,2015,1,"UN r2 georegion"
"1206",118,2015,1,"UN r2 georegion"
"1207",119,2015,1,"UN r2 georegion"
"1208",120,2015,1,"UN r2 georegion"
"1209",121,2015,1,"UN r2 georegion"
"1210",122,2015,1,"UN r2 georegion"
"1211",123,2015,1,"UN r2 georegion"
"1212",124,2015,1,"within region: lm"
"1213",125,2015,1,"UN r2 georegion"
"1214",126,2015,0,NA
"1215",127,2015,1,"UN r2 georegion"
"1216",129,2015,0,NA
"1217",130,2015,0,NA
"1218",131,2015,0,NA
"1219",132,2015,0,NA
"1220",133,2015,0,NA
"1221",134,2015,0,NA
"1222",135,2015,0,NA
"1223",136,2015,0,NA
"1224",137,2015,1,"within region: lm"
"1225",138,2015,0,NA
"1226",139,2015,0,NA
"1227",140,2015,1,"UN r2 georegion"
"1228",141,2015,1,"UN r2 georegion"
"1229",143,2015,0,NA
"1230",144,2015,NA,NA
"1231",145,2015,1,"UN r2 georegion"
"1232",146,2015,1,"UN r1 georegion"
"1233",147,2015,1,"UN r1 georegion"
"1234",148,2015,1,"UN r1 georegion"
"1235",149,2015,NA,NA
"1236",150,2015,NA,NA
"1237",151,2015,1,"UN r1 georegion"
"1238",152,2015,1,"UN r1 georegion"
"1239",153,2015,1,"UN r1 georegion"
"1240",154,2015,1,"UN r1 georegion"
"1241",155,2015,1,"UN r1 georegion"
"1242",156,2015,1,"UN r1 georegion"
"1243",157,2015,1,"UN r1 georegion"
"1244",158,2015,NA,NA
"1245",159,2015,NA,NA
"1246",161,2015,1,"UN r1 georegion"
"1247",162,2015,0,NA
"1248",163,2015,0,NA
"1249",164,2015,1,"within region: one value all years"
"1250",166,2015,0,NA
"1251",167,2015,1,"within region: lm"
"1252",168,2015,1,"within region: lm"
"1253",169,2015,1,"UN r2 georegion"
"1254",171,2015,0,NA
"1255",172,2015,0,NA
"1256",173,2015,0,NA
"1257",174,2015,0,NA
"1258",175,2015,0,NA
"1259",176,2015,0,NA
"1260",177,2015,0,NA
"1261",178,2015,0,NA
"1262",179,2015,0,NA
"1263",180,2015,0,NA
"1264",181,2015,0,NA
"1265",182,2015,0,NA
"1266",183,2015,0,NA
"1267",184,2015,0,NA
"1268",185,2015,1,"UN r2 georegion"
"1269",186,2015,0,NA
"1270",187,2015,0,NA
"1271",188,2015,0,NA
"1272",189,2015,0,NA
"1273",190,2015,0,NA
"1274",191,2015,0,NA
"1275",192,2015,1,"UN r2 georegion"
"1276",193,2015,1,"UN r2 georegion"
"1277",194,2015,1,"within region: lm"
"1278",195,2015,0,NA
"1279",196,2015,0,NA
"1280",197,2015,0,NA
"1281",198,2015,1,"within region: lm"
"1282",199,2015,1,"within region: one value all years"
"1283",200,2015,1,"within region: lm"
"1284",202,2015,0,NA
"1285",203,2015,0,NA
"1286",204,2015,0,NA
"1287",205,2015,1,"within region: lm"
"1288",206,2015,0,NA
"1289",207,2015,0,NA
"1290",208,2015,0,NA
"1291",209,2015,0,NA
"1292",210,2015,0,NA
"1293",212,2015,1,"UN r1 georegion"
"1294",214,2015,0,NA
"1295",215,2015,0,NA
"1296",216,2015,0,NA
"1297",218,2015,0,NA
"1298",219,2015,1,"UN r2 georegion"
"1299",220,2015,1,"UN r2 georegion"
"1300",221,2015,1,"UN r2 georegion"
"1301",222,2015,0,NA
"1302",223,2015,0,NA
"1303",224,2015,0,NA
"1304",227,2015,1,"UN r2 georegion"
"1305",228,2015,1,"UN r2 georegion"
"1306",231,2015,1,"within region: lm"
"1307",232,2015,1,"within region: lm"
"1308",237,2015,1,"UN r2 georegion"
"1309",244,2015,1,"UN r2 georegion"
"1310",245,2015,1,"UN r2 georegion"
"1311",247,2015,1,"within region: lm"
"1312",248,2015,1,"UN r2 georegion"
"1313",249,2015,1,"UN r2 georegion"
"1314",250,2015,1,"UN r2 georegion"
"1315",1,2016,1,"UN r2 georegion"
"1316",2,2016,1,"UN r2 georegion"
"1317",3,2016,1,"UN r2 georegion"
"1318",4,2016,NA,NA
"1319",5,2016,1,"UN r1 georegion"
"1320",6,2016,1,"UN r1 georegion"
"1321",7,2016,1,"UN r1 georegion"
"1322",8,2016,1,"UN r1 georegion"
"1323",9,2016,1,"UN r1 georegion"
"1324",10,2016,1,"UN r1 georegion"
"1325",11,2016,1,"UN r1 georegion"
"1326",12,2016,NA,NA
"1327",13,2016,1,"UN r1 georegion"
"1328",14,2016,0,NA
"1329",15,2016,0,NA
"1330",16,2016,0,NA
"1331",17,2016,1,"UN r1 georegion"
"1332",18,2016,1,"UN r1 georegion"
"1333",19,2016,1,"UN r1 georegion"
"1334",20,2016,0,NA
"1335",24,2016,0,NA
"1336",25,2016,0,NA
"1337",26,2016,1,"UN r2 georegion"
"1338",28,2016,1,"UN r2 georegion"
"1339",29,2016,1,"UN r2 georegion"
"1340",30,2016,NA,NA
"1341",31,2016,1,"within region: lm"
"1342",32,2016,1,"UN r2 georegion"
"1343",33,2016,NA,NA
"1344",34,2016,NA,NA
"1345",35,2016,NA,NA
"1346",36,2016,NA,NA
"1347",37,2016,0,NA
"1348",38,2016,1,"UN r2 georegion"
"1349",39,2016,1,"UN r2 georegion"
"1350",40,2016,0,NA
"1351",41,2016,0,NA
"1352",42,2016,0,NA
"1353",43,2016,0,NA
"1354",44,2016,1,"UN r2 georegion"
"1355",45,2016,1,"UN r2 georegion"
"1356",46,2016,1,"UN r2 georegion"
"1357",47,2016,1,"within region: lm"
"1358",48,2016,0,NA
"1359",49,2016,1,"UN r2 georegion"
"1360",50,2016,0,NA
"1361",51,2016,0,NA
"1362",52,2016,0,NA
"1363",53,2016,0,NA
"1364",54,2016,0,NA
"1365",55,2016,1,"UN r2 georegion"
"1366",56,2016,0,NA
"1367",57,2016,1,"UN r2 georegion"
"1368",58,2016,1,"UN r2 georegion"
"1369",59,2016,0,NA
"1370",60,2016,1,"UN r2 georegion"
"1371",61,2016,1,"within region: lm"
"1372",62,2016,0,NA
"1373",63,2016,1,"UN r2 georegion"
"1374",64,2016,0,NA
"1375",65,2016,0,NA
"1376",66,2016,0,NA
"1377",67,2016,1,"within region: lm"
"1378",68,2016,0,NA
"1379",69,2016,0,NA
"1380",70,2016,0,NA
"1381",71,2016,0,NA
"1382",72,2016,0,NA
"1383",73,2016,0,NA
"1384",74,2016,0,NA
"1385",75,2016,0,NA
"1386",76,2016,0,NA
"1387",77,2016,1,"within region: lm"
"1388",78,2016,0,NA
"1389",79,2016,0,NA
"1390",80,2016,0,NA
"1391",81,2016,0,NA
"1392",82,2016,0,NA
"1393",84,2016,0,NA
"1394",85,2016,1,"UN r2 georegion"
"1395",86,2016,1,"UN r2 georegion"
"1396",88,2016,1,"UN r2 georegion"
"1397",89,2016,NA,NA
"1398",90,2016,NA,NA
"1399",91,2016,NA,NA
"1400",92,2016,NA,NA
"1401",93,2016,NA,NA
"1402",94,2016,NA,NA
"1403",95,2016,1,"UN r2 georegion"
"1404",96,2016,1,"within region: lm"
"1405",97,2016,1,"within region: lm"
"1406",98,2016,1,"UN r2 georegion"
"1407",99,2016,1,"within region: lm"
"1408",100,2016,1,"UN r2 georegion"
"1409",101,2016,0,NA
"1410",102,2016,0,NA
"1411",103,2016,1,"UN r2 georegion"
"1412",104,2016,1,"UN r2 georegion"
"1413",105,2016,NA,NA
"1414",106,2016,0,NA
"1415",107,2016,NA,NA
"1416",108,2016,1,"UN r2 georegion"
"1417",110,2016,1,"UN r2 georegion"
"1418",111,2016,1,"UN r2 georegion"
"1419",112,2016,1,"UN r2 georegion"
"1420",113,2016,1,"UN r2 georegion"
"1421",114,2016,1,"within region: lm"
"1422",115,2016,0,NA
"1423",116,2016,1,"within region: lm"
"1424",117,2016,1,"UN r2 georegion"
"1425",118,2016,1,"UN r2 georegion"
"1426",119,2016,1,"UN r2 georegion"
"1427",120,2016,1,"UN r2 georegion"
"1428",121,2016,1,"UN r2 georegion"
"1429",122,2016,1,"UN r2 georegion"
"1430",123,2016,1,"UN r2 georegion"
"1431",124,2016,1,"within region: lm"
"1432",125,2016,1,"UN r2 georegion"
"1433",126,2016,0,NA
"1434",127,2016,1,"UN r2 georegion"
"1435",129,2016,0,NA
"1436",130,2016,0,NA
"1437",131,2016,0,NA
"1438",132,2016,0,NA
"1439",133,2016,0,NA
"1440",134,2016,0,NA
"1441",135,2016,0,NA
"1442",136,2016,0,NA
"1443",137,2016,1,"within region: lm"
"1444",138,2016,0,NA
"1445",139,2016,0,NA
"1446",140,2016,1,"UN r2 georegion"
"1447",141,2016,1,"UN r2 georegion"
"1448",143,2016,0,NA
"1449",144,2016,NA,NA
"1450",145,2016,1,"UN r2 georegion"
"1451",146,2016,1,"UN r1 georegion"
"1452",147,2016,1,"UN r1 georegion"
"1453",148,2016,1,"UN r1 georegion"
"1454",149,2016,NA,NA
"1455",150,2016,NA,NA
"1456",151,2016,1,"UN r1 georegion"
"1457",152,2016,1,"UN r1 georegion"
"1458",153,2016,1,"UN r1 georegion"
"1459",154,2016,1,"UN r1 georegion"
"1460",155,2016,1,"UN r1 georegion"
"1461",156,2016,1,"UN r1 georegion"
"1462",157,2016,1,"UN r1 georegion"
"1463",158,2016,NA,NA
"1464",159,2016,NA,NA
"1465",161,2016,1,"UN r1 georegion"
"1466",162,2016,0,NA
"1467",163,2016,0,NA
"1468",164,2016,1,"within region: one value all years"
"1469",166,2016,0,NA
"1470",167,2016,1,"within region: lm"
"1471",168,2016,1,"within region: lm"
"1472",169,2016,1,"UN r2 georegion"
"1473",171,2016,0,NA
"1474",172,2016,0,NA
"1475",173,2016,0,NA
"1476",174,2016,0,NA
"1477",175,2016,0,NA
"1478",176,2016,0,NA
"1479",177,2016,0,NA
"1480",178,2016,0,NA
"1481",179,2016,0,NA
"1482",180,2016,0,NA
"1483",181,2016,0,NA
"1484",182,2016,0,NA
"1485",183,2016,0,NA
"1486",184,2016,0,NA
"1487",185,2016,1,"UN r2 georegion"
"1488",186,2016,0,NA
"1489",187,2016,0,NA
"1490",188,2016,0,NA
"1491",189,2016,0,NA
"1492",190,2016,0,NA
"1493",191,2016,0,NA
"1494",192,2016,1,"UN r2 georegion"
"1495",193,2016,1,"UN r2 georegion"
"1496",194,2016,1,"within region: lm"
"1497",195,2016,0,NA
"1498",196,2016,0,NA
"1499",197,2016,0,NA
"1500",198,2016,1,"within region: lm"
"1501",199,2016,1,"within region: one value all years"
"1502",200,2016,1,"within region: lm"
"1503",202,2016,0,NA
"1504",203,2016,0,NA
"1505",204,2016,0,NA
"1506",205,2016,1,"within region: lm"
"1507",206,2016,0,NA
"1508",207,2016,0,NA
"1509",208,2016,0,NA
"1510",209,2016,0,NA
"1511",210,2016,0,NA
"1512",212,2016,1,"UN r1 georegion"
"1513",214,2016,0,NA
"1514",215,2016,0,NA
"1515",216,2016,0,NA
"1516",218,2016,0,NA
"1517",219,2016,1,"UN r2 georegion"
"1518",220,2016,1,"UN r2 georegion"
"1519",221,2016,1,"UN r2 georegion"
"1520",222,2016,0,NA
"1521",223,2016,0,NA
"1522",224,2016,0,NA
"1523",227,2016,1,"UN r2 georegion"
"1524",228,2016,1,"UN r2 georegion"
"1525",231,2016,1,"within region: lm"
"1526",232,2016,1,"within region: lm"
"1527",237,2016,1,"UN r2 georegion"
"1528",244,2016,1,"UN r2 georegion"
"1529",245,2016,1,"UN r2 georegion"
"1530",247,2016,1,"within region: lm"
"1531",248,2016,1,"UN r2 georegion"
"1532",249,2016,1,"UN r2 georegion"
"1533",250,2016,1,"UN r2 georegion"
"1534",21,2010,1,"previous score"
"1535",21,2011,1,"previous score"
"1536",21,2012,1,"previous score"
"1537",21,2013,1,"previous score"
"1538",21,2014,1,"previous score"
"1539",21,2015,1,"previous score"
"1540",21,2016,1,"previous score"
