"","rgn_id","year","multiplier"
"1",84,2015,0
"2",197,2015,0
"3",132,2015,0
"4",199,2015,0
"5",46,2015,0
"6",134,2015,0
"7",45,2015,0
"8",114,2015,0
"9",133,2015,0
"10",191,2015,0
"11",192,2015,0
"12",79,2015,0
"13",43,2015,0
"14",78,2015,0
"15",97,2015,0
"16",67,2015,0
"17",64,2015,0
"18",135,2015,0
"19",196,2015,0
"20",21,2015,0
"21",53,2015,0
"22",15,2015,0
"23",50,2015,0
"24",96,2015,0
"25",44,2015,0
"26",49,2015,0
"27",77,2015,0
"28",75,2015,0
"29",139,2015,0
"30",47,2015,0
"31",84,2016,0
"32",204,2016,0
"33",197,2016,0
"34",132,2016,0
"35",199,2016,0
"36",134,2016,0
"37",45,2016,0
"38",114,2016,0
"39",133,2016,0
"40",191,2016,0
"41",192,2016,0
"42",79,2016,0
"43",43,2016,0
"44",78,2016,0
"45",67,2016,0
"46",64,2016,0
"47",135,2016,0
"48",131,2016,0
"49",196,2016,0
"50",21,2016,0
"51",53,2016,0
"52",15,2016,0
"53",50,2016,0
"54",44,2016,0
"55",49,2016,0
"56",77,2016,0
"57",61,2016,0
"58",76,2016,0
"59",75,2016,0
"60",139,2016,0
"61",47,2016,0
"62",84,2017,0
"63",204,2017,0
"64",197,2017,0
"65",132,2017,0
"66",199,2017,0
"67",214,2017,0
"68",134,2017,0
"69",45,2017,0
"70",114,2017,0
"71",133,2017,0
"72",191,2017,0
"73",192,2017,0
"74",79,2017,0
"75",215,2017,0
"76",43,2017,0
"77",78,2017,0
"78",67,2017,0
"79",64,2017,0
"80",135,2017,0
"81",196,2017,0
"82",21,2017,0
"83",53,2017,0
"84",15,2017,0
"85",50,2017,0
"86",44,2017,0
"87",49,2017,0
"88",77,2017,0
"89",61,2017,0
"90",76,2017,0
"91",75,2017,0
"92",139,2017,0
"93",47,2017,0
