"","rgn_id","commodity","product","year","gapfill"
"1",5,"Ornamental fish nei","ornamentals",1984,"none"
"2",5,"Ornamental fish nei","ornamentals",1985,"zerofill"
"3",5,"Ornamental fish nei","ornamentals",1986,"none"
"4",5,"Ornamental fish nei","ornamentals",1987,"none"
"5",5,"Ornamental fish nei","ornamentals",1988,"zerofill"
"6",5,"Ornamental fish nei","ornamentals",1989,"zerofill"
"7",5,"Ornamental fish nei","ornamentals",1990,"zerofill"
"8",5,"Ornamental fish nei","ornamentals",1991,"zerofill"
"9",5,"Ornamental fish nei","ornamentals",1992,"zerofill"
"10",5,"Ornamental fish nei","ornamentals",1993,"zerofill"
"11",5,"Ornamental fish nei","ornamentals",1994,"zerofill"
"12",5,"Ornamental fish nei","ornamentals",1995,"zerofill"
"13",5,"Ornamental fish nei","ornamentals",1996,"zerofill"
"14",5,"Ornamental fish nei","ornamentals",1997,"none"
"15",5,"Ornamental fish nei","ornamentals",1998,"none"
"16",5,"Ornamental fish nei","ornamentals",1999,"none"
"17",5,"Ornamental fish nei","ornamentals",2000,"none"
"18",5,"Ornamental fish nei","ornamentals",2001,"none"
"19",5,"Ornamental fish nei","ornamentals",2002,"none"
"20",5,"Ornamental fish nei","ornamentals",2003,"none"
"21",5,"Ornamental fish nei","ornamentals",2004,"none"
"22",5,"Ornamental fish nei","ornamentals",2005,"none"
"23",5,"Ornamental fish nei","ornamentals",2006,"none"
"24",5,"Ornamental fish nei","ornamentals",2007,"none"
"25",5,"Ornamental fish nei","ornamentals",2008,"none"
"26",5,"Ornamental fish nei","ornamentals",2009,"none"
"27",5,"Ornamental fish nei","ornamentals",2010,"none"
"28",5,"Ornamental fish nei","ornamentals",2011,"none"
"29",5,"Ornamental fish nei","ornamentals",2012,"none"
"30",5,"Ornamental fish nei","ornamentals",2013,"none"
"31",5,"Miscellaneous corals and shells","shells",2001,"none"
"32",5,"Miscellaneous corals and shells","shells",2002,"none"
"33",5,"Miscellaneous corals and shells","shells",2003,"none"
"34",5,"Miscellaneous corals and shells","shells",2004,"none"
"35",5,"Miscellaneous corals and shells","shells",2005,"none"
"36",5,"Miscellaneous corals and shells","shells",2006,"none"
"37",5,"Miscellaneous corals and shells","shells",2007,"none"
"38",5,"Miscellaneous corals and shells","shells",2008,"none"
"39",5,"Miscellaneous corals and shells","shells",2009,"none"
"40",5,"Miscellaneous corals and shells","shells",2010,"none"
"41",5,"Miscellaneous corals and shells","shells",2011,"none"
"42",5,"Miscellaneous corals and shells","shells",2012,"none"
"43",5,"Miscellaneous corals and shells","shells",2013,"none"
"44",5,"Trochus shells","shells",1999,"none"
"45",5,"Trochus shells","shells",2000,"none"
"46",5,"Trochus shells","shells",2001,"none"
"47",5,"Trochus shells","shells",2002,"none"
"48",5,"Trochus shells","shells",2003,"none"
"49",5,"Trochus shells","shells",2004,"none"
"50",5,"Trochus shells","shells",2005,"none"
"51",5,"Trochus shells","shells",2006,"none"
"52",5,"Trochus shells","shells",2007,"none"
"53",5,"Trochus shells","shells",2008,"none"
"54",5,"Trochus shells","shells",2009,"none"
"55",5,"Trochus shells","shells",2010,"none"
"56",5,"Trochus shells","shells",2011,"none"
"57",5,"Trochus shells","shells",2012,"none"
"58",5,"Trochus shells","shells",2013,"none"
"59",5,"Natural sponges nei","sponges",2001,"none"
"60",5,"Natural sponges nei","sponges",2002,"none"
"61",5,"Natural sponges nei","sponges",2003,"none"
"62",5,"Natural sponges nei","sponges",2004,"none"
"63",5,"Natural sponges nei","sponges",2005,"none"
"64",5,"Natural sponges nei","sponges",2006,"none"
"65",5,"Natural sponges nei","sponges",2007,"none"
"66",5,"Natural sponges nei","sponges",2008,"none"
"67",5,"Natural sponges nei","sponges",2009,"none"
"68",5,"Natural sponges nei","sponges",2010,"none"
"69",5,"Natural sponges nei","sponges",2011,"none"
"70",5,"Natural sponges nei","sponges",2012,"none"
"71",5,"Natural sponges nei","sponges",2013,"none"
"72",6,"Coral and the like","corals",1998,"none"
"73",6,"Coral and the like","corals",1999,"none"
"74",6,"Coral and the like","corals",2000,"zerofill"
"75",6,"Coral and the like","corals",2001,"none"
"76",6,"Coral and the like","corals",2002,"none"
"77",6,"Coral and the like","corals",2003,"none"
"78",6,"Coral and the like","corals",2004,"none"
"79",6,"Coral and the like","corals",2005,"none"
"80",6,"Coral and the like","corals",2006,"none"
"81",6,"Coral and the like","corals",2007,"none"
"82",6,"Coral and the like","corals",2008,"none"
"83",6,"Coral and the like","corals",2009,"none"
"84",6,"Coral and the like","corals",2010,"none"
"85",6,"Coral and the like","corals",2011,"none"
"86",6,"Coral and the like","corals",2012,"none"
"87",6,"Coral and the like","corals",2013,"none"
"88",6,"Ornamental saltwater fish","ornamentals",2004,"r3_t_gl"
"89",6,"Ornamental saltwater fish","ornamentals",2005,"r3_t_gl"
"90",6,"Ornamental saltwater fish","ornamentals",2006,"zerofill"
"91",6,"Ornamental saltwater fish","ornamentals",2007,"zerofill"
"92",6,"Ornamental saltwater fish","ornamentals",2008,"zerofill"
"93",6,"Ornamental saltwater fish","ornamentals",2009,"zerofill"
"94",6,"Ornamental saltwater fish","ornamentals",2010,"zerofill"
"95",6,"Ornamental saltwater fish","ornamentals",2011,"zerofill"
"96",6,"Ornamental saltwater fish","ornamentals",2012,"r3_t_gl"
"97",6,"Ornamental saltwater fish","ornamentals",2013,"r3_t_gl"
"98",6,"Miscellaneous corals and shells","shells",2001,"none"
"99",6,"Miscellaneous corals and shells","shells",2002,"zerofill"
"100",6,"Miscellaneous corals and shells","shells",2003,"zerofill"
"101",6,"Miscellaneous corals and shells","shells",2004,"none"
"102",6,"Miscellaneous corals and shells","shells",2005,"none"
"103",6,"Miscellaneous corals and shells","shells",2006,"none"
"104",6,"Miscellaneous corals and shells","shells",2007,"none"
"105",6,"Miscellaneous corals and shells","shells",2008,"none"
"106",6,"Miscellaneous corals and shells","shells",2009,"none"
"107",6,"Miscellaneous corals and shells","shells",2010,"none"
"108",6,"Miscellaneous corals and shells","shells",2011,"none"
"109",6,"Miscellaneous corals and shells","shells",2012,"none"
"110",6,"Miscellaneous corals and shells","shells",2013,"none"
"111",7,"Coral and the like","corals",1998,"none"
"112",7,"Coral and the like","corals",1999,"none"
"113",7,"Coral and the like","corals",2000,"none"
"114",7,"Coral and the like","corals",2001,"none"
"115",7,"Coral and the like","corals",2002,"none"
"116",7,"Coral and the like","corals",2003,"none"
"117",7,"Coral and the like","corals",2004,"none"
"118",7,"Coral and the like","corals",2005,"none"
"119",7,"Coral and the like","corals",2006,"none"
"120",7,"Coral and the like","corals",2007,"none"
"121",7,"Coral and the like","corals",2008,"none"
"122",7,"Coral and the like","corals",2009,"none"
"123",7,"Coral and the like","corals",2010,"none"
"124",7,"Coral and the like","corals",2011,"none"
"125",7,"Coral and the like","corals",2012,"none"
"126",7,"Coral and the like","corals",2013,"none"
"127",7,"Ornamental fish nei","ornamentals",1996,"r2_t_gr"
"128",7,"Ornamental fish nei","ornamentals",1997,"r2_t_gr"
"129",7,"Ornamental fish nei","ornamentals",1998,"r2_t_gr"
"130",7,"Ornamental fish nei","ornamentals",1999,"r2_t_gr"
"131",7,"Ornamental fish nei","ornamentals",2000,"r2_t_gr"
"132",7,"Ornamental fish nei","ornamentals",2001,"r2_t_gr"
"133",7,"Ornamental fish nei","ornamentals",2002,"none"
"134",7,"Ornamental fish nei","ornamentals",2003,"none"
"135",7,"Ornamental fish nei","ornamentals",2004,"none"
"136",7,"Ornamental fish nei","ornamentals",2005,"none"
"137",7,"Ornamental fish nei","ornamentals",2006,"none"
"138",7,"Ornamental fish nei","ornamentals",2007,"none"
"139",7,"Ornamental fish nei","ornamentals",2008,"none"
"140",7,"Ornamental fish nei","ornamentals",2009,"none"
"141",7,"Ornamental fish nei","ornamentals",2010,"none"
"142",7,"Ornamental fish nei","ornamentals",2011,"zerofill"
"143",7,"Ornamental fish nei","ornamentals",2012,"zerofill"
"144",7,"Ornamental fish nei","ornamentals",2013,"r3_u_gl"
"145",7,"Other seaweeds and aquatic plants and products thereof","seaweeds",2004,"none"
"146",7,"Other seaweeds and aquatic plants and products thereof","seaweeds",2005,"none"
"147",7,"Other seaweeds and aquatic plants and products thereof","seaweeds",2006,"none"
"148",7,"Other seaweeds and aquatic plants and products thereof","seaweeds",2007,"none"
"149",7,"Other seaweeds and aquatic plants and products thereof","seaweeds",2008,"none"
"150",7,"Other seaweeds and aquatic plants and products thereof","seaweeds",2009,"none"
"151",7,"Other seaweeds and aquatic plants and products thereof","seaweeds",2010,"none"
"152",7,"Other seaweeds and aquatic plants and products thereof","seaweeds",2011,"none"
"153",7,"Other seaweeds and aquatic plants and products thereof","seaweeds",2012,"none"
"154",7,"Other seaweeds and aquatic plants and products thereof","seaweeds",2013,"none"
"155",8,"Coral and the like","corals",1998,"none"
"156",8,"Coral and the like","corals",1999,"none"
"157",8,"Coral and the like","corals",2000,"none"
"158",8,"Coral and the like","corals",2001,"zerofill"
"159",8,"Coral and the like","corals",2002,"zerofill"
"160",8,"Coral and the like","corals",2003,"none"
"161",8,"Coral and the like","corals",2004,"zerofill"
"162",8,"Coral and the like","corals",2005,"none"
"163",8,"Coral and the like","corals",2006,"none"
"164",8,"Coral and the like","corals",2007,"none"
"165",8,"Coral and the like","corals",2008,"none"
"166",8,"Coral and the like","corals",2009,"zerofill"
"167",8,"Coral and the like","corals",2010,"none"
"168",8,"Coral and the like","corals",2011,"none"
"169",8,"Coral and the like","corals",2012,"none"
"170",8,"Coral and the like","corals",2013,"none"
"171",8,"Ornamental fish nei","ornamentals",1995,"r2_t_gr"
"172",8,"Ornamental fish nei","ornamentals",1996,"r2_t_gr"
"173",8,"Ornamental fish nei","ornamentals",1997,"zerofill"
"174",8,"Ornamental fish nei","ornamentals",1998,"r2_t_gr"
"175",8,"Ornamental fish nei","ornamentals",1999,"zerofill"
"176",8,"Ornamental fish nei","ornamentals",2000,"zerofill"
"177",8,"Ornamental fish nei","ornamentals",2001,"zerofill"
"178",8,"Ornamental fish nei","ornamentals",2002,"r2_t_gr"
"179",8,"Ornamental fish nei","ornamentals",2003,"r2_t_gr"
"180",8,"Ornamental fish nei","ornamentals",2004,"r2_t_gr"
"181",8,"Ornamental fish nei","ornamentals",2005,"r2_t_gr"
"182",8,"Ornamental fish nei","ornamentals",2006,"r2_t_gr"
"183",8,"Ornamental fish nei","ornamentals",2007,"r2_t_gr"
"184",8,"Ornamental fish nei","ornamentals",2008,"none"
"185",8,"Ornamental fish nei","ornamentals",2009,"none"
"186",8,"Ornamental fish nei","ornamentals",2010,"none"
"187",8,"Ornamental fish nei","ornamentals",2011,"r2_t_gr"
"188",8,"Ornamental fish nei","ornamentals",2012,"none"
"189",8,"Ornamental fish nei","ornamentals",2013,"none"
"190",9,"Coral and the like","corals",1998,"none"
"191",9,"Coral and the like","corals",1999,"none"
"192",9,"Coral and the like","corals",2000,"none"
"193",9,"Coral and the like","corals",2001,"zerofill"
"194",9,"Coral and the like","corals",2002,"none"
"195",9,"Coral and the like","corals",2003,"none"
"196",9,"Coral and the like","corals",2004,"none"
"197",9,"Coral and the like","corals",2005,"none"
"198",9,"Coral and the like","corals",2006,"none"
"199",9,"Coral and the like","corals",2007,"none"
"200",9,"Coral and the like","corals",2008,"none"
"201",9,"Coral and the like","corals",2009,"none"
"202",9,"Coral and the like","corals",2010,"none"
"203",9,"Coral and the like","corals",2011,"none"
"204",9,"Coral and the like","corals",2012,"none"
"205",9,"Coral and the like","corals",2013,"none"
"206",9,"Ornamental saltwater fish","ornamentals",1991,"r2_t_gr"
"207",9,"Ornamental saltwater fish","ornamentals",1992,"r2_t_gr"
"208",9,"Ornamental saltwater fish","ornamentals",1993,"zerofill"
"209",9,"Ornamental saltwater fish","ornamentals",1994,"zerofill"
"210",9,"Ornamental saltwater fish","ornamentals",1995,"zerofill"
"211",9,"Ornamental saltwater fish","ornamentals",1996,"none"
"212",9,"Ornamental saltwater fish","ornamentals",1997,"none"
"213",9,"Ornamental saltwater fish","ornamentals",1998,"none"
"214",9,"Ornamental saltwater fish","ornamentals",1999,"none"
"215",9,"Ornamental saltwater fish","ornamentals",2000,"none"
"216",9,"Ornamental saltwater fish","ornamentals",2001,"none"
"217",9,"Ornamental saltwater fish","ornamentals",2002,"r2_t_gr"
"218",9,"Ornamental saltwater fish","ornamentals",2003,"r2_t_gr"
"219",9,"Ornamental saltwater fish","ornamentals",2004,"r2_t_gr"
"220",9,"Ornamental saltwater fish","ornamentals",2005,"r2_t_gr"
"221",9,"Ornamental saltwater fish","ornamentals",2006,"zerofill"
"222",9,"Ornamental saltwater fish","ornamentals",2007,"zerofill"
"223",9,"Ornamental saltwater fish","ornamentals",2008,"r2_t_gr"
"224",9,"Ornamental saltwater fish","ornamentals",2009,"r2_t_gr"
"225",9,"Ornamental saltwater fish","ornamentals",2010,"r2_t_gr"
"226",9,"Ornamental saltwater fish","ornamentals",2011,"r2_t_gr"
"227",9,"Ornamental saltwater fish","ornamentals",2012,"r2_t_gr"
