"","rgn_id","gapfill"
"1",1,0
"2",2,0
"3",3,0
"4",4,0
"5",5,0.2
"6",6,1
"7",7,0
"8",8,1
"9",9,0
"10",10,0
"11",11,0
"12",12,0
"13",13,0
"14",14,0
"15",15,1
"16",16,1
"17",17,1
"18",18,0
"19",19,1
"20",20,0
"21",21,0
"22",24,1
"23",25,0
"24",26,0
"25",28,0.6
"26",29,0
"27",30,0
"28",31,1
"29",32,0
"30",33,0
"31",34,0
"32",35,0
"33",36,0
"34",37,0
"35",38,0
"36",39,1
"37",40,0
"38",41,0.2
"39",42,0
"40",43,1
"41",44,0
"42",45,1
"43",46,0
"44",47,0.2
"45",48,0.4
"46",49,0
"47",50,0.8
"48",51,1
"49",52,0.2
"50",53,1
"51",54,1
"52",55,0
"53",56,1
"54",57,0
"55",58,0
"56",59,0
"57",60,0
"58",61,0.8
"59",62,1
"60",63,0
"61",64,0
"62",65,1
"63",66,0.8
"64",67,0.4
"65",68,1
"66",69,0
"67",70,0
"68",71,0.6
"69",72,0
"70",73,1
"71",74,1
"72",75,0
"73",76,0
"74",77,1
"75",78,1
"76",79,0.4
"77",80,0.4
"78",81,0
"79",82,1
"80",84,0
"81",85,0
"82",86,0
"83",88,0
"84",89,0
"85",90,0
"86",91,0
"87",92,0
"88",93,0
"89",94,0
"90",95,0
"91",96,1
"92",97,1
"93",98,0.2
"94",99,1
"95",100,1
"96",101,1
"97",102,1
"98",103,0
"99",104,0
"100",105,0
"101",106,0.6
"102",107,0
"103",108,0
"104",110,1
"105",111,0
"106",112,1
"107",113,0
"108",114,0
"109",115,0.4
"110",116,0
"111",117,0
"112",118,0
"113",119,0
"114",120,0.4
"115",121,0
"116",122,1
"117",123,1
"118",124,1
"119",125,1
"120",126,1
"121",127,1
"122",129,0.6
"123",130,0.2
"124",131,0.4
"125",132,0
"126",133,0.2
"127",134,0
"128",135,0
"129",136,0
"130",137,0
"131",138,0
"132",139,1
"133",140,0
"134",141,0
"135",143,0
"136",144,0
"137",145,0
"138",146,0
"139",147,0
"140",148,0
"141",149,0
"142",150,0
"143",151,0
"144",152,1
"145",153,0.6
"146",154,0
"147",155,1
"148",156,0
"149",157,0
"150",158,0
"151",159,0
"152",161,0
"153",162,0.6
"154",163,1
"155",164,0
"156",166,1
"157",167,0
"158",168,0
"159",169,0
"160",171,0
"161",172,0.2
"162",173,0
"163",174,0
"164",175,0
"165",176,0
"166",177,0
"167",178,0
"168",179,0.4
"169",180,0
"170",181,0
"171",182,0.2
"172",183,0.2
"173",184,0
"174",185,0
"175",186,0
"176",187,0.4
"177",188,0
"178",189,0
"179",190,1
"180",191,0.2
"181",192,1
"182",193,1
"183",194,0.8
"184",195,1
"185",196,1
"186",197,0.2
"187",198,1
"188",199,1
"189",200,1
"190",202,1
"191",203,0.4
"192",204,0.4
"193",205,0
"194",206,0
"195",207,1
"196",208,1
"197",209,1
"198",210,0
"199",212,0
"200",214,0
"201",215,0.2
"202",216,1
"203",218,0.6
"204",219,0
"205",220,0
"206",221,0
"207",222,0
"208",223,0
"209",224,0
"210",227,0
"211",228,0
"212",231,0.6
"213",232,1
"214",237,0
"215",244,0
"216",245,0
"217",247,0
"218",248,0
"219",249,0
"220",250,0
