"","rgn_id","pressures.score"
"1",1,1
"2",2,1
"3",3,1
"4",4,1
"5",5,0
"6",6,0
"7",7,0
"8",8,0
"9",9,0
"10",10,0
"11",11,0
"12",12,1
"13",13,1
"14",14,0
"15",15,0
"16",16,0
"17",17,0
"18",18,0
"19",19,0
"20",20,0
"21",21,0
"22",24,0
"23",25,0
"24",26,1
"25",28,0
"26",29,1
"27",30,1
"28",31,0
"29",32,1
"30",33,1
"31",34,1
"32",35,1
"33",36,1
"34",37,0
"35",38,0
"36",39,0
"37",40,0
"38",41,0
"39",42,0
"40",43,0
"41",44,0
"42",45,0
"43",46,0
"44",47,0
"45",48,0
"46",49,0
"47",50,0
"48",51,0
"49",52,0
"50",53,0
"51",54,0
"52",55,1
"53",56,0
"54",57,1
"55",58,1
"56",59,0
"57",60,0
"58",61,0
"59",62,0
"60",63,0
"61",64,0
"62",65,0
"63",66,0
"64",67,0
"65",68,0
"66",69,0
"67",70,0
"68",71,0
"69",72,0
"70",73,0
"71",74,0
"72",75,0
"73",76,0
"74",77,0
"75",78,0
"76",79,0
"77",80,0
"78",81,0
"79",82,0
"80",84,0
"81",85,1
"82",86,1
"83",88,1
"84",89,1
"85",90,1
"86",91,1
"87",92,1
"88",93,1
"89",94,1
"90",95,1
"91",96,0
"92",97,0
"93",98,0
"94",99,0
"95",100,0
"96",101,0
"97",102,0
"98",103,0
"99",104,0
"100",105,1
"101",106,0
"102",107,0
"103",108,1
"104",110,0
"105",111,1
"106",112,0
"107",113,1
"108",114,0
"109",115,0
"110",116,0
"111",117,1
"112",118,1
"113",119,0
"114",120,0
"115",121,1
"116",122,0
"117",123,0
"118",124,0
"119",125,0
"120",126,0
"121",127,0
"122",129,0
"123",130,0
"124",131,0
"125",132,0
"126",133,0
"127",134,0
"128",135,0
"129",136,0
"130",137,0
"131",138,0
"132",139,0
"133",140,1
"134",141,1
"135",143,0
"136",144,1
"137",145,1
"138",146,0
"139",147,1
"140",148,1
"141",149,0
"142",150,1
"143",151,1
"144",152,0
"145",153,1
"146",154,1
"147",155,0
"148",156,1
"149",157,1
"150",158,1
"151",159,1
"152",161,1
"153",162,0
"154",163,0
"155",164,0
"156",166,0
"157",167,0
"158",168,0
"159",169,0
"160",171,0
"161",172,0
"162",173,0
"163",174,0
"164",175,0
"165",176,0
"166",177,0
"167",178,0
"168",179,0
"169",180,0
"170",181,0
"171",182,0
"172",183,0
"173",184,0
"174",185,0
"175",186,0
"176",187,0
"177",188,0
"178",189,0
"179",190,0
"180",191,0
"181",192,0
"182",193,0
"183",194,0
"184",195,0
"185",196,0
"186",197,0
"187",198,0
"188",199,0
"189",200,0
"190",202,0
"191",203,0
"192",204,0
"193",205,0
"194",206,0
"195",207,0
"196",208,0
"197",209,0
"198",210,0
"199",212,0
"200",214,0
"201",215,0
"202",216,0
"203",218,0
"204",219,0
"205",220,1
"206",221,1
"207",222,0
"208",223,0
"209",224,0
"210",227,1
"211",228,1
"212",231,0
"213",232,0
"214",237,1
"215",244,1
"216",245,1
"217",247,1
"218",248,1
"219",249,1
"220",250,1
