"","rgn_id","year","gapfilled"
"1",1,2005,0
"2",1,2006,0
"3",1,2007,0
"4",1,2008,0
"5",1,2009,0
"6",1,2010,0
"7",1,2011,0
"8",1,2012,0
"9",1,2013,0
"10",1,2014,0
"11",2,2005,0
"12",2,2006,0
"13",2,2007,0
"14",2,2008,0
"15",2,2009,0
"16",2,2010,0
"17",2,2011,0
"18",2,2012,0
"19",2,2013,0
"20",2,2014,0
"21",3,2005,0
"22",3,2006,0
"23",3,2007,0
"24",3,2008,0
"25",3,2009,0
"26",3,2010,0
"27",3,2011,0
"28",3,2012,0
"29",3,2013,0
"30",3,2014,0
"31",4,2005,0
"32",4,2006,0
"33",4,2007,0
"34",4,2008,0
"35",4,2009,0
"36",4,2010,0
"37",4,2011,0
"38",4,2012,0
"39",4,2013,0
"40",4,2014,0
"41",5,2005,0
"42",5,2006,0
"43",5,2007,0
"44",5,2008,0
"45",5,2009,0
"46",5,2010,0
"47",5,2011,0
"48",5,2012,0
"49",5,2013,0
"50",5,2014,0
"51",6,2005,0
"52",6,2006,0
"53",6,2007,0
"54",6,2008,0
"55",6,2009,0
"56",6,2010,0
"57",6,2011,0
"58",6,2012,0
"59",6,2013,0
"60",6,2014,0
"61",7,2005,0
"62",7,2006,0
"63",7,2007,0
"64",7,2008,0
"65",7,2009,0
"66",7,2010,0
"67",7,2011,0
"68",7,2012,0
"69",7,2013,0
"70",7,2014,0
"71",8,2005,0
"72",8,2006,0
"73",8,2007,0
"74",8,2008,0
"75",8,2009,0
"76",8,2010,0
"77",8,2011,0
"78",8,2012,0
"79",8,2013,0
"80",8,2014,0
"81",9,2005,0
"82",9,2006,0
"83",9,2007,0
"84",9,2008,0
"85",9,2009,0
"86",9,2010,0
"87",9,2011,0
"88",9,2012,0
"89",9,2013,0
"90",9,2014,0
"91",10,2005,0
"92",10,2006,0
"93",10,2007,0
"94",10,2008,0
"95",10,2009,0
"96",10,2010,0
"97",10,2011,0
"98",10,2012,0
"99",10,2013,0
"100",10,2014,0
"101",11,2005,0
"102",11,2006,0
"103",11,2007,0
"104",11,2008,0
"105",11,2009,0
"106",11,2010,0
"107",11,2011,0
"108",11,2012,0
"109",11,2013,0
"110",11,2014,0
"111",12,2005,0
"112",12,2006,0
"113",12,2007,0
"114",12,2008,0
"115",12,2009,0
"116",12,2010,0
"117",12,2011,0
"118",12,2012,0
"119",12,2013,0
"120",12,2014,0
"121",13,2005,0
"122",13,2006,0
"123",13,2007,0
"124",13,2008,0
"125",13,2009,0
"126",13,2010,0
"127",13,2011,0
"128",13,2012,0
"129",13,2013,0
"130",13,2014,0
"131",14,2005,0
"132",14,2006,0
"133",14,2007,0
"134",14,2008,0
"135",14,2009,0
"136",14,2010,0
"137",14,2011,0
"138",14,2012,0
"139",14,2013,0
"140",14,2014,0
"141",15,2005,0
"142",15,2006,0
"143",15,2007,0
"144",15,2008,0
"145",15,2009,0
"146",15,2010,0
"147",15,2011,0
"148",15,2012,0
"149",15,2013,0
"150",15,2014,0
"151",16,2005,0
"152",16,2006,0
"153",16,2007,0
"154",16,2008,0
"155",16,2009,0
"156",16,2010,0
"157",16,2011,0
"158",16,2012,0
"159",16,2013,0
"160",16,2014,0
"161",17,2005,0
"162",17,2006,0
"163",17,2007,0
"164",17,2008,0
"165",17,2009,0
"166",17,2010,0
"167",17,2011,0
"168",17,2012,0
"169",17,2013,0
"170",17,2014,0
"171",18,2005,0
"172",18,2006,0
"173",18,2007,0
"174",18,2008,0
"175",18,2009,0
"176",18,2010,0
"177",18,2011,0
"178",18,2012,0
"179",18,2013,0
"180",18,2014,0
"181",19,2005,0
"182",19,2006,0
"183",19,2007,0
"184",19,2008,0
"185",19,2009,0
"186",19,2010,0
"187",19,2011,0
"188",19,2012,0
"189",19,2013,0
"190",19,2014,0
"191",20,2005,0
"192",20,2006,0
"193",20,2007,0
"194",20,2008,0
"195",20,2009,0
"196",20,2010,0
"197",20,2011,0
"198",20,2012,0
"199",20,2013,0
"200",20,2014,0
"201",21,2005,0
"202",21,2006,0
"203",21,2007,0
"204",21,2008,0
"205",21,2009,0
"206",21,2010,0
"207",21,2011,0
"208",21,2012,0
"209",21,2013,0
"210",21,2014,0
"211",24,2005,0
"212",24,2006,0
"213",24,2007,0
"214",24,2008,0
"215",24,2009,0
"216",24,2010,0
"217",24,2011,0
"218",24,2012,0
"219",24,2013,0
"220",24,2014,0
"221",25,2005,0
"222",25,2006,0
"223",25,2007,0
"224",25,2008,0
"225",25,2009,0
"226",25,2010,0
"227",25,2011,0
"228",25,2012,0
"229",25,2013,0
"230",25,2014,0
"231",26,2005,0
"232",26,2006,0
"233",26,2007,0
"234",26,2008,0
"235",26,2009,0
"236",26,2010,0
"237",26,2011,0
"238",26,2012,0
"239",26,2013,0
"240",26,2014,0
"241",28,2005,0
"242",28,2006,0
"243",28,2007,0
"244",28,2008,0
"245",28,2009,0
"246",28,2010,0
"247",28,2011,0
"248",28,2012,0
"249",28,2013,0
"250",28,2014,0
"251",29,2005,0
"252",29,2006,0
"253",29,2007,0
"254",29,2008,0
"255",29,2009,0
"256",29,2010,0
"257",29,2011,0
"258",29,2012,0
"259",29,2013,0
"260",29,2014,0
"261",30,2005,0
"262",30,2006,0
"263",30,2007,0
"264",30,2008,0
"265",30,2009,0
"266",30,2010,0
"267",30,2011,0
"268",30,2012,0
"269",30,2013,0
"270",30,2014,0
"271",31,2005,0
"272",31,2006,0
"273",31,2007,0
"274",31,2008,0
"275",31,2009,0
"276",31,2010,0
"277",31,2011,0
"278",31,2012,0
"279",31,2013,0
"280",31,2014,0
"281",32,2005,0
"282",32,2006,0
"283",32,2007,0
"284",32,2008,0
"285",32,2009,0
"286",32,2010,0
"287",32,2011,0
"288",32,2012,0
"289",32,2013,0
"290",32,2014,0
