"","rgn_id","gap_fill"
"1",9,0
"2",14,0
"3",15,0
"4",17,0
"5",18,0
"6",24,0
"7",25,0
"8",132,0
"9",205,0
"10",206,0
"11",207,0
"12",208,0
"13",216,0
"14",231,0
"15",255,0
