"rgn_id","habitat","year","trend"
5,"mangrove",2012,-0.00462
6,"mangrove",2012,0
7,"mangrove",2012,-0.002979
8,"mangrove",2012,-0.001771
9,"mangrove",2012,0
14,"mangrove",2012,-0.029762
15,"mangrove",2012,-0.00598
16,"mangrove",2012,-0.001175
17,"mangrove",2012,-0.003065
18,"mangrove",2012,-0.001046
24,"mangrove",2012,-0.032695
25,"mangrove",2012,-0.013761
26,"mangrove",2012,-0.0159719
28,"mangrove",2012,0
29,"mangrove",2012,-0.003626
31,"mangrove",2012,0
39,"mangrove",2012,0
40,"mangrove",2012,-0.00554
41,"mangrove",2012,-0.001085
42,"mangrove",2012,-0.00179
43,"mangrove",2012,-0.000586
44,"mangrove",2012,0
45,"mangrove",2012,0
46,"mangrove",2012,0
47,"mangrove",2012,0
48,"mangrove",2012,0
49,"mangrove",2012,0
50,"mangrove",2012,0
52,"mangrove",2012,0
53,"mangrove",2012,-0.000856
54,"mangrove",2012,0
62,"mangrove",2012,0
65,"mangrove",2012,0
66,"mangrove",2012,-0.000225
96,"mangrove",2012,-0.000252
97,"mangrove",2012,-0.002651
98,"mangrove",2012,0
99,"mangrove",2012,0
102,"mangrove",2012,-0.007032
104,"mangrove",2012,-0.006078
106,"mangrove",2012,-0.0119
108,"mangrove",2012,0
110,"mangrove",2012,-0.003651
111,"mangrove",2012,0
112,"mangrove",2012,-0.013252
113,"mangrove",2012,-0.001825
114,"mangrove",2012,-0.001651
115,"mangrove",2012,-0.003657
116,"mangrove",2012,-0.001903
117,"mangrove",2012,0
118,"mangrove",2012,0
119,"mangrove",2012,-0.071429
120,"mangrove",2012,0
122,"mangrove",2012,-0.013889
124,"mangrove",2012,0
125,"mangrove",2012,0
126,"mangrove",2012,-0.00865
127,"mangrove",2012,0
129,"mangrove",2012,-0.002163
130,"mangrove",2012,-0.002113
131,"mangrove",2012,-0.007952
132,"mangrove",2012,-0.000627
133,"mangrove",2012,-0.012351
134,"mangrove",2012,-0.001837
135,"mangrove",2012,-0.005585
136,"mangrove",2012,-0.039987
137,"mangrove",2012,-0.000918
138,"mangrove",2012,-0.00174
139,"mangrove",2012,-0.002123
140,"mangrove",2012,-0.003626
162,"mangrove",2012,-0.004485
163,"mangrove",2012,-0.006538
164,"mangrove",2012,-0.006014
166,"mangrove",2012,-0.002492
167,"mangrove",2012,-0.001063
168,"mangrove",2012,-0.009427
169,"mangrove",2012,-0.003626
171,"mangrove",2012,-0.002696
190,"mangrove",2012,0
191,"mangrove",2012,0
193,"mangrove",2012,-0.000295
194,"mangrove",2012,-0.000944
195,"mangrove",2012,-0.013244
196,"mangrove",2012,-0.000489
197,"mangrove",2012,-0.001736
198,"mangrove",2012,-0.001825
199,"mangrove",2012,-0.000884
200,"mangrove",2012,-0.003749
202,"mangrove",2012,-0.002104
203,"mangrove",2012,-0.029903
204,"mangrove",2012,-0.000344
205,"mangrove",2012,-0.053867
206,"mangrove",2012,-0.023103
207,"mangrove",2012,-0.007844
208,"mangrove",2012,0
209,"mangrove",2012,-0.00773
210,"mangrove",2012,-0.001904
214,"mangrove",2012,0
216,"mangrove",2012,-0.011042
221,"mangrove",2012,0
231,"mangrove",2012,-0.009357
237,"mangrove",2012,-0.0159719
244,"mangrove",2012,0
245,"mangrove",2012,0
247,"mangrove",2012,-0.00207
250,"mangrove",2012,0
5,"mangrove",2013,-0.003555
6,"mangrove",2013,0
7,"mangrove",2013,-0.002942
8,"mangrove",2013,-0.001459
9,"mangrove",2013,-0.004317
14,"mangrove",2013,-0.018072
15,"mangrove",2013,-0.00636
16,"mangrove",2013,-0.001105
17,"mangrove",2013,-0.003458
18,"mangrove",2013,-0.001034
24,"mangrove",2013,-0.036823
25,"mangrove",2013,-0.014541
26,"mangrove",2013,-0.0183289
28,"mangrove",2013,0
29,"mangrove",2013,-0.004146
31,"mangrove",2013,0
39,"mangrove",2013,0
40,"mangrove",2013,-0.007389
41,"mangrove",2013,-0.001522
42,"mangrove",2013,-0.001961
43,"mangrove",2013,-0.000738
44,"mangrove",2013,0
45,"mangrove",2013,0
46,"mangrove",2013,0
47,"mangrove",2013,0
48,"mangrove",2013,0
49,"mangrove",2013,0
50,"mangrove",2013,0
52,"mangrove",2013,0
53,"mangrove",2013,0
54,"mangrove",2013,0
62,"mangrove",2013,0
65,"mangrove",2013,0
66,"mangrove",2013,-0.000193
96,"mangrove",2013,-0.000297
97,"mangrove",2013,-0.002758
98,"mangrove",2013,0
99,"mangrove",2013,-0.001433
102,"mangrove",2013,-0.007736
104,"mangrove",2013,-0.005856
106,"mangrove",2013,-0.011492
108,"mangrove",2013,0
110,"mangrove",2013,-0.002976
111,"mangrove",2013,0
112,"mangrove",2013,-0.012793
113,"mangrove",2013,-0.002148
114,"mangrove",2013,-0.001651
115,"mangrove",2013,-0.002918
116,"mangrove",2013,-0.001691
117,"mangrove",2013,0
118,"mangrove",2013,0
119,"mangrove",2013,-0.107143
120,"mangrove",2013,0
122,"mangrove",2013,-0.013889
124,"mangrove",2013,0
125,"mangrove",2013,-0.009009
126,"mangrove",2013,-0.011741
127,"mangrove",2013,0
129,"mangrove",2013,-0.002073
130,"mangrove",2013,-0.002827
131,"mangrove",2013,-0.006895
132,"mangrove",2013,-0.000696
133,"mangrove",2013,-0.01252
134,"mangrove",2013,-0.0015
135,"mangrove",2013,-0.005966
136,"mangrove",2013,-0.046542
137,"mangrove",2013,-0.000822
138,"mangrove",2013,-0.001741
139,"mangrove",2013,-0.002411
140,"mangrove",2013,-0.004146
162,"mangrove",2013,-0.004999
163,"mangrove",2013,-0.008117
164,"mangrove",2013,-0.005757
166,"mangrove",2013,-0.003512
167,"mangrove",2013,-0.001329
168,"mangrove",2013,-0.007817
169,"mangrove",2013,-0.004146
171,"mangrove",2013,-0.002714
190,"mangrove",2013,0
191,"mangrove",2013,0
193,"mangrove",2013,-0.000349
194,"mangrove",2013,-0.000761
195,"mangrove",2013,-0.013472
196,"mangrove",2013,-0.000552
197,"mangrove",2013,-0.003307
198,"mangrove",2013,-0.001756
199,"mangrove",2013,-0.006427
200,"mangrove",2013,-0.009796
202,"mangrove",2013,-0.002365
203,"mangrove",2013,-0.026414
204,"mangrove",2013,-0.000231
205,"mangrove",2013,-0.067488
206,"mangrove",2013,-0.028499
207,"mangrove",2013,-0.008042
208,"mangrove",2013,0
209,"mangrove",2013,-0.008905
210,"mangrove",2013,-0.001904
214,"mangrove",2013,0
216,"mangrove",2013,-0.01122
