"rgn_id","trend"
1,0
2,0
3,0
5,0
6,0.04
7,0.04
8,0
9,0.01
10,0.02
11,0
13,0.02
14,-0.02
15,-0.01
16,0
17,0.04
18,0.01
19,-0.1
20,0
21,0.01
24,0
25,0.04
26,0
28,0.02
29,0.03
31,0.03
32,0.02
37,0
39,0.05
40,-0.1
41,0.02
42,0.03
43,0.02
44,-0.05
45,0.03
46,0.01
47,-0.53
48,0.11
49,-0.53
50,0
51,0
52,0.02
53,-0.01
54,0.01
55,-0.11
56,-0.03
57,-0.1
58,-0.07
59,0
60,-0.04
61,-0.05
62,0
63,-0.36
64,0.02
65,0.03
66,0.01
67,0.05
68,0
69,-0.07
70,-0.04
71,-0.01
72,-0.02
73,-0.08
74,0.07
75,-0.04
76,-0.07
77,0
78,0.01
79,0
80,-0.13
81,0
82,-0.06
84,0
85,-0.04
86,-0.03
88,-0.04
95,-0.03
96,0.03
97,0.03
98,0.02
99,0.02
100,0.03
101,0.11
102,-0.02
103,0.02
104,0.07
106,0.01
108,0.01
110,0.01
111,0.06
112,-0.05
113,0.06
114,0.01
115,-0.01
116,0.01
117,0.04
118,0.05
119,-0.01
120,0.1
121,0.06
122,-0.03
123,0
124,-0.11
125,0.01
126,0.01
127,0.01
129,-0.01
130,0
131,0.01
132,0
133,-0.03
134,-0.01
135,-0.03
136,0.01
137,-0.03
138,-0.02
139,-0.04
140,0.24
141,-0.03
143,0.03
145,0
146,-0.13
147,0
148,0.03
151,0.02
152,0.04
153,-0.14
154,0
155,0.02
156,-0.15
157,0.06
161,-0.04
162,0
163,0
164,0
166,0.01
167,-0.01
168,0.01
169,0.46
171,-0.01
172,-0.12
173,-0.08
174,-0.05
175,0
176,-0.01
177,0.03
178,-0.23
179,0.01
180,0
181,0.01
182,-0.01
183,-0.49
184,-0.01
185,0
186,-0.19
187,0.02
188,-0.02
189,-0.08
190,0.07
191,0.02
192,0
193,0.02
194,0
195,0.01
196,0.02
197,0.02
198,0.04
199,0.04
200,0.02
202,0.02
203,0
204,0
205,-0.01
206,0
207,-0.04
208,0
209,-0.03
210,0
212,0.01
214,0.02
215,0.04
216,-0.01
218,0.01
219,0.03
220,0.01
221,0.01
222,0.01
223,0.01
224,-0.41
227,-0.02
228,-0.03
231,-0.04
232,0
237,-0.03
244,0
245,0.04
247,0
248,0.05
249,0.05
250,0.04
144,0
105,0
213,0
12,0
150,0
159,0
158,0
149,0
107,0
90,0
89,0
93,0
91,0
92,0
38,0
36,0
33,0
30,0
35,0
34,0
4,0
94,0
