"cntry_key","sector","year","value","analysis_year"
"ARG","tour",2006,2304493529.54,2012
"ARG","tour",2007,2527222832.25,2012
"ARG","tour",2008,2470970590.66,2012
"ARG","tour",2009,2446202352.85,2012
"ARG","tour",2010,2531597322.02,2012
"ARG","tour",2011,4.4767e+10,2012
"ASM","mmw",2005,0,2012
"ASM","mmw",2008,0,2012
"ASM","og",2004,0,2012
"ASM","og",2005,0,2012
"ASM","og",2006,0,2012
"ASM","og",2007,0,2012
"ASM","og",2008,0,2012
"ASM","og",2009,0,2012
"ATA","mmw",1998,16869918.7,2012
"ATA","mmw",2008,37437248.98,2012
"ATA","og",2004,0,2012
"ATA","og",2005,0,2012
"ATA","og",2006,0,2012
"ATA","og",2007,0,2012
"ATA","og",2008,0,2012
"ATA","og",2009,0,2012
"ATG","aqf",2002,5960.30060605465,2012
"ATG","aqf",2003,5826.12322275988,2012
"ATG","cf",2002,50726866.7905843,2012
"ATG","cf",2007,19233109.7646428,2012
"ATG","mmw",1998,0,2012
"ATG","mmw",2008,48272.36,2012
"ATG","og",2004,0,2012
"ATG","og",2005,0,2012
"ATG","og",2006,0,2012
"ATG","og",2007,0,2012
"ATG","og",2008,0,2012
"ATG","og",2009,0,2012
"ATG","tour",2006,752709359.606,2012
"ATG","tour",2007,810837438.424,2012
"ATG","tour",2008,905418719.212,2012
"ATG","tour",2009,843349753.695,2012
"ATG","tour",2010,810837438.424,2012
"ATG","tour",2011,8.71e+08,2012
"AUS","aqf",2003,3029584.07582531,2012
"AUS","aqf",2004,4045657.27483474,2012
"AUS","aqf",2005,3073280,2012
"AUS","aqf",2006,2426728.33729724,2012
"AUS","aqf",2007,4017562.24605453,2012
"AUS","aqf",2008,5985890.04256044,2012
"AUS","cf",2002,4093860723.0976,2012
"AUS","cf",2007,3690418303.00774,2012
"AUS","mmw",2003,182518228.7,2012
"AUS","mmw",2008,174768087.4,2012
"AUS","og",2004,10241973712.9111,2012
"AUS","og",2005,16527229314.2594,2012
"AUS","og",2006,18525446205.4227,2012
"AUS","og",2007,22026678491.3897,2012
"AUS","og",2008,27782901460.5962,2012
"AUS","og",2009,19322531072.2027,2012
"AUS","tour",2006,16012013104,2012
"AUS","tour",2007,16090346256.3,2012
"AUS","tour",2008,15325343667,2012
"AUS","tour",2009,17128542114,2012
"AUS","tour",2010,17894159081,2012
"AUS","tour",2011,1.44147e+11,2012
"Azores","mmw",1998,3424796.75,2012
"Azores","mmw",2008,7795511.18,2012
"BDI","aqf",2002,485764.499394535,2012
"BDI","aqf",2003,396176.379146197,2012
"BDI","aqf",2004,459927.353349116,2012
"BDI","aqf",2005,474712.000000351,2012
"BDI","aqf",2006,568805.984864001,2012
"BDI","aqf",2007,589449.287065261,2012
"BEL","aqf",2003,702047.848342013,2012
"BEL","aqf",2004,349204.101617832,2012
"BEL","aqf",2005,266167.999998946,2012
"BEL","aqf",2006,79739.156756677,2012
"BEL","aqf",2007,131850.498422797,2012
"BEL","aqf",2008,99640.2836879744,2012
"BEL","cf",2002,822803972.046336,2012
"BEL","cf",2007,373354825.722368,2012
"BEL","og",2004,0,2012
"BEL","og",2005,32189712.6063778,2012
"BEL","og",2006,0,2012
"BEL","og",2007,25408152.6040578,2012
"BEL","og",2008,0,2012
"BEL","og",2009,56037290.9517982,2012
"BEL","tour",2006,5037893421.19,2012
"BEL","tour",2007,4995118854.41,2012
"BEL","tour",2008,4562422426.53,2012
"BEL","tour",2009,4460436769.61,2012
"BEL","tour",2010,4346371258.19,2012
"BEL","tour",2011,2.4261e+10,2012
"BEN","cf",1997,182292271.306486,2012
"BEN","cf",2007,44939458.5277747,2012
"BEN","mmw",1998,0,2012
"BEN","mmw",2008,0,2012
"BEN","og",2004,0,2012
"BEN","og",2005,0,2012
"BEN","og",2006,0,2012
"BEN","og",2007,0,2012
"BEN","og",2008,0,2012
"BEN","og",2009,0,2012
"BEN","tour",2006,12496846.1374,2012
"BEN","tour",2007,15815791.724,2012
"BEN","tour",2008,15680324.5572,2012
"BEN","tour",2009,13174181.9714,2012
"BEN","tour",2010,13817651.0137,2012
"BEN","tour",2011,4.6e+08,2012
"BGD","aqf",2001,12111.4482758517,2012
"BGD","aqf",2002,17880.9018181885,2012
"BGD","aqf",2003,8739.18483412753,2012
"BGD","aqf",2004,8517.17321017063,2012
"BGD","aqf",2005,235983.999999895,2012
"BGD","aqf",2006,119608.735135016,2012
"BGD","cf",2002,3454059168.26522,2012
"BGD","cf",2007,2331324412.02555,2012
"BGD","mar",2007,801643496.39262,2012
"BGD","mar",2009,1370219834.79,2012
"BGD","mar",2010,1213121703.591,2012
"BGD","mmw",1998,0,2012
"BGD","mmw",2008,1783.54,2012
"BGD","og",2004,0,2012
"BGD","og",2005,0,2012
"BGD","og",2006,0,2012
"BGD","og",2007,0,2012
"BGD","og",2008,0,2012
"BGD","og",2009,0,2012
"BGD","tour",2006,861231403.191,2012
"BGD","tour",2007,913439415.508,2012
"BGD","tour",2008,955205825.362,2012
"BGD","tour",2009,989743433.511,2012
"BGD","tour",2010,1036329044.5,2012
"BGD","tour",2011,4.507e+09,2012
"BGR","aqf",2003,2458.624,2012
"BGR","aqf",2004,49172.48,2012
"BGR","aqf",2005,31962.112,2012
"BGR","aqf",2007,145058.816,2012
"BGR","aqf",2008,341748.736,2012
"BGR","cf",2002,98970046.5156301,2012
"BGR","cf",2007,83603298.6940928,2012
"BGR","mar",2005,432305.1,2012
"BGR","mar",2006,576406.8,2012
"BGR","mar",2007,2067140.44153431,2012
"BGR","mar",2008,3399536.07,2012
"BGR","mar",2009,2528833.149,2012
"BGR","mar",2010,2023086.744,2012
"BGR","og",2004,0,2012
"BGR","og",2005,12461100.3726316,2012
"BGR","og",2006,0,2012
"BGR","og",2007,6621324.151484,2012
"BGR","og",2008,0,2012
"BGR","og",2009,14610818.0168759,2012
"BGR","tour",2006,956316008.785,2012
"BGR","tour",2007,736293323.966,2012
"BGR","tour",2008,722973347.024,2012
"BGR","tour",2009,667068334.31,2012
"BGR","tour",2010,669110082.601,2012
"BGR","tour",2011,6.968e+09,2012
"BHR","cf",2002,64775831.7565542,2012
"BHR","cf",2007,144782757.247171,2012
"BHR","mmw",1998,0,2012
"BHR","mmw",2008,452926.83,2012
"BHR","og",2004,0,2012
"BHR","og",2005,0,2012
"BHR","og",2006,0,2012
"BHR","og",2007,0,2012
"BHR","og",2008,0,2012
"BHR","og",2009,0,2012
"BHR","tour",2006,3027586206.9,2012
"BHR","tour",2007,3105418719.21,2012
"BHR","tour",2008,3278817733.99,2012
"BHR","tour",2009,3889655172.41,2012
"BHR","tour",2010,3864039408.87,2012
"BHR","tour",2011,3.588e+09,2012
"BHS","cf",2002,365813449.726771,2012
"BHS","cf",2007,380586567.036928,2012
"BHS","mar",2002,766090.9090143,2012
"BHS","mar",2004,139905.054,2012
"BHS","mar",2005,139905.054,2012
"BHS","mar",2006,121803.858,2012
"BHS","mmw",1998,3018292.68,2012
"BHS","mmw",2008,4048079.27,2012
"BHS","og",2004,0,2012
"BHS","og",2005,0,2012
"BHS","og",2006,0,2012
"BHS","og",2007,0,2012
"BHS","og",2008,0,2012
"BHS","og",2009,0,2012
"BHS","tour",2006,3474876847.29,2012
"BHS","tour",2007,3485714285.71,2012
"BHS","tour",2008,3372413793.1,2012
"BHS","tour",2009,3181280788.18,2012
"BHS","tour",2010,3381280788.18,2012
"BHS","tour",2011,3.63e+09,2012
"BIH","cf",2002,44255.232,2012
"BIH","cf",2007,58427.867916759,2012
"BIH","mar",2005,4313444.22,2012
"BIH","mar",2006,4590271.17,2012
"BIH","mar",2007,4707954.8898903,2012
"BIH","mar",2008,5242268.16,2012
"BIH","mar",2009,4477265.1,2012
"BIH","mar",2010,4477265.1,2012
"BIH","og",2004,0,2012
"BIH","og",2005,0,2012
"BIH","og",2006,0,2012
"BIH","og",2007,0,2012
"BIH","og",2008,0,2012
"BIH","og",2009,0,2012
"BIH","tour",2006,152365296.273,2012
"BIH","tour",2007,164203457.27,2012
"BIH","tour",2008,157263845.651,2012
"BIH","tour",2009,143486675.526,2012
"BIH","tour",2010,134301895.443,2012
"BIH","tour",2011,1.507e+09,2012
"BLM","mmw",1998,23373.98,2012
"BLM","mmw",2008,844514.23,2012
"BLZ","aqf",2003,128174.710900472,2012
"BLZ","aqf",2004,255515.196305611,2012
"BLZ","aqf",2005,260679.999999298,2012
"BLZ","aqf",2006,135556.5664864,2012
"BLZ","aqf",2007,299895.251313517,2012
"BLZ","aqf",2008,311375.886524459,2012
"BLZ","cf",2002,75361742.848,2012
"BLZ","cf",2007,145964344.552499,2012
"BLZ","mar",1997,30426507.888129,2012
"BLZ","mar",2002,94382399.991573,2012
"BLZ","mmw",1998,491869.92,2012
"BLZ","mmw",2006,197154.47,2012
"BLZ","og",2004,0,2012
"BLZ","og",2005,0,2012
"BLZ","og",2006,0,2012
"BLZ","og",2007,0,2012
"BLZ","og",2008,0,2012
"BLZ","og",2009,0,2012
"BLZ","tour",2006,302503557.063,2012
"BLZ","tour",2007,331041628.485,2012
"BLZ","tour",2008,328504911.025,2012
"BLZ","tour",2009,318358041.186,2012
"BLZ","tour",2010,312650426.902,2012
"BLZ","tour",2011,4.85e+08,2012
"BMU","cf",1997,3079961.04272998,2012
"BMU","cf",2007,7600793.4388736,2012
"BMU","mmw",1998,20325.2,2012
"BMU","mmw",2008,32418.7,2012
"BMU","og",2004,0,2012
"BMU","og",2005,0,2012
"BMU","og",2006,0,2012
"BMU","og",2007,0,2012
"BMU","og",2008,0,2012
"BMU","og",2009,0,2012
"BMU","tour",2006,880788177.34,2012
"BMU","tour",2007,1240394088.67,2012
"BMU","tour",2008,1120197044.33,2012
"BMU","tour",2009,1108374384.24,2012
"BMU","tour",2010,1097536945.81,2012
"BMU","tour",2011,9.48e+08,2012
"BOL","aqf",1997,56788.8695653243,2012
"BOL","aqf",2003,14565.3080568628,2012
"BRA","aqf",2003,6930173.57346729,2012
"BRA","aqf",2004,7563249.81061953,2012
"BRA","aqf",2005,11936400.0000105,2012
"BRA","aqf",2006,10993371.7448615,2012
"BRA","aqf",2007,13060955.2555286,2012
"BRA","aqf",2008,14021878.9219848,2012
"BRA","cf",2002,4276888084.28134,2012
"BRA","cf",2007,5096511549.58848,2012
"BRA","mar",1997,49442903.568576,2012
"BRA","mar",2002,391433261.28858,2012
"BRA","mmw",1998,10348170.73,2012
"BRA","mmw",2006,28817229.88,2012
"BRA","og",2004,49990398989.0167,2012
"BRA","og",2005,77586048395.9244,2012
"BRA","og",2006,87761715350.4785,2012
"BRA","og",2007,94970855006.54,2012
"BRA","og",2008,126923871546.955,2012
"BRA","og",2009,81534583646.6559,2012
"BRA","tour",2006,6397530459.22,2012
"BRA","tour",2007,6690893174.84,2012
"BRA","tour",2008,6592168914.01,2012
"BRA","tour",2009,6957932175.87,2012
"BRA","tour",2010,7258691979.25,2012
"BRA","tour",2011,1.96304e+11,2012
"BRB","aqf",2000,276984.222784561,2012
"BRB","aqf",2001,78724.4137931095,2012
"BRB","aqf",2002,65563.3066667486,2012
"BRB","aqf",2003,69913.4786728728,2012
"BRB","aqf",2004,56781.1547343889,2012
"BRB","aqf",2005,24695.9999998946,2012
"BRB","cf",2002,33194106.1375078,2012
"BRB","cf",2007,23746326.4721428,2012
"BRB","og",2004,0,2012
"BRB","og",2005,0,2012
"BRB","og",2006,0,2012
"BRB","og",2007,0,2012
"BRB","og",2008,0,2012
"BRB","og",2009,0,2012
"BRB","tour",2006,1942857142.86,2012
"BRB","tour",2007,2092610837.44,2012
"BRB","tour",2008,1987192118.23,2012
"BRB","tour",2009,1793103448.28,2012
"BRB","tour",2010,1826600985.22,2012
"BRB","tour",2011,1.818e+09,2012
"BRN","aqf",1999,9654.28272251155,2012
"BRN","aqf",2001,57529.3793102831,2012
"BRN","aqf",2002,23841.2024242432,2012
"BRN","aqf",2003,101957.156398114,2012
"BRN","cf",2002,29238850.6620314,2012
"BRN","cf",2007,23058790.7544781,2012
"BRN","mar",1997,9457364.02356634,2012
"BRN","mar",2002,3180166.54657454,2012
"BRN","og",2004,5696789459.27347,2012
"BRN","og",2005,12924793075.174,2012
"BRN","og",2006,13920694232.7046,2012
"BRN","og",2007,9656169295.98765,2012
"BRN","og",2008,11112764170.9661,2012
"BRN","og",2009,7555858818.38402,2012
"BRN","tour",2004,544840899.568,2012
"BRN","tour",2005,531975707.135,2012
"BRN","tour",2006,492736870.212,2012
"BRN","tour",2007,512677918.484,2012
"BRN","tour",2008,476012120.048,2012
"BRN","tour",2009,496596427.942,2012
"BWA","aqf",2001,0,2012
"BWA","aqf",2002,0,2012
"BWA","aqf",2003,2913.06161136765,2012
"BWA","aqf",2004,0,2012
"BWA","aqf",2005,0,2012
"CAN","aqf",2003,11652.2464454952,2012
"CAN","aqf",2004,139113.829099339,2012
"CAN","aqf",2005,238727.999999966,2012
"CAN","aqf",2006,191373.976216123,2012
"CAN","aqf",2007,778176.471082967,2012
"CAN","aqf",2008,89676.255319054,2012
"CAN","cf",2002,15122623108.139,2012
"CAN","cf",2007,15462777465.813,2012
"CAN","mar",1997,1645963184.13535,2012
"CAN","mar",2002,2449750674.66853,2012
"CAN","mmw",1998,198694105.7,2012
"CAN","mmw",2008,152810975.6,2012
"CAN","og",2004,1513765813.05298,2012
"CAN","og",2005,1639777208.27362,2012
"CAN","og",2006,1962372682.03086,2012
"CAN","og",2007,2280697442.61624,2012
"CAN","og",2008,867164935.361749,2012
"CAN","og",2009,936658753.650973,2012
"CAN","tour",2006,21839880838.3,2012
"CAN","tour",2007,20708548840.2,2012
"CAN","tour",2008,19544679050.3,2012
"CAN","tour",2009,18722573116.7,2012
"CAN","tour",2010,19328150579.7,2012
"CAN","tour",2011,7.7805e+10,2012
"CAN","wte",2001,4471401.63613147,2012
"CAN","wte",2002,3870752.70830214,2012
"CAN","wte",2003,4631169.84680974,2012
"CAN","wte",2004,4099337.95632054,2012
"CAN","wte",2005,4630841.74573955,2012
"CAN","wte",2006,3493984.81461523,2012
"Canary Islands","mmw",1998,63206300.81,2012
"Canary Islands","mmw",2008,57446646.34,2012
"CHE","aqf",1996,23903.2888888835,2012
"CHE","aqf",1997,20043.130434774,2012
"CHE","aqf",1998,19721.5828876967,2012
"CHE","aqf",1999,0,2012
"CHE","aqf",2000,15560.9113924035,2012
"CHE","aqf",2001,6055.72413792583,2012
"CHL","aqf",2000,6224.3645569614,2012
"CHL","aqf",2001,6055.72413792583,2012
"CHL","aqf",2002,5960.30060605465,2012
"CHL","aqf",2003,0,2012
"CHL","aqf",2004,2839.05773673174,2012
"CHL","aqf",2005,5487.99999999298,2012
"CHL","cf",2002,47771217349.675,2012
"CHL","cf",2007,66650001309.3734,2012
"CHL","mar",1997,3220959261.8754,2012
"CHL","mar",2002,5142458893.3488,2012
"CHL","mmw",1998,690040.65,2012
"CHL","mmw",2006,2493725.61,2012
"CHL","og",2004,0,2012
"CHL","og",2005,0,2012
"CHL","og",2006,0,2012
"CHL","og",2007,50574304.0450749,2012
"CHL","og",2008,0,2012
"CHL","og",2009,0,2012
"CHL","tour",2006,7034669086.73,2012
"CHL","tour",2007,7075404796.32,2012
"CHL","tour",2008,8044332745.81,2012
"CHL","tour",2009,9082608391.38,2012
"CHL","tour",2010,8613177833.27,2012
"CHL","tour",2011,19726602957.1126,2012
"CHN","aqf",2003,8812011.3744105,2012
"CHN","aqf",2004,9309270.31870869,2012
"CHN","aqf",2005,9411920,2012
"CHN","aqf",2006,9236452.3243323,2012
"CHN","aqf",2007,11848447.7308168,2012
"CHN","aqf",2008,11366465.3616988,2012
"CHN","cf",2002,76583593804.3474,2012
"CHN","cf",2007,70435468051.7806,2012
"CHN","mar",2002,43600412705.7285,2012
"CHN","mar",2007,43237958723.0532,2012
"CHN","mar",2008,40124847352.68,2012
"CHN","mar",2009,42620765322.267,2012
"CHN","mmw",1998,0,2012
"CHN","mmw",2008,13465569.11,2012
"CHN","og",2004,62542839421.39,2012
"CHN","og",2005,96060095982.9557,2012
"CHN","og",2006,110640952654.377,2012
"CHN","og",2007,135767062711.527,2012
"CHN","og",2008,174678429380.556,2012
"CHN","og",2009,93243575711.5937,2012
"CHN","tour",2006,13819093521.7,2012
"CHN","tour",2007,15613569807.5,2012
"CHN","tour",2008,15918596575.9,2012
"CHN","tour",2009,16667193051.5,2012
"CHN","tour",2010,16949183104,2012
"CHN","tour",2011,7.85463e+11,2012
"CIV","aqf",1998,272815.229946721,2012
"CIV","aqf",2006,2657.97189188923,2012
"CIV","aqf",2007,5170.6077812794,2012
"CIV","cf",2002,323837734.656307,2012
"CIV","cf",2007,523445160.173466,2012
"CIV","mar",1997,1410927.11416341,2012
"CIV","mar",2002,2706874.9757712,2012
"CIV","og",2004,611089311.130995,2012
"CIV","og",2005,712240096.936973,2012
"CIV","og",2006,1404991596.16563,2012
"CIV","og",2007,2044245252.66222,2012
"CIV","og",2008,2885080950.31789,2012
"CIV","og",2009,1225090709.41027,2012
"CIV","tour",2006,69091248.7774,2012
"CIV","tour",2007,76656896.8335,2012
"CIV","tour",2008,78970359.4623,2012
"CIV","tour",2009,79095411.4962,2012
"CIV","tour",2010,72217549.627,2012
"CIV","tour",2011,1.111e+09,2012
"CMR","cf",2002,700744644.863693,2012
"CMR","cf",2007,456662908.704666,2012
"CMR","og",2004,1459627749.81355,2012
"CMR","og",2005,1475078852.38853,2012
"CMR","og",2006,1931888008.50588,2012
"CMR","og",2007,3204764121.05472,2012
"CMR","og",2008,3912713503.76245,2012
"CMR","og",2009,1607480909.6645,2012
"CMR","tour",2006,45814404.7352,2012
"CMR","tour",2007,45379207.4536,2012
"CMR","tour",2008,39919459.7391,2012
"CMR","tour",2009,48386025.0356,2012
"CMR","tour",2010,44469249.5012,2012
"CMR","tour",2011,1.372e+09,2012
"COD","aqf",2003,844787.867299569,2012
"COD","aqf",2004,647305.1639711,2012
"COD","aqf",2005,710696,2012
"COD","aqf",2006,712336.467027692,2012
"COD","aqf",2007,736811.60883342,2012
"COD","aqf",2008,647661.843972448,2012
"COD","cf",2002,100729080.243169,2012
"COD","cf",2007,127877403.411538,2012
"COD","og",2004,463861343.703318,2012
"COD","og",2005,352197586.979123,2012
"COD","og",2006,445097129.613528,2012
"COD","og",2007,853872658.302541,2012
"COD","og",2008,956329238.226488,2012
"COD","og",2009,457892014.641947,2012
"COD","tour",2006,300105.51233,2012
"COD","tour",2007,285904.936037,2012
"COD","tour",2008,318092.908968,2012
"COD","tour",2009,357854.522589,2012
"COD","tour",2010,319039.614054,2012
"COD","tour",2011,3.91e+08,2012
"COG","aqf",2003,442552.32,2012
"COG","aqf",2004,314703.872,2012
"COG","aqf",2006,322079.744,2012
"COG","aqf",2007,258530.38906397,2012
"COG","aqf",2008,229172.652482219,2012
"COG","og",2004,4008278391.15883,2012
"COG","og",2005,4951036577.08162,2012
"COG","og",2006,7543599213.81013,2012
"COG","og",2007,5569467328.61915,2012
"COG","og",2008,11761873904.9585,2012
"COG","og",2009,6525619383.8621,2012
"COG","tour",2006,5122274.22809,2012
"COG","tour",2007,6222762.83178,2012
"COG","tour",2008,5722540.73919,2012
"COG","tour",2009,6142727.29697,2012
"COG","tour",2010,5182300.8792,2012
"COG","tour",2011,3.79e+08,2012
"COK","aqf",2003,400755.712,2012
"COK","aqf",2004,221276.16,2012
"COK","aqf",2005,191772.672,2012
"COK","aqf",2006,226193.408,2012
"COK","aqf",2007,88510.464,2012
"COK","aqf",2008,376142.070923179,2012
"COK","mar",2005,2979492.255,2012
"COK","mar",2006,5661022.644,2012
"COK","mmw",2005,481976.63,2012
"COK","mmw",2008,517518.29,2012
"COK","og",2004,0,2012
"COK","og",2005,0,2012
"COK","og",2006,0,2012
"COK","og",2007,0,2012
"COK","og",2008,0,2012
"COK","og",2009,0,2012
"COL","aqf",2003,13397170.3507074,2012
"COL","aqf",2004,20645627.8614236,2012
"COL","aqf",2005,17171952,2012
"COL","aqf",2006,18688200.3718892,2012
"COL","aqf",2007,22368049.2618364,2012
"COL","aqf",2008,18809594.5531874,2012
"COL","cf",2002,1182144386.25526,2012
"COL","cf",2007,1506928963.81297,2012
"COL","mar",1997,201791155.846788,2012
"COL","mar",2002,343208757.96999,2012
"COL","mmw",1998,0,2012
"COL","mmw",2006,2599085.37,2012
"COL","og",2004,0,2012
"COL","og",2005,0,2012
"COL","og",2006,715023058.712771,2012
"COL","og",2007,193036210.505464,2012
"COL","og",2008,0,2012
"COL","og",2009,0,2012
"COL","tour",2006,1071076527.11,2012
"COL","tour",2007,1092906730.82,2012
"COL","tour",2008,1020212887.47,2012
"COL","tour",2009,993237517.898,2012
"COL","tour",2010,987798342.561,2012
"COL","tour",2011,1.8757e+10,2012
"COM","og",2004,0,2012
"COM","og",2005,0,2012
"COM","og",2006,0,2012
"COM","og",2007,0,2012
"COM","og",2008,0,2012
"COM","og",2009,0,2012
"COM","tour",2006,29556650.2463,2012
"COM","tour",2007,29556650.2463,2012
"COM","tour",2008,19704433.4975,2012
"COM","tour",2009,19704433.4975,2012
"COM","tour",2010,19704433.4975,2012
"COM","tour",2011,4e+07,2012
"CPV","cf",2002,79131036.9535078,2012
"CPV","cf",2007,184795453.858929,2012
"CPV","og",2004,0,2012
"CPV","og",2005,0,2012
"CPV","og",2006,0,2012
"CPV","og",2007,0,2012
"CPV","og",2008,0,2012
"CPV","og",2009,0,2012
"CPV","tour",2006,458128078.818,2012
"CPV","tour",2007,538916256.158,2012
"CPV","tour",2008,672906403.941,2012
"CPV","tour",2009,621674876.847,2012
"CPV","tour",2010,609852216.749,2012
"CPV","tour",2011,7.62e+08,2012
"CRI","aqf",2003,1007919.31753537,2012
"CRI","aqf",2004,1186726.13394988,2012
"CRI","aqf",2005,760087.999999298,2012
"CRI","aqf",2006,829287.230269539,2012
"CRI","aqf",2007,723885.089380591,2012
"CRI","aqf",2008,742320.113474487,2012
"CRI","cf",2002,417958927.616922,2012
"CRI","cf",2007,229434862.012088,2012
"CRI","mar",2005,86683492.8,2012
"CRI","mar",2006,86865516,2012
"CRI","mar",2007,84139740.372222,2012
"CRI","mar",2008,79872791.4,2012
"CRI","mar",2009,53760552.12,2012
"CRI","mar",2010,48777161.4,2012
"CRI","mmw",1998,221544.72,2012
