"cntry_key","sector","year","value","analysis_year"
"ABW","cf",2003,1244.8549176,2012
"ABW","cf",2004,1244.8549176,2012
"ABW","cf",2005,1242.602466,2012
"ABW","cf",2006,1242.602466,2012
"ABW","cf",2007,1335.203254,2012
"ABW","cf",2008,1363.98458,2012
"ABW","mar",2003,21.41042723901,2012
"ABW","mar",2004,21.41042723901,2012
"ABW","mar",2005,23.26281721587,2012
"ABW","mar",2006,23.26281721587,2012
"ABW","mar",2007,2.3262817194,2012
"ABW","mar",2008,2.3262817194,2012
"ABW","tour",2005,29700,2012
"ABW","tour",2006,30400,2012
"ABW","tour",2007,34500,2012
"ABW","tour",2008,35300,2012
"ABW","tour",2009,36400,2012
"ABW","tour",2010,36400,2012
"AGO","cf",1995,75992.711536,2012
"AGO","cf",2000,60253.0803,2012
"AGO","cf",2001,60253.0803,2012
"AGO","cf",2002,65666.472312,2012
"AGO","tour",2005,7472.28929676,2012
"AGO","tour",2006,6380.94865174,2012
"AGO","tour",2007,7383.51996199,2012
"AGO","tour",2008,6516.71351667,2012
"AGO","tour",2009,7874.36216597,2012
"AGO","tour",2010,6678.58700947,2012
"AIA","cf",2003,788.35806,2012
"AIA","cf",2004,788.35806,2012
"AIA","cf",2005,870.947952,2012
"AIA","cf",2006,569.36971,2012
"AIA","cf",2007,362.89498,2012
"AIA","cf",2008,383.6675892,2012
"AIA","tour",2005,4000,2012
"AIA","tour",2006,4000,2012
"AIA","tour",2007,3600,2012
"AIA","tour",2008,3200,2012
"AIA","tour",2009,3400,2012
"AIA","tour",2010,3900,2012
"ALB","cf",2003,6306.86448,2012
"ALB","cf",2004,7007.6272,2012
"ALB","cf",2005,7182.81788,2012
"ALB","cf",2006,6707.30032,2012
"ALB","cf",2007,8690.70909,2012
"ALB","cf",2008,8166.388412,2012
"ALB","mar",2003,331.533865416478,2012
"ALB","mar",2004,376.743028894747,2012
"ALB","mar",2005,731.305786917498,2012
"ALB","mar",2006,1257.84595335796,2012
"ALB","mar",2007,1053.08033327019,2012
"ALB","mar",2008,1345.60264795934,2012
"ALB","tour",2005,74564.9966688,2012
"ALB","tour",2006,78627.9810074,2012
"ALB","tour",2007,86338.4171955,2012
"ALB","tour",2008,88139.0579819,2012
"ALB","tour",2009,98481.1999347,2012
"ALB","tour",2010,104529.506166,2012
"ANT","mmw",1998,0,2012
"ANT","mmw",2008,0,2012
"ANT","tour",2005,17600,2012
"ANT","tour",2006,17300,2012
"ANT","tour",2007,18400,2012
"ANT","tour",2008,19500,2012
"ANT","tour",2009,19000,2012
"ANT","tour",2010,18600,2012
"ARE","cf",2003,30638.8477528,2012
"ARE","cf",2004,23165.213344,2012
"ARE","cf",2005,25863.4000884,2012
"ARE","cf",2007,53107.80328,2012
"ARE","cf",2008,51678.747876,2012
"ARE","mar",2004,204.12,2012
"ARE","mar",2005,291.6,2012
"ARE","tour",2005,70552.0301819,2012
"ARE","tour",2006,75347.9196472,2012
"ARE","tour",2007,113452.760165,2012
