"scenario","goal","dimension","region_type","region_id","value"
2012,"AO","likely_future_state","eez",1,100
2012,"AO","likely_future_state","eez",2,100
2012,"AO","likely_future_state","eez",3,100
2012,"AO","likely_future_state","eez",4,100
2012,"AO","likely_future_state","eez",5,100
2012,"AO","likely_future_state","eez",6,100
2012,"AO","likely_future_state","eez",7,100
2012,"AO","likely_future_state","eez",8,100
2012,"AO","likely_future_state","eez",9,100
2012,"AO","likely_future_state","eez",10,100
2012,"AO","likely_future_state","eez",11,100
2012,"AO","likely_future_state","eez",12,100
2012,"AO","likely_future_state","eez",13,100
2012,"AO","likely_future_state","eez",14,91.52
2012,"AO","likely_future_state","eez",15,100
2012,"AO","likely_future_state","eez",16,100
2012,"AO","likely_future_state","eez",17,100
2012,"AO","likely_future_state","eez",18,100
2012,"AO","likely_future_state","eez",19,100
2012,"AO","likely_future_state","eez",20,100
2012,"AO","likely_future_state","eez",21,71.73
2012,"AO","likely_future_state","eez",24,100
2012,"AO","likely_future_state","eez",25,100
2012,"AO","likely_future_state","eez",26,100
2012,"AO","likely_future_state","eez",28,100
2012,"AO","likely_future_state","eez",29,100
2012,"AO","likely_future_state","eez",30,100
2012,"AO","likely_future_state","eez",31,100
2012,"AO","likely_future_state","eez",32,100
2012,"AO","likely_future_state","eez",33,100
2012,"AO","likely_future_state","eez",34,100
2012,"AO","likely_future_state","eez",35,100
2012,"AO","likely_future_state","eez",36,100
2012,"AO","likely_future_state","eez",37,100
2012,"AO","likely_future_state","eez",38,100
2012,"AO","likely_future_state","eez",39,100
2012,"AO","likely_future_state","eez",40,100
2012,"AO","likely_future_state","eez",41,100
2012,"AO","likely_future_state","eez",42,100
2012,"AO","likely_future_state","eez",43,100
2012,"AO","likely_future_state","eez",44,92.11
2012,"AO","likely_future_state","eez",45,100
2012,"AO","likely_future_state","eez",46,100
2012,"AO","likely_future_state","eez",47,99.56
2012,"AO","likely_future_state","eez",48,94.72
2012,"AO","likely_future_state","eez",49,97.6
2012,"AO","likely_future_state","eez",50,91.64
2012,"AO","likely_future_state","eez",51,93.56
2012,"AO","likely_future_state","eez",52,97.44
2012,"AO","likely_future_state","eez",53,100
2012,"AO","likely_future_state","eez",54,98.28
2012,"AO","likely_future_state","eez",55,100
2012,"AO","likely_future_state","eez",56,100
2012,"AO","likely_future_state","eez",57,100
2012,"AO","likely_future_state","eez",58,100
2012,"AO","likely_future_state","eez",59,100
2012,"AO","likely_future_state","eez",60,100
2012,"AO","likely_future_state","eez",61,100
2012,"AO","likely_future_state","eez",62,100
2012,"AO","likely_future_state","eez",63,100
2012,"AO","likely_future_state","eez",64,100
2012,"AO","likely_future_state","eez",65,100
2012,"AO","likely_future_state","eez",66,100
2012,"AO","likely_future_state","eez",67,98.83
2012,"AO","likely_future_state","eez",68,100
2012,"AO","likely_future_state","eez",69,100
2012,"AO","likely_future_state","eez",70,100
2012,"AO","likely_future_state","eez",71,100
2012,"AO","likely_future_state","eez",72,100
2012,"AO","likely_future_state","eez",73,100
2012,"AO","likely_future_state","eez",74,100
2012,"AO","likely_future_state","eez",75,100
2012,"AO","likely_future_state","eez",76,100
2012,"AO","likely_future_state","eez",77,95.92
2012,"AO","likely_future_state","eez",78,100
2012,"AO","likely_future_state","eez",79,100
2012,"AO","likely_future_state","eez",80,100
2012,"AO","likely_future_state","eez",81,100
2012,"AO","likely_future_state","eez",82,100
2012,"AO","likely_future_state","eez",84,100
2012,"AO","likely_future_state","eez",85,100
2012,"AO","likely_future_state","eez",86,100
2012,"AO","likely_future_state","eez",88,100
2012,"AO","likely_future_state","eez",89,
2012,"AO","likely_future_state","eez",90,
2012,"AO","likely_future_state","eez",91,
2012,"AO","likely_future_state","eez",92,
2012,"AO","likely_future_state","eez",93,
2012,"AO","likely_future_state","eez",94,
2012,"AO","likely_future_state","eez",95,100
2012,"AO","likely_future_state","eez",96,100
2012,"AO","likely_future_state","eez",97,100
2012,"AO","likely_future_state","eez",98,100
2012,"AO","likely_future_state","eez",99,100
2012,"AO","likely_future_state","eez",100,100
2012,"AO","likely_future_state","eez",101,100
2012,"AO","likely_future_state","eez",102,100
2012,"AO","likely_future_state","eez",103,100
2012,"AO","likely_future_state","eez",104,92.25
2012,"AO","likely_future_state","eez",105,
2012,"AO","likely_future_state","eez",106,100
2012,"AO","likely_future_state","eez",107,100
2012,"AO","likely_future_state","eez",108,100
2012,"AO","likely_future_state","eez",110,100
2012,"AO","likely_future_state","eez",111,100
2012,"AO","likely_future_state","eez",112,100
2012,"AO","likely_future_state","eez",113,100
2012,"AO","likely_future_state","eez",114,100
2012,"AO","likely_future_state","eez",115,100
2012,"AO","likely_future_state","eez",116,100
2012,"AO","likely_future_state","eez",117,100
2012,"AO","likely_future_state","eez",118,100
2012,"AO","likely_future_state","eez",119,100
2012,"AO","likely_future_state","eez",120,100
2012,"AO","likely_future_state","eez",121,100
2012,"AO","likely_future_state","eez",122,100
2012,"AO","likely_future_state","eez",123,100
2012,"AO","likely_future_state","eez",124,100
2012,"AO","likely_future_state","eez",125,100
2012,"AO","likely_future_state","eez",126,100
2012,"AO","likely_future_state","eez",127,100
2012,"AO","likely_future_state","eez",129,100
2012,"AO","likely_future_state","eez",130,100
2012,"AO","likely_future_state","eez",131,100
2012,"AO","likely_future_state","eez",132,100
2012,"AO","likely_future_state","eez",133,100
2012,"AO","likely_future_state","eez",134,100
2012,"AO","likely_future_state","eez",135,100
2012,"AO","likely_future_state","eez",136,100
2012,"AO","likely_future_state","eez",137,100
2012,"AO","likely_future_state","eez",138,100
2012,"AO","likely_future_state","eez",139,99.42
2012,"AO","likely_future_state","eez",140,100
2012,"AO","likely_future_state","eez",141,100
2012,"AO","likely_future_state","eez",143,100
