"scenario","region_type","goal","dimension","region_id","score"
"2014","eez","FIS","pressures",1,10.33
"2014","eez","FIS","resilience",1,76.13
"2014","eez","FIS","status",1,31
"2014","eez","FIS","trend",1,-0.02
"2014","eez","FIS","future",1,37.32
"2014","eez","FIS","score",1,34.16
"2014","eez","MAR","pressures",1,11.13
"2014","eez","MAR","resilience",1,90.65
"2014","eez","MAR","status",1,
"2014","eez","MAR","trend",1,
"2014","eez","MAR","future",1,
"2014","eez","MAR","score",1,
"2014","eez","AO","pressures",1,10.19
"2014","eez","AO","resilience",1,76.75
"2014","eez","AO","status",1,79.28
"2014","eez","AO","trend",1,0
"2014","eez","AO","future",1,96.7
"2014","eez","AO","score",1,87.99
"2014","eez","NP","pressures",1,
"2014","eez","NP","resilience",1,
"2014","eez","NP","status",1,
"2014","eez","NP","trend",1,
"2014","eez","NP","future",1,
"2014","eez","NP","score",1,
"2014","eez","CS","pressures",1,17.24
"2014","eez","CS","resilience",1,74.37
"2014","eez","CS","status",1,85.51
"2014","eez","CS","trend",1,
"2014","eez","CS","future",1,100
"2014","eez","CS","score",1,92.76
"2014","eez","CP","pressures",1,23.3
"2014","eez","CP","resilience",1,74.37
"2014","eez","CP","status",1,47.96
"2014","eez","CP","trend",1,0.07
"2014","eez","CP","future",1,58.24
"2014","eez","CP","score",1,53.1
"2014","eez","TR","pressures",1,36.04
"2014","eez","TR","resilience",1,91.04
"2014","eez","TR","status",1,54.22
"2014","eez","TR","trend",1,0
"2014","eez","TR","future",1,64.08
"2014","eez","TR","score",1,59.15
"2014","eez","LIV","pressures",1,13.33
"2014","eez","LIV","resilience",1,61.65
"2014","eez","LIV","status",1,85.39
"2014","eez","LIV","trend",1,0.97
"2014","eez","LIV","future",1,100
"2014","eez","LIV","score",1,92.69
"2014","eez","ECO","pressures",1,12.67
"2014","eez","ECO","resilience",1,77.47
"2014","eez","ECO","status",1,100
"2014","eez","ECO","trend",1,0.05
"2014","eez","ECO","future",1,100
"2014","eez","ECO","score",1,100
"2014","eez","ICO","pressures",1,15.58
"2014","eez","ICO","resilience",1,75.72
"2014","eez","ICO","status",1,60
"2014","eez","ICO","trend",1,0
"2014","eez","ICO","future",1,71.91
"2014","eez","ICO","score",1,65.95
"2014","eez","LSP","pressures",1,23.82
"2014","eez","LSP","resilience",1,91.04
"2014","eez","LSP","status",1,0
"2014","eez","LSP","trend",1,
"2014","eez","LSP","future",1,0
"2014","eez","LSP","score",1,0
"2014","eez","CW","pressures",1,44.56
"2014","eez","CW","resilience",1,91.04
"2014","eez","CW","status",1,77.2
"2014","eez","CW","trend",1,-0.05
"2014","eez","CW","future",1,86.42
"2014","eez","CW","score",1,81.81
"2014","eez","HAB","pressures",1,14.62
"2014","eez","HAB","resilience",1,80.04
"2014","eez","HAB","status",1,95.17
"2014","eez","HAB","trend",1,0.04
"2014","eez","HAB","future",1,100
"2014","eez","HAB","score",1,97.59
"2014","eez","SPP","pressures",1,16.4
"2014","eez","SPP","resilience",1,72.38
"2014","eez","SPP","status",1,85.48
"2014","eez","SPP","trend",1,-0.28
"2014","eez","SPP","future",1,85
"2014","eez","SPP","score",1,85.24
"2014","eez","FP","pressures",1,
"2014","eez","FP","resilience",1,
"2014","eez","FP","status",1,31
"2014","eez","FP","trend",1,-0.02
"2014","eez","FP","future",1,37.32
"2014","eez","FP","score",1,34.16
"2014","eez","LE","pressures",1,
"2014","eez","LE","resilience",1,
"2014","eez","LE","status",1,92.69
"2014","eez","LE","trend",1,0.51
"2014","eez","LE","future",1,100
"2014","eez","LE","score",1,96.35
"2014","eez","SP","pressures",1,
"2014","eez","SP","resilience",1,
"2014","eez","SP","status",1,30
"2014","eez","SP","trend",1,0
"2014","eez","SP","future",1,35.95
"2014","eez","SP","score",1,32.98
"2014","eez","BD","pressures",1,
"2014","eez","BD","resilience",1,
"2014","eez","BD","status",1,90.32
"2014","eez","BD","trend",1,-0.12
"2014","eez","BD","future",1,92.5
"2014","eez","BD","score",1,91.41
"2014","eez","Index","future",1,74.58
"2014","eez","Index","score",1,69.97
"2014","eez","FIS","pressures",2,11.24
"2014","eez","FIS","resilience",2,78.2
"2014","eez","FIS","status",2,28
"2014","eez","FIS","trend",2,-0.02
"2014","eez","FIS","future",2,33.81
"2014","eez","FIS","score",2,30.91
"2014","eez","MAR","pressures",2,11.81
"2014","eez","MAR","resilience",2,90.65
"2014","eez","MAR","status",2,
"2014","eez","MAR","trend",2,
"2014","eez","MAR","future",2,
"2014","eez","MAR","score",2,
"2014","eez","AO","pressures",2,10.8
"2014","eez","AO","resilience",2,79.52
"2014","eez","AO","status",2,79.28
"2014","eez","AO","trend",2,0
"2014","eez","AO","future",2,97.26
"2014","eez","AO","score",2,88.27
"2014","eez","NP","pressures",2,
"2014","eez","NP","resilience",2,
"2014","eez","NP","status",2,
"2014","eez","NP","trend",2,
"2014","eez","NP","future",2,
"2014","eez","NP","score",2,
"2014","eez","CS","pressures",2,18.65
"2014","eez","CS","resilience",2,78.81
"2014","eez","CS","status",2,85.51
"2014","eez","CS","trend",2,
"2014","eez","CS","future",2,100
"2014","eez","CS","score",2,92.76
"2014","eez","CP","pressures",2,23.89
"2014","eez","CP","resilience",2,78.81
"2014","eez","CP","status",2,22.41
"2014","eez","CP","trend",2,0.07
"2014","eez","CP","future",2,27.5
"2014","eez","CP","score",2,24.95
"2014","eez","TR","pressures",2,37.97
"2014","eez","TR","resilience",2,91.04
"2014","eez","TR","status",2,54.22
"2014","eez","TR","trend",2,0
"2014","eez","TR","future",2,63.73
"2014","eez","TR","score",2,58.98
"2014","eez","LIV","pressures",2,13.61
"2014","eez","LIV","resilience",2,61.65
"2014","eez","LIV","status",2,85.39
"2014","eez","LIV","trend",2,0.97
"2014","eez","LIV","future",2,100
"2014","eez","LIV","score",2,92.69
"2014","eez","ECO","pressures",2,13.01
"2014","eez","ECO","resilience",2,77.47
"2014","eez","ECO","status",2,100
"2014","eez","ECO","trend",2,0.05
"2014","eez","ECO","future",2,100
"2014","eez","ECO","score",2,100
"2014","eez","ICO","pressures",2,16.01
"2014","eez","ICO","resilience",2,76.96
"2014","eez","ICO","status",2,53.33
"2014","eez","ICO","trend",2,-0.5
"2014","eez","ICO","future",2,46.19
