"rgn_id","habitat","boolean","layer"
5,"mangrove",1,"element_wts_hab_pres_abs"
6,"mangrove",1,"element_wts_hab_pres_abs"
7,"mangrove",1,"element_wts_hab_pres_abs"
8,"mangrove",1,"element_wts_hab_pres_abs"
9,"mangrove",1,"element_wts_hab_pres_abs"
14,"mangrove",1,"element_wts_hab_pres_abs"
15,"mangrove",1,"element_wts_hab_pres_abs"
16,"mangrove",1,"element_wts_hab_pres_abs"
17,"mangrove",1,"element_wts_hab_pres_abs"
18,"mangrove",1,"element_wts_hab_pres_abs"
24,"mangrove",1,"element_wts_hab_pres_abs"
25,"mangrove",1,"element_wts_hab_pres_abs"
26,"mangrove",1,"element_wts_hab_pres_abs"
28,"mangrove",1,"element_wts_hab_pres_abs"
29,"mangrove",1,"element_wts_hab_pres_abs"
31,"mangrove",1,"element_wts_hab_pres_abs"
37,"mangrove",1,"element_wts_hab_pres_abs"
40,"mangrove",1,"element_wts_hab_pres_abs"
41,"mangrove",1,"element_wts_hab_pres_abs"
42,"mangrove",1,"element_wts_hab_pres_abs"
43,"mangrove",1,"element_wts_hab_pres_abs"
44,"mangrove",1,"element_wts_hab_pres_abs"
45,"mangrove",1,"element_wts_hab_pres_abs"
46,"mangrove",1,"element_wts_hab_pres_abs"
47,"mangrove",1,"element_wts_hab_pres_abs"
48,"mangrove",1,"element_wts_hab_pres_abs"
49,"mangrove",1,"element_wts_hab_pres_abs"
50,"mangrove",1,"element_wts_hab_pres_abs"
52,"mangrove",1,"element_wts_hab_pres_abs"
53,"mangrove",1,"element_wts_hab_pres_abs"
54,"mangrove",1,"element_wts_hab_pres_abs"
65,"mangrove",1,"element_wts_hab_pres_abs"
66,"mangrove",1,"element_wts_hab_pres_abs"
96,"mangrove",1,"element_wts_hab_pres_abs"
97,"mangrove",1,"element_wts_hab_pres_abs"
99,"mangrove",1,"element_wts_hab_pres_abs"
102,"mangrove",1,"element_wts_hab_pres_abs"
104,"mangrove",1,"element_wts_hab_pres_abs"
106,"mangrove",1,"element_wts_hab_pres_abs"
110,"mangrove",1,"element_wts_hab_pres_abs"
111,"mangrove",1,"element_wts_hab_pres_abs"
112,"mangrove",1,"element_wts_hab_pres_abs"
113,"mangrove",1,"element_wts_hab_pres_abs"
114,"mangrove",1,"element_wts_hab_pres_abs"
115,"mangrove",1,"element_wts_hab_pres_abs"
116,"mangrove",1,"element_wts_hab_pres_abs"
117,"mangrove",1,"element_wts_hab_pres_abs"
120,"mangrove",1,"element_wts_hab_pres_abs"
122,"mangrove",1,"element_wts_hab_pres_abs"
123,"mangrove",1,"element_wts_hab_pres_abs"
125,"mangrove",1,"element_wts_hab_pres_abs"
126,"mangrove",1,"element_wts_hab_pres_abs"
129,"mangrove",1,"element_wts_hab_pres_abs"
130,"mangrove",1,"element_wts_hab_pres_abs"
131,"mangrove",1,"element_wts_hab_pres_abs"
132,"mangrove",1,"element_wts_hab_pres_abs"
133,"mangrove",1,"element_wts_hab_pres_abs"
134,"mangrove",1,"element_wts_hab_pres_abs"
135,"mangrove",1,"element_wts_hab_pres_abs"
136,"mangrove",1,"element_wts_hab_pres_abs"
137,"mangrove",1,"element_wts_hab_pres_abs"
138,"mangrove",1,"element_wts_hab_pres_abs"
139,"mangrove",1,"element_wts_hab_pres_abs"
140,"mangrove",1,"element_wts_hab_pres_abs"
152,"mangrove",1,"element_wts_hab_pres_abs"
155,"mangrove",1,"element_wts_hab_pres_abs"
162,"mangrove",1,"element_wts_hab_pres_abs"
163,"mangrove",1,"element_wts_hab_pres_abs"
164,"mangrove",1,"element_wts_hab_pres_abs"
166,"mangrove",1,"element_wts_hab_pres_abs"
167,"mangrove",1,"element_wts_hab_pres_abs"
168,"mangrove",1,"element_wts_hab_pres_abs"
169,"mangrove",1,"element_wts_hab_pres_abs"
171,"mangrove",1,"element_wts_hab_pres_abs"
190,"mangrove",1,"element_wts_hab_pres_abs"
191,"mangrove",1,"element_wts_hab_pres_abs"
193,"mangrove",1,"element_wts_hab_pres_abs"
194,"mangrove",1,"element_wts_hab_pres_abs"
195,"mangrove",1,"element_wts_hab_pres_abs"
196,"mangrove",1,"element_wts_hab_pres_abs"
197,"mangrove",1,"element_wts_hab_pres_abs"
198,"mangrove",1,"element_wts_hab_pres_abs"
199,"mangrove",1,"element_wts_hab_pres_abs"
200,"mangrove",1,"element_wts_hab_pres_abs"
202,"mangrove",1,"element_wts_hab_pres_abs"
203,"mangrove",1,"element_wts_hab_pres_abs"
204,"mangrove",1,"element_wts_hab_pres_abs"
205,"mangrove",1,"element_wts_hab_pres_abs"
206,"mangrove",1,"element_wts_hab_pres_abs"
207,"mangrove",1,"element_wts_hab_pres_abs"
208,"mangrove",1,"element_wts_hab_pres_abs"
209,"mangrove",1,"element_wts_hab_pres_abs"
210,"mangrove",1,"element_wts_hab_pres_abs"
214,"mangrove",1,"element_wts_hab_pres_abs"
216,"mangrove",1,"element_wts_hab_pres_abs"
231,"mangrove",1,"element_wts_hab_pres_abs"
237,"mangrove",1,"element_wts_hab_pres_abs"
245,"mangrove",1,"element_wts_hab_pres_abs"
247,"mangrove",1,"element_wts_hab_pres_abs"
1,"seagrass",1,"element_wts_hab_pres_abs"
2,"seagrass",1,"element_wts_hab_pres_abs"
5,"seagrass",1,"element_wts_hab_pres_abs"
6,"seagrass",1,"element_wts_hab_pres_abs"
7,"seagrass",1,"element_wts_hab_pres_abs"
8,"seagrass",1,"element_wts_hab_pres_abs"
9,"seagrass",1,"element_wts_hab_pres_abs"
11,"seagrass",1,"element_wts_hab_pres_abs"
13,"seagrass",1,"element_wts_hab_pres_abs"
14,"seagrass",1,"element_wts_hab_pres_abs"
15,"seagrass",1,"element_wts_hab_pres_abs"
16,"seagrass",1,"element_wts_hab_pres_abs"
17,"seagrass",1,"element_wts_hab_pres_abs"
18,"seagrass",1,"element_wts_hab_pres_abs"
25,"seagrass",1,"element_wts_hab_pres_abs"
26,"seagrass",1,"element_wts_hab_pres_abs"
28,"seagrass",1,"element_wts_hab_pres_abs"
29,"seagrass",1,"element_wts_hab_pres_abs"
37,"seagrass",1,"element_wts_hab_pres_abs"
39,"seagrass",1,"element_wts_hab_pres_abs"
40,"seagrass",1,"element_wts_hab_pres_abs"
41,"seagrass",1,"element_wts_hab_pres_abs"
42,"seagrass",1,"element_wts_hab_pres_abs"
43,"seagrass",1,"element_wts_hab_pres_abs"
45,"seagrass",1,"element_wts_hab_pres_abs"
47,"seagrass",1,"element_wts_hab_pres_abs"
49,"seagrass",1,"element_wts_hab_pres_abs"
50,"seagrass",1,"element_wts_hab_pres_abs"
51,"seagrass",1,"element_wts_hab_pres_abs"
52,"seagrass",1,"element_wts_hab_pres_abs"
54,"seagrass",1,"element_wts_hab_pres_abs"
58,"seagrass",1,"element_wts_hab_pres_abs"
61,"seagrass",1,"element_wts_hab_pres_abs"
66,"seagrass",1,"element_wts_hab_pres_abs"
67,"seagrass",1,"element_wts_hab_pres_abs"
68,"seagrass",1,"element_wts_hab_pres_abs"
73,"seagrass",1,"element_wts_hab_pres_abs"
75,"seagrass",1,"element_wts_hab_pres_abs"
76,"seagrass",1,"element_wts_hab_pres_abs"
79,"seagrass",1,"element_wts_hab_pres_abs"
80,"seagrass",1,"element_wts_hab_pres_abs"
81,"seagrass",1,"element_wts_hab_pres_abs"
82,"seagrass",1,"element_wts_hab_pres_abs"
84,"seagrass",1,"element_wts_hab_pres_abs"
96,"seagrass",1,"element_wts_hab_pres_abs"
98,"seagrass",1,"element_wts_hab_pres_abs"
99,"seagrass",1,"element_wts_hab_pres_abs"
102,"seagrass",1,"element_wts_hab_pres_abs"
106,"seagrass",1,"element_wts_hab_pres_abs"
110,"seagrass",1,"element_wts_hab_pres_abs"
111,"seagrass",1,"element_wts_hab_pres_abs"
112,"seagrass",1,"element_wts_hab_pres_abs"
113,"seagrass",1,"element_wts_hab_pres_abs"
114,"seagrass",1,"element_wts_hab_pres_abs"
115,"seagrass",1,"element_wts_hab_pres_abs"
116,"seagrass",1,"element_wts_hab_pres_abs"
117,"seagrass",1,"element_wts_hab_pres_abs"
118,"seagrass",1,"element_wts_hab_pres_abs"
119,"seagrass",1,"element_wts_hab_pres_abs"
120,"seagrass",1,"element_wts_hab_pres_abs"
121,"seagrass",1,"element_wts_hab_pres_abs"
