"rgn_name","rgn_id","product","year","tonnes","usd","usd_ix0","usd_coef","tonnes_mdl","tonnes_orig","tonnes_ix0","tonnes_coef","usd_mdl","usd_orig","n_years","tonnes_rollmean","usd_rollmean","tonnes_peak","usd_peak","usd_peak_product_weight","usd_rel","tonnes_rel_orig","tonnes_rel"
"New Caledonia",5,"fish_oil",1977,0,,,,,0,1,,,,35,,,0,0.65,0.00072661217075386,,1,1
"New Caledonia",5,"fish_oil",1978,0,,,,,0,1,,,,35,,,0,0.65,0.00072661217075386,,1,1
"New Caledonia",5,"fish_oil",1979,0,,,,,0,1,,,,35,,,0,0.65,0.00072661217075386,,1,1
"New Caledonia",5,"fish_oil",1980,0,,,,,0,1,,,,35,0,,0,0.65,0.00072661217075386,,1,1
"New Caledonia",5,"fish_oil",1981,0,,,,,0,1,,,,35,0,,0,0.65,0.00072661217075386,,1,1
"New Caledonia",5,"fish_oil",1982,0,,,,,0,1,,,,35,0,,0,0.65,0.00072661217075386,,1,1
"New Caledonia",5,"fish_oil",1983,0,,,,,0,1,,,,35,0,,0,0.65,0.00072661217075386,,1,1
"New Caledonia",5,"fish_oil",1984,0,,,,,0,1,,,,35,0,,0,0.65,0.00072661217075386,,1,1
"New Caledonia",5,"fish_oil",1985,0,,,,,0,1,,,,35,0,,0,0.65,0.00072661217075386,,1,1
"New Caledonia",5,"fish_oil",1986,0,,,,,0,1,,,,35,0,,0,0.65,0.00072661217075386,,1,1
"New Caledonia",5,"fish_oil",1987,0,,,,,0,1,,,,35,0,,0,0.65,0.00072661217075386,,1,1
"New Caledonia",5,"fish_oil",1988,0,,,,,0,1,,,,35,0,,0,0.65,0.00072661217075386,,1,1
"New Caledonia",5,"fish_oil",1989,0,,,,,0,1,,,,35,0,,0,0.65,0.00072661217075386,,1,1
"New Caledonia",5,"fish_oil",1990,0,,,,,0,1,,,,35,0,,0,0.65,0.00072661217075386,,1,1
"New Caledonia",5,"fish_oil",1991,0,,,,,0,1,,,,35,0,,0,0.65,0.00072661217075386,,1,1
"New Caledonia",5,"fish_oil",1992,0,,,,,0,1,,,,35,0,,0,0.65,0.00072661217075386,,1,1
"New Caledonia",5,"fish_oil",1993,0,,,,,0,1,,,,35,0,,0,0.65,0.00072661217075386,,1,1
"New Caledonia",5,"fish_oil",1994,0,,,,,0,1,,,,35,0,,0,0.65,0.00072661217075386,,1,1
"New Caledonia",5,"fish_oil",1995,0,,,,,0,1,,,,35,0,,0,0.65,0.00072661217075386,,1,1
