"r0","r1","r2","id","w","v","r2_v","r1_v","r0_v","r2_n","r1_n","r0_n","r2_n_notna","r1_n_notna","r0_n_notna","z_level","z_n","z_n_pct","z_g_score","z"
1,9,57,150,,,0.984930673834923,0.819795351649024,0.686779206799896,13,34,220,3,16,165,"r2",13,0.230769230769231,0.384615384615385,0.984930673834923
1,9,57,157,,,0.984930673834923,0.819795351649024,0.686779206799896,13,34,220,3,16,165,"r2",13,0.230769230769231,0.384615384615385,0.984930673834923
1,9,57,158,,,0.984930673834923,0.819795351649024,0.686779206799896,13,34,220,3,16,165,"r2",13,0.230769230769231,0.384615384615385,0.984930673834923
1,9,57,159,,,0.984930673834923,0.819795351649024,0.686779206799896,13,34,220,3,16,165,"r2",13,0.230769230769231,0.384615384615385,0.984930673834923
1,9,57,212,0,0.669363005862853,0.984930673834923,0.819795351649024,0.686779206799896,13,34,220,3,16,165,"v",1,1,0,0.669363005862853
1,9,61,19,0,1,0.721165777814208,0.819795351649024,0.686779206799896,10,34,220,6,16,165,"v",1,1,0,1
1,9,61,146,,,0.721165777814208,0.819795351649024,0.686779206799896,10,34,220,6,16,165,"r2",10,0.6,0.2,0.721165777814208
1,9,61,147,112170.48,1,0.721165777814208,0.819795351649024,0.686779206799896,10,34,220,6,16,165,"v",1,1,0,1
1,9,61,151,0,0.984314599359136,0.721165777814208,0.819795351649024,0.686779206799896,10,34,220,6,16,165,"v",1,1,0,0.984314599359136
1,9,61,152,62115.699,0.0309778902324542,0.721165777814208,0.819795351649024,0.686779206799896,10,34,220,6,16,165,"v",1,1,0,0.0309778902324542
1,9,61,153,0,0.397443206715958,0.721165777814208,0.819795351649024,0.686779206799896,10,34,220,6,16,165,"v",1,1,0,0.397443206715958
1,9,61,154,,,0.721165777814208,0.819795351649024,0.686779206799896,10,34,220,6,16,165,"r2",10,0.6,0.2,0.721165777814208
1,9,61,155,41582.17899,1,0.721165777814208,0.819795351649024,0.686779206799896,10,34,220,6,16,165,"v",1,1,0,1
1,9,61,156,,,0.721165777814208,0.819795351649024,0.686779206799896,10,34,220,6,16,165,"r2",10,0.6,0.2,0.721165777814208
1,9,61,161,,,0.721165777814208,0.819795351649024,0.686779206799896,10,34,220,6,16,165,"r2",10,0.6,0.2,0.721165777814208
1,19,21,163,158374588.8,0.656869278541411,0.669441775813952,0.669441775813952,0.686779206799896,3,3,220,3,3,165,"v",1,1,0,0.656869278541411
1,19,21,218,18660181.61,0.77614835173821,0.669441775813952,0.669441775813952,0.686779206799896,3,3,220,3,3,165,"v",1,1,0,0.77614835173821
1,19,21,219,0,0.999025998568988,0.669441775813952,0.669441775813952,0.686779206799896,3,3,220,3,3,165,"v",1,1,0,0.999025998568988
1,142,30,14,0,1,0.67046900573301,0.650832895836973,0.686779206799896,5,39,220,4,34,165,"v",1,1,0,1
1,142,30,20,24418072.85,0.747178378168396,0.67046900573301,0.650832895836973,0.686779206799896,5,39,220,4,34,165,"v",1,1,0,0.747178378168396
1,142,30,21,,,0.67046900573301,0.650832895836973,0.686779206799896,5,39,220,4,34,165,"r2",5,0.8,0.1,0.67046900573301
1,142,30,209,780602367.512,0.672552257792665,0.67046900573301,0.650832895836973,0.686779206799896,5,39,220,4,34,165,"v",1,1,0,0.672552257792665
1,142,30,210,66876994.95,0.618144786666166,0.67046900573301,0.650832895836973,0.686779206799896,5,39,220,4,34,165,"v",1,1,0,0.618144786666166
1,142,34,38,,,0.563000427190588,0.650832895836973,0.686779206799896,7,39,220,6,34,165,"r2",7,0.857142857142857,0.0714285714285715,0.563000427190588
1,142,34,39,141619.3966,1,0.563000427190588,0.650832895836973,0.686779206799896,7,39,220,6,34,165,"v",1,1,0,1
1,142,34,40,8289089.218,1,0.563000427190588,0.650832895836973,0.686779206799896,7,39,220,6,34,165,"v",1,1,0,1
1,142,34,53,55836770.49,0.574756783055817,0.563000427190588,0.650832895836973,0.686779206799896,7,39,220,6,34,165,"v",1,1,0,0.574756783055817
1,142,34,191,27783266.25,1,0.563000427190588,0.650832895836973,0.686779206799896,7,39,220,6,34,165,"v",1,1,0,1
1,142,34,203,449888200.3,0.451798979624965,0.563000427190588,0.650832895836973,0.686779206799896,7,39,220,6,34,165,"v",1,1,0,0.451798979624965
1,142,34,204,76765042.15,1,0.563000427190588,0.650832895836973,0.686779206799896,7,39,220,6,34,165,"v",1,1,0,1
1,142,35,15,37880025.7,0.58679594158139,0.702897017933649,0.650832895836973,0.686779206799896,12,39,220,10,34,165,"v",1,1,0,0.58679594158139
1,142,35,24,7530222.132,0.50344752442217,0.702897017933649,0.650832895836973,0.686779206799896,12,39,220,10,34,165,"v",1,1,0,0.50344752442217
1,142,35,25,38494894,0.467339946211881,0.702897017933649,0.650832895836973,0.686779206799896,12,39,220,10,34,165,"v",1,1,0,0.467339946211881
1,142,35,26,,,0.702897017933649,0.650832895836973,0.686779206799896,12,39,220,10,34,165,"r2",12,0.833333333333333,0.0833333333333333,0.702897017933649
1,142,35,205,26817004.81,1,0.702897017933649,0.650832895836973,0.686779206799896,12,39,220,10,34,165,"v",1,1,0,1
1,142,35,206,11732499.19,1,0.702897017933649,0.650832895836973,0.686779206799896,12,39,220,10,34,165,"v",1,1,0,1
1,142,35,207,45606688.52,0.954688193030787,0.702897017933649,0.650832895836973,0.686779206799896,12,39,220,10,34,165,"v",1,1,0,0.954688193030787
1,142,35,208,2611441.372,0.811389302146012,0.702897017933649,0.650832895836973,0.686779206799896,12,39,220,10,34,165,"v",1,1,0,0.811389302146012
1,142,35,216,112803749.1,0.628801645236212,0.702897017933649,0.650832895836973,0.686779206799896,12,39,220,10,34,165,"v",1,1,0,0.628801645236212
1,142,35,231,426828.3146,0.825785097996377,0.702897017933649,0.650832895836973,0.686779206799896,12,39,220,10,34,165,"v",1,1,0,0.825785097996377
1,142,35,237,,,0.702897017933649,0.650832895836973,0.686779206799896,12,39,220,10,34,165,"r2",12,0.833333333333333,0.0833333333333333,0.702897017933649
1,142,35,247,192143.92,0.981247966737859,0.702897017933649,0.650832895836973,0.686779206799896,12,39,220,10,34,165,"v",1,1,0,0.981247966737859
1,142,145,47,5957945.606,1,0.982004770737301,0.650832895836973,0.686779206799896,15,39,220,14,34,165,"v",1,1,0,1
1,142,145,48,1052396.444,1,0.982004770737301,0.650832895836973,0.686779206799896,15,39,220,14,34,165,"v",1,1,0,1
1,142,145,50,8390658.51,1,0.982004770737301,0.650832895836973,0.686779206799896,15,39,220,14,34,165,"v",1,1,0,1
1,142,145,51,1428972.458,1,0.982004770737301,0.650832895836973,0.686779206799896,15,39,220,14,34,165,"v",1,1,0,1
1,142,145,52,363209.3463,0.746117921793476,0.982004770737301,0.650832895836973,0.686779206799896,15,39,220,14,34,165,"v",1,1,0,0.746117921793476
1,142,145,54,2813829.874,1,0.982004770737301,0.650832895836973,0.686779206799896,15,39,220,14,34,165,"v",1,1,0,1
1,142,145,74,,,0.982004770737301,0.650832895836973,0.686779206799896,15,39,220,14,34,165,"r2",15,0.933333333333333,0.0333333333333333,0.982004770737301
1,142,145,76,25762638.38,1,0.982004770737301,0.650832895836973,0.686779206799896,15,39,220,14,34,165,"v",1,1,0,1
1,142,145,77,6732879.332,1,0.982004770737301,0.650832895836973,0.686779206799896,15,39,220,14,34,165,"v",1,1,0,1
1,142,145,78,1405706.105,0.995996201699776,0.982004770737301,0.650832895836973,0.686779206799896,15,39,220,14,34,165,"v",1,1,0,0.995996201699776
1,142,145,79,3149932.053,1,0.982004770737301,0.650832895836973,0.686779206799896,15,39,220,14,34,165,"v",1,1,0,1
1,142,145,81,437897.4157,0.654104252719226,0.982004770737301,0.650832895836973,0.686779206799896,15,39,220,14,34,165,"v",1,1,0,0.654104252719226
1,142,145,190,899391.1778,0.785267732716904,0.982004770737301,0.650832895836973,0.686779206799896,15,39,220,14,34,165,"v",1,1,0,0.785267732716904
1,142,145,192,7456791.498,1,0.982004770737301,0.650832895836973,0.686779206799896,15,39,220,14,34,165,"v",1,1,0,1
1,142,145,215,1878268.207,0.586645560025914,0.982004770737301,0.650832895836973,0.686779206799896,15,39,220,14,34,165,"v",1,1,0,0.586645560025914
1,150,39,55,,,0.753473837460901,0.733654959954201,0.686779206799896,14,43,220,11,33,165,"r2",14,0.785714285714286,0.107142857142857,0.753473837460901
1,150,39,57,,,0.753473837460901,0.733654959954201,0.686779206799896,14,43,220,11,33,165,"r2",14,0.785714285714286,0.107142857142857,0.753473837460901
1,150,39,58,,,0.753473837460901,0.733654959954201,0.686779206799896,14,43,220,11,33,165,"r2",14,0.785714285714286,0.107142857142857,0.753473837460901
1,150,39,60,0,1,0.753473837460901,0.733654959954201,0.686779206799896,14,43,220,11,33,165,"v",1,1,0,1
1,150,39,68,174776.4747,0.987057239948382,0.753473837460901,0.733654959954201,0.686779206799896,14,43,220,11,33,165,"v",1,1,0,0.987057239948382
1,150,39,80,5204880.597,0.892946493088521,0.753473837460901,0.733654959954201,0.686779206799896,14,43,220,11,33,165,"v",1,1,0,0.892946493088521
1,150,39,82,1414998.413,1,0.753473837460901,0.733654959954201,0.686779206799896,14,43,220,11,33,165,"v",1,1,0,1
1,150,39,182,22765847.44,0.779331728514429,0.753473837460901,0.733654959954201,0.686779206799896,14,43,220,11,33,165,"v",1,1,0,0.779331728514429
1,150,39,183,5628102.486,0.718773721980933,0.753473837460901,0.733654959954201,0.686779206799896,14,43,220,11,33,165,"v",1,1,0,0.718773721980933
1,150,39,184,25211836.76,0.671616618635929,0.753473837460901,0.733654959954201,0.686779206799896,14,43,220,11,33,165,"v",1,1,0,0.671616618635929
1,150,39,186,0,0.905354321573767,0.753473837460901,0.733654959954201,0.686779206799896,14,43,220,11,33,165,"v",1,1,0,0.905354321573767
1,150,39,187,1994056.452,0.864944955377993,0.753473837460901,0.733654959954201,0.686779206799896,14,43,220,11,33,165,"v",1,1,0,0.864944955377993
1,150,39,188,1034231.632,1,0.753473837460901,0.733654959954201,0.686779206799896,14,43,220,11,33,165,"v",1,1,0,1
1,150,39,232,1944486.63,0.793354519596706,0.753473837460901,0.733654959954201,0.686779206799896,14,43,220,11,33,165,"v",1,1,0,0.793354519596706
1,150,151,71,3670375.471,0.640939825783659,0.676027222222831,0.733654959954201,0.686779206799896,5,43,220,5,33,165,"v",1,1,0,0.640939825783659
1,150,151,72,9955970.54,0.717007315941705,0.676027222222831,0.733654959954201,0.686779206799896,5,43,220,5,33,165,"v",1,1,0,0.717007315941705
1,150,151,73,76025809.68,0.612441401477066,0.676027222222831,0.733654959954201,0.686779206799896,5,43,220,5,33,165,"v",1,1,0,0.612441401477066
1,150,151,75,23089261.04,0.927924831659478,0.676027222222831,0.733654959954201,0.686779206799896,5,43,220,5,33,165,"v",1,1,0,0.927924831659478
1,150,151,178,17650257.95,0.604573374726478,0.676027222222831,0.733654959954201,0.686779206799896,5,43,220,5,33,165,"v",1,1,0,0.604573374726478
1,150,154,69,1215406.397,0.462088858682725,0.789884815621324,0.733654959954201,0.686779206799896,19,43,220,13,33,165,"v",1,1,0,0.462088858682725
1,150,154,70,701102.3806,0.6932219029381,0.789884815621324,0.733654959954201,0.686779206799896,19,43,220,13,33,165,"v",1,1,0,0.6932219029381
1,150,154,85,,,0.789884815621324,0.733654959954201,0.686779206799896,19,43,220,13,33,165,"r2",19,0.684210526315789,0.157894736842105,0.789884815621324
1,150,154,86,0,0.679058017107682,0.789884815621324,0.733654959954201,0.686779206799896,19,43,220,13,33,165,"v",1,1,0,0.679058017107682
1,150,154,88,,,0.789884815621324,0.733654959954201,0.686779206799896,19,43,220,13,33,165,"r2",19,0.684210526315789,0.157894736842105,0.789884815621324
1,150,154,95,0,0.856007090324605,0.789884815621324,0.733654959954201,0.686779206799896,19,43,220,13,33,165,"v",1,1,0,0.856007090324605
1,150,154,141,,,0.789884815621324,0.733654959954201,0.686779206799896,19,43,220,13,33,165,"r2",19,0.684210526315789,0.157894736842105,0.789884815621324
1,150,154,143,196790.1761,1,0.789884815621324,0.733654959954201,0.686779206799896,19,43,220,13,33,165,"v",1,1,0,1
1,150,154,144,,,0.789884815621324,0.733654959954201,0.686779206799896,19,43,220,13,33,165,"r2",19,0.684210526315789,0.157894736842105,0.789884815621324
1,150,154,145,0,1,0.789884815621324,0.733654959954201,0.686779206799896,19,43,220,13,33,165,"v",1,1,0,1
1,150,154,174,2717816.612,0.572043063135918,0.789884815621324,0.733654959954201,0.686779206799896,19,43,220,13,33,165,"v",1,1,0,0.572043063135918
1,150,154,175,2963334.582,0.62274788122151,0.789884815621324,0.733654959954201,0.686779206799896,19,43,220,13,33,165,"v",1,1,0,0.62274788122151
1,150,154,180,31494938.71,0.830965365077911,0.789884815621324,0.733654959954201,0.686779206799896,19,43,220,13,33,165,"v",1,1,0,0.830965365077911
1,150,154,181,2222101.922,0.820507655698414,0.789884815621324,0.733654959954201,0.686779206799896,19,43,220,13,33,165,"v",1,1,0,0.820507655698414
1,150,154,189,1613086.592,0.440561271213094,0.789884815621324,0.733654959954201,0.686779206799896,19,43,220,13,33,165,"v",1,1,0,0.440561271213094
1,150,154,222,4998697.378,1,0.789884815621324,0.733654959954201,0.686779206799896,19,43,220,13,33,165,"v",1,1,0,1
1,150,154,223,2636955.356,0.662265792626988,0.789884815621324,0.733654959954201,0.686779206799896,19,43,220,13,33,165,"v",1,1,0,0.662265792626988
1,150,154,227,,,0.789884815621324,0.733654959954201,0.686779206799896,19,43,220,13,33,165,"r2",19,0.684210526315789,0.157894736842105,0.789884815621324
1,150,154,228,,,0.789884815621324,0.733654959954201,0.686779206799896,19,43,220,13,33,165,"r2",19,0.684210526315789,0.157894736842105,0.789884815621324
1,150,155,59,4781476.262,0.533783656641685,0.773374802008217,0.733654959954201,0.686779206799896,5,43,220,4,33,165,"v",1,1,0,0.533783656641685
1,150,155,176,42375118.57,0.730026255361102,0.773374802008217,0.733654959954201,0.686779206799896,5,43,220,4,33,165,"v",1,1,0,0.730026255361102
1,150,155,177,8933218.587,0.751904640721639,0.773374802008217,0.733654959954201,0.686779206799896,5,43,220,4,33,165,"v",1,1,0,0.751904640721639
1,150,155,179,28611254.53,0.884320542563106,0.773374802008217,0.733654959954201,0.686779206799896,5,43,220,4,33,165,"v",1,1,0,0.884320542563106
1,150,155,185,,,0.773374802008217,0.733654959954201,0.686779206799896,5,43,220,4,33,165,"r2",5,0.8,0.1,0.773374802008217
1,419,5,132,18550106.71,0.896711356415024,0.622801689201709,0.615028124366723,0.686779206799896,11,48,220,11,44,165,"v",1,1,0,0.896711356415024
1,419,5,137,5737041.397,1,0.622801689201709,0.615028124366723,0.686779206799896,11,48,220,11,44,165,"v",1,1,0,1
1,419,5,138,13304233.78,0.591367027872028,0.622801689201709,0.615028124366723,0.686779206799896,11,48,220,11,44,165,"v",1,1,0,0.591367027872028
1,419,5,139,12720894.83,0.446211977140219,0.622801689201709,0.615028124366723,0.686779206799896,11,48,220,11,44,165,"v",1,1,0,0.446211977140219
1,419,5,167,341815.814,0.476340946230997,0.622801689201709,0.615028124366723,0.686779206799896,11,48,220,11,44,165,"v",1,1,0,0.476340946230997
1,419,5,168,188961.0688,0.984719564275358,0.622801689201709,0.615028124366723,0.686779206799896,11,48,220,11,44,165,"v",1,1,0,0.984719564275358
1,419,5,169,0,0.810537471766631,0.622801689201709,0.615028124366723,0.686779206799896,11,48,220,11,44,165,"v",1,1,0,0.810537471766631
1,419,5,171,99945055.56,0.51474015240753,0.622801689201709,0.615028124366723,0.686779206799896,11,48,220,11,44,165,"v",1,1,0,0.51474015240753
1,419,5,172,19073526.93,0.763619923753837,0.622801689201709,0.615028124366723,0.686779206799896,11,48,220,11,44,165,"v",1,1,0,0.763619923753837
1,419,5,173,1639924.168,1,0.622801689201709,0.615028124366723,0.686779206799896,11,48,220,11,44,165,"v",1,1,0,1
1,419,5,224,7680179.813,1,0.622801689201709,0.615028124366723,0.686779206799896,11,48,220,11,44,165,"v",1,1,0,1
1,419,13,107,,,0.502211315182764,0.615028124366723,0.686779206799896,9,48,220,8,44,165,"r2",9,0.888888888888889,0.0555555555555556,0.502211315182764
1,419,13,129,1599551.46,1,0.502211315182764,0.615028124366723,0.686779206799896,9,48,220,8,44,165,"v",1,1,0,1
1,419,13,130,2111247.365,0.466781044007149,0.502211315182764,0.615028124366723,0.686779206799896,9,48,220,8,44,165,"v",1,1,0,0.466781044007149
1,419,13,131,2278805.89,0.502658246132921,0.502211315182764,0.615028124366723,0.686779206799896,9,48,220,8,44,165,"v",1,1,0,0.502658246132921
1,419,13,133,2813639.124,0.70150680020964,0.502211315182764,0.615028124366723,0.686779206799896,9,48,220,8,44,165,"v",1,1,0,0.70150680020964
1,419,13,134,2497814.377,0.452510489152144,0.502211315182764,0.615028124366723,0.686779206799896,9,48,220,8,44,165,"v",1,1,0,0.452510489152144
1,419,13,135,46706072.23,0.419542479968082,0.502211315182764,0.615028124366723,0.686779206799896,9,48,220,8,44,165,"v",1,1,0,0.419542479968082
1,419,13,136,5296301.373,1,0.502211315182764,0.615028124366723,0.686779206799896,9,48,220,8,44,165,"v",1,1,0,1
1,419,13,164,131864.2628,1,0.502211315182764,0.615028124366723,0.686779206799896,9,48,220,8,44,165,"v",1,1,0,1
1,419,29,108,0,1,0.932415134272447,0.615028124366723,0.686779206799896,28,48,220,25,44,165,"v",1,1,0,1
1,419,29,110,183389.9,0.652789169198986,0.932415134272447,0.615028124366723,0.686779206799896,28,48,220,25,44,165,"v",1,1,0,0.652789169198986
1,419,29,111,0,0.924061987385161,0.932415134272447,0.615028124366723,0.686779206799896,28,48,220,25,44,165,"v",1,1,0,0.924061987385161
1,419,29,112,5082308.368,0.93422967272942,0.932415134272447,0.615028124366723,0.686779206799896,28,48,220,25,44,165,"v",1,1,0,0.93422967272942
1,419,29,113,0,1,0.932415134272447,0.615028124366723,0.686779206799896,28,48,220,25,44,165,"v",1,1,0,1
1,419,29,114,4379668.987,1,0.932415134272447,0.615028124366723,0.686779206799896,28,48,220,25,44,165,"v",1,1,0,1
1,419,29,115,4423667.432,1,0.932415134272447,0.615028124366723,0.686779206799896,28,48,220,25,44,165,"v",1,1,0,1
1,419,29,116,1510592.28086,0.512004353605967,0.932415134272447,0.615028124366723,0.686779206799896,28,48,220,25,44,165,"v",1,1,0,0.512004353605967
1,419,29,117,0,0.956724039225463,0.932415134272447,0.615028124366723,0.686779206799896,28,48,220,25,44,165,"v",1,1,0,0.956724039225463
