"","rgn_id","resilience.score"
"1",1,1
"2",2,1
"3",3,1
"4",4,1
"5",94,1
"6",29,1
"7",32,1
"8",33,1
"9",30,1
"10",35,1
"11",36,1
"12",34,1
"13",93,1
"14",91,1
"15",92,1
"16",95,1
"17",85,1
"18",86,1
"19",88,1
"20",89,1
"21",90,1
"22",111,1
"23",108,1
"24",118,1
"25",117,1
"26",113,1
"27",121,1
"28",249,1
"29",245,1
"30",220,1
"31",244,1
"32",250,1
"33",248,1
"34",221,1
"35",140,1
"36",161,1
"37",147,1
"38",13,1
"39",151,1
"40",158,1
"41",12,1
"42",159,1
"43",150,1
"44",153,1
"45",154,1
"46",156,1
"47",145,1
"48",141,1
"49",228,1
"50",227,1
"51",58,1
"52",57,1
"53",55,1
"54",26,1
"55",157,1
"56",148,1
"57",144,1
"58",105,1
"59",237,1
"60",5,1
"61",6,0
"62",7,0
"63",8,0
"64",9,0
"65",10,0
"66",11,0
"67",14,1
"68",15,0
"69",16,0
"70",17,0
"71",18,0
"72",19,0
"73",20,0
"74",21,0
"75",24,0
"76",25,0
"77",28,0
"78",31,0
"79",37,0
"80",38,1
"81",39,0
"82",40,0
"83",41,0
"84",42,0
"85",43,0
"86",44,0
"87",45,0
"88",46,0
"89",47,0
"90",48,0
"91",49,0
"92",50,0
"93",51,0
"94",52,0
"95",53,0
"96",54,0
"97",56,0
"98",59,0
"99",60,1
"100",61,0
"101",62,0
"102",63,1
"103",64,0
"104",65,0
"105",66,0
"106",67,0
"107",68,0
"108",69,0
"109",70,0
"110",71,0
"111",72,0
"112",73,0
"113",74,0
"114",75,0
"115",76,0
"116",77,0
"117",78,0
"118",79,0
"119",80,0
"120",81,0
"121",82,0
"122",84,0
"123",96,0
"124",97,0
"125",98,0
"126",99,0
"127",100,0
"128",101,0
"129",102,0
"130",103,0
"131",104,0
"132",106,0
"133",107,1
"134",110,0
"135",112,0
"136",114,0
"137",115,0
"138",116,1
"139",119,0
"140",120,0
"141",122,0
"142",123,0
"143",124,0
"144",125,0
"145",126,0
"146",127,0
"147",129,0
"148",130,0
"149",131,0
"150",132,0
"151",133,0
"152",134,0
"153",135,0
"154",136,0
"155",137,0
"156",138,0
"157",139,0
"158",143,0
"159",146,1
"160",149,1
"161",152,0
"162",155,0
"163",162,0
"164",163,0
"165",164,0
"166",166,0
"167",167,0
"168",168,0
"169",169,1
"170",171,0
"171",172,0
"172",173,0
"173",174,0
"174",175,0
"175",176,0
"176",177,0
"177",178,0
"178",179,0
"179",180,0
"180",181,0
"181",182,0
"182",183,0
"183",184,0
"184",185,0
"185",186,0
"186",187,0
"187",188,0
"188",189,0
"189",190,0
"190",191,0
"191",192,0
"192",193,0
"193",194,0
"194",195,0
"195",196,0
"196",197,0
"197",198,0
"198",199,0
"199",200,0
"200",202,0
"201",203,0
"202",204,0
"203",205,0
"204",247,0
"205",206,0
"206",207,0
"207",208,0
"208",209,0
"209",210,0
"210",212,0
"211",214,0
"212",215,0
"213",216,0
"214",218,0
"215",219,1
"216",222,0
"217",223,0
"218",224,0
"219",231,0
"220",232,0
