"","rgn_id","year","popsum"
"1",1,2000,0
"2",2,2000,0
"3",3,2000,0
"4",4,2000,0
"5",5,2000,0
"6",6,2000,0
"7",7,2000,0
"8",8,2000,0
"9",9,2000,0
"10",10,2000,0
"11",11,2000,0
"12",12,2000,0
"13",13,2000,0
"14",14,2000,0
"15",15,2000,0
"16",16,2000,0
"17",17,2000,0
"18",18,2000,0
"19",19,2000,0
"20",20,2000,0
"21",21,2000,0
"22",24,2000,0
"23",25,2000,0
"24",26,2000,0
"25",28,2000,0
"26",29,2000,0
"27",30,2000,0
"28",31,2000,0
"29",32,2000,0
"30",33,2000,0
"31",34,2000,0
"32",35,2000,0
"33",36,2000,0
"34",37,2000,0
"35",38,2000,0
"36",39,2000,0
"37",40,2000,0
"38",41,2000,0
"39",42,2000,0
"40",43,2000,0
"41",44,2000,0
"42",45,2000,0
"43",46,2000,0
"44",47,2000,0
"45",48,2000,0
"46",49,2000,0
"47",50,2000,0
"48",51,2000,0
"49",52,2000,0
"50",53,2000,0
"51",54,2000,0
"52",55,2000,0
"53",56,2000,0
"54",57,2000,0
"55",58,2000,0
"56",59,2000,0
"57",60,2000,0
"58",61,2000,0
"59",62,2000,0
"60",63,2000,0
"61",64,2000,0
"62",65,2000,0
"63",66,2000,0
"64",67,2000,0
"65",68,2000,0
"66",69,2000,0
"67",70,2000,0
"68",71,2000,0
"69",72,2000,0
"70",73,2000,0
"71",74,2000,0
"72",75,2000,0
"73",76,2000,0
"74",77,2000,0
"75",78,2000,0
"76",79,2000,0
"77",80,2000,0
"78",81,2000,0
"79",82,2000,0
"80",84,2000,0
"81",85,2000,0
"82",86,2000,0
"83",88,2000,0
"84",89,2000,0
"85",90,2000,0
"86",91,2000,0
"87",92,2000,0
"88",93,2000,0
"89",94,2000,0
"90",95,2000,0
"91",96,2000,0
"92",97,2000,0
"93",98,2000,0
"94",99,2000,0
"95",100,2000,0
"96",101,2000,0
"97",102,2000,0
"98",103,2000,0
"99",104,2000,0
"100",105,2000,0
"101",106,2000,0
"102",107,2000,0
"103",108,2000,0
"104",110,2000,0
"105",111,2000,0
"106",112,2000,0
"107",113,2000,0
"108",114,2000,0
"109",115,2000,0
"110",116,2000,0
"111",117,2000,0
"112",118,2000,0
"113",119,2000,0
"114",120,2000,0
"115",121,2000,0
"116",122,2000,0
"117",123,2000,0
"118",124,2000,0
"119",125,2000,0
"120",126,2000,0
"121",127,2000,0
"122",129,2000,0
"123",130,2000,0
"124",131,2000,0
"125",132,2000,0
"126",133,2000,0
"127",134,2000,0
"128",135,2000,0
"129",136,2000,0
"130",137,2000,0
"131",138,2000,0
"132",139,2000,0
"133",140,2000,0
"134",141,2000,0
"135",143,2000,0
"136",144,2000,0
"137",145,2000,0
"138",146,2000,0
"139",147,2000,0
"140",148,2000,0
"141",149,2000,0
"142",150,2000,0
"143",151,2000,0
"144",152,2000,0
"145",153,2000,0
"146",154,2000,0
"147",155,2000,0
"148",156,2000,0
"149",157,2000,0
"150",158,2000,0
"151",159,2000,0
"152",161,2000,0
"153",162,2000,0
"154",163,2000,0
"155",164,2000,0
"156",166,2000,0
"157",167,2000,0
"158",168,2000,0
"159",169,2000,0
"160",171,2000,0
"161",172,2000,0
"162",173,2000,0
"163",174,2000,0
"164",175,2000,0
"165",176,2000,0
"166",177,2000,0
"167",178,2000,0
"168",179,2000,0
"169",180,2000,0
"170",181,2000,0
"171",182,2000,0
"172",183,2000,0
"173",184,2000,0
"174",185,2000,0
"175",186,2000,0
"176",187,2000,0
"177",188,2000,0
"178",189,2000,0
"179",190,2000,0
"180",191,2000,0
"181",192,2000,0
"182",193,2000,0
"183",194,2000,0
"184",195,2000,0
"185",196,2000,0
"186",197,2000,0
"187",198,2000,0
"188",199,2000,0
"189",200,2000,0
"190",202,2000,0
"191",203,2000,0
"192",204,2000,0
"193",205,2000,0
"194",206,2000,0
"195",207,2000,0
"196",208,2000,0
"197",209,2000,0
"198",210,2000,0
"199",212,2000,0
"200",213,2000,0
"201",214,2000,0
"202",215,2000,0
"203",216,2000,0
"204",218,2000,0
"205",219,2000,0
"206",220,2000,0
"207",221,2000,0
"208",222,2000,0
"209",223,2000,0
"210",224,2000,0
"211",227,2000,0
"212",228,2000,0
"213",231,2000,0
"214",232,2000,0
"215",237,2000,0
"216",244,2000,0
"217",245,2000,0
"218",247,2000,0
"219",248,2000,0
"220",249,2000,0
"221",250,2000,0
"222",1,2001,0
"223",2,2001,0
"224",3,2001,0
"225",4,2001,0
"226",5,2001,0
"227",6,2001,0
"228",7,2001,0
"229",8,2001,0
"230",9,2001,0
"231",10,2001,0
"232",11,2001,0
"233",12,2001,0
"234",13,2001,0
"235",14,2001,0
"236",15,2001,0
"237",16,2001,0
"238",17,2001,0
"239",18,2001,0
"240",19,2001,0
"241",20,2001,0
"242",21,2001,0
"243",24,2001,0
"244",25,2001,0
"245",26,2001,0
"246",28,2001,0
"247",29,2001,0
"248",30,2001,0
"249",31,2001,0
"250",32,2001,0
"251",33,2001,0
"252",34,2001,0
"253",35,2001,0
"254",36,2001,0
"255",37,2001,0
"256",38,2001,0
