"","rgn_id","gap_fill"
"1",7,0
"2",8,0
"3",14,0
"4",15,0
"5",17,0
"6",24,0
"7",25,0
"8",26,0
"9",40,0
"10",43,0
"11",132,0
"12",151,0
"13",161,0
"14",166,0
"15",171,0
"16",202,0
"17",205,0
"18",206,0
"19",207,0
"20",208,0
"21",209,0
"22",214,0
"23",216,0
"24",255,0
