"","rgn_id","year","gapfilled","method"
"1",1,1995,"gapfilled","UN georegion (r2)"
"2",2,1995,"gapfilled","UN georegion (r2)"
"3",3,1995,"gapfilled","UN georegion (r2)"
"4",4,1995,"gapfilled","UN georegion (r2)"
"5",5,1995,"gapfilled","UN georegion (r2)"
"6",6,1995,NA,NA
"7",7,1995,NA,NA
"8",8,1995,"gapfilled","UN georegion (r2)"
"9",9,1995,"gapfilled","UN georegion (r2)"
"10",10,1995,"gapfilled","UN georegion (r2)"
"11",11,1995,"gapfilled","UN georegion (r2)"
"12",12,1995,"gapfilled","UN georegion (r2)"
"13",13,1995,"gapfilled","UN georegion (r2)"
"14",14,1995,NA,NA
"15",15,1995,NA,NA
"16",16,1995,NA,NA
"17",17,1995,NA,NA
"18",18,1995,NA,NA
"19",19,1995,"gapfilled","UN georegion (r2)"
"20",20,1995,NA,NA
"21",21,1995,"gapfilled","UN georegion (r2)"
"22",24,1995,NA,NA
"23",25,1995,NA,NA
"24",26,1995,"gapfilled","UN georegion (r2)"
"25",28,1995,NA,NA
"26",29,1995,"gapfilled","UN georegion (r2)"
"27",30,1995,"gapfilled","UN georegion (r2)"
"28",31,1995,NA,NA
"29",32,1995,NA,NA
"30",33,1995,"gapfilled","UN georegion (r2)"
"31",34,1995,"gapfilled","UN georegion (r2)"
"32",35,1995,"gapfilled","UN georegion (r2)"
"33",36,1995,"gapfilled","UN georegion (r2)"
"34",37,1995,NA,NA
"35",38,1995,"gapfilled","UN georegion (r2)"
"36",39,1995,NA,NA
"37",40,1995,NA,NA
"38",41,1995,NA,NA
"39",42,1995,NA,NA
"40",43,1995,NA,NA
"41",44,1995,"gapfilled","UN georegion (r2)"
"42",45,1995,"gapfilled","UN georegion (r2)"
"43",46,1995,"gapfilled","UN georegion (r2)"
"44",47,1995,NA,NA
"45",48,1995,NA,NA
"46",49,1995,NA,NA
"47",50,1995,NA,NA
"48",51,1995,NA,NA
"49",52,1995,NA,NA
"50",53,1995,NA,NA
"51",54,1995,"gapfilled","UN georegion (r2)"
"52",55,1995,"gapfilled","UN georegion (r2)"
"53",56,1995,NA,NA
"54",57,1995,"gapfilled","UN georegion (r2)"
"55",58,1995,"gapfilled","UN georegion (r2)"
"56",59,1995,NA,NA
"57",60,1995,"gapfilled","UN georegion (r2)"
"58",61,1995,NA,NA
"59",62,1995,NA,NA
"60",63,1995,"gapfilled","UN georegion (r2)"
"61",64,1995,"gapfilled","UN georegion (r2)"
"62",65,1995,NA,NA
"63",66,1995,NA,NA
"64",67,1995,NA,NA
"65",68,1995,NA,NA
"66",69,1995,NA,NA
"67",70,1995,NA,NA
"68",71,1995,NA,NA
"69",72,1995,NA,NA
"70",73,1995,NA,NA
"71",74,1995,"gapfilled","UN georegion (r2)"
"72",75,1995,NA,NA
"73",76,1995,NA,NA
"74",77,1995,NA,NA
"75",78,1995,NA,NA
"76",79,1995,NA,NA
"77",80,1995,NA,NA
"78",81,1995,NA,NA
"79",82,1995,NA,NA
"80",84,1995,NA,NA
"81",85,1995,"gapfilled","UN georegion (r2)"
"82",86,1995,"gapfilled","UN georegion (r2)"
"83",88,1995,"gapfilled","UN georegion (r2)"
"84",89,1995,NA,NA
"85",90,1995,NA,NA
"86",91,1995,NA,NA
"87",92,1995,NA,NA
"88",93,1995,NA,NA
"89",94,1995,NA,NA
"90",95,1995,"gapfilled","UN georegion (r2)"
"91",96,1995,NA,NA
"92",97,1995,"gapfilled","UN georegion (r2)"
"93",98,1995,NA,NA
"94",99,1995,NA,NA
"95",100,1995,NA,NA
"96",101,1995,NA,NA
"97",102,1995,NA,NA
"98",103,1995,NA,NA
"99",104,1995,"gapfilled","UN georegion (r2)"
"100",105,1995,NA,NA
"101",106,1995,NA,NA
"102",107,1995,"gapfilled","UN georegion (r2)"
"103",108,1995,NA,NA
"104",110,1995,NA,NA
