"","rgn_id","habitat","variable","gap_fill"
"1",1,"seagrass","extent",0
"2",2,"seagrass","extent",0
"3",3,"seagrass","extent",NA
"4",4,"seagrass","extent",NA
"5",5,"seagrass","extent",0
"6",6,"seagrass","extent",0
"7",7,"seagrass","extent",0
"8",8,"seagrass","extent",0
"9",9,"seagrass","extent",0
"10",10,"seagrass","extent",NA
"11",11,"seagrass","extent",0
"12",12,"seagrass","extent",NA
"13",13,"seagrass","extent",0
"14",14,"seagrass","extent",0
"15",15,"seagrass","extent",0
"16",16,"seagrass","extent",0
"17",17,"seagrass","extent",0
"18",18,"seagrass","extent",0
"19",19,"seagrass","extent",NA
"20",20,"seagrass","extent",NA
"21",21,"seagrass","extent",NA
"22",24,"seagrass","extent",NA
"23",25,"seagrass","extent",0
"24",26,"seagrass","extent",0
"25",28,"seagrass","extent",0
"26",29,"seagrass","extent",0
"27",30,"seagrass","extent",NA
"28",31,"seagrass","extent",NA
"29",32,"seagrass","extent",NA
"30",33,"seagrass","extent",NA
"31",34,"seagrass","extent",NA
"32",35,"seagrass","extent",NA
"33",36,"seagrass","extent",NA
"34",37,"seagrass","extent",0
"35",38,"seagrass","extent",NA
"36",39,"seagrass","extent",0
"37",40,"seagrass","extent",0
"38",41,"seagrass","extent",0
"39",42,"seagrass","extent",0
"40",43,"seagrass","extent",0
"41",44,"seagrass","extent",NA
"42",45,"seagrass","extent",0
"43",46,"seagrass","extent",NA
"44",47,"seagrass","extent",0
"45",48,"seagrass","extent",NA
"46",49,"seagrass","extent",0
"47",50,"seagrass","extent",0
"48",51,"seagrass","extent",0
"49",52,"seagrass","extent",0
"50",53,"seagrass","extent",NA
"51",54,"seagrass","extent",0
"52",55,"seagrass","extent",NA
"53",56,"seagrass","extent",NA
"54",57,"seagrass","extent",NA
"55",58,"seagrass","extent",0
"56",59,"seagrass","extent",NA
"57",60,"seagrass","extent",NA
"58",61,"seagrass","extent",NA
"59",62,"seagrass","extent",NA
"60",63,"seagrass","extent",NA
"61",64,"seagrass","extent",NA
"62",65,"seagrass","extent",NA
"63",66,"seagrass","extent",0
"64",67,"seagrass","extent",NA
"65",68,"seagrass","extent",0
"66",69,"seagrass","extent",NA
"67",70,"seagrass","extent",NA
"68",71,"seagrass","extent",NA
"69",72,"seagrass","extent",NA
"70",73,"seagrass","extent",0
"71",74,"seagrass","extent",NA
"72",75,"seagrass","extent",0
"73",76,"seagrass","extent",NA
"74",77,"seagrass","extent",NA
"75",78,"seagrass","extent",NA
"76",79,"seagrass","extent",0
"77",80,"seagrass","extent",NA
"78",81,"seagrass","extent",NA
"79",82,"seagrass","extent",NA
"80",84,"seagrass","extent",NA
"81",85,"seagrass","extent",NA
"82",86,"seagrass","extent",NA
"83",88,"seagrass","extent",NA
"84",89,"seagrass","extent",NA
"85",90,"seagrass","extent",NA
"86",91,"seagrass","extent",NA
"87",92,"seagrass","extent",NA
"88",93,"seagrass","extent",NA
"89",94,"seagrass","extent",NA
"90",95,"seagrass","extent",NA
"91",96,"seagrass","extent",0
"92",97,"seagrass","extent",NA
"93",98,"seagrass","extent",0
"94",99,"seagrass","extent",0
"95",100,"seagrass","extent",NA
"96",101,"seagrass","extent",NA
"97",102,"seagrass","extent",0
"98",103,"seagrass","extent",NA
"99",104,"seagrass","extent",NA
"100",105,"seagrass","extent",NA
"101",106,"seagrass","extent",0
"102",107,"seagrass","extent",NA
"103",108,"seagrass","extent",NA
"104",110,"seagrass","extent",0
"105",111,"seagrass","extent",0
"106",112,"seagrass","extent",0
"107",113,"seagrass","extent",0
"108",114,"seagrass","extent",0
"109",115,"seagrass","extent",0
"110",116,"seagrass","extent",0
"111",117,"seagrass","extent",0
"112",118,"seagrass","extent",0
"113",119,"seagrass","extent",0
"114",120,"seagrass","extent",0
"115",121,"seagrass","extent",0
"116",122,"seagrass","extent",0
"117",123,"seagrass","extent",0
"118",124,"seagrass","extent",0
"119",125,"seagrass","extent",0
"120",126,"seagrass","extent",NA
"121",127,"seagrass","extent",NA
"122",129,"seagrass","extent",0
"123",130,"seagrass","extent",NA
"124",131,"seagrass","extent",0
"125",132,"seagrass","extent",0
"126",133,"seagrass","extent",0
"127",134,"seagrass","extent",NA
"128",135,"seagrass","extent",0
"129",136,"seagrass","extent",NA
"130",137,"seagrass","extent",NA
"131",138,"seagrass","extent",NA
"132",139,"seagrass","extent",0
"133",140,"seagrass","extent",0
"134",141,"seagrass","extent",NA
"135",143,"seagrass","extent",NA
"136",144,"seagrass","extent",NA
"137",145,"seagrass","extent",NA
"138",146,"seagrass","extent",NA
"139",147,"seagrass","extent",0
"140",148,"seagrass","extent",NA
"141",149,"seagrass","extent",NA
"142",150,"seagrass","extent",NA
"143",151,"seagrass","extent",0
"144",152,"seagrass","extent",0
"145",153,"seagrass","extent",NA
"146",154,"seagrass","extent",NA
"147",155,"seagrass","extent",0
"148",156,"seagrass","extent",NA
"149",157,"seagrass","extent",NA
"150",158,"seagrass","extent",NA
"151",159,"seagrass","extent",NA
"152",161,"seagrass","extent",NA
"153",162,"seagrass","extent",NA
"154",163,"seagrass","extent",0
"155",164,"seagrass","extent",0
"156",166,"seagrass","extent",0
"157",167,"seagrass","extent",NA
"158",168,"seagrass","extent",NA
"159",169,"seagrass","extent",NA
"160",171,"seagrass","extent",0
"161",172,"seagrass","extent",NA
"162",173,"seagrass","extent",NA
"163",174,"seagrass","extent",NA
"164",175,"seagrass","extent",0
"165",176,"seagrass","extent",NA
"166",177,"seagrass","extent",NA
"167",178,"seagrass","extent",0
"168",179,"seagrass","extent",0
"169",180,"seagrass","extent",NA
"170",181,"seagrass","extent",NA
"171",182,"seagrass","extent",0
"172",183,"seagrass","extent",NA
"173",184,"seagrass","extent",0
"174",186,"seagrass","extent",NA
"175",187,"seagrass","extent",NA
"176",188,"seagrass","extent",NA
"177",189,"seagrass","extent",NA
"178",190,"seagrass","extent",0
"179",191,"seagrass","extent",0
"180",192,"seagrass","extent",0
"181",193,"seagrass","extent",0
"182",194,"seagrass","extent",0
"183",195,"seagrass","extent",NA
"184",196,"seagrass","extent",0
"185",197,"seagrass","extent",NA
"186",198,"seagrass","extent",NA
"187",199,"seagrass","extent",NA
"188",200,"seagrass","extent",0
"189",202,"seagrass","extent",0
"190",203,"seagrass","extent",0
"191",204,"seagrass","extent",NA
"192",205,"seagrass","extent",0
"193",206,"seagrass","extent",0
"194",207,"seagrass","extent",0
"195",208,"seagrass","extent",0
"196",209,"seagrass","extent",0
"197",210,"seagrass","extent",0
"198",212,"seagrass","extent",0
"199",213,"seagrass","extent",NA
"200",214,"seagrass","extent",0
"201",215,"seagrass","extent",0
"202",216,"seagrass","extent",0
"203",218,"seagrass","extent",0
"204",219,"seagrass","extent",NA
"205",220,"seagrass","extent",0
"206",221,"seagrass","extent",0
"207",222,"seagrass","extent",0
"208",223,"seagrass","extent",NA
"209",224,"seagrass","extent",NA
"210",227,"seagrass","extent",NA
"211",228,"seagrass","extent",NA
"212",231,"seagrass","extent",0
"213",232,"seagrass","extent",NA
"214",237,"seagrass","extent",NA
"215",244,"seagrass","extent",NA
"216",245,"seagrass","extent",0
"217",247,"seagrass","extent",NA
"218",248,"seagrass","extent",0
"219",249,"seagrass","extent",0
"220",250,"seagrass","extent",0
