"","rgn_id","taxa_code","year","tonnes"
"1",5,"Blue shrimp_1",1983,"0"
"2",5,"Blue shrimp_1",1984,"0"
"3",5,"Blue shrimp_1",1985,"0"
"4",5,"Blue shrimp_1",1986,"0"
"5",5,"Blue shrimp_1",1987,"0"
"6",5,"Blue shrimp_1",1988,"0"
"7",5,"Blue shrimp_1",1989,"0"
"8",5,"Blue shrimp_1",1990,"0"
"9",5,"Blue shrimp_1",1991,"0"
"10",5,"Blue shrimp_1",1992,"0"
"11",5,"Blue shrimp_1",1993,"0"
"12",5,"Blue shrimp_1",1994,"0"
"13",5,"Blue shrimp_1",1995,"0"
"14",5,"Blue shrimp_1",1996,"0"
"15",5,"Blue shrimp_1",1997,"0"
"16",5,"Blue shrimp_1",1998,"0"
"17",5,"Blue shrimp_1",1999,"0"
"18",5,"Blue shrimp_1",2000,"0"
"19",5,"Blue shrimp_1",2001,"0"
"20",5,"Blue shrimp_1",2002,"0"
"21",5,"Blue shrimp_1",2003,"0"
"22",5,"Blue shrimp_1",2004,"0"
"23",5,"Blue shrimp_1",2005,"0"
"24",5,"Blue shrimp_1",2006,"0"
"25",5,"Blue shrimp_1",2007,"0"
"26",5,"Blue shrimp_1",2008,"0"
"27",5,"Blue shrimp_1",2009,"0"
"28",5,"Blue shrimp_1",2010,"0"
"29",5,"Blue shrimp_1",2011,"0"
"30",5,"Blue shrimp_1",2012,"0"
"31",5,"Blue shrimp_1",2013,"0"
"32",5,"Blue shrimp_1",2014,"0"
"33",5,"Blue shrimp_1",2015,"0"
"34",5,"Pacific cupped oyster_2",1989,"0"
"35",5,"Pacific cupped oyster_2",1990,"0"
"36",5,"Pacific cupped oyster_2",1991,"0"
"37",5,"Pacific cupped oyster_2",1992,"0"
"38",5,"Pacific cupped oyster_2",1993,"0"
"39",5,"Pacific cupped oyster_2",1994,"0"
"40",5,"Pacific cupped oyster_2",1995,"0"
"41",5,"Pacific cupped oyster_2",1996,"0"
"42",5,"Pacific cupped oyster_2",1997,"0"
"43",5,"Pacific cupped oyster_2",1998,"0"
"44",5,"Pacific cupped oyster_2",1999,"0"
"45",5,"Pacific cupped oyster_2",2000,"0"
"46",5,"Pacific cupped oyster_2",2001,"0"
"47",5,"Pacific cupped oyster_2",2002,"0"
"48",5,"Pacific cupped oyster_2",2003,"0"
"49",5,"Pacific cupped oyster_2",2004,"0"
"50",5,"Pacific cupped oyster_2",2005,"0"
"51",5,"Pacific cupped oyster_2",2006,"0"
"52",5,"Pacific cupped oyster_2",2007,"0"
"53",5,"Pacific cupped oyster_2",2008,"0"
"54",5,"Pacific cupped oyster_2",2009,"0"
"55",5,"Pacific cupped oyster_2",2010,"0"
"56",5,"Pacific cupped oyster_2",2011,"0"
"57",5,"Pacific cupped oyster_2",2012,"0"
"58",5,"Pacific cupped oyster_2",2013,"0"
"59",5,"Pacific cupped oyster_2",2014,"0"
"60",5,"Pacific cupped oyster_2",2015,"NA_to_zero"
"61",6,"Blue shrimp_3",2006,"0"
"62",6,"Blue shrimp_3",2007,"0"
"63",6,"Blue shrimp_3",2008,"0"
"64",6,"Blue shrimp_3",2009,"NA_to_zero"
"65",6,"Blue shrimp_3",2010,"NA_to_zero"
"66",6,"Blue shrimp_3",2011,"NA_to_zero"
"67",6,"Blue shrimp_3",2012,"NA_to_zero"
"68",6,"Blue shrimp_3",2013,"0"
"69",6,"Blue shrimp_3",2014,"0"
"70",6,"Blue shrimp_3",2015,"NA_to_zero"
"71",6,"Whiteleg shrimp_4",2010,"0"
"72",6,"Whiteleg shrimp_4",2011,"0"
"73",6,"Whiteleg shrimp_4",2012,"0"
"74",6,"Whiteleg shrimp_4",2013,"NA_to_zero"
"75",6,"Whiteleg shrimp_4",2014,"NA_to_zero"
"76",6,"Whiteleg shrimp_4",2015,"0"
"77",7,"Giant tiger prawn_5",1987,"0"
"78",7,"Giant tiger prawn_5",1988,"0"
"79",7,"Giant tiger prawn_5",1989,"0"
"80",7,"Giant tiger prawn_5",1990,"0"
"81",7,"Giant tiger prawn_5",1991,"0"
"82",7,"Giant tiger prawn_5",1992,"0"
"83",7,"Giant tiger prawn_5",1993,"0"
"84",7,"Giant tiger prawn_5",1994,"0"
"85",7,"Giant tiger prawn_5",1995,"0"
"86",7,"Giant tiger prawn_5",1996,"0"
"87",7,"Giant tiger prawn_5",1997,"0"
"88",7,"Giant tiger prawn_5",1998,"0"
"89",7,"Giant tiger prawn_5",1999,"0"
"90",7,"Giant tiger prawn_5",2000,"0"
"91",7,"Giant tiger prawn_5",2001,"0"
"92",7,"Giant tiger prawn_5",2002,"NA_to_zero"
"93",7,"Giant tiger prawn_5",2003,"NA_to_zero"
"94",7,"Giant tiger prawn_5",2004,"NA_to_zero"
"95",7,"Giant tiger prawn_5",2005,"NA_to_zero"
"96",7,"Giant tiger prawn_5",2006,"NA_to_zero"
"97",7,"Giant tiger prawn_5",2007,"0"
"98",7,"Giant tiger prawn_5",2008,"0"
"99",7,"Giant tiger prawn_5",2009,"NA_to_zero"
"100",7,"Giant tiger prawn_5",2010,"NA_to_zero"
"101",7,"Giant tiger prawn_5",2011,"NA_to_zero"
"102",7,"Giant tiger prawn_5",2012,"NA_to_zero"
"103",7,"Giant tiger prawn_5",2013,"NA_to_zero"
"104",7,"Giant tiger prawn_5",2014,"NA_to_zero"
"105",7,"Giant tiger prawn_5",2015,"NA_to_zero"
"106",8,"Bear paw clam_6",2002,"0"
"107",8,"Bear paw clam_6",2003,"0"
"108",8,"Bear paw clam_6",2004,"0"
"109",8,"Bear paw clam_6",2005,"0"
"110",8,"Bear paw clam_6",2006,"0"
"111",8,"Bear paw clam_6",2007,"0"
"112",8,"Bear paw clam_6",2008,"0"
"113",8,"Bear paw clam_6",2009,"0"
"114",8,"Bear paw clam_6",2010,"0"
"115",8,"Bear paw clam_6",2011,"0"
"116",8,"Bear paw clam_6",2012,"0"
"117",8,"Bear paw clam_6",2013,"0"
"118",8,"Bear paw clam_6",2014,"0"
"119",8,"Bear paw clam_6",2015,"0"
"120",8,"Crocus giant clam_7",2002,"0"
"121",8,"Crocus giant clam_7",2003,"0"
"122",8,"Crocus giant clam_7",2004,"0"
"123",8,"Crocus giant clam_7",2005,"0"
"124",8,"Crocus giant clam_7",2006,"0"
"125",8,"Crocus giant clam_7",2007,"0"
"126",8,"Crocus giant clam_7",2008,"0"
"127",8,"Crocus giant clam_7",2009,"0"
"128",8,"Crocus giant clam_7",2010,"0"
"129",8,"Crocus giant clam_7",2011,"0"
"130",8,"Crocus giant clam_7",2012,"0"
"131",8,"Crocus giant clam_7",2013,"0"
"132",8,"Crocus giant clam_7",2014,"0"
"133",8,"Crocus giant clam_7",2015,"NA_to_zero"
"134",8,"Elongate giant clam_8",2002,"0"
"135",8,"Elongate giant clam_8",2003,"0"
"136",8,"Elongate giant clam_8",2004,"0"
"137",8,"Elongate giant clam_8",2005,"0"
"138",8,"Elongate giant clam_8",2006,"0"
"139",8,"Elongate giant clam_8",2007,"0"
"140",8,"Elongate giant clam_8",2008,"0"
"141",8,"Elongate giant clam_8",2009,"0"
"142",8,"Elongate giant clam_8",2010,"0"
"143",8,"Elongate giant clam_8",2011,"0"
"144",8,"Elongate giant clam_8",2012,"0"
"145",8,"Elongate giant clam_8",2013,"0"
"146",8,"Elongate giant clam_8",2014,"0"
"147",8,"Elongate giant clam_8",2015,"0"
"148",8,"Fluted giant clam_9",2002,"0"
"149",8,"Fluted giant clam_9",2003,"0"
"150",8,"Fluted giant clam_9",2004,"0"
"151",8,"Fluted giant clam_9",2005,"0"
"152",8,"Fluted giant clam_9",2006,"0"
"153",8,"Fluted giant clam_9",2007,"0"
"154",8,"Fluted giant clam_9",2008,"0"
"155",8,"Fluted giant clam_9",2009,"0"
"156",8,"Fluted giant clam_9",2010,"0"
"157",8,"Fluted giant clam_9",2011,"0"
"158",8,"Fluted giant clam_9",2012,"0"
"159",8,"Fluted giant clam_9",2013,"0"
"160",8,"Fluted giant clam_9",2014,"0"
"161",8,"Fluted giant clam_9",2015,"0"
"162",8,"Giant clam_10",1989,"0"
"163",8,"Giant clam_10",1990,"0"
"164",8,"Giant clam_10",1991,"0"
"165",8,"Giant clam_10",1992,"0"
"166",8,"Giant clam_10",1993,"0"
"167",8,"Giant clam_10",1994,"0"
"168",8,"Giant clam_10",1995,"0"
"169",8,"Giant clam_10",1996,"0"
"170",8,"Giant clam_10",1997,"0"
"171",8,"Giant clam_10",1998,"0"
"172",8,"Giant clam_10",1999,"0"
"173",8,"Giant clam_10",2000,"0"
"174",8,"Giant clam_10",2001,"0"
"175",8,"Giant clam_10",2002,"0"
"176",8,"Giant clam_10",2003,"0"
"177",8,"Giant clam_10",2004,"0"
"178",8,"Giant clam_10",2005,"0"
"179",8,"Giant clam_10",2006,"0"
"180",8,"Giant clam_10",2007,"0"
"181",8,"Giant clam_10",2008,"0"
"182",8,"Giant clam_10",2009,"0"
"183",8,"Giant clam_10",2010,"0"
"184",8,"Giant clam_10",2011,"0"
"185",8,"Giant clam_10",2012,"0"
"186",8,"Giant clam_10",2013,"0"
"187",8,"Giant clam_10",2014,"0"
"188",8,"Giant clam_10",2015,"0"
"189",8,"Milkfish_11",2007,"0"
"190",8,"Milkfish_11",2008,"0"
"191",8,"Milkfish_11",2009,"0"
"192",8,"Milkfish_11",2010,"0"
"193",8,"Milkfish_11",2011,"0"
"194",8,"Milkfish_11",2012,"0"
"195",8,"Milkfish_11",2013,"0"
"196",8,"Milkfish_11",2014,"0"
"197",8,"Milkfish_11",2015,"0"
"198",8,"Smooth giant clam_12",2002,"0"
"199",8,"Smooth giant clam_12",2003,"0"
"200",8,"Smooth giant clam_12",2004,"0"
