"rgn_id","species","sust_coeff"
5,"Blue shrimp",0.372222222
5,"Pacific cupped oyster",0.757142857
6,"Blue shrimp",0.372222222
6,"Whiteleg shrimp",0.374509804
7,"Giant tiger prawn",0.366666667
8,"Bear paw clam",0.811764706
8,"Crocus giant clam",0.811764706
8,"Elongate giant clam",0.811764706
8,"Fluted giant clam",0.811764706
8,"Giant clam",0.811764706
8,"Milkfish",0.414285714
8,"Smooth giant clam",0.811764706
10,"Milkfish",0.414285714
13,"Banana prawn",0.275
13,"Milkfish",0.414285714
13,"Mullets nei",0.561111111
13,"Whiteleg shrimp",0.374509804
14,"Abalones nei",0.43
14,"Amberjacks nei",0.444010417
14,"Barramundi",0.23
14,"Blackhead seabream",0.444010417
14,"Blood cockle",0.67
14,"Blue swimming crab",0.416666667
14,"Clams, etc. nei",0.811764706
14,"Cobia",0.444010417
14,"Croakers, drums nei",0.444010417
14,"Daggertooth pike conger",0.444010417
14,"Flathead grey mullet",0.37
14,"Fourfinger threadfin",0.444010417
14,"Giant tiger prawn",0.1
14,"Gobies nei",0.533333333
14,"Greasyback shrimp",0.372222222
14,"Greater amberjack",0.444010417
14,"Groupers nei",0.33
14,"Indo-Pacific swamp crab",0.416666667
14,"Japanese carpet shell",0.841666667
14,"Japanese eel",0.444010417
14,"Japanese hard clam",0.811764706
14,"Japanese spiny lobster",0.416666667
14,"Kuruma prawn",0.37
14,"Marine crabs nei",0.416666667
14,"Marine fishes nei",0.477777778
14,"Marine molluscs nei",0.533333333
14,"Milkfish",0.5
14,"Natantian decapods nei",0.533333333
14,"Pacific cupped oyster",0.53
14,"Porgies, seabreams nei",0.444010417
14,"Redtail prawn",0.366666667
14,"Snappers, jobfishes nei",0.444010417
14,"Trumpet emperor",0.444010417
14,"Two-spot red snapper",0.444010417
14,"Whiteleg shrimp",0.37
14,"Yellowback seabream",0.444010417
15,"Banana prawn",0.2
15,"Banana prawn (br)",0.27
15,"Barramundi",0.23
15,"Flathead lobster",0.416666667
15,"Giant tiger prawn",0.1
15,"Giant tiger prawn (br)",0.1
15,"Green mussel",0.8
15,"Groupers, seabasses nei",0.33
15,"Groupers, seabasses nei (br)",0.33
15,"Indo-Pacific swamp crab",0.416666667
15,"Jacks, crevalles nei",0.444010417
15,"Marine fishes nei",0.477777778
15,"Metapenaeus shrimps nei",0.372222222
15,"Milkfish",0.37
15,"Milkfish (br)",0.37
15,"Penaeus shrimps nei",0.23
15,"Percoids nei",0.444010417
15,"Scats",0.444010417
15,"Slipper cupped oyster",0.811764706
15,"Snappers nei",0.433333333
15,"Spinefeet(=Rabbitfishes) nei",0.444010417
