"species_code","species"
760,"Indian white prawn"
576,"Mullets nei"
886,"Sobaity seabream"
469,"White-spotted spinefoot"
269,"Atlantic bluefin tuna"
662,"Carpet shells nei"
663,"Common cuttlefish"
664,"Common sole"
284,"European eel"
736,"European flat oyster"
464,"European seabass"
572,"Flathead grey mullet"
307,"Gilthead seabream"
711,"Groupers nei"
665,"Marine crustaceans nei"
295,"Mediterranean mussel"
666,"Octopuses nei"
465,"Pacific cupped oyster"
521,"Thinlip grey mullet"
409,"Clams, etc. nei"
652,"European eel"
410,"European flat oyster"
653,"European seabass"
623,"Gilthead seabream"
411,"Marine fishes nei"
236,"Mediterranean mussel"
188,"Pacific cupped oyster"
412,"Penaeus shrimps nei"
756,"Yesso scallop"
938,"Gasar cupped oyster"
251,"Cupped oysters nei"
785,"Gasar cupped oyster"
252,"Pacific cupped oyster"
743,"European seabass"
744,"Gilthead seabream"
232,"Atlantic bluefin tuna"
676,"European seabass"
677,"Gilthead seabream"
940,"Marine fishes nei"
586,"Rainbow trout"
197,"Mediterranean mussel"
593,"Atlantic salmon"
1040,"Cupped oysters nei"
594,"Flatfishes nei"
1041,"Japanese sea cucumber"
595,"Mediterranean mussel"
596,"Mullets nei"
597,"Sea mussels nei"
598,"Sea mussels nei"
1061,"Sea mussels nei"
599,"Sea trout"
600,"Sea urchins nei"
601,"Yesso scallop"
606,"Baltic prawn"
909,"European flounder"
607,"Gobies nei"
688,"Mediterranean mussel"
608,"Mullets nei"
609,"Mullets nei"
641,"So-iuy mullet"
270,"Atlantic bluefin tuna"
303,"Atlantic salmon"
547,"Common two-banded seabream"
573,"European seabass"
548,"Gilthead seabream"
935,"Marine fishes nei"
466,"Mediterranean mussel"
467,"Natantian decapods nei"
753,"Rainbow trout"
869,"Whiteleg shrimp"
790,"Barramundi"
386,"European seabass"
791,"European seabass"
387,"Gilthead seabream"
914,"Gilthead seabream"
388,"Marine fishes nei"
955,"Marine fishes nei"
389,"Red drum"
792,"Red drum"
698,"Striped bass, hybrid"
213,"Atlantic bluefin tuna"
214,"Common pandora"
532,"European eel"
741,"European eel"
363,"European flat oyster"
296,"European seabass"
564,"European seabass"
364,"Flathead grey mullet"
365,"Flathead grey mullet"
366,"Gilthead seabream"
367,"Gilthead seabream"
368,"Kuruma prawn"
369,"Marine fishes nei"
215,"Mediterranean mussel"
721,"Red porgy"
370,"Venus clams nei"
371,"White seabream"
372,"White seabream"
202,"Atlantic bluefin tuna"
344,"European seabass"
560,"Gilthead seabream"
345,"Indian white prawn"
801,"Marbled spinefoot"
1055,"Meagre"
346,"Red porgy"
347,"Sharpsnout seabream"
937,"European seabass"
194,"Gilthead seabream"
313,"Kuruma prawn"
285,"Mediterranean mussel"
314,"Caramote prawn"
315,"Common sole"
316,"European eel"
317,"European seabass"
318,"Gilthead seabream"
644,"Grooved carpet shell"
308,"Mediterranean mussel"
319,"Mullets nei"
320,"Pacific cupped oyster"
208,"Blue mussel"
209,"Pacific cupped oyster"
701,"Blue mussel"
871,"European flat oyster"
872,"Mediterranean mussel"
654,"Pacific cupped oyster"
943,"Perlemoen abalone"
603,"Carpet shells nei"
437,"European flat oyster"
438,"Giant tiger prawn"
439,"Indian white prawn"
440,"Kuruma prawn"
1008,"Marine fishes nei"
256,"Mediterranean mussel"
503,"Mullets nei"
504,"Pacific cupped oyster"
441,"Perlemoen abalone"
604,"Red bait"
442,"Sea mussels nei"
543,"Smooth mactra"
257,"Turbot"
611,"Brine shrimp"
3,"Cobia"
612,"Red drum"
326,"Whiteleg shrimp"
687,"Marine crabs nei"
574,"Stromboid conchs nei"
32,"Largemouth black bass"
175,"Mangrove cupped oyster"
343,"Southern white shrimp"
763,"Tropical spiny lobsters nei"
892,"Whiteleg shrimp"
672,"American cupped oyster"
864,"European seabass"
1030,"Florida pompano"
865,"Gilthead seabream"
725,"Gudgeons, sleepers nei"
726,"Mullets nei"
349,"Penaeus shrimps nei"
111,"Cobia"
746,"Penaeus shrimps nei"
288,"Blue shrimp"
960,"Cobia"
244,"Whiteleg shrimp"
342,"Natantian decapods nei"
911,"Pacific cupped oyster"
912,"Spotted rose snapper"
558,"Whiteleg shrimp"
678,"Blue shrimp"
237,"Whiteleg shrimp"
1029,"Cobia"
201,"Whiteleg shrimp"
671,"Whiteleg shrimp"
216,"Whiteleg shrimp"
952,"Anadara clams nei"
490,"Blue shrimp"
953,"Cupped oysters nei"
491,"Marine fishes nei"
764,"Whiteleg shrimp"
954,"blood cockle"
403,"Abalones nei"
173,"American cupped oyster"
957,"Bastard halibuts nei"
233,"Clams, etc. nei"
729,"Cortez oyster"
812,"Crevalle jack"
404,"Flathead grey mullet"
730,"Largemouth black bass"
405,"Marine fishes nei"
793,"Pacific bluefin tuna"
406,"Pacific calico scallop"
651,"Pacific cupped oyster"
234,"Red abalone"
958,"Red drum"
731,"Sea mussels nei"
959,"Snappers nei"
501,"Whiteleg shrimp"
783,"Whiteleg shrimp"
918,"Whiteleg shrimp"
919,"Whiteleg shrimp"
920,"Whiteleg shrimp"
235,"Yellowfin tuna"
373,"Penaeus shrimps nei"
374,"Sea mussels nei"
866,"Whiteleg shrimp"
35,"Blue shrimp"
350,"Red drum"
561,"Scallops nei"
36,"Whiteleg shrimp"
876,"False abalone"
1001,"Marine fishes nei"
418,"Pacific cupped oyster"
281,"Peruvian calico scallop"
282,"Whiteleg shrimp"
291,"South American rock mussel"
580,"Whiteleg shrimp"
894,"Cobia"
565,"Marine fishes nei"
566,"Red drum"
286,"Atlantic salmon"
207,"Rainbow trout"
378,"Abalones nei"
567,"Arctic char"
379,"Atlantic cod"
380,"Atlantic halibut"
217,"Atlantic salmon"
754,"Atlantic salmon"
867,"Blue mussel"
381,"European seabass"
868,"Haddock"
218,"Rainbow trout"
219,"Turbot"
359,"Barramundi"
803,"Barramundi"
497,"Blacklip pearl oyster"
360,"Blue shrimp"
765,"Marine fishes nei"
498,"Pearl oyster shells nei"
361,"Sea mussels nei"
804,"Sixfinger threadfin"
703,"Bear paw clam"
249,"Elongate giant clam"
704,"Fluted giant clam"
705,"Giant clam"
706,"Smooth giant clam"
341,"Giant tiger prawn"
488,"Milkfish"
771,"Elongate giant clam"
772,"Fluted giant clam"
787,"Giant clam"
788,"Milkfish"
1021,"Mozuku"
773,"Smooth giant clam"
873,"Abalones nei"
416,"Chinook(=Spring=King)salmon"
97,"New Zealand mussel"
98,"Pacific cupped oyster"
522,"Abalones nei"
936,"Amberjacks nei"
161,"American cupped oyster"
552,"Atlantic salmon"
473,"Blue crab"
162,"Blue mussel"
474,"Butter clam"
475,"Chinook(=Spring=King)salmon"
476,"Clams, etc. nei"
578,"Cockles nei"
163,"Coho(=Silver)salmon"
274,"Cupped oysters nei"
477,"European flat oyster"
478,"Flat oysters nei"
479,"Japanese carpet shell"
480,"Northern quahog(=Hard clam)"
481,"Northern white shrimp"
164,"Olympia oyster"
165,"Pacific cupped oyster"
579,"Pacific geoduck"
275,"Pacific horse clam"
482,"Pacific littleneck clam"
304,"Rainbow trout"
910,"Red drum"
483,"Sand gaper"
484,"Whiteleg shrimp"
949,"Cobia"
328,"Whiteleg shrimp"
305,"Mangrove cupped oyster"
811,"Whiteleg shrimp"
1031,"Flathead grey mullet"
1032,"Lebranche mullet"
377,"Penaeus shrimps nei"
1033,"Whitemouth croaker"
769,"Whiteleg shrimp"
329,"Cupped oysters nei"
195,"Groupers nei"
330,"Marine fishes nei"
7,"Marine molluscs nei"
331,"Mullets nei"
950,"Pacific lion's paw"
761,"Scallops nei"
196,"Snooks(=Robalos) nei"
737,"South American rock mussel"
8,"Whiteleg shrimp"
795,"Blue mussel"
321,"Pacific cupped oyster"
712,"Penaeus shrimps nei"
37,"Atlantic salmon"
588,"European whitefish"
210,"Rainbow trout"
589,"Sea trout"
802,"Atlantic salmon"
863,"Blue mussel"
348,"European eel"
203,"European flounder"
33,"Rainbow trout"
278,"Rainbow trout"
34,"Sea trout"
204,"Turbot"
44,"Blue mussel"
362,"European seabass"
531,"Pacific cupped oyster"
45,"Rainbow trout"
616,"Turbot"
590,"Aquatic invertebrates nei"
96,"Blue mussel"
568,"Cupped oysters nei"
702,"European flat oyster"
1059,"Soles nei"
415,"Turbot"
675,"Atlantic salmon"
38,"Blue mussel"
975,"Blue mussel"
211,"Clams, etc. nei"
212,"Clams, etc. nei"
492,"Coho(=Silver)salmon"
613,"Common edible cockle"
976,"Common edible cockle"
614,"European eel"
39,"European flat oyster"
977,"European flat oyster"
493,"European seabass"
494,"European seabass"
978,"European seabass"
979,"Finfishes nei"
353,"Gilthead seabream"
980,"Gilthead seabream"
354,"Great Atlantic scallop"
40,"Grooved carpet shell"
782,"Japanese carpet shell"
981,"Japanese carpet shell"
495,"Kuruma prawn"
355,"Marine fishes nei"
739,"Marine molluscs nei"
356,"Meagre"
41,"Mediterranean mussel"
982,"Mediterranean mussel"
42,"Pacific cupped oyster"
185,"Pacific cupped oyster"
615,"Periwinkles nei"
43,"Rainbow trout"
740,"Sea trout"
1056,"Senegalese sole"
1057,"Tuberculate abalone"
357,"Turbot"
496,"Wakame nei"
358,"White seabream"
272,"Atlantic cod"
470,"Atlantic halibut"
158,"Atlantic salmon"
471,"Blue mussel"
642,"Common edible cockle"
610,"Cupped oysters nei"
577,"European flat oyster"
887,"European seabass"
549,"Great Atlantic scallop"
550,"Grooved carpet shell"
643,"Japanese carpet shell"
888,"Northern quahog(=Hard clam)"
159,"Pacific cupped oyster"
551,"Queen scallop"
160,"Rainbow trout"
472,"Rainbow trout"
780,"Sea trout"
273,"Turbot"
985,"Abalones nei"
56,"Atlantic salmon"
57,"Blue mussel"
58,"European flat oyster"
385,"Great Atlantic scallop"
648,"Japanese carpet shell"
224,"Pacific cupped oyster"
59,"Rainbow trout"
225,"Stony sea urchin"
697,"Turbot"
508,"Atlantic bluefin tuna"
450,"Atlantic salmon"
750,"Banded carpet shell"
820,"Blackspot(=red) seabream"
1064,"Caramote prawn"
451,"Common dentex"
724,"Common edible cockle"
929,"Common edible cockle"
1009,"Common edible cockle"
905,"Common prawn"
509,"Common sole"
452,"Cupped oysters nei"
821,"Cupped oysters nei"
767,"Donax clams"
129,"European eel"
822,"European eel"
262,"European flat oyster"
823,"European flat oyster"
1010,"European flat oyster"
263,"European seabass"
510,"European seabass"
1011,"European seabass"
1012,"European seabass"
1043,"Gastropods nei"
264,"Gilthead seabream"
511,"Gilthead seabream"
1013,"Gilthead seabream"
1044,"Gilthead seabream"
512,"Great Atlantic scallop"
513,"Greater amberjack"
130,"Grooved carpet shell"
824,"Grooved carpet shell"
1014,"Grooved carpet shell"
605,"Groundfishes nei"
751,"Japanese carpet shell"
825,"Japanese carpet shell"
1015,"Japanese carpet shell"
514,"Kuruma prawn"
1045,"Kuruma prawn"
881,"Marine fishes nei"
453,"Marine molluscs nei"
1016,"Marine molluscs nei"
882,"Meagre"
906,"Meagre"
1017,"Meagre"
1046,"Meagre"
265,"Mullets nei"
515,"Mullets nei"
768,"Octopuses nei"
131,"Pacific cupped oyster"
826,"Pacific cupped oyster"
1018,"Pacific cupped oyster"
516,"Palaemonid shrimps nei"
1065,"Palaemonid shrimps nei"
1066,"Pod razor shell"
132,"Pollack"
752,"Pullet carpet shell"
827,"Pullet carpet shell"
133,"Sea belt"
134,"Sea mussels nei"
1019,"Sea mussels nei"
930,"Senegalese sole"
1020,"Senegalese sole"
1047,"Senegalese sole"
1067,"Silversides(=Sand smelts) nei"
828,"Soles nei"
829,"Soles nei"
1048,"Spotted seabass"
517,"Turbot"
1049,"Variegated scallop"
1050,"Variegated scallop"
518,"Warty venus"
931,"White seabream"
921,"Atlantic bluefin tuna"
922,"Atlantic ditch shrimp"
591,"Atlantic salmon"
658,"Common cuttlefish"
423,"Common edible cockle"
293,"Common sole"
682,"European eel"
683,"European flat oyster"
298,"European seabass"
733,"European seabass"
784,"Flat and cupped oysters nei"
299,"Gilthead seabream"
424,"Gilthead seabream"
961,"Golden carpet shell"
311,"Grooved carpet shell"
628,"Kuruma prawn"
425,"Marine fishes nei"
426,"Marine molluscs nei"
923,"Meagre"
289,"Mullets nei"
592,"Pacific cupped oyster"
1003,"Peppery furrow"
427,"Pullet carpet shell"
428,"Sargo breams nei"
659,"Sea mussels nei"
962,"Seabasses nei"
247,"Solen razor clams nei"
1060,"Soles nei"
734,"Turbot"
1004,"White seabream"
226,"Atlantic bluefin tuna"
986,"Common prawn"
987,"Common sole"
806,"Cupped oysters nei"
807,"Cupped oysters nei"
60,"European eel"
649,"European eel"
301,"European flat oyster"
61,"European seabass"
534,"European seabass"
62,"Flathead grey mullet"
63,"Flathead grey mullet"
617,"Giant tiger prawn"
64,"Gilthead seabream"
618,"Gilthead seabream"
915,"Grooved carpet shell"
499,"Japanese carpet shell"
916,"Japanese carpet shell"
619,"Kuruma prawn"
620,"Kuruma prawn"
808,"Meagre"
809,"Meagre"
65,"Mediterranean mussel"
66,"Mediterranean mussel"
988,"Mullets nei"
1058,"Pacific cupped oyster"
810,"Porgies, seabreams nei"
898,"Porgies, seabreams nei"
755,"Sharpsnout seabream"
989,"Shi drum"
1035,"White seabream"
699,"European eel"
941,"European seabass"
942,"Gilthead seabream"
700,"Mediterranean mussel"
691,"Atlantic bluefin tuna"
692,"European flat oyster"
693,"European seabass"
694,"Gilthead seabream"
762,"Marine fishes nei"
1054,"Meagre"
695,"Mediterranean mussel"
707,"European seabass"
708,"Gilthead seabream"
709,"Mediterranean mussel"
429,"White-spotted spinefoot"
248,"Yellowfin seabream"
696,"Indian white prawn"
55,"Whiteleg shrimp"
279,"Mullets nei"
679,"Snappers nei"
947,"Giant tiger prawn"
933,"Indo-Pacific swamp crab"
908,"Milkfish"
220,"Giant tiger prawn"
382,"Green mussel"
383,"Indian backwater oyster"
647,"Indian white prawn"
384,"Marine fishes nei"
1034,"Whiteleg shrimp"
1026,"Giant tiger prawn"
1027,"Indian white prawn"
5,"Marine fishes nei"
6,"Penaeus shrimps nei"
1028,"Speckled shrimp"
993,"Aquatic invertebrates nei"
994,"Barramundi"
624,"Giant tiger prawn"
995,"Groupers nei"
996,"Indo-Pacific swamp crab"
997,"Orange mud crab"
229,"Banana prawn"
230,"Banana prawn"
88,"Barramundi"
297,"Barramundi"
89,"Blood cockle"
90,"Blood cockle"
394,"Cupped oysters nei"
395,"Cupped oysters nei"
91,"Giant tiger prawn"
92,"Giant tiger prawn"
300,"Greasy grouper"
396,"Greasy grouper"
536,"Green mussel"
537,"Green mussel"
93,"Indo-Pacific swamp crab"
231,"Indo-Pacific swamp crab"
991,"John's snapper"
992,"John's snapper"
94,"Mangrove red snapper"
397,"Mangrove red snapper"
398,"Marine fishes nei"
399,"Marine fishes nei"
1036,"Whiteleg shrimp"
1037,"Whiteleg shrimp"
166,"Banana prawn"
1022,"Cobia"
167,"Giant tiger prawn"
168,"Indian white prawn"
1023,"Marine fishes nei"
169,"Marine molluscs nei"
1051,"Metapenaeus shrimps nei"
1024,"Sea cucumbers nei"
1025,"Tropical spiny lobsters nei"
833,"Whiteleg shrimp"
113,"Banana prawn"
189,"Banana prawn"
190,"Barramundi"
433,"Barramundi"
1005,"Blue swimming crab"
901,"Brown-marbled grouper"
1006,"Cobia"
253,"Flathead grey mullet"
434,"Giant tiger prawn"
902,"Giant tiger prawn"
1007,"Golden trevally"
254,"Green mussel"
114,"Groupers nei"
944,"Humpback grouper"
115,"Indo-Pacific swamp crab"
877,"John's snapper"
630,"Kuruma prawn"
903,"Malabar grouper"
878,"Mangrove red snapper"
631,"Marine fishes nei"
661,"Metapenaeus shrimps nei"
435,"Milkfish"
116,"Mud spiny lobster"
879,"Orange-spotted grouper"
904,"Pacific cupped oyster"
880,"Papuan black snapper"
436,"Penaeus shrimps nei"
1063,"Penaeus shrimps nei"
177,"Snappers nei"
255,"Snubnose pompano"
602,"Spotted coralgrouper"
945,"Streaked spinefoot"
839,"Abalones nei"
840,"Amberjacks nei"
17,"Aquatic invertebrates nei"
717,"Areolate grouper"
18,"Barramundi"
19,"Blood cockle"
841,"Cobia"
20,"Cupped oysters nei"
21,"Fleshy prawn"
842,"Giant tiger prawn"
22,"Goldlined seabream"
23,"Greasy grouper"
843,"Groupers nei"
24,"Hong Kong grouper"
844,"Indo-Pacific swamp crab"
25,"Japanese carpet shell"
26,"Japanese kelp"
845,"Japanese sea cucumber"
846,"Japanese seabass"
847,"Jellyfishes nei"
848,"Kuruma prawn"
849,"Large yellow croaker"
850,"Lefteye flounders nei"
718,"Mangrove red snapper"
738,"Marine crabs nei"
27,"Marine fishes nei"
28,"Marine molluscs nei"
277,"Nori nei"
29,"Pacific cupped oyster"
851,"Pearl oyster shells nei"
852,"Pen shells nei"
853,"Penaeus shrimps nei"
854,"Porgies, seabreams nei"
855,"Portunus swimcrabs nei"
856,"Puffers nei"
857,"Red drum"
858,"Righteye flounders nei"
748,"Russell's snapper"
30,"Scallops nei"
31,"Sea mussels nei"
859,"Sea snails"
860,"Sea urchins nei"
719,"Snubnose pompano"
861,"Turbot"
862,"Wakame"
789,"Whiteleg shrimp"
67,"Aquatic invertebrates nei"
309,"Bastard halibut"
68,"Blackhead seabream"
69,"Clams, etc. nei"
70,"Coho(=Silver)salmon"
71,"Crimson seabream"
72,"Filefishes nei"
73,"Flathead grey mullet"
74,"Gazami crab"
75,"Japanese amberjack"
76,"Japanese jack mackerel"
77,"Japanese kelp"
78,"Kuruma prawn"
79,"Laver (Nori)"
390,"Marine crustaceans nei"
80,"Marine fishes nei"
81,"Octopuses, etc. nei"
82,"Pacific cupped oyster"
176,"Pearl oyster shells nei"
83,"Puffers nei"
84,"Sea squirts nei"
85,"Spiny lobsters nei"
86,"Wakame"
87,"White trevally"
227,"Yesso scallop"
393,"Milkfish"
673,"European seabass"
674,"Gilthead seabream"
205,"Jacks, crevalles nei"
720,"Marine fishes nei"
974,"Meagre"
489,"Mullets nei"
206,"Penaeus shrimps nei"
46,"Akiami paste shrimp"
47,"Banana prawn"
48,"Barramundi"
221,"Barramundi"
49,"Giant tiger prawn"
222,"Groupers nei"
913,"Groupers nei"
50,"Indo-Pacific swamp crab"
223,"Marine fishes nei"
51,"Metapenaeus shrimps nei"
52,"Milkfish"
895,"Milkfish"
53,"Mullets nei"
896,"Penguin wing oyster"
54,"Portunus swimcrabs nei"
805,"Sea cucumbers nei"
984,"Tropical spiny lobsters nei"
897,"Whiteleg shrimp"
9,"American cupped oyster"
333,"Atlantic bluefin tuna"
334,"Atlantic cod"
10,"Atlantic salmon"
528,"Atlantic salmon"
11,"Blue mussel"
837,"Blue mussel"
529,"Butter clam"
335,"Chinook(=Spring=King)salmon"
336,"Coho(=Silver)salmon"
530,"Japanese carpet shell"
337,"Marine molluscs nei"
338,"Marine molluscs nei"
12,"Pacific cupped oyster"
13,"Rainbow trout"
973,"Salmonids nei"
339,"Scallops nei"
340,"Scallops nei"
290,"Atlantic salmon"
137,"Blue mussel"
454,"European flat oyster"
312,"Rainbow trout"
999,"Arctic char"
569,"Atlantic cod"
813,"Atlantic halibut"
103,"Atlantic salmon"
538,"Blue mussel"
239,"Chars nei"
539,"European flat oyster"
732,"Finfishes nei"
1038,"Great Atlantic scallop"
814,"Marine crustaceans nei"
1039,"Marine molluscs nei"
540,"Pacific cupped oyster"
104,"Rainbow trout"
778,"Scallops nei"
557,"Atlantic salmon"
14,"Chilean flat oyster"
15,"Chilean mussel"
584,"Chinook(=Spring=King)salmon"
198,"Cholga mussel"
16,"Choro mussel"
292,"Coho(=Silver)salmon"
838,"Japanese abalone"
199,"Pacific cupped oyster"
200,"Peruvian calico scallop"
585,"Rainbow trout"
747,"Red abalone"
670,"Turbot"
391,"Blue mussel"
728,"Great Atlantic scallop"
650,"Grooved carpet shell"
535,"Pacific cupped oyster"
392,"Tuberculate abalone"
990,"Turbot"
375,"Blue mussel"
727,"Great Atlantic scallop"
646,"Grooved carpet shell"
533,"Pacific cupped oyster"
376,"Tuberculate abalone"
983,"Turbot"
893,"Milkfish"
951,"Penaeus shrimps nei"
796,"Common dentex"
797,"European flat oyster"
798,"European seabass"
799,"Gilthead seabream"
800,"Mediterranean mussel"
559,"Stromboid conchs nei"
555,"Stromboid conchs nei"
556,"Barramundi"
889,"Blue shrimp"
690,"Giant tiger prawn"
890,"Indo-Pacific swamp crab"
713,"Jacks, crevalles nei"
714,"Marine fishes nei"
891,"Orange-spotted grouper"
715,"Snappers nei"
553,"Stromboid conchs nei"
