rgn_id,trend.score
1,0.1876983179
2,0.188268681
3,-0.0320619141
4,NA
5,0.0155267139
6,0.5723370429
7,-0.162686778
8,-0.0961862841
9,-0.1147989719
10,-0.1114568539
11,-0.0632404981
12,NA
13,-0.1379633895
14,0.0436579563
15,-0.0805986861
16,-0.1584135964
17,0.2615933413
18,0.1656626506
19,-0.0764140885
20,0.2548686574
21,-0.0285458189
24,-0.1257518117
25,-0.2930198923
26,-0.0908358149
28,-0.1463394772
29,-0.2801925052
30,NA
31,-0.2324231565
32,-0.0487616476
33,NA
34,NA
35,NA
36,NA
37,-0.1563324805
38,NA
39,-0.1569957944
40,0.0699707602
41,-0.3435840059
42,-0.138888631
43,-0.2680312272
44,-0.2453788194
45,-0.4017857143
46,-0.0231711229
47,1
48,0.2969028496
49,-0.0821878025
50,-0.2867831076
51,-0.350877193
52,0.3493987364
53,-0.2782665885
54,-0.0692586201
55,0.0202832866
56,-0.0969576281
57,0.0568622654
58,-0.0279425021
59,0.0012623244
60,0.0133061705
61,-0.0635979564
62,-0.1899589898
63,-0.2135360505
64,-1
65,-0.3678664582
66,-0.0756363715
67,-0.1002746186
68,0.8583131452
69,-0.1879986018
70,-0.2012411143
71,NA
72,0.5332652287
73,NA
74,0.0199542558
75,-0.1474650727
76,0.0840726634
77,-0.3970300899
78,-0.3830800927
79,-0.4101090292
80,-0.068086456
81,0.2543631902
82,-0.3131574688
84,-0.1988560279
85,-0.0422188989
86,-0.0428734155
88,-0.0413112723
89,0
90,0
91,NA
92,0
93,0
94,NA
95,-0.0571142296
96,-0.1508239564
97,-0.2118539784
98,0.0504126071
99,-0.1459044669
100,0.1517051153
101,-0.2035115722
102,-0.2354193672
103,-0.0883782018
104,-0.1498718132
105,NA
106,-0.4404245341
107,NA
108,-0.030540022
110,NA
111,-0.1486322584
112,-0.0125777239
113,-0.1510928569
114,-0.1789285282
115,-0.1296911107
116,-0.0373065789
117,-0.1020700302
118,-0.1189279232
119,-0.1849633069
120,1
121,-0.154714371
122,-0.4389788294
123,0.0046758613
124,-1
125,-0.0151100527
126,-0.0622507934
127,-0.0280909659
129,0.2259709924
130,-0.0852081223
131,-0.332135313
132,-0.1974480956
133,0.0883790396
134,-0.2011203784
135,0.0757762965
136,-0.3328753735
137,-0.2831621206
138,-0.2505797409
139,-0.2690663169
140,-0.0270566181
141,-0.0406924195
143,0.1945793186
144,NA
145,-0.0122635233
146,-4.59229586510679E-016
147,0.2452328364
148,-0.1012101947
149,NA
150,NA
151,-0.1469852866
152,-0.2612369107
153,-0.3863632711
154,0.046202374
155,-0.019073778
156,0.0267978831
157,-0.12775742
158,NA
159,NA
161,-0.0284306329
162,-0.0548113416
163,-0.0187840604
164,-0.1559686894
166,-1
167,-0.1116724998
168,-0.2771323514
169,-0.1455325098
171,-0.2680307732
172,-0.2498585624
173,-0.3252130938
174,-0.0493987196
175,0.1191483794
176,-0.0921822728
177,-0.0727713789
178,-0.2989431426
179,0.0381175485
180,0.1046500637
181,-0.1477054595
182,-0.027602543
183,-0.1095215903
184,-0.0990848315
185,-0.0138331643
186,1
187,-0.2855365008
188,0.0261661123
189,-0.2217983242
190,-0.0607807181
191,0.1321696223
192,0.2505571657
193,-0.6061667835
194,-0.3000789162
195,-0.2967914439
196,-0.1311115144
197,-0.2590147789
198,-0.1251977282
199,-0.1829359678
200,-0.2420239009
202,-0.5866727832
203,0.366458288
204,-0.331378977
205,-0.3356820807
206,-0.5123674298
207,0.2725427036
208,-0.0464372797
209,-0.0627804144
210,0.1874258786
212,-0.0610098552
213,NA
214,-0.3863097951
215,0.0316992694
216,-0.4137206904
218,0.0668203723
219,-0.033451063
220,-0.0765223987
221,-0.0345675491
222,0.1966574516
223,0.0259703027
224,-0.2263981141
227,-0.0182918846
228,-0.000656358
231,0.7752808989
232,-0.003464115
237,-0.010002573
244,-0.0209003079
245,-0.098230624
247,-0.087087789
248,-0.1733332485
249,-0.1813970706
250,-0.1562592417
