region_id,region_name,AO,BD,CP,CS,CW,ECO,FIS,FP,HAB,ICO,Index,LE,LIV,LSP,MAR,NP,SP,SPP,TR
4,Macquarie Island,NA,87.63153846153845,100,NA,97.67538461538462,NA,92.9,92.9,94.46538461538462,67.41153846153847,92.38307692307693,NA,NA,100,NA,NA,83.70538461538462,80.7976923076923,NA
158,Howland Island and Baker Island,76.91153846153847,87.65,99.18,NA,95.86,NA,87.26692307692308,87.26692307692308,99.46384615384616,67.30615384615385,88.42076923076922,NA,NA,100,NA,NA,83.65307692307692,75.83923076923077,NA
149,Jarvis Island,76.56461538461538,85.65,95.45,NA,96.76,NA,88.56692307692308,88.56692307692308,97.56923076923077,67.30615384615385,87.77384615384615,NA,NA,100,NA,NA,83.65307692307692,73.73615384615384,NA
35,Ile Europa,80.41,87.07461538461538,92.25,100,87.56,NA,90.63923076923076,90.63923076923076,97.16,52.636923076923075,87.75153846153846,NA,NA,100,NA,NA,76.31769230769231,76.98846153846154,NA
29,Mayotte,79.71538461538462,89.25769230769231,95.67692307692309,100,68.80615384615385,100,75.75538461538461,74.75153846153846,97.25615384615385,58.70923076923077,83.45076923076923,100,100,100,0.10615384615384615,63.497692307692304,79.35384615384615,81.25923076923077,NA
54,United Arab Emirates,97.90153846153846,83.50307692307692,81.06692307692308,87.58538461538461,65.51153846153846,98.87076923076923,73.00769230769231,70.98307692307692,83.57384615384616,61.23153846153846,83.18307692307692,99.43538461538462,100,76.75769230769231,0.5923076923076923,92.5576923076923,68.99538461538461,83.43307692307692,84.28615384615385
150,Palmyra Atoll,76.73076923076923,80.18538461538462,73.56,NA,92,NA,90.83538461538461,90.83538461538461,86.58461538461539,67.30615384615385,82.82692307692308,NA,NA,100,NA,NA,83.65307692307692,73.78846153846153,NA
221,Northern Saint-Martin,71.99384615384615,89.38,92.18,100,65.2476923076923,80.02000000000001,45.526153846153846,45.526153846153846,93.56615384615385,69.66230769230769,81.93,88.2076923076923,96.39538461538461,100,0,100,84.83153846153846,85.1923076923077,NA
145,Greenland,88.31461538461538,67.86076923076924,82.23461538461538,74.92,87.70076923076923,99.64384615384616,53.60230769230769,53.60230769230769,55.394615384615385,65.43846153846154,81.8423076923077,99.81769230769231,100,98.82,0,100,82.13,80.32384615384616,NA
31,Seychelles,85.94461538461539,81.86538461538461,80.9,99.96,85.28,65.19538461538463,68.41307692307693,68.41307692307693,83.42384615384616,60.966153846153844,81.38230769230769,82.59307692307692,100,67.62076923076923,0.0015384615384615385,99.56615384615384,64.29615384615384,80.30538461538461,65.00538461538461
90,Prince Edward Islands,85.75307692307692,80.55076923076923,63.68,NA,89.75923076923077,NA,90.04153846153847,90.04153846153847,81.72538461538461,61.566923076923075,81.14384615384616,NA,NA,92.58923076923077,NA,NA,77.07846153846154,79.37461538461538,NA
