country,region_id,Index,AO,SPP,BD,HAB,CP,CS,CW,ECO,LE,LIV,FIS,FP,MAR,ICO,SP,LSP,NP,TR
Jamaica,166,0.46,5.36,-0.44,-0.28,-0.11,-0.03,-0.01,0.17,0.16,0.07,-0.02,-0.07,-0.07,-0,-0.76,-0.33,0.11,0.67,-0.93
North Korea,21,0.44,0.98,-0.36,-0.34,-0.31,0.72,-0.08,0.39,-0.17,-0.01,0.15,0.03,1.55,1.95,-0.06,-0.03,0,0.76,NA
Tokelau,156,0.42,4.12,-0.4,-0.2,-0,-0,-0,0.54,0.62,0.31,0.01,-0.08,-0.08,0,-1.25,-0.63,0,-0.32,NA
Myanmar,205,0.42,1.97,-0.34,-0.79,-1.24,0.22,0.2,0.09,0.64,0.32,-0,-0,-0.01,-0.03,-0.63,-0.13,0.37,0.04,2.3
Seychelles,31,0.41,0.16,-0.26,-0.65,-1.04,0,0,1.2,0.19,0.1,-0,-0.03,-0.03,-0,-0.34,2.14,4.63,0,1.13
Jarvis Island,149,0.4,3.6,-0.41,-0.18,0.05,0,NA,0,NA,NA,NA,-0.39,-0.39,NA,-1.26,-0.63,-0,NA,NA
Chile,224,0.38,2.17,0.08,0.08,0.09,0,-0,0.11,0.2,0.1,-0,2,-0.09,0.76,-0.09,0.08,0.25,2.65,-1.28
Wake Island,12,0.36,3.72,-0.33,-0.17,-0,-0,NA,0,0.3,0.19,0.08,0.08,0.08,NA,-1.26,-0.63,-0,-0.32,NA
Mayotte,29,0.35,0.42,-0.18,-0.09,0,0,-0,3.3,-0,-0,-0,0.04,0.32,-0.01,-0.93,-0.46,-0,-0.32,NA
Russia,73,0.35,0.98,-0.04,0.23,0.51,1.2,0,0.22,0.02,0.2,0.38,1.02,0.84,0.44,0.12,0.15,0.18,1,-1.31
Wallis and Futuna,161,0.35,3.92,-0.33,-0.17,-0,-0,NA,-0.03,0.62,0.31,0.01,-0.19,-0.19,0,-1.32,-0.66,0,-0.4,NA
Ascension,85,0.34,-0.13,-0.16,-0.08,-0,NA,NA,-0.02,0.2,0.04,-0.13,-1.83,-1.83,0,-0.45,4.74,9.93,-0.32,NA
Portugal,183,0.34,0.93,-0.49,-0.27,-0.05,-0,0,0.34,-0,0.01,0.03,-0.12,0.28,3.08,-0.21,-0.1,-0,1.31,0.87
Nauru,10,0.33,2.81,-0.32,-0.13,0.05,0,NA,0.02,0.47,0.28,0.08,0.01,0.01,NA,-1.3,-0.65,0,NA,NA
Croatia,187,0.33,-0.13,-0.55,-0.25,0.05,0,0,-0.08,-0,-0.01,-0.01,-0.12,2.24,3.6,-0.28,2.14,4.57,-1.82,1.24
Lebanon,78,0.3,1.07,-0.73,-0.02,0.68,0,0,0.89,0.03,-0.03,-0.1,0.11,0.11,-0.04,-0.1,-0.01,0.08,2.33,-1.34
Iraq,192,0.3,2.15,-0.3,-0.47,-0.63,-0.04,-0.08,0.66,1.17,0.59,-0,0.04,0.04,0,-0.81,-0.41,0,0.26,NA
Romania,72,0.27,1.71,-0.12,-0.61,-1.1,0,0,0.52,-0,-0.05,-0.1,0.18,0.23,-0,-0,-0,-0,0.65,NA
Iceland,143,0.27,0.1,-0.22,-0.11,0.01,-0,0,-0.17,0.11,-0.19,-0.49,-0.1,-0.36,0.47,-0.04,0.09,0.22,0.42,2.91
Bassas da India,34,0.25,0.64,-0.18,-0.15,-0.11,0,NA,-0,NA,NA,NA,0.73,0.73,NA,0.52,0.26,0,NA,NA
Prince Edward Islands,90,0.23,0.13,0.04,0.03,0.02,0,NA,-0.74,NA,NA,NA,0.14,0.14,NA,0.73,1.82,2.91,NA,NA
Benin,99,0.23,0.1,-0.4,-0.24,-0.08,-0,0,0.01,-0,0.02,0.04,0.66,0.66,0,-0.85,-0.43,0,-0.62,2.79
Ile Europa,35,0.22,0.64,-0.17,-0.08,-0,0,-0,-0,NA,NA,NA,0.73,0.73,NA,0.52,0.26,-0,NA,NA
Ireland,181,0.22,0.5,-0.29,0.07,0.43,-0,-0,-0.06,0.26,0.13,0,-0.17,-0.56,0,-0.09,1.1,2.29,2.98,-1.97
Juan de Nova Island,33,0.21,0.64,-0.18,-0.16,-0.14,0,NA,0,0.02,-0.02,-0.07,0.73,0.73,NA,0.52,0.26,0,NA,NA
Cyprus,81,0.21,0.48,-0.78,-0.45,-0.13,0,-0,0.12,0.02,-0.06,-0.14,-0.64,1.66,2.69,-0.41,0.73,1.86,-0.16,-0.17
Dominican Republic,115,0.21,0.06,-0.48,-0.22,0.03,0.03,0.03,0.29,0.29,0.14,-0,-0.14,-0.15,-0.03,-0.62,-0.31,-0,1.46,0.79
Pakistan,53,0.19,4.8,-0.44,-0.83,-1.22,-0.16,0.09,0.32,0.03,-0.11,-0.25,0.02,0.02,0,-0.75,-0.37,-0,0.01,-1.92
Saint Lucia,122,0.19,-1.38,-0.52,-0.22,0.07,-0,0,0.02,0.3,0.14,-0.02,-0.1,-0.16,0.02,-0.79,-0.4,0,4.94,-1.1
Argentina,172,0.19,2,-0.09,-0.05,0,0,-0,0.79,-0,-0,-0.01,1.66,1.66,0,-0.08,0.34,0.75,0.69,-3.57
Madagascar,42,0.18,0,-0.21,-0.8,-1.39,0.02,0.01,-0,-0,-0.3,-0.59,-0.04,-0.13,0,-0.48,0.3,1.08,3.21,-0.57
Georgia,74,0.18,0.54,-0.15,-0.84,-1.53,0,0,0.01,1.24,0.62,-0,-0.01,-0.01,0,-0.4,-0.2,-0,-0,1.68
Oecussi Ambeno,237,0.18,0.35,-0.14,-0.07,-0,-0,0.06,0.37,0.47,0.21,-0.05,-0.28,-0.28,0,-1.08,0.82,2.73,NA,NA
Aruba,250,0.18,0.06,-0.47,-0.24,0,-0,0,0.11,-0,-0,-0,0.05,0.05,NA,-0.85,-0.42,0,3.28,-1.06
Jan Mayen,144,0.14,0.43,-0.12,0.38,0.88,0,NA,-0,0.2,0.04,-0.13,-0.01,-0.01,NA,0.5,0.25,-0,-0,NA
Greenland,145,0.14,-0.02,-0.16,-0.01,0.15,1.4,0,0.02,0.01,0.01,-0,-0.21,-0.21,0,0.17,0.08,-0.02,-0,NA
Bonaire,245,0.14,-0.19,-0.46,-0.23,0,0,-0,-0,0.09,0.05,0,0.23,0.23,NA,-0.74,1.79,4.32,-0.4,NA
Sint Eustatius,249,0.14,0.03,-0.36,-0.18,-0,-0,-0,-0.02,0.09,0.05,0,0.05,0.05,0,-0.74,1.2,3.14,NA,NA
Thailand,25,0.13,-0.16,-0.33,-1.12,-1.92,0.22,0.19,0.64,0.04,0.44,0.83,-0.24,-0.35,-0.59,-0.87,1.91,4.68,-0.59,0.15
Cuba,112,0.13,0.15,-0.6,-0.3,-0,0,0,0.25,0.29,0.14,-0,0.01,0.27,0.01,-0.7,-0.28,0.14,1.31,-0.22
Mexico,135,0.13,-0.13,-0.39,-0.67,-0.94,0.05,0.04,0.29,-0,0.07,0.14,-1.5,-1.49,0.06,-0.11,-0.06,-0,0.8,2.42
Bouvet Island,105,0.13,NA,0.17,-0.16,-1.78,NA,NA,0,NA,NA,NA,-0.03,-0.03,NA,1.46,0.73,-0,NA,NA
Somalia,44,0.1,-0.05,-0.1,0.56,1.21,0.01,-0.02,0.1,0.31,0.12,-0.07,0.08,0.08,0,-0.69,-0.34,0,0.41,NA
Belize,164,0.1,-0.23,-0.63,-0.28,0.06,0.05,0.02,0.19,-0,-0,-0,-0.14,1.9,-0.18,-0.79,-0.11,0.57,-1.5,0.99
Saint Helena,86,0.09,1.3,-0.15,-0.05,0.06,NA,-0,0.03,-0.08,-0.42,-0.76,-0.03,-0.03,0,-0.45,-0.23,0,NA,NA
Malta,68,0.08,1.53,-0.65,-0.55,-0.45,-0,0,-0.04,0.2,0.08,-0.04,0.5,0.13,-0.1,-0.11,0.19,0.48,0.16,-0.67
Togo,98,0.08,0.25,-0.4,-1.39,-2.38,-0,0,-0,0.08,0.04,-0,-0.19,-0.19,0,-0.56,-0.28,0,-2.8,5.12
Peru,138,0.08,0.12,-0.27,0.2,0.67,0.01,0.05,0.07,0.43,0.28,0.14,0.57,0.49,0.06,0.06,-0.36,-0.77,0.47,-0.49
Oman,48,0.07,-0.37,-0.36,-0.73,-1.1,0.01,0.05,0.09,-0,-0,-0,-0.23,-0.31,0.01,-0.84,1.76,4.35,0.06,0.12
Iran,191,0.07,0.12,-0.4,-0.28,-0.17,-0.01,-0,-0.2,0.87,0.43,-0,0.15,0.13,2.32,-0.67,-0.33,0,0.8,NA
Denmark,175,0.06,0.26,-0.08,0.06,0.21,0,0,-0.04,0.17,0.16,0.15,-0.02,0.24,-0.42,0.03,0.01,-0,0.11,-0.22
Comoro Islands,28,0.05,-0.21,-0.2,-0.1,-0.01,0,0,-0.26,0.16,-0.01,-0.18,0.17,0.17,0,-0.52,-0.05,0.42,-0.61,1.62
Bahamas,110,0.05,0.07,-0.6,-0.03,0.54,0.21,0.23,0.23,0.19,0.31,0.44,0.07,0.07,0,-0.79,1.28,3.34,-0,-1.92
Colombia,132,0.05,-0.56,-0.41,-0.89,-1.37,0.09,0.11,0.41,0.18,0.09,0,0.55,0.56,-0.04,-0.78,1.24,3.27,-1.88,1.3
Guatemala,136,0.05,2.26,-0.35,-0.19,-0.03,0,0.02,-0.1,-0,-0,-0,-0.38,-0.67,0.06,-0.7,-0.26,0.18,-0.31,-0.28
India,203,0.05,-0.23,-0.41,-0.93,-1.45,-0.06,-0.04,0.77,-0,0.14,0.27,-0.16,-0.65,0.4,-0.65,-0.29,0.07,-0.76,2.54
Guyana,167,0.04,0.58,-0.41,-1.05,-1.7,-0,0.01,0.1,0.91,0.31,-0.29,0.05,-0,0,-0.79,-0.78,-0.77,0.69,0.52
Netherlands,177,0.04,0.96,-0.1,-0.02,0.07,0,0,-0.02,0.09,0.04,-0,-0.09,0.02,0,0.01,0,-0,0.1,-0.7
Jersey,227,0.04,0.31,-0.31,-0.25,-0.18,-0,-0,-0.02,0.2,0.04,-0.13,-0.41,-0.39,-0,-0.35,0.39,1.14,0.25,NA
Guernsey,228,0.04,0.31,-0.31,-0.17,-0.04,-0,0,0.01,0.2,0.04,-0.13,-0.41,-0.39,-0,-0.35,0.34,1.04,0.25,NA
Saba,248,0.04,0.03,-0.38,-0.19,-0,-0,-0,0.02,0.09,0.05,0,0.05,0.05,0,-0.74,0.38,1.49,NA,NA
Maldives,39,0.03,-3.26,-0.27,-0.14,-0,-0,0,2.11,0.16,0.08,-0,0.19,0.19,0,-0.95,-0.34,0.26,1.61,0.03
Kerguelen Islands,93,0.03,-0.98,0.17,1.16,2.14,NA,NA,0.01,NA,NA,NA,-0.29,-0.29,NA,0.52,0.26,-0,NA,NA
Saint Kitts and Nevis,119,0.03,-0.81,-0.52,-0.28,-0.05,0,-0,0.52,0.35,-0.03,-0.4,-0.06,-0.06,NA,-0.68,3.55,7.78,-0.09,-2.5
French Guiana,169,0.03,0.2,-0.4,0.09,0.58,-0,-0,0.17,0.01,0.08,0.14,0.63,0.63,0,-0.93,-0.46,-0,-0.39,NA
Guinea,194,0.03,0.12,-0.35,-0.6,-0.86,-0.02,-0.01,-0.03,0.2,0.17,0.14,-0.06,-0.06,0,-0.65,-0.31,0.02,-0.39,1.41
Andaman and Nicobar,26,0.02,-0.02,-0.32,-0.13,0.06,0.1,0.11,0.25,0.47,0.2,-0.07,0.03,0.03,0,-0.8,-0.4,0,0.07,NA
China,209,0.02,0.68,-0.39,-0.06,0.27,0.58,-0,0.81,-0.02,0.01,0.05,0.07,0.28,-0.05,-0.23,-0.08,0.06,2.82,-4.9
Saint Pierre and Miquelon,219,0.02,1.13,-0.16,-1.27,-2.38,NA,-0,-0.04,0,0,0,0.72,0.72,NA,0.03,0.01,0,-0.4,NA
Cambodia,24,0.01,0.3,-0.33,-0.1,0.13,0.07,0.08,0.47,0.08,0.04,-0,-0.5,-0.83,0.23,-0.99,0.7,2.39,-0.55,-0.12
Ile Tromelin,36,-0,0.1,-0.27,-0.14,0,0,NA,0,NA,NA,NA,-0.23,-0.23,NA,0.52,0.26,0,NA,NA
Namibia,101,0,1.51,-0.18,-0.28,-0.39,-0,0,-0.1,0.7,0.35,-0,1,1,0,-0.14,-0.07,-0,-2.32,-0.08
Faeroe Islands,141,0,-0.16,-0.06,0.1,0.27,-0,NA,0.01,0.23,0.05,-0.13,-0.14,-0.03,0.59,0.03,0.04,0.06,-0.01,NA
Indonesia,216,-0,0.05,-0.29,-0.62,-0.95,0.01,0.01,0.6,1.06,0.27,-0.51,-0,0.17,0.23,-0.47,0.22,0.9,2.05,-2.77
British Indian Ocean Territory,38,-0.01,0.42,-0.25,-0.2,-0.14,-0,-0,0.02,0.18,0.19,0.21,0.03,0.03,0,-1.07,-0.53,0,NA,NA
Greece,80,-0.01,0.65,-0.67,-0.62,-0.56,-0,-0,-0.01,-0.16,-0.12,-0.08,-0.08,0.3,-0,-0.23,-0.19,-0.16,-0.58,0.49
Australia,16,-0.02,0.14,-0.18,-0.4,-0.61,0.01,0.01,0.67,-0,0.07,0.15,0.08,-0.66,0.01,0.49,0.25,-0,-0.25,NA
Qatar,190,-0.02,-0,-0.48,-0.44,-0.41,-0,-0,0.13,1.31,0.66,0.01,0.26,0.26,0,-0.96,-0.48,0,1.26,-1.57
Taiwan,14,-0.03,0.73,-0.3,-0.46,-0.63,-0,-0,0.41,0.25,-0.09,-0.42,0.48,-0.8,-0.16,-0.6,-0.33,-0.05,0.24,NA
Haiti,114,-0.03,0.05,-0.54,-0.26,0.01,0.09,0.12,0.06,0.29,0.15,-0,-0.04,-0.04,0,-1,2.23,5.46,-0.42,-2.25
Tonga,155,-0.03,5.61,-0.3,-0.16,-0.03,0,-0,0.42,0.92,0.46,-0,-0.26,-0.25,-0.02,-0.94,-0.48,-0.02,-2.89,-3.01
South Korea,20,-0.04,0.75,-0.51,-0.74,-0.96,0,0,-0.16,-0,0.04,0.07,0.16,0.73,0.03,0.04,-0.07,-0.18,3.13,-4.13
Guinea Bissau,193,-0.04,-0.24,-0.31,-0.56,-0.81,-0.01,-0.01,0.08,0.6,0.28,-0.05,-0.07,-0.07,0,-0.71,-0.36,-0,0.16,0.37
Cocos Islands,1,-0.05,-0.03,-0.3,-0.4,-0.5,-0,-0,0.66,0.01,0.07,0.12,0.14,0.14,0,-1.19,-0.6,0,-0.32,NA
Gibraltar,60,-0.05,0.92,-0.58,-1.06,-1.54,NA,NA,0.01,0,-0,-0,-0.24,-0.24,0,-0.21,0.07,0.36,NA,NA
Bulgaria,71,-0.05,1.27,-0.19,-0.7,-1.2,0,0,0.39,-0,-0,0,-0.06,-0.62,0,-0,-0,-0,1.17,-2.03
Syria,77,-0.05,2.02,-0.75,-1.17,-1.59,-0.1,-0.01,0.36,-0,-0,-0,-0.96,-0.96,0,-0.19,-0.09,0,-0.24,-0.27
Democratic Republic of the Congo,199,-0.05,-2.16,-0.4,-0.94,-1.48,0.16,0.12,0.04,0.19,0.09,-0,0.64,0.64,0,-0.59,-0.28,0.04,-0.83,2.64
Tanzania,202,-0.05,0.06,-0.26,-0.66,-1.05,0.05,0.06,-0.14,-0,-0,-0,0.01,0.09,-0.12,-0.7,-0.35,-0,-0.98,1.33
Christmas Island,2,-0.06,-0.03,-0.27,-0.1,0.08,0,-0,0.58,0.01,0.07,0.12,0.02,0.02,0,-1.52,-0.76,0,-0.32,NA
Gambia,65,-0.06,-0.86,-0.31,-0.48,-0.65,-0.12,-0.11,-0.15,-0,-0,-0,-0.19,-0.18,0,-0.72,-0.13,0.47,-2.86,4.3
Amsterdam Island and Saint Paul Island,92,-0.06,0.24,0.02,-0.79,-1.61,NA,NA,0,NA,NA,NA,0.01,0.01,NA,0.52,0.26,-0,NA,NA
Heard and McDonald Islands,94,-0.06,-1.42,0.18,2.46,4.74,NA,NA,0,NA,NA,NA,-1.42,-1.42,NA,0.85,0.42,-0,-0.4,NA
Sierra Leone,96,-0.06,-0.07,-0.34,-0.17,-0,-0.09,-0.05,-0,0.15,0.13,0.1,-0.17,-0.17,0,-0.61,0.67,1.95,-0.44,-0.41
Anguilla,118,-0.06,-0.03,-0.43,-0.17,0.09,-0,-0,0.73,-0.15,-0.45,-0.74,0.08,0.08,0,-0.8,-0.4,0,-0.33,NA
El Salvador,134,-0.06,-0.17,-0.32,-0.15,0.02,0.03,0.02,0.16,-0,0.11,0.23,-0.21,-0.23,0.03,-0.58,-0.22,0.13,-0.32,0.16
Suriname,168,-0.06,1.07,-0.43,-1.14,-1.86,-0.25,-0.14,0.42,0.56,0.23,-0.1,-0.01,-0.01,0,-0.99,-0.5,-0,1.21,-1.49
Guadeloupe and Martinique,140,-0.07,-1.03,-0.43,-0.16,0.1,-0.01,-0,0.66,0.06,0.04,0.01,-0.07,-0.08,0,-0.77,-0.39,-0,0.3,NA
Nigeria,196,-0.07,1.13,-0.38,-0.82,-1.25,-0.03,-0.02,-0.07,0.37,0.18,-0,-0.23,-0.23,0,-0.71,-0.37,-0.04,-1.64,1.14
Philippines,15,-0.08,-0.5,-0.27,-0.23,-0.18,0.02,0.04,0.36,0.16,-0.06,-0.29,0.03,-0.08,0.14,-0.56,1.21,2.97,-1.23,-0.3
Sao Tome and Principe,103,-0.08,-0.42,-0.22,-0.11,-0,0.05,0.05,0.13,-0,-0,-0,-0.03,-0.03,0,-0.78,-0.39,-0,-0.91,0.8
Montserrat,121,-0.08,-0.08,-0.51,-0.26,-0.01,-0,-0,0.12,0.14,0.06,-0.02,0.01,0.01,0,-0.87,-0.43,0,-0.11,NA
Costa Rica,130,-0.08,0.03,-0.33,-0.27,-0.2,-0.07,-0.06,0.58,0.31,0.26,0.21,-1.15,-1.21,-0,-0.77,-0.19,0.4,1.08,-0.94
Algeria,84,-0.09,-0.05,-0.66,-0.32,0.03,0,0,-0.18,0.01,0.01,-0,-0.21,-0.31,1.16,-0.57,-0.14,0.29,0.21,NA
Uruguay,173,-0.09,-1.54,-0.17,-0.06,0.06,-0,0,0.27,-0,-0,-0,1.49,1.49,0,-0.26,0.69,1.64,-0.06,-1.65
Montenegro,186,-0.09,-2.43,-0.58,-0.81,-1.05,0,-0,0.4,-0.16,-0.08,0,0.49,0.27,0,-0.46,0.2,0.85,0.18,1.35
Northern Saint-Martin,221,-0.09,-1.15,-0.67,-0.32,0.03,-0,-0,0.98,0.14,0.06,-0.02,-0,-0,0,-0.81,-0.41,-0,-0,NA
R_union,32,-0.1,0.26,-0.26,-0.69,-1.12,0,-0,0.15,0.33,0.14,-0.04,0.02,0.08,-0.23,-0.95,-0.41,0.13,-0.33,NA
Canary Islands,58,-0.1,0.74,-0.41,-0.34,-0.26,0,0,0.16,-0,0.01,0.03,-0.39,-0.39,0,-0.29,-0.14,-0,-0.92,NA
Turkey,76,-0.1,-0.28,-0.45,-0.22,0.02,-0,0,0.73,-0,-0,-0,-0.38,-0.16,-0.07,-0.86,-0.43,0,0.66,-1.26
Phoenix Islands (Kiribati),157,-0.1,-0.04,-0.39,-0.17,0.05,0,NA,0.18,0.3,0.19,0.08,-0.05,-0.05,0,-1.16,-0.58,-0,-0.32,NA
Line Islands (Kiribati),148,-0.11,-0.06,-0.4,-0.18,0.05,0,NA,0.06,0.3,0.19,0.08,-0.01,-0.01,0,-1.16,-0.58,0,-0.32,NA
Slovenia,188,-0.11,0.42,-0.43,-0.57,-0.71,0,0,-0.09,-0,-0,-0,-0.41,0.55,0.23,-0.27,0.47,1.22,-2.91,1.02
United Arab Emirates,54,-0.13,-0.05,-0.47,-0.31,-0.15,0.02,0.01,-0.06,0.06,0.03,-0,-0.16,-0.35,0.11,-0.79,-0.02,0.75,1.12,-1.64
Germany,176,-0.13,0.48,-0.11,0.09,0.29,-0,0,0.04,-0,0.09,0.19,-0.05,0.7,4.15,0.02,0.01,-0,0.38,-3.11
Mauritius,37,-0.15,0.09,-0.28,-0.94,-1.61,0,-0,0.55,0.1,0.09,0.09,-0.03,-0.44,0.03,-0.04,-0.05,-0.06,0.59,-1.4
Grenada,125,-0.15,0.42,-0.52,-0.26,-0.01,-0,-0,0.05,-0,-0,-0,0.17,0.16,0,-0.78,0.05,0.89,-1.23,-0.74
Venezuela,139,-0.15,1.81,-0.68,-1.16,-1.65,0.01,0.01,0.47,0.13,0.52,0.91,1.22,0.61,0.05,-0.76,-0.46,-0.16,0.88,-4.16
French Polynesia,147,-0.15,-0.4,-0.29,-0.14,0.02,-0,-0,-0.06,1.06,0.53,-0,-0.23,0.02,-0.02,-0.87,-0.43,0,0.77,-1.81
Tuvalu,19,-0.16,-1.31,-0.36,-0.17,0.03,-0,-0,0.1,2.37,1.18,-0,-0.07,-0.08,0,-1.15,-0.58,-0,-0.32,-0.48
Israel,79,-0.16,1.44,-0.66,-0.43,-0.19,-0,0,0.13,-0,-0,-0,-0.13,0.49,1.66,-0.72,-0.28,0.16,-1.11,-1.88
France,179,-0.16,0.23,-0.42,0.32,1.05,0.03,0,-0.08,-0,0,0,-0.34,-0.37,-0.36,-0.1,-0.04,0.02,1.09,-2.74
Kenya,43,-0.17,0.34,-0.26,0.22,0.69,0.13,0.15,0.04,-0,-0.01,-0.01,0.31,0.31,0,-0.56,-0.28,-0,1.53,-4.08
Equatorial Guinea,104,-0.17,-1.11,-0.25,-0.22,-0.2,-0.03,-0.07,0.04,-0.01,-0,-0,-0.09,-0.09,0,-0.71,0.17,1.06,-0.18,NA
Cameroon,197,-0.17,-0.54,-0.4,-1.87,-3.34,-0.02,-0.02,-0.05,-0.06,-0.03,0,-0.29,-0.29,0,-0.78,0.56,1.91,-0.21,0.74
Gabon,198,-0.17,-1.49,-0.28,-0.68,-1.08,-0.05,-0.05,0.06,0.78,0.4,0.03,-0.12,-0.12,0,-0.72,0.99,2.7,-0.62,NA
Azores,55,-0.19,0.65,-0.4,-0.39,-0.37,-0,NA,0.18,-0,0.01,0.03,-0.58,-0.58,0,-0.29,-0.61,-0.93,-0.83,NA
Puerto Rico and Virgin Islands of the United States,116,-0.19,0.02,-0.44,-0.21,0.01,0,0,-0.11,0.13,0.08,0.03,-0,-0,-0,-0.5,-0.26,-0.02,-0.35,-1.1
Antigua and Barbuda,120,-0.19,-0,-0.44,-0.18,0.07,-0.01,-0,-0.02,-0.44,-0.22,-0,-0.02,-0.02,0,-0.88,0.25,1.37,0.01,-1.74
Jordan,215,-0.2,2.2,-0.24,-0.12,-0,0,0,-0.23,-0,-0.01,-0.02,0.02,0.02,0,-0.76,0.81,2.38,-0.08,-4.55
Macquarie Island,4,-0.21,NA,0.15,-0.72,-1.58,-0,NA,-0.06,NA,NA,NA,0,0,NA,-0.55,-0.27,-0,NA,NA
Madeira,57,-0.22,0.97,-0.43,-0.16,0.11,NA,NA,0.22,0.04,0.03,0.03,-0.88,-0.88,0,-0.29,-0.14,-0,-1.57,NA
Western Sahara,63,-0.23,-1.36,-0.36,-0.65,-0.94,-0,-0,0.05,0.05,-0,-0.05,-0.11,-0.11,0,-0.56,-0.28,0,0.27,NA
Barbados,124,-0.23,0.25,-0.34,-0.17,-0,-0,-0,0.58,-0.11,-0.06,-0,-0.01,-0.01,0,-0.84,-0.42,0,0.04,-2.47
Spain,182,-0.23,0.18,-0.51,-0.27,-0.04,0,0,-0.09,-0,-0.02,-0.03,-0.22,-0.02,-0,-0.39,0.25,0.89,0.48,-2.79
Vietnam,207,-0.23,-1.37,-0.3,-0.87,-1.44,-0.03,-0.03,0.66,0.44,0.25,0.05,-0.19,-0.4,0.82,-0.51,-0.26,-0.01,0.22,-0.52
Norway,223,-0.23,-0.16,-0.08,0.18,0.44,0.36,-0,-0.09,0.16,0.39,0.63,-0.25,-0.44,-0.06,-0.1,0.25,0.59,0.84,-3.59
Liberia,97,-0.24,1.39,-0.38,-1.81,-3.25,-0.08,-0.08,-0.07,-0,-0,-0,0.02,0.02,0,-0.92,-0.46,-0,-1.04,NA
Brunei,247,-0.24,1.7,-0.3,-0.42,-0.53,-0,-0,0.87,-0.48,-0.24,-0.01,0.39,-0.41,0.21,-0.89,-0.45,-0,-0.32,-3.17
Turks and Caicos Islands,111,-0.25,-1.66,-0.47,-0.08,0.32,0.25,0.14,-0.02,0.15,0.1,0.05,-0.01,-0.01,0,-0.85,-0.43,0,-0.32,-0.49
Morocco,62,-0.27,-0.82,-0.45,-0.55,-0.65,-0,0,0.23,0.01,0.01,-0,-0.1,-0.11,0.01,-0.48,-0.15,0.18,0.3,-1.56
Samoa,152,-0.27,1.68,-0.3,-0.15,0,0,-0,0.47,0.36,0.19,0.01,-0.47,-0.48,0,-1.1,-0.55,-0,-0.33,-3.5
Sri Lanka,40,-0.28,0.02,-0.32,-0.77,-1.23,0.01,0,0.31,0.83,-0.44,-1.71,-0.05,-0.19,0.12,-0.23,-0.11,-0,-2.83,1.17
Mauritania,64,-0.28,-0.99,-0.36,-0.5,-0.65,0,-0,0.15,0.02,-0.01,-0.05,-0.1,-0.1,0,-0.58,-0.29,-0,-0.78,NA
