region_name,region_id,Index,AO,SPP,BD,HAB,CP,CS,CW,ECO,LE,LIV,FIS,FP,MAR,ICO,SP,LSP,NP,TR
Global average,0,73.66,74.49,78.7,77.23,75.75,81.95,81.08,70.15,86.33,80.79,75.25,53.51,49.46,6.05,67,63.54,60.09,75.85,88.6
Macquarie Island,4,93.09,NA,80.79,90.39,100,100,NA,97.51,NA,NA,NA,92.9,92.9,NA,69.26,84.63,100,NA,NA
Howland Island and Baker Island,158,86.89,65.26,75.87,87.73,99.59,99.18,NA,95.86,NA,NA,NA,87.45,87.45,NA,71.71,85.85,100,NA,NA
Ile Europa,35,86.13,73.26,77,87.08,97.16,92.25,100,87.56,NA,NA,NA,86.76,86.76,NA,52,76,100,NA,NA
Jarvis Island,149,86.04,64.89,73.77,85.74,97.72,95.45,NA,96.76,NA,NA,NA,87.56,87.56,NA,71.71,85.85,100,NA,NA
Clipperton Island,107,85.31,NA,70.14,85.07,100,100,NA,83.35,NA,NA,NA,73.83,73.83,NA,68.55,84.27,100,NA,NA
United Arab Emirates,54,85.03,98.33,83.47,84.6,85.73,81.13,87.6,65.67,99,99.5,100,72.63,69.62,0.49,62.81,72.1,81.39,96.16,95.53
Oman,48,84.01,93.25,81.42,78.34,75.25,95.63,99.53,77.09,100,100,100,53.29,53.19,0.01,60.91,57.08,53.26,98.08,87.9
Greenland,145,82.5,88.44,80.34,68.98,57.62,87.64,74.92,87.78,99.67,99.83,100,53.15,53.15,0,64.69,81.73,98.77,100,NA
Seychelles,31,82.47,85.74,80.33,84.1,87.88,80.9,99.96,84.34,65.65,82.82,100,67.05,67.05,0,62.82,58.03,53.23,99.75,81.97
Northern Saint-Martin,221,82.32,74.99,85.25,89.09,92.93,92.18,100,64.67,80.34,88.35,96.36,45.62,45.62,0,72.02,86.01,100,100,NA
Mayotte,29,82.23,74.88,81.27,89.25,97.23,95.68,100,64.01,100,100,100,72.89,72.44,0.18,62.71,81.36,100,62.49,NA
Sint Maarten,220,82.11,83.3,84.46,92.23,100,100,100,49.51,80.07,88.22,96.36,73.92,73.92,0,69.83,57.14,44.45,NA,94.64
New Zealand,162,82.1,78.23,77.85,77.5,77.14,99.93,96.03,70.46,100,100,100,59.15,49.05,2.14,61.64,60.67,59.71,93.69,95.44
Tuvalu,19,81.75,81.51,75.56,87.78,100,100,100,69.35,100,100,100,86.66,86.66,0,62.69,33.15,3.62,62.45,96.6
Palmyra Atoll,150,81.39,65.28,73.82,80.27,86.72,73.56,NA,92,NA,NA,NA,91.4,91.4,NA,71.71,85.85,100,NA,NA
Qatar,190,81.02,100,83.27,80.92,78.56,98.63,98.57,70.25,77.8,65.21,52.61,68.27,68.27,0,66.01,72.54,79.06,62.45,93.4
Prince Edward Islands,90,80.67,84.9,79.37,80.58,81.79,63.68,NA,87.66,NA,NA,NA,87.32,87.32,NA,59.73,79.86,100,NA,NA
New Caledonia,5,80.63,81.86,81.66,84.86,88.05,70.81,69.78,83.22,84.65,92.32,100,58.93,51.78,0.18,67.01,77.85,88.68,94.58,99.23
Estonia,70,80.33,92.03,88.72,72.13,55.53,62.68,55.88,64.66,100,73.81,47.62,91.78,91.78,0,90.04,95.02,100,99.89,95.43
Bahamas,110,80.03,82.05,80.86,78.47,76.08,62.07,84.92,64.64,94.62,81.12,67.61,82.6,82.57,0,69.91,80.98,92.06,100,83.5
Brazil,171,79.89,75.72,75.35,73.52,71.7,96.7,99.96,61.3,100,79.47,58.95,45.61,40.33,0.43,66.42,83.21,100,88.65,100
Panama,129,79.8,63.81,80.55,83.56,86.56,90.46,96.15,66.62,100,100,100,41.31,27.99,1.17,67.65,74.58,81.51,100,94.82
Saba,248,79.34,84.34,83.21,91.6,100,100,100,66.65,75.24,68.81,62.37,37.3,37.3,0,72.02,86.01,100,NA,NA
Antigua and Barbuda,120,79.08,100,79.77,78.89,78.01,75.45,98.91,64.69,83.4,91.7,100,54.29,54.26,0,71.76,83.86,95.96,62.55,80.52
Phoenix Islands (Kiribati),157,78.62,47.88,75.1,87.3,99.5,99,NA,98.12,64.17,68.89,73.61,81.28,81.28,0,68.05,84.03,100,62.45,NA
United States,163,78.61,82.4,77.74,68.9,60.07,70.87,75.39,72.52,99.91,75.7,51.49,73.23,70.25,1.13,67.73,74.01,80.28,96.05,100
Madeira,57,78.24,85.66,75.14,72.13,69.11,NA,NA,67.95,91.27,79.83,68.4,71.61,71.61,0,72.99,86.49,100,84.02,NA
Latvia,69,78.01,90,88.45,69.3,50.15,62.27,36.6,55.45,100,89.5,79,87.22,87.22,0,90.76,95.38,100,99.91,94.51
Russia,73,78.01,78.09,80.99,72.76,64.53,84.16,74.98,62.32,99.33,92.78,86.22,60.78,60.35,1.62,76.33,73,69.66,84.22,97.46
Venezuela,139,77.99,66.68,81.31,84.11,86.9,95.67,99.66,64.12,97.95,84.63,71.31,51.95,45.95,0.52,70.11,84.13,98.15,91.54,63.44
United Kingdom,180,77.92,83,80.75,74.08,67.4,62.44,84.13,61.46,93.17,88.59,84,50.2,44.51,12.3,68,84,100,97.02,100
Aruba,250,77.65,92.1,80.37,82.98,85.58,99.36,96.67,62.37,100,100,100,42.87,42.87,NA,75.59,43.33,11.07,63.01,93.76
Sint Eustatius,249,77.44,84.34,84.09,92.04,100,100,100,54.34,75.24,68.81,62.37,37.3,37.3,0,72.02,82.7,93.38,NA,NA
