region_name,region_id,Index,AO,SPP,BD,HAB,CP,CS,CW,ECO,LE,LIV,FIS,FP,MAR,ICO,SP,LSP,NP,TR
Global average,0,73.87,74.93,78.21,76.44,74.67,81.74,81.1,70.98,86.33,80.79,75.25,54.14,49.63,6.25,65.28,63.6,61.93,74.34,92.11
Macquarie Island,4,91.43,NA,81.1,83.35,85.61,100,NA,97.51,NA,NA,NA,92.9,92.9,NA,66.75,83.38,100,NA,NA
Howland Island and Baker Island,158,90.48,89.93,75.13,87.36,99.59,99.18,NA,95.86,NA,NA,NA,87.29,87.29,NA,66.57,83.29,100,NA,NA
Jarvis Island,149,89.35,88.91,72.92,85.32,97.72,95.45,NA,96.76,NA,NA,NA,86.4,86.4,NA,66.57,83.29,100,NA,NA
Ile Europa,35,88.6,91.92,76.66,86.91,97.16,92.25,100,87.56,NA,NA,NA,84.33,84.33,NA,54.5,77.25,100,NA,NA
Mayotte,29,86.92,95.58,80.89,89.09,97.29,95.68,100,86.21,100,100,100,73.24,73.24,0.05,60.59,80.3,100,62.16,NA
United Arab Emirates,54,84.94,96.49,82.51,82.62,82.73,81.12,87.61,64.97,99,99.5,100,71.72,69.55,1.05,62.98,71.86,80.73,95.7,100
Palmyra Atoll,150,84.93,89.78,73.07,79.89,86.72,73.56,NA,92,NA,NA,NA,91.05,91.05,NA,66.57,83.29,100,NA,NA
New Zealand,162,83.37,77.96,77.98,77.62,77.26,99.93,95.97,83.67,100,100,100,58.32,45.93,2.28,61.3,60.22,59.15,92.38,100
Seychelles,31,83.08,87.36,79.78,78.98,78.17,80.9,99.96,83.02,65.65,82.82,100,66.36,66.36,0,61.33,57.28,53.23,99.44,94.68
Oman,48,82.74,91.25,80.68,74.75,68.83,95.6,99.53,73.37,100,100,100,51.42,51.12,0.01,59.1,49.5,39.89,98.81,93.5
Qatar,190,82.73,100,82.28,82.77,83.25,98.63,98.57,70.72,77.8,65.21,52.61,69.12,69.12,0,66.17,72.62,79.06,76.4,93.24
Northern Saint-Martin,221,82.55,75.49,83.87,89.03,94.19,92.18,100,68.5,80.34,88.35,96.36,45.61,45.61,0,67.49,83.75,100,100,NA
Clipperton Island,107,82.54,NA,69.3,84.65,100,100,NA,83.35,NA,NA,NA,62.26,62.26,NA,64.86,82.43,100,NA,NA
Greenland,145,82.18,88.22,80,67.29,54.57,85.64,74.92,87.73,99.67,99.83,100,52.69,52.69,0,67.82,83.29,98.77,100,NA
Prince Edward Islands,90,81.58,85.82,79.46,80.62,81.79,63.68,NA,87.66,NA,NA,NA,89.38,89.38,NA,64.58,82.29,100,NA,NA
Tuvalu,19,81.57,81.7,74.81,87.4,100,100,100,69.43,100,100,100,86.48,86.47,0,57.59,30.6,3.62,62.12,97.94
Chile,224,81.02,92.25,74.74,69.92,65.11,51.66,99.45,94.39,96.32,98.16,100,66.66,26.91,13.69,61.93,80.96,100,96.49,100
Tonga,155,80.72,94.99,75.86,86.45,97.03,97.73,99.97,73.61,99.58,99.79,100,30.15,29.87,0.02,61.53,45.37,29.22,79.43,100
Panama,129,80.48,66.85,79.7,83.48,87.27,90.27,96.11,66.74,100,100,100,42.99,36.41,1.02,64.18,73.78,83.37,100,91.19
Aruba,250,79.94,92.25,79.39,82.49,85.58,99.36,96.67,62.57,100,100,100,43.38,43.38,NA,69.96,40.52,11.07,95.21,86.98
Juan de Nova Island,33,79.87,91.92,79.66,86.94,94.22,88.22,NA,86.08,95.29,94.34,93.4,84.33,84.33,NA,54.5,27.25,0,NA,NA
Brazil,171,79.86,76.32,74.71,73.21,71.7,96.72,99.96,61.74,100,79.47,58.95,46.66,39.87,0.34,64.15,82.07,100,89.23,100
Estonia,70,79.67,91.64,88.3,74.6,60.89,62.68,55.88,65.62,100,73.81,47.62,78.55,77.65,0,90.24,95.12,100,99.69,100
Russia,73,79.61,79.68,80.91,72.87,64.83,82.45,74.98,62.73,99.33,92.78,86.22,71.27,69.94,1.43,76.68,76.51,76.35,84.2,100
Sint Maarten,220,79.44,84.81,83.28,91.64,100,100,100,49.82,80.07,88.22,96.36,74.66,74.66,0,65.32,54.54,43.76,NA,71.23
Iraq,192,79.4,100,81.14,86.67,92.2,96.54,95,50.21,71.02,85.51,100,71.33,71.33,0,61.57,30.78,0,98.54,NA
Saba,248,79.05,85.1,82.42,91.21,100,100,100,66.9,75.24,68.81,62.37,37.39,37.39,0,66.01,83,100,NA,NA
Bahamas,110,79.02,82.65,79.62,77.05,74.48,63.14,86.05,62.02,94.62,81.12,67.61,83.33,83.3,0,64.62,74.37,84.12,100,80.49
Djibouti,46,78.93,100,88.5,91.46,94.43,99.18,98.36,56.78,100,96.7,93.4,43.5,43.5,0,69.08,34.54,0,78.34,90.46
Ile Tromelin,36,78.64,99.21,74.63,81.42,88.22,88.22,NA,85.82,NA,NA,NA,89.95,89.95,NA,54.5,27.25,0,NA,NA
Antigua and Barbuda,120,78.61,100,78.87,78.34,77.81,75.03,98.82,64.71,83.4,91.7,100,54.16,54.13,0,66.48,79.21,91.93,64.35,79.77
Norfolk Island,3,78.53,95.17,76.03,88.01,100,100,NA,78.83,100,96.35,92.7,8.92,8.92,0,66.64,83.32,100,77.66,NA
Phoenix Islands (Kiribati),157,78.19,47.94,74.29,86.9,99.5,99,NA,97.95,64.17,68.89,73.61,81.19,81.19,0,63.1,81.55,100,62.12,NA
Ecuador,137,78.16,83.45,73.57,76.85,80.13,76.36,74.53,69.56,99.67,99.83,100,54.49,45.94,42.7,61.37,80.68,100,96.28,NA
