region_name,region_id,Index,AO,SPP,BD,HAB,CP,CS,CW,ECO,LE,LIV,FIS,FP,MAR,ICO,SP,LSP,NP,TR
Global average,0,73.8,74.21,78.46,76.81,75.16,81.7,81.11,70.78,86.33,80.79,75.25,53.88,49.72,6.14,67.68,64.4,61.12,74.11,91.47
Macquarie Island,4,93.16,NA,80.94,90.47,100,100,NA,97.51,NA,NA,NA,92.9,92.9,NA,69.89,84.94,100,NA,NA
Ile Europa,35,87.84,78.32,76.83,87,97.16,92.25,100,87.56,NA,NA,NA,92.45,92.45,NA,54.57,77.28,100,NA,NA
Howland Island and Baker Island,158,86.67,65.04,75.5,87.54,99.59,99.18,NA,95.86,NA,NA,NA,87.38,87.38,NA,70.01,85,100,NA,NA
Jarvis Island,149,85.64,64.42,73.35,85.53,97.72,95.45,NA,96.76,NA,NA,NA,86.69,86.69,NA,70.01,85,100,NA,NA
Clipperton Island,107,85.43,NA,69.72,84.86,100,100,NA,83.35,NA,NA,NA,74.59,74.59,NA,68.65,84.32,100,NA,NA
United Arab Emirates,54,85.07,97.47,82.99,82.39,81.79,81.13,87.61,65.27,99,99.5,100,72.1,69.27,0.84,62.89,72.21,81.53,95.82,100
Oman,48,83.76,92.59,81.05,78.86,76.67,95.61,99.53,75.69,100,100,100,52.57,52.35,0.01,60.95,50.42,39.89,98.19,94.35
New Zealand,162,83.55,78.45,77.92,77.48,77.04,99.93,96.01,83.62,100,100,100,58.5,46.54,2.29,62.57,60.97,59.36,92.8,99.71
Mayotte,29,83.26,77.17,81.08,89.17,97.26,95.68,100,69.06,100,100,100,75.02,74.71,0.11,62.7,81.35,100,62.2,NA
Seychelles,31,83.09,87.25,80.05,80.68,81.3,80.9,99.96,83.87,65.65,82.82,100,68.39,68.39,0,64.3,58.77,53.23,99.6,88.68
Northern Saint-Martin,221,82.51,75.28,84.56,89.06,93.56,92.18,100,66.18,80.34,88.35,96.36,45.59,45.59,0,71.96,85.98,100,100,NA
Greenland,145,82.26,88.08,80.17,67.7,55.23,85.88,74.92,87.75,99.67,99.83,100,52.86,52.86,0,67.79,83.28,98.77,100,NA
Sint Maarten,220,81.88,83.12,83.87,91.93,100,100,100,49.47,80.07,88.22,96.36,74.64,74.64,0,69.78,56.77,43.76,NA,92.76
Tuvalu,19,81.73,81.51,75.18,87.59,100,100,100,69.32,100,100,100,86.53,86.53,0,61.42,32.52,3.62,62.18,97.66
Palmyra Atoll,150,81.12,64.94,73.44,80.08,86.72,73.56,NA,92,NA,NA,NA,91.13,91.13,NA,70.01,85,100,NA,NA
Prince Edward Islands,90,81.11,84.93,79.41,80.6,81.79,63.68,NA,87.66,NA,NA,NA,87.49,87.49,NA,64.61,82.31,100,NA,NA
Qatar,190,80.88,100,82.78,81.78,80.78,98.63,98.57,70.59,77.8,65.21,52.61,67.04,67.04,0,66.08,72.57,79.06,62.18,92.23
Aruba,250,80.87,92.63,79.88,82.73,85.58,99.36,96.67,62.47,100,100,100,43.26,43.26,NA,75.49,43.28,11.07,94.84,93.48
