region_name,region_id,Index,AO,SPP,BD,HAB,CP,CS,CW,ECO,LE,LIV,FIS,FP,MAR,ICO,SP,LSP,NP,TR
Global average,0,68.78,76.93,77.24,76.06,74.89,82.97,81.08,71.35,86.33,80.79,75.25,54.87,50.11,6.87,62.84,62.43,62.01,74.35,18.39
Howland Island and Baker Island,158,91.41,99.92,73.66,86.62,99.59,99.18,NA,95.86,NA,NA,NA,87.29,87.29,NA,59.13,79.57,100,NA,NA
Macquarie Island,4,91.18,NA,81.71,83.66,85.61,100,NA,97.51,NA,NA,NA,92.9,92.9,NA,63.68,81.84,100,NA,NA
Jarvis Island,149,90.5,99.47,71.24,84.48,97.72,95.45,NA,96.76,NA,NA,NA,87.27,87.27,NA,59.13,79.57,100,NA,NA
Ile Europa,35,87.83,74.37,75.96,86.56,97.16,92.25,100,87.56,NA,NA,NA,96.75,96.75,NA,54.67,77.33,100,NA,NA
Palmyra Atoll,150,85.85,99.83,71.58,79.15,86.72,73.56,NA,92,NA,NA,NA,91,91,NA,59.13,79.57,100,NA,NA
Mayotte,29,83.46,71.72,80.13,88.71,97.29,95.68,100,79.43,100,100,100,77.13,77.13,0.01,51.4,75.7,100,62.73,NA
Greenland,145,82.43,88.41,79.34,67.51,55.68,88.05,74.92,87.73,99.67,99.83,100,53.23,53.23,0,65.68,82.23,98.77,100,NA
Prince Edward Islands,90,82.03,86.76,79.63,80.71,81.79,63.68,NA,87.66,NA,NA,NA,91.05,91.05,NA,64.67,82.34,100,NA,NA
Northern Saint-Martin,221,80.77,61.55,81.11,87.65,94.19,92.18,100,69.75,80.34,88.35,96.36,45.46,45.46,0,63.95,81.98,100,100,NA
Madeira,57,80.62,97.28,72.47,80.82,89.17,NA,NA,67.82,91.27,79.83,68.4,71.75,71.75,0,70.92,85.46,100,81.4,NA
Clipperton Island,107,80.41,NA,67.63,83.82,100,100,NA,83.35,NA,NA,NA,53.82,53.82,NA,62.15,81.08,100,NA,NA
Seychelles,31,80.1,86.06,78.69,78.43,78.17,80.9,99.96,92.23,65.65,82.82,100,68.96,68.96,0,57.8,78.9,100,99.54,33.17
Ecuador,137,80.07,82.53,72.18,76.16,80.13,76.36,74.53,71.38,99.67,99.83,100,52.84,61.69,63.55,58.85,79.42,100,98.72,NA
United Arab Emirates,54,79.83,97.7,80.57,81.65,82.73,81.12,87.61,65.27,99,99.5,100,72.75,70.06,0.89,56.16,67.26,78.36,96.86,51.33
Juan de Nova Island,33,79.1,74.37,78.93,86.57,94.22,88.22,NA,86.08,95.29,94.34,93.4,96.75,96.75,NA,54.67,27.33,0,NA,NA
Saba,248,78.66,84.75,80.85,90.42,100,100,100,66.76,75.24,68.81,62.37,37.54,37.54,0,62.07,81.03,100,NA,NA
Norfolk Island,3,78.4,93.55,75.89,87.95,100,100,NA,78.79,100,96.35,92.7,9.04,9.04,0,66.37,83.18,100,78.36,NA
Phoenix Islands (Kiribati),157,77.54,46.52,72.67,86.08,99.5,99,NA,97.58,64.17,68.89,73.61,81.17,81.17,0,56.71,78.35,100,62.69,NA
Oman,48,77.35,93.58,79.2,74.01,68.83,95.6,99.53,72.08,100,100,100,52,51.07,0.12,53.84,76.92,100,98.46,12.28
Wallis and Futuna,161,77.27,97.65,74.22,87.11,100,100,NA,80.46,66.5,77.89,89.28,66.8,66.8,0,59.8,29.9,0,78.36,NA
Bassas da India,34,76.36,74.37,75.96,85.2,94.43,88.22,NA,86.3,NA,NA,NA,96.75,96.75,NA,54.67,27.33,0,NA,NA
Sint Eustatius,249,76.34,84.75,81.85,90.93,100,100,100,54.29,75.24,68.81,62.37,37.54,37.54,0,62.07,74.42,86.76,NA,NA
Azores,55,76.31,85.76,68.95,81.17,93.39,100,NA,67.72,100,84.2,68.4,62.99,62.99,0,70.92,66.6,62.29,62.01,NA
Ascension,85,76.26,76.29,73.89,86.95,100,NA,NA,80.5,81.55,83.65,85.75,62.43,62.43,0,62.63,81.32,100,62.69,NA
Tokelau,156,76.19,99.95,72.29,86.14,100,85.71,100,84.94,66.5,77.89,89.28,62.61,62.61,0,51.52,25.76,0,62.69,NA
Iraq,192,76,73.75,79.82,85.51,91.2,96.6,94.16,50.71,71.17,85.59,100,71.34,71.34,0,55.74,27.87,0,98.51,NA
Comoro Islands,28,75.96,77.36,79.62,84.47,89.32,91.7,99.98,40.87,92.23,91.39,90.54,70.06,70.06,0,58.23,75.86,93.5,64.96,62.98
Russia,73,75.72,91.25,80.75,72.97,65.18,90.84,74.98,63.63,99.33,92.78,86.22,78.48,76.52,6.74,76.21,75.42,74.62,95.12,23.74
Nauru,10,75.59,100,72.5,85.11,97.72,95.45,NA,51.35,69.53,71.57,73.61,97.09,97.09,NA,57.08,28.54,0,NA,NA
Sint Maarten,220,75.4,84.98,80.91,90.45,100,100,100,50.17,80.07,88.22,96.36,73.97,73.97,0,61.79,52.78,43.76,NA,38.06
Bangladesh,204,75.09,99.9,77.53,86.29,95.05,100,100,28.13,100,100,100,30.77,24.62,8.64,54.73,67.09,79.44,99.05,45.83
Bahamas,110,75.08,83.41,77.15,75.81,74.48,63.14,86.05,68.99,94.62,81.12,67.61,83.75,83.75,0,61.4,72.76,84.12,100,35.77
Australia,16,75.03,75.15,83.36,71.85,60.34,68.9,71.27,84.92,100,95.62,91.24,48.2,26.19,0.28,80.14,90.07,100,91.32,NA
Qatar,190,75.02,100,80.31,81.78,83.25,98.63,98.57,71.13,77.8,65.21,52.61,68.7,68.7,0,57.87,68.46,79.06,74.12,23.56
Guadeloupe and Martinique,140,74.84,61.58,78.34,87.15,95.96,93.9,100,73.43,30.39,62.79,95.19,21.12,20.88,0.16,64.23,82.12,100,91.72,NA
Oecussi Ambeno,237,74.81,64.19,84.64,92.01,99.37,100,99.71,65.19,89.28,75.82,62.37,43.06,43.06,0,59.45,58.54,57.62,NA,NA
Glorioso Islands,30,74.76,75.72,80.21,87.22,94.22,88.22,NA,86.21,95.29,94.34,93.4,14.3,14.3,NA,54.67,77.33,100,NA,NA
Jan Mayen,144,74.74,99.67,79.11,68.02,56.92,62.22,NA,85.16,81.55,83.65,85.75,9.17,9.17,NA,80.04,90.02,100,100,NA
Tuvalu,19,74.67,68.69,73.3,86.65,100,100,100,69.66,100,100,100,86.45,86.41,0,52.05,27.83,3.62,62.69,44.82
Antigua and Barbuda,120,74.64,100,77.07,77.44,77.81,75.03,98.82,64.8,83.4,91.7,100,54.3,54.27,0,63.24,77.58,91.93,63.6,43.15
