region_name,region_id,Index,AO,SPP,BD,HAB,CP,CS,CW,ECO,LE,LIV,FIS,FP,MAR,ICO,SP,LSP,NP,TR
Global average,0,71.46,75.03,79.9,78.64,77.37,80.12,81.05,69.19,79.42,76.98,74.53,54.54,50.72,5.74,65.96,60.41,54.86,75.21,69.01
Macquarie Island,4,93.11,NA,80.01,90.01,100,100,NA,98.2,NA,NA,NA,92.9,92.9,NA,68.85,84.43,100,NA,NA
Howland Island and Baker Island,158,86.84,64.23,77.71,88.44,99.18,99.18,NA,95.86,NA,NA,NA,87.63,87.63,NA,71.34,85.67,100,NA,NA
Jarvis Island,149,86.61,64.17,75.88,86.55,97.23,95.45,NA,96.76,NA,NA,NA,91.04,91.04,NA,71.34,85.67,100,NA,NA
Madeira,57,83.58,85.88,77.36,88.66,99.96,NA,NA,65.74,90.03,78.77,67.52,80.53,80.53,0,70.97,85.49,100,100,NA
United Arab Emirates,54,82.74,95.84,85.88,85.27,84.66,80.98,87.55,65.6,97.32,98.66,100,73.77,73.38,0.15,65.12,68.18,71.24,91.47,80.43
Northern Saint-Martin,221,81.84,75.34,88.69,91.49,94.29,92.18,100,59.89,76.18,86.5,96.82,45.49,45.49,0,71.37,85.69,100,100,NA
Marshall Islands,11,81.62,100,78.25,88.51,98.77,95.73,100,69.79,36.34,53.76,71.19,75.71,75.71,0,66.42,50.43,34.45,90.53,91.73
Kuwait,51,81.35,90.22,85.29,86.42,87.54,99.38,95.82,71.84,98.32,99.16,100,42.6,42.53,0.02,62.54,71.33,80.12,NA,75.42
Palmyra Atoll,150,81.24,64.02,75.68,80.98,86.28,73.56,NA,92,NA,NA,NA,91.23,91.23,NA,71.34,85.67,100,NA,NA
New Zealand,162,80.93,79.51,77.54,79.48,81.41,99.93,96.13,78.21,94.5,97.25,100,64.11,54.05,2.53,60.84,59.3,57.76,92.62,72.79
Sint Maarten,220,80.89,86.85,87.42,93.71,100,100,100,49.76,75.92,86.37,96.82,73.48,73.48,0,69.28,62.52,55.77,NA,75.31
Ile Europa,35,80.49,55.69,77.87,87.51,97.16,92.25,100,87.56,NA,NA,NA,66.14,66.14,NA,48.55,74.28,100,NA,NA
Azores,55,80.07,77.82,73.52,86.76,100,100,NA,66.05,100,83.76,67.52,69.34,69.34,0,70.97,74.18,77.39,82.68,NA
Mayotte,29,80.04,69.52,82.23,89.75,97.26,95.67,100,53.09,100,100,100,68.8,66.22,0.16,59.92,79.96,100,66.18,NA
Greenland,145,79.68,88.9,81.17,66.26,51.34,62.22,74.92,87.41,99.33,99.67,100,56.03,56.03,0,64.41,81.71,99.01,100,NA
Panama,129,79.23,79.6,82.68,86.3,89.91,90.57,96.18,66.33,99.21,99.6,100,42.44,38.83,0.8,67.32,77.08,86.84,100,57.8
Oman,48,78.91,92.76,83.27,82.5,81.73,95.48,99.12,68.17,100,100,100,51.45,51.38,0.01,62.82,39.86,16.91,99.79,60.07
Finland,174,78.27,86.23,89.97,74.24,58.5,62.59,74.26,70.34,100,75.44,50.88,84.4,85.74,88.31,91.08,74.81,58.55,87.19,91.86
Prince Edward Islands,90,78.26,84.76,79.16,80.37,81.58,63.68,NA,97.3,NA,NA,NA,88.9,88.9,NA,57.27,54.55,51.83,NA,NA
Antigua and Barbuda,120,78.2,100,82.03,79.65,77.27,75.05,98.82,65.09,96.76,98.38,100,54.31,54.27,0,71.34,72.5,73.66,63.83,74.39
Saba,248,78.17,84.4,85.17,92.58,100,100,100,66.83,72.43,67.4,62.37,37.18,37.18,0,68.94,76.93,84.92,NA,NA
France,179,78.09,75.45,79.1,75.02,70.94,98.72,81.89,51.11,100,79.4,58.81,62.7,64.38,66.64,74.93,87.23,99.53,67.67,100
Phoenix Islands (Kiribati),157,77.96,46.58,77.14,88.07,99,99,NA,94.69,55.13,63.16,71.19,82.19,82.19,0,67.64,83.82,100,66.14,NA
United States,163,77.33,83.77,78.79,69.4,60.01,64.8,75.4,77.1,99.66,77.17,54.69,69.03,65.73,1.08,65.9,72.98,80.06,94.41,92.57
Tuvalu,19,77.25,81.13,77.43,88.72,100,100,100,68.35,28.13,64.06,100,87.57,87.56,0,62.54,33.08,3.62,66.14,83.47
Canada,218,77.24,61.26,80.9,74.86,68.81,99.45,86.7,88.18,100,89.19,78.39,43.6,35.74,1.89,67.62,47.38,27.14,99.91,89.78
Brazil,171,76.95,79.29,76.94,80.8,84.66,96.5,99.96,58.75,94.64,67.28,39.92,47.6,39.28,0.41,64.35,82.04,99.73,88.93,76.64
Estonia,70,76.76,89.76,89.76,76.25,62.75,62.68,55.88,64.68,73.22,59.66,46.1,97.1,97.1,0,89.71,94.86,100,99.98,66.77
Qatar,190,76.73,100,85.73,88.85,91.96,98.63,98.57,71.21,38.06,45.14,52.22,66.49,66.49,0,68.63,73.84,79.06,66.14,58.47
Seychelles,31,76.53,82.48,81.69,84.53,87.36,80.9,99.96,79.14,59.74,79.87,100,61.8,61.8,0.01,60.62,56.93,53.23,99.32,40.34
Turks and Caicos Islands,111,76.53,87.15,80.73,74.4,68.06,73.8,84.34,63.86,86.41,87.4,88.39,90.28,90.28,0,70.61,63.6,56.6,66.14,74.3
Clipperton Island,107,76.4,NA,72.23,86.12,100,100,NA,83.35,NA,NA,NA,78.58,78.58,NA,67.95,33.97,0,NA,NA
Guadeloupe and Martinique,140,75.82,74.81,83.18,89.33,95.48,94.01,100,65.74,28.48,61.66,94.84,22.05,21.98,0.17,71.3,85.65,100,89.2,NA
United Kingdom,180,75.76,83.06,81.8,69.77,57.74,62.44,84.13,61.22,83.35,87.45,91.55,51.08,44.47,10.46,66.37,83.18,100,89.29,92.54
Sweden,222,75.56,96.75,89.38,70.07,50.77,61.51,61.93,60.89,100,100,100,78.75,78.52,74.34,84.81,78.77,72.73,99.9,47.27
Ile Tromelin,36,75.26,79.57,76.6,82.41,88.22,88.22,NA,85.82,NA,NA,NA,91.24,91.24,NA,48.55,24.28,0,NA,NA
American Samoa,151,75.13,47.61,76.72,87.11,97.5,99.76,100,57.3,47.8,73.45,99.09,42.11,42.11,0,63.33,66.64,69.96,78.67,98.63
Australia,16,75.01,72.32,85.4,77.3,69.21,68.84,71.18,77.56,100,93.35,86.71,47,32.57,0.18,75.44,87.72,100,94.23,NA
Liberia,97,75,75.13,78.01,88.87,99.73,98.64,99.55,46.79,100,100,100,18.36,18.36,0,69.27,55,40.73,92.67,NA
Mexico,135,74.97,84.36,78.36,86.07,93.78,91.97,93.49,64.04,100,69.99,39.98,46.91,42.53,0.6,63.31,81.65,100,80.29,55.27
Honduras,133,74.94,91.09,85.04,86.72,88.41,82.72,87.65,55.74,100,92.54,85.08,68.53,24.69,1.35,70.69,85.34,100,77.81,65.14
Sint Eustatius,249,74.66,84.4,85.95,92.98,100,100,100,53.72,72.43,67.4,62.37,37.18,37.18,0,68.94,61.63,54.32,NA,NA
Latvia,69,74.4,88.26,89.52,73.4,57.27,62.27,36.6,53.94,99.67,77.74,55.81,96.8,96.8,0,90.43,95.21,100,99.99,59.85
Spain,182,74.39,71.4,75.2,73.16,71.13,97.62,71.93,53.28,100,77.74,55.48,53.08,67.24,81.88,75.08,82.01,88.94,68.04,81.49
Bahrain,52,74.2,86.16,85.4,86.2,87,94.12,99.9,65.63,67.24,70.92,74.61,26.84,26.84,0.01,56.33,28.16,0,96.71,87.3
Sao Tome and Principe,103,74.05,86.5,76.7,88.35,100,99.4,99.4,53.39,100,100,100,48.86,48.86,0,63.34,46.43,29.52,88.54,29.62
French Polynesia,147,73.98,79.95,76.56,88.24,99.92,100,100,82.7,10.1,55.05,100,61.15,51.84,0.42,65.39,32.69,0,71.54,77.83
Western Sahara,63,73.94,78.82,78.01,77.11,76.21,100,99.97,65.64,98.48,97.27,96.06,14.05,14.05,0,71.28,35.64,0,96.97,NA
French Guiana,169,73.93,75.51,80.94,76.9,72.86,100,100,77.7,29.41,41.65,53.9,25.92,25.92,0,75.03,87.51,100,80.15,NA
Canary Islands,58,73.76,79.16,79.14,74.53,69.92,66.08,64.93,64.79,46.37,56.94,67.52,76.43,76.43,0,70.97,85.49,100,95.48,NA
Wallis and Futuna,161,73.67,63.3,78.03,89.01,100,100,NA,80.57,47.8,68.39,88.98,69.24,69.24,0,72.42,36.21,0,82.67,NA
Trinidad and Tobago,126,73.66,71.41,85.11,89.79,94.46,93.47,99.93,62.76,64.38,82.19,100,33.32,33.32,0,69.22,45.86,22.51,83.08,74.76
Norway,223,73.55,96.93,79.85,62.73,45.61,62.62,58.33,75.08,65.81,62.58,59.35,80.61,66.99,50.93,70.8,74.5,78.21,93.32,82.38
Iraq,192,73.37,66.58,83.02,90.32,97.62,96.84,95.36,44.36,35.8,67.9,100,70.51,70.51,0,64.81,32.4,0,96.06,NA
Bahamas,110,73.31,82.18,83.96,75.35,66.75,61.29,84.03,64.51,88.88,71.62,54.35,84.79,84.79,0,68.53,39.81,11.09,100,69.53
Jan Mayen,144,73.29,94.29,80.43,65.16,49.88,62.22,NA,85.16,75.43,82.49,89.55,9.16,9.16,NA,75.62,87.81,100,100,NA
Saudi Arabia,50,73.25,94.48,88.18,84.21,80.25,71.28,70.31,66.18,98.32,99.16,100,50.17,46.71,2.18,62.79,54.2,45.62,85.13,60.83
Mauritania,64,73.25,77.43,79.16,76.01,72.85,61.97,99.92,59.79,90.35,94.09,97.83,15.94,15.94,0,68.96,84.48,100,89.6,NA
Papua New Guinea,17,73.16,81.1,85,86.62,88.24,82.45,73.12,63.34,94.77,97.38,100,88.91,88.9,0,65.28,36.74,8.2,50.12,71.83
