region_name,region_id,Index,AO,SPP,BD,HAB,CP,CS,CW,ECO,LE,LIV,FIS,FP,MAR,ICO,SP,LSP,NP,TR
Global average,0,72.88,75.53,79.66,78.26,76.85,82.61,81.05,69.53,86.33,80.79,75.25,54.84,51.07,5.66,66.85,61.37,55.89,76.47,75.12
Macquarie Island,4,93.15,NA,80.17,90.08,100,100,NA,98.17,NA,NA,NA,92.9,92.9,NA,69.18,84.59,100,NA,NA
Ile Europa,35,90.43,91.08,77.69,87.43,97.16,92.25,100,87.56,NA,NA,NA,98.95,98.95,NA,51.44,75.72,100,NA,NA
Howland Island and Baker Island,158,86.67,64.28,77.34,88.26,99.18,99.18,NA,95.86,NA,NA,NA,86.76,86.76,NA,71.4,85.7,100,NA,NA
Jarvis Island,149,86.27,63.81,75.46,86.34,97.23,95.45,NA,96.76,NA,NA,NA,89.57,89.57,NA,71.4,85.7,100,NA,NA
Mayotte,29,83.06,82.8,82.04,89.65,97.26,95.67,100,54.89,100,100,100,81.8,78.39,0.12,62.09,81.04,100,65.13,NA
United Arab Emirates,54,82.86,99.11,85.4,84.02,82.64,80.98,87.55,65.08,99,99.5,100,73.89,73.23,0.07,63.52,67.78,72.03,86.67,84.72
Greenland,145,82.39,87.67,81,68.73,56.45,86.66,74.92,87.79,99.67,99.83,100,54.12,54.12,0,64.56,81.75,98.93,100,NA
New Zealand,162,82.34,79.17,77.6,79.31,81.01,99.93,96.13,83.61,100,100,100,61.89,51.1,2.36,61.85,59.82,57.79,97.38,77.01
Northern Saint-Martin,221,82.34,75.49,88,91.15,94.29,92.18,100,61.62,80.34,88.35,96.36,45.65,45.65,0,73.17,86.58,100,100,NA
Prince Edward Islands,90,82.06,85.27,79.2,80.39,81.58,63.68,NA,93.71,NA,NA,NA,89.82,89.82,NA,59.02,79.51,100,NA,NA
Juan de Nova Island,33,81.8,91.08,80.76,88.21,95.66,88.22,NA,86.08,95.29,94.34,93.4,98.95,98.95,NA,51.44,25.72,0,NA,NA
Madeira,57,81.58,85.32,76.92,82.38,87.84,NA,NA,66.61,91.27,79.83,68.4,78.28,78.28,0,72.29,86.15,100,92.49,NA
Sint Maarten,220,81.13,85.49,86.83,93.41,100,100,100,49.97,80.07,88.22,96.36,72.47,72.47,0,71.03,63.4,55.77,NA,77.17
Marshall Islands,11,81.03,100,77.97,88.37,98.77,95.73,100,69.83,38.39,56,73.61,74.24,74.24,0,67.71,53.36,39.01,88.18,84.62
Palmyra Atoll,150,80.83,63.55,75.31,80.8,86.28,73.56,NA,92,NA,NA,NA,89.38,89.38,NA,71.4,85.7,100,NA,NA
Sweden,222,80.78,96.49,89.17,73.23,57.29,61.51,61.93,61.46,100,100,100,76.73,77.44,89.38,85.01,75.91,66.81,99.82,100
Kuwait,51,80.46,88.77,84.87,86.21,87.54,99.38,95.82,71.02,100,100,100,43.04,43.02,0.01,60.41,70.27,80.12,NA,69.65
Estonia,70,80.44,91.16,89.55,77.93,66.32,62.68,55.88,64.1,100,73.81,47.62,97.15,97.15,0,89.8,94.9,100,99.96,86.85
United States,163,80.37,86.62,78.58,71.16,63.74,80.92,75.4,73.31,99.91,75.7,51.49,75.54,72.53,1.1,66.34,73.45,80.56,94.58,100
Finland,174,79.96,85.59,89.78,75.48,61.19,62.59,74.26,71.9,100,82.24,64.48,83.51,85.45,88.23,91.15,75.14,59.12,86.96,100
Tuvalu,19,79.94,81.17,77.06,88.53,100,100,100,68.93,100,100,100,86.69,86.68,0,63.77,33.69,3.62,65.09,75.31
Seychelles,31,79.63,86.92,81.42,84.39,87.36,80.9,99.96,81.29,65.65,82.82,100,73.27,73.27,0,62.29,57.76,53.23,99.44,49.54
Bassas da India,34,79.5,91.08,77.84,86.75,95.66,88.22,NA,86.3,NA,NA,NA,98.95,98.95,NA,51.44,25.72,0,NA,NA
Brazil,171,79.22,76.85,76.62,78.35,80.09,96.5,99.96,60.17,100,79.47,58.95,46.85,39.78,0.47,65.21,82.6,100,91.76,86.8
Qatar,190,78.97,100,85.24,83.69,82.14,98.63,98.57,68.02,77.8,65.21,52.61,66.61,66.61,0,66.79,72.92,79.06,65.09,70.98
Phoenix Islands (Kiribati),157,78.91,47.24,76.73,87.87,99,99,NA,97.91,64.17,68.89,73.61,81.17,81.17,0,68.26,84.13,100,65.09,NA
Panama,129,78.41,69.66,82.26,86.09,89.92,90.57,96.18,65.2,100,100,100,40.46,31.2,0.67,68.19,74.79,81.39,100,70.46
Saba,248,78.34,84.2,84.78,92.39,100,100,100,66.4,75.24,68.81,62.37,37.08,37.08,0,70.8,77.86,84.92,NA,NA
Antigua and Barbuda,120,77.8,100,81.58,79.42,77.27,75.05,98.82,64.77,83.4,91.7,100,54.46,54.43,0,72.94,73.3,73.65,63.95,76.59
Oman,48,77.64,98.36,82.9,79.66,76.43,95.48,99.12,73.41,100,100,100,54.92,54.81,0.01,61.65,39.28,16.91,97.69,38.59
Comoro Islands,28,77.5,88.45,81.68,85.53,89.39,91.7,99.98,43.13,92.21,91.38,90.54,78.59,78.59,0,64.72,76.26,87.8,69.25,50.69
Azores,55,77.5,75.84,73.1,84.4,95.71,100,NA,66.9,100,84.2,68.4,67.39,67.39,0,72.29,70.1,67.91,71.14,NA
Bahamas,110,77.07,81.36,83.34,75.77,68.2,61.29,84.03,64.44,94.62,81.12,67.61,82.42,82.39,0,70.15,69.37,68.59,100,70.95
France,179,76.96,76.04,78.67,71.67,64.68,97.94,81.89,52.21,100,79.41,58.83,62.94,60.89,57.06,75.81,87.91,100,61.65,100
New Caledonia,5,76.94,81.6,82.82,85.39,87.96,70.81,69.77,82.8,84.65,92.32,100,61.61,53.84,0.16,67.15,63.46,59.76,69.45,100
Turks and Caicos Islands,111,76.72,86.3,80.25,74.09,67.93,73.8,84.34,63.65,90.93,90.49,90.05,90.13,90.13,0,72.27,64.44,56.6,65.09,74.93
Cocos Islands,1,76.57,72.68,75.75,83.26,90.77,92.51,70.07,83.7,100,96.35,92.7,90.75,90.75,0,69.5,34.75,0,65.09,NA
Palau,8,76.57,78.45,77.85,84.92,91.99,88.64,71.68,77.94,100,81.8,63.6,78.81,78.12,0.06,62.82,81.41,100,37.39,85.35
Ile Tromelin,36,76.51,82.42,76.31,82.27,88.22,88.22,NA,85.82,NA,NA,NA,94.59,94.59,NA,51.44,25.72,0,NA,NA
Bahrain,52,76.37,88.3,84.94,85.97,87,94.12,99.9,72.61,74.7,81.28,87.87,26.69,26.69,0.01,58.49,29.25,0,98.21,87.4
Latvia,69,76.12,89.94,89.31,73.13,56.95,62.27,36.6,54.73,100,89.5,79,91.34,91.34,0,90.51,95.26,100,99.98,68.43
