region_name,region_id,Index,AO,SPP,BD,HAB,CP,CS,CW,ECO,LE,LIV,FIS,FP,MAR,ICO,SP,LSP,NP,TR
Global average,0,73.54,74.52,78.94,77.41,75.87,82.09,81.03,69.86,86.33,80.79,75.25,53.95,50.15,5.93,66.96,62.61,58.26,76.29,86.7
Macquarie Island,4,93.08,NA,80.63,90.32,100,100,NA,97.51,NA,NA,NA,92.9,92.9,NA,69.34,84.67,100,NA,NA
Howland Island and Baker Island,158,86.96,65.54,76.24,87.91,99.59,99.18,NA,95.86,NA,NA,NA,87.46,87.46,NA,71.69,85.85,100,NA,NA
Jarvis Island,149,86.78,65.66,74.19,85.95,97.72,95.45,NA,96.76,NA,NA,NA,90.99,90.99,NA,71.69,85.85,100,NA,NA
Ile Europa,35,86.21,73.38,77.17,87.17,97.16,92.25,100,87.56,NA,NA,NA,87.05,87.05,NA,52.06,76.03,100,NA,NA
United Arab Emirates,54,84.35,99.57,83.95,84.88,85.8,81.1,87.59,66.25,99,99.5,100,72.97,69.92,0.22,62.76,70.89,79.02,94.07,89.77
Clipperton Island,107,84.29,NA,70.56,85.28,100,100,NA,83.35,NA,NA,NA,68.52,68.52,NA,68.55,84.28,100,NA,NA
Oman,48,82.24,94.92,81.79,78.39,74.98,95.45,99.12,77.51,100,100,100,54.06,54.06,0.01,60.87,57.07,53.26,98.01,67.87
Greenland,145,82.22,88.45,80.5,68.78,57.05,85.16,74.92,87.79,99.67,99.83,100,53.33,53.33,0,64.68,81.73,98.77,100,NA
Sint Maarten,220,82.09,83.24,85.05,92.25,99.44,100,100,49.58,80.07,88.22,96.36,73.87,73.87,0,69.8,57.3,44.8,NA,94.34
Northern Saint-Martin,221,81.98,74.98,85.93,87.07,88.2,92.18,100,63.58,80.34,88.35,96.36,45.64,45.64,0,71.98,85.99,100,100,NA
Mayotte,29,81.94,74.69,81.46,89.33,97.2,95.68,100,60.89,100,100,100,72.77,72.28,0.24,62.7,81.35,100,63.2,NA
Prince Edward Islands,90,81.62,86.47,79.33,80.56,81.79,63.68,NA,87.66,NA,NA,NA,91.44,91.44,NA,59.76,79.88,100,NA,NA
Palmyra Atoll,150,81.47,65.6,74.19,80.45,86.72,73.56,NA,92,NA,NA,NA,91.36,91.36,NA,71.69,85.85,100,NA,NA
New Zealand,162,81.44,78.3,77.79,77.63,77.47,99.93,96.04,70.5,100,100,100,59.98,48.86,2.07,61.62,60.72,59.82,94.25,88.17
Seychelles,31,81.01,85.02,80.6,84.2,87.81,80.9,99.96,83.98,65.65,82.82,100,67.25,67.25,0,62.82,58.03,53.23,99.82,68.16
Qatar,190,80.95,100,83.76,81.16,78.56,98.63,98.57,69.94,77.8,65.21,52.61,67.78,67.78,0,65.95,72.5,79.06,63.17,92.58
New Caledonia,5,80.86,81.8,81.95,85,88.04,70.82,69.78,83.27,84.65,92.32,100,59.68,52.98,0.17,67.01,78.2,89.38,97.64,96.8
Madeira,57,80.79,85.48,75.58,75.83,76.08,NA,NA,67.68,91.27,79.83,68.4,76.26,76.26,0,72.98,86.49,100,93.95,NA
Estonia,70,80.23,90.79,88.93,72.7,56.48,62.68,55.88,63.72,100,73.81,47.62,88.64,88.64,0,89.96,94.98,100,99.92,99.21
Brazil,171,80.06,75.55,75.67,74.09,72.52,96.66,99.96,60.99,100,79.47,58.95,45.75,40.79,0.47,66.42,83.21,100,89.9,100
Sweden,222,79.85,94.88,88.56,71.62,54.68,61.51,61.93,60.12,100,100,100,69.15,69.73,77.95,85.28,78.93,72.57,99.77,100
Tuvalu,19,79.72,81.46,75.93,87.97,100,100,100,69.24,100,100,100,86.78,86.78,0,62.69,33.15,3.62,63.17,75.39
Bahamas,110,79.6,81.63,81.48,79.48,77.49,61.87,84.68,64.82,94.62,81.12,67.61,82.72,82.7,0,69.88,80.97,92.06,100,78.71
Panama,129,79.3,63.03,80.98,82.47,83.96,90.53,96.17,65.92,100,100,100,40.04,29.26,1.1,67.66,74.15,80.63,100,91.44
Saba,248,79.29,83.96,83.6,91.8,100,100,100,66.54,75.24,68.81,62.37,37.25,37.25,0,71.95,85.97,100,NA,NA
Venezuela,139,79.13,66.92,81.85,84.65,87.45,95.64,99.64,63.88,97.99,84.74,71.5,45.38,38.61,0.53,70.06,84.25,98.43,90.16,82.81
United States,163,79.01,84.57,77.95,68.88,59.81,73.39,75.37,71.94,99.91,75.7,51.49,74.49,71.38,1.13,66.93,73.61,80.28,95.24,100
Antigua and Barbuda,120,78.97,100,80.22,76.9,73.58,75.45,98.91,64.77,83.4,91.7,100,54.7,54.67,0,71.72,83.84,95.96,62.07,81.4
Phoenix Islands (Kiribati),157,78.8,48.24,75.51,87.51,99.5,99,NA,98.1,64.17,68.89,73.61,81.44,81.44,0,68.05,84.02,100,63.17,NA
Russia,73,78.02,77.94,81.03,72.47,63.91,83.15,74.98,62.13,99.33,92.78,86.22,60.25,59.94,1.44,76.28,73.63,70.99,85.68,97.51
United Kingdom,180,77.55,83.67,80.96,72.35,63.74,62.44,84.13,61.45,93.17,88.59,84,50.69,44.23,12.8,67.97,83.98,100,94.66,100
Juan de Nova Island,33,77.47,73.38,80.21,87.22,94.22,88.22,NA,86.08,95.29,94.34,93.4,87.05,87.05,NA,52.06,26.03,0,NA,NA
Sint Eustatius,249,77.45,83.96,84.46,92.23,100,100,100,54.71,75.24,68.81,62.37,37.25,37.25,0,71.95,82.67,93.38,NA,NA
Papua New Guinea,17,77.3,81.39,83.98,84.53,85.08,82.37,73.14,64.63,99,99.5,100,88.28,88.27,0,65.81,36.94,8.07,62.18,100
Sao Tome and Principe,103,77.27,86.88,75.78,87.89,100,99.6,99.6,54.51,100,100,100,48.94,48.94,0,63.47,46.5,29.52,83.35,65.4
French Polynesia,147,77.14,78.31,75.35,87.67,100,100,100,81.97,42.27,71.13,100,58.86,55,0.51,66.18,33.09,0,69.15,95.08
Palau,8,77.09,70.34,76.96,84.7,92.44,88.66,71.71,78.77,100,81.8,63.6,80.63,80.33,0.05,63.03,81.51,100,33.07,100
Kuwait,51,77,85.82,83.6,85.43,87.26,99.38,95.82,70.04,100,100,100,42.77,42.62,0.01,61.57,64.28,66.99,NA,49.64
Latvia,69,76.99,88.04,88.66,70.42,52.19,62.27,36.6,55.15,100,89.5,79,80.64,80.64,0,90.67,95.34,100,99.94,92.02
Tanzania,202,76.93,96.06,84.42,82,79.57,65.69,81.07,45.22,100,100,100,62.32,55.88,3.94,66.73,83.36,100,78.97,81.01
Turks and Caicos Islands,111,76.91,88.52,78.79,74.48,70.17,74.35,84.65,63.63,90.93,90.49,90.05,90.13,90.13,0,71.93,64.26,56.6,63.17,75.44
Spain,182,76.69,69.53,73.1,70.74,68.39,97.62,71.93,53.02,100,77.21,54.42,50.3,67.73,82.58,77.07,88.53,100,70.55,100
France,179,76.57,74.5,77.38,73.86,70.34,98.57,81.89,50.19,100,79.41,58.83,60.86,57.39,51.36,76.47,88.24,100,61.66,100
Azores,55,76.55,74.72,71.86,82.78,93.7,100,NA,68.07,100,84.2,68.4,66.07,66.07,0,72.98,67.63,62.29,68.9,NA
Solomon Islands,7,76.47,80.87,81.61,82.41,83.21,78.46,75.58,68.68,100,100,100,86.89,86.85,0.03,61.34,34.09,6.85,80.93,76.84
Heard and McDonald Islands,94,76.47,47.07,82.58,91.29,100,NA,NA,99.43,NA,NA,NA,57.94,57.94,NA,68.24,84.12,100,78.96,NA
