ccamlr_id,sp_id
481,248100
482,248200
483,248300
484,248400
485,248500
486,248600
5841,258410
5842,258420
58431,258431
58432,258432
58441,258441
58442,258442
5851,258510
5852,258520
586,258600
587,258700
881,288100
882,288200
883,288300
