"sp_id","species","year","score"
"248100","KRI",2008,0.460378127688172
"248200","KRI",2008,0.460378127688172
"248300","KRI",2008,0.460378127688172
"248100","KRI",2009,0.419120391129032
"248200","KRI",2009,0.419120391129032
"248300","KRI",2009,0.419120391129032
"248100","KRI",2010,0.534910729569892
"248200","KRI",2010,0.534910729569892
"248300","KRI",2010,0.534910729569892
"248100","KRI",2011,0.493293696236559
"248200","KRI",2011,0.493293696236559
"248300","KRI",2011,0.493293696236559
"248100","KRI",2012,0.466511619623656
"248200","KRI",2012,0.466511619623656
"248300","KRI",2012,0.466511619623656
"248100","KRI",2013,0.542146956975806
"248200","KRI",2013,0.542146956975806
"248300","KRI",2013,0.542146956975806
"248100","KRI",2014,0.644911947674731
"248200","KRI",2014,0.644911947674731
"248300","KRI",2014,0.644911947674731
