"sp_id","sciname","popn_trend"
258600,"Arctocephalus gazella, Arctocephalus tropicalis","Increasing"
258510,"Arctocephalus gazella, Arctocephalus tropicalis","Increasing"
258700,"Arctocephalus gazella, Arctocephalus tropicalis","Increasing"
258520,"Arctocephalus gazella, Arctocephalus tropicalis","Increasing"
248600,"Arctocephalus gazella, Arctocephalus tropicalis","Increasing"
258441,"Arctocephalus gazella, Arctocephalus tropicalis","Increasing"
258442,"Arctocephalus gazella, Arctocephalus tropicalis","Increasing"
248400,"Arctocephalus gazella, Arctocephalus tropicalis","Increasing"
248300,"Arctocephalus gazella, Arctocephalus tropicalis","Increasing"
258432,"Arctocephalus gazella, Arctocephalus tropicalis","Increasing"
258410,"Arctocephalus gazella, Arctocephalus tropicalis","Increasing"
258431,"Arctocephalus gazella, Arctocephalus tropicalis","Increasing"
248200,"Arctocephalus gazella, Arctocephalus tropicalis","Increasing"
248100,"Arctocephalus gazella, Arctocephalus tropicalis","Increasing"
288100,"Arctocephalus gazella, Arctocephalus tropicalis","Increasing"
258420,"Arctocephalus gazella, Arctocephalus tropicalis","Increasing"
248500,"Arctocephalus gazella, Arctocephalus tropicalis","Increasing"
258700,"Balaenoptera acutorostrata","Stable"
258600,"Balaenoptera acutorostrata","Stable"
258510,"Balaenoptera acutorostrata","Stable"
258520,"Balaenoptera acutorostrata","Stable"
248300,"Balaenoptera acutorostrata","Stable"
248400,"Balaenoptera acutorostrata","Stable"
248600,"Balaenoptera acutorostrata","Stable"
258441,"Balaenoptera acutorostrata","Stable"
258442,"Balaenoptera acutorostrata","Stable"
258432,"Balaenoptera acutorostrata","Stable"
258410,"Balaenoptera acutorostrata","Stable"
258431,"Balaenoptera acutorostrata","Stable"
248200,"Balaenoptera acutorostrata","Stable"
288100,"Balaenoptera acutorostrata","Stable"
288200,"Balaenoptera acutorostrata","Stable"
288300,"Balaenoptera acutorostrata","Stable"
248100,"Balaenoptera acutorostrata","Stable"
258420,"Balaenoptera acutorostrata","Stable"
248500,"Balaenoptera acutorostrata","Stable"
258700,"Balaenoptera borealis","Unknown"
258600,"Balaenoptera borealis","Unknown"
258510,"Balaenoptera borealis","Unknown"
258520,"Balaenoptera borealis","Unknown"
248300,"Balaenoptera borealis","Unknown"
248400,"Balaenoptera borealis","Unknown"
248600,"Balaenoptera borealis","Unknown"
258441,"Balaenoptera borealis","Unknown"
258442,"Balaenoptera borealis","Unknown"
258432,"Balaenoptera borealis","Unknown"
258410,"Balaenoptera borealis","Unknown"
258431,"Balaenoptera borealis","Unknown"
248200,"Balaenoptera borealis","Unknown"
288100,"Balaenoptera borealis","Unknown"
288200,"Balaenoptera borealis","Unknown"
288300,"Balaenoptera borealis","Unknown"
248100,"Balaenoptera borealis","Unknown"
248500,"Balaenoptera borealis","Unknown"
258700,"Balaenoptera musculus","Increasing"
258600,"Balaenoptera musculus","Increasing"
258510,"Balaenoptera musculus","Increasing"
258520,"Balaenoptera musculus","Increasing"
248300,"Balaenoptera musculus","Increasing"
248400,"Balaenoptera musculus","Increasing"
248600,"Balaenoptera musculus","Increasing"
258441,"Balaenoptera musculus","Increasing"
258442,"Balaenoptera musculus","Increasing"
258432,"Balaenoptera musculus","Increasing"
258410,"Balaenoptera musculus","Increasing"
258431,"Balaenoptera musculus","Increasing"
248200,"Balaenoptera musculus","Increasing"
288100,"Balaenoptera musculus","Increasing"
288200,"Balaenoptera musculus","Increasing"
288300,"Balaenoptera musculus","Increasing"
248100,"Balaenoptera musculus","Increasing"
258420,"Balaenoptera musculus","Increasing"
248500,"Balaenoptera musculus","Increasing"
258700,"Balaenoptera physalus","Unknown"
258600,"Balaenoptera physalus","Unknown"
258510,"Balaenoptera physalus","Unknown"
258520,"Balaenoptera physalus","Unknown"
248300,"Balaenoptera physalus","Unknown"
248400,"Balaenoptera physalus","Unknown"
248600,"Balaenoptera physalus","Unknown"
258441,"Balaenoptera physalus","Unknown"
258442,"Balaenoptera physalus","Unknown"
258432,"Balaenoptera physalus","Unknown"
258410,"Balaenoptera physalus","Unknown"
258431,"Balaenoptera physalus","Unknown"
248200,"Balaenoptera physalus","Unknown"
288100,"Balaenoptera physalus","Unknown"
288200,"Balaenoptera physalus","Unknown"
288300,"Balaenoptera physalus","Unknown"
248100,"Balaenoptera physalus","Unknown"
258420,"Balaenoptera physalus","Unknown"
248500,"Balaenoptera physalus","Unknown"
258700,"Eubalaena australis","Increasing"
258600,"Eubalaena australis","Increasing"
258510,"Eubalaena australis","Increasing"
258520,"Eubalaena australis","Increasing"
248300,"Eubalaena australis","Increasing"
248400,"Eubalaena australis","Increasing"
248600,"Eubalaena australis","Increasing"
258441,"Eubalaena australis","Increasing"
258442,"Eubalaena australis","Increasing"
258432,"Eubalaena australis","Increasing"
258410,"Eubalaena australis","Increasing"
258431,"Eubalaena australis","Increasing"
248200,"Eubalaena australis","Increasing"
288100,"Eubalaena australis","Increasing"
288200,"Eubalaena australis","Increasing"
288300,"Eubalaena australis","Increasing"
248100,"Eubalaena australis","Increasing"
258420,"Eubalaena australis","Increasing"
248500,"Eubalaena australis","Increasing"
248600,"Hydrurga leptonyx","Unknown"
248300,"Hydrurga leptonyx","Unknown"
258432,"Hydrurga leptonyx","Unknown"
248200,"Hydrurga leptonyx","Unknown"
258410,"Hydrurga leptonyx","Unknown"
248400,"Hydrurga leptonyx","Unknown"
258441,"Hydrurga leptonyx","Unknown"
258442,"Hydrurga leptonyx","Unknown"
258431,"Hydrurga leptonyx","Unknown"
248100,"Hydrurga leptonyx","Unknown"
288200,"Hydrurga leptonyx","Unknown"
288300,"Hydrurga leptonyx","Unknown"
258420,"Hydrurga leptonyx","Unknown"
288100,"Hydrurga leptonyx","Unknown"
248500,"Hydrurga leptonyx","Unknown"
258700,"Hyperoodon planifrons","Unknown"
258600,"Hyperoodon planifrons","Unknown"
258510,"Hyperoodon planifrons","Unknown"
258520,"Hyperoodon planifrons","Unknown"
248300,"Hyperoodon planifrons","Unknown"
248400,"Hyperoodon planifrons","Unknown"
248600,"Hyperoodon planifrons","Unknown"
258441,"Hyperoodon planifrons","Unknown"
258442,"Hyperoodon planifrons","Unknown"
258432,"Hyperoodon planifrons","Unknown"
258410,"Hyperoodon planifrons","Unknown"
258431,"Hyperoodon planifrons","Unknown"
248200,"Hyperoodon planifrons","Unknown"
288100,"Hyperoodon planifrons","Unknown"
288200,"Hyperoodon planifrons","Unknown"
288300,"Hyperoodon planifrons","Unknown"
248100,"Hyperoodon planifrons","Unknown"
258420,"Hyperoodon planifrons","Unknown"
248500,"Hyperoodon planifrons","Unknown"
258700,"Lagenorhynchus cruciger","Unknown"
258600,"Lagenorhynchus cruciger","Unknown"
258510,"Lagenorhynchus cruciger","Unknown"
258520,"Lagenorhynchus cruciger","Unknown"
