"sp_id","sciname","category"
258600,"Arctocephalus gazella, Arctocephalus tropicalis","LC"
258510,"Arctocephalus gazella, Arctocephalus tropicalis","LC"
258700,"Arctocephalus gazella, Arctocephalus tropicalis","LC"
258520,"Arctocephalus gazella, Arctocephalus tropicalis","LC"
248600,"Arctocephalus gazella, Arctocephalus tropicalis","LC"
258441,"Arctocephalus gazella, Arctocephalus tropicalis","LC"
258442,"Arctocephalus gazella, Arctocephalus tropicalis","LC"
248400,"Arctocephalus gazella, Arctocephalus tropicalis","LC"
248300,"Arctocephalus gazella, Arctocephalus tropicalis","LC"
258432,"Arctocephalus gazella, Arctocephalus tropicalis","LC"
258410,"Arctocephalus gazella, Arctocephalus tropicalis","LC"
258431,"Arctocephalus gazella, Arctocephalus tropicalis","LC"
248200,"Arctocephalus gazella, Arctocephalus tropicalis","LC"
248100,"Arctocephalus gazella, Arctocephalus tropicalis","LC"
288100,"Arctocephalus gazella, Arctocephalus tropicalis","LC"
258420,"Arctocephalus gazella, Arctocephalus tropicalis","LC"
248500,"Arctocephalus gazella, Arctocephalus tropicalis","LC"
258700,"Balaenoptera acutorostrata","LC"
258600,"Balaenoptera acutorostrata","LC"
258510,"Balaenoptera acutorostrata","LC"
258520,"Balaenoptera acutorostrata","LC"
248300,"Balaenoptera acutorostrata","LC"
248400,"Balaenoptera acutorostrata","LC"
248600,"Balaenoptera acutorostrata","LC"
258441,"Balaenoptera acutorostrata","LC"
258442,"Balaenoptera acutorostrata","LC"
258432,"Balaenoptera acutorostrata","LC"
258410,"Balaenoptera acutorostrata","LC"
258431,"Balaenoptera acutorostrata","LC"
248200,"Balaenoptera acutorostrata","LC"
288100,"Balaenoptera acutorostrata","LC"
288200,"Balaenoptera acutorostrata","LC"
288300,"Balaenoptera acutorostrata","LC"
248100,"Balaenoptera acutorostrata","LC"
258420,"Balaenoptera acutorostrata","LC"
248500,"Balaenoptera acutorostrata","LC"
258700,"Balaenoptera borealis","EN"
258600,"Balaenoptera borealis","EN"
258510,"Balaenoptera borealis","EN"
258520,"Balaenoptera borealis","EN"
248300,"Balaenoptera borealis","EN"
248400,"Balaenoptera borealis","EN"
248600,"Balaenoptera borealis","EN"
258441,"Balaenoptera borealis","EN"
258442,"Balaenoptera borealis","EN"
258432,"Balaenoptera borealis","EN"
258410,"Balaenoptera borealis","EN"
258431,"Balaenoptera borealis","EN"
248200,"Balaenoptera borealis","EN"
288100,"Balaenoptera borealis","EN"
288200,"Balaenoptera borealis","EN"
288300,"Balaenoptera borealis","EN"
248100,"Balaenoptera borealis","EN"
248500,"Balaenoptera borealis","EN"
258700,"Balaenoptera musculus","EN"
258600,"Balaenoptera musculus","EN"
258510,"Balaenoptera musculus","EN"
258520,"Balaenoptera musculus","EN"
248300,"Balaenoptera musculus","EN"
248400,"Balaenoptera musculus","EN"
248600,"Balaenoptera musculus","EN"
258441,"Balaenoptera musculus","EN"
258442,"Balaenoptera musculus","EN"
258432,"Balaenoptera musculus","EN"
258410,"Balaenoptera musculus","EN"
258431,"Balaenoptera musculus","EN"
248200,"Balaenoptera musculus","EN"
288100,"Balaenoptera musculus","EN"
288200,"Balaenoptera musculus","EN"
288300,"Balaenoptera musculus","EN"
248100,"Balaenoptera musculus","EN"
258420,"Balaenoptera musculus","EN"
248500,"Balaenoptera musculus","EN"
258700,"Balaenoptera physalus","EN"
258600,"Balaenoptera physalus","EN"
258510,"Balaenoptera physalus","EN"
258520,"Balaenoptera physalus","EN"
248300,"Balaenoptera physalus","EN"
248400,"Balaenoptera physalus","EN"
248600,"Balaenoptera physalus","EN"
258441,"Balaenoptera physalus","EN"
258442,"Balaenoptera physalus","EN"
258432,"Balaenoptera physalus","EN"
258410,"Balaenoptera physalus","EN"
258431,"Balaenoptera physalus","EN"
248200,"Balaenoptera physalus","EN"
288100,"Balaenoptera physalus","EN"
288200,"Balaenoptera physalus","EN"
288300,"Balaenoptera physalus","EN"
248100,"Balaenoptera physalus","EN"
258420,"Balaenoptera physalus","EN"
248500,"Balaenoptera physalus","EN"
258700,"Eubalaena australis","LC"
258600,"Eubalaena australis","LC"
258510,"Eubalaena australis","LC"
258520,"Eubalaena australis","LC"
248300,"Eubalaena australis","LC"
248400,"Eubalaena australis","LC"
248600,"Eubalaena australis","LC"
258441,"Eubalaena australis","LC"
258442,"Eubalaena australis","LC"
258432,"Eubalaena australis","LC"
258410,"Eubalaena australis","LC"
258431,"Eubalaena australis","LC"
248200,"Eubalaena australis","LC"
288100,"Eubalaena australis","LC"
288200,"Eubalaena australis","LC"
288300,"Eubalaena australis","LC"
248100,"Eubalaena australis","LC"
258420,"Eubalaena australis","LC"
248500,"Eubalaena australis","LC"
248600,"Hydrurga leptonyx","LC"
248300,"Hydrurga leptonyx","LC"
258432,"Hydrurga leptonyx","LC"
248200,"Hydrurga leptonyx","LC"
258410,"Hydrurga leptonyx","LC"
248400,"Hydrurga leptonyx","LC"
258441,"Hydrurga leptonyx","LC"
258442,"Hydrurga leptonyx","LC"
258431,"Hydrurga leptonyx","LC"
248100,"Hydrurga leptonyx","LC"
288200,"Hydrurga leptonyx","LC"
288300,"Hydrurga leptonyx","LC"
258420,"Hydrurga leptonyx","LC"
288100,"Hydrurga leptonyx","LC"
248500,"Hydrurga leptonyx","LC"
258700,"Hyperoodon planifrons","LC"
258600,"Hyperoodon planifrons","LC"
258510,"Hyperoodon planifrons","LC"
258520,"Hyperoodon planifrons","LC"
248300,"Hyperoodon planifrons","LC"
248400,"Hyperoodon planifrons","LC"
248600,"Hyperoodon planifrons","LC"
258441,"Hyperoodon planifrons","LC"
258442,"Hyperoodon planifrons","LC"
258432,"Hyperoodon planifrons","LC"
258410,"Hyperoodon planifrons","LC"
258431,"Hyperoodon planifrons","LC"
248200,"Hyperoodon planifrons","LC"
288100,"Hyperoodon planifrons","LC"
288200,"Hyperoodon planifrons","LC"
288300,"Hyperoodon planifrons","LC"
248100,"Hyperoodon planifrons","LC"
258420,"Hyperoodon planifrons","LC"
248500,"Hyperoodon planifrons","LC"
258700,"Lagenorhynchus cruciger","LC"
258600,"Lagenorhynchus cruciger","LC"
258510,"Lagenorhynchus cruciger","LC"
258520,"Lagenorhynchus cruciger","LC"
248300,"Lagenorhynchus cruciger","LC"
248400,"Lagenorhynchus cruciger","LC"
248600,"Lagenorhynchus cruciger","LC"
258441,"Lagenorhynchus cruciger","LC"
258442,"Lagenorhynchus cruciger","LC"
258432,"Lagenorhynchus cruciger","LC"
258410,"Lagenorhynchus cruciger","LC"
258431,"Lagenorhynchus cruciger","LC"
248200,"Lagenorhynchus cruciger","LC"
288100,"Lagenorhynchus cruciger","LC"
288200,"Lagenorhynchus cruciger","LC"
288300,"Lagenorhynchus cruciger","LC"
248100,"Lagenorhynchus cruciger","LC"
258420,"Lagenorhynchus cruciger","LC"
248600,"Leptonychotes weddellii","LC"
248300,"Leptonychotes weddellii","LC"
258432,"Leptonychotes weddellii","LC"
248200,"Leptonychotes weddellii","LC"
258410,"Leptonychotes weddellii","LC"
248400,"Leptonychotes weddellii","LC"
258441,"Leptonychotes weddellii","LC"
258442,"Leptonychotes weddellii","LC"
258431,"Leptonychotes weddellii","LC"
248100,"Leptonychotes weddellii","LC"
288200,"Leptonychotes weddellii","LC"
288300,"Leptonychotes weddellii","LC"
258420,"Leptonychotes weddellii","LC"
288100,"Leptonychotes weddellii","LC"
248500,"Leptonychotes weddellii","LC"
248600,"Lobodon carcinophaga, Lobodon carcinophagus","LC"
258432,"Lobodon carcinophaga, Lobodon carcinophagus","LC"
258410,"Lobodon carcinophaga, Lobodon carcinophagus","LC"
248400,"Lobodon carcinophaga, Lobodon carcinophagus","LC"
258441,"Lobodon carcinophaga, Lobodon carcinophagus","LC"
258442,"Lobodon carcinophaga, Lobodon carcinophagus","LC"
258431,"Lobodon carcinophaga, Lobodon carcinophagus","LC"
248200,"Lobodon carcinophaga, Lobodon carcinophagus","LC"
248100,"Lobodon carcinophaga, Lobodon carcinophagus","LC"
288200,"Lobodon carcinophaga, Lobodon carcinophagus","LC"
288300,"Lobodon carcinophaga, Lobodon carcinophagus","LC"
258420,"Lobodon carcinophaga, Lobodon carcinophagus","LC"
288100,"Lobodon carcinophaga, Lobodon carcinophagus","LC"
248500,"Lobodon carcinophaga, Lobodon carcinophagus","LC"
258700,"Megaptera novaeangliae","LC"
258600,"Megaptera novaeangliae","LC"
258510,"Megaptera novaeangliae","LC"
258520,"Megaptera novaeangliae","LC"
248300,"Megaptera novaeangliae","LC"
248400,"Megaptera novaeangliae","LC"
248600,"Megaptera novaeangliae","LC"
258441,"Megaptera novaeangliae","LC"
258442,"Megaptera novaeangliae","LC"
258432,"Megaptera novaeangliae","LC"
258410,"Megaptera novaeangliae","LC"
258431,"Megaptera novaeangliae","LC"
248200,"Megaptera novaeangliae","LC"
288100,"Megaptera novaeangliae","LC"
288200,"Megaptera novaeangliae","LC"
288300,"Megaptera novaeangliae","LC"
248100,"Megaptera novaeangliae","LC"
258420,"Megaptera novaeangliae","LC"
248500,"Megaptera novaeangliae","LC"
258700,"Mirounga leonina","LC"
258600,"Mirounga leonina","LC"
258510,"Mirounga leonina","LC"
258520,"Mirounga leonina","LC"
248300,"Mirounga leonina","LC"
248400,"Mirounga leonina","LC"
248600,"Mirounga leonina","LC"
258441,"Mirounga leonina","LC"
258442,"Mirounga leonina","LC"
258432,"Mirounga leonina","LC"
258410,"Mirounga leonina","LC"
258431,"Mirounga leonina","LC"
248200,"Mirounga leonina","LC"
288100,"Mirounga leonina","LC"
288200,"Mirounga leonina","LC"
288300,"Mirounga leonina","LC"
248100,"Mirounga leonina","LC"
258420,"Mirounga leonina","LC"
248500,"Mirounga leonina","LC"
248600,"Ommatophoca rossii","LC"
258432,"Ommatophoca rossii","LC"
258410,"Ommatophoca rossii","LC"
248400,"Ommatophoca rossii","LC"
258441,"Ommatophoca rossii","LC"
258442,"Ommatophoca rossii","LC"
258431,"Ommatophoca rossii","LC"
248200,"Ommatophoca rossii","LC"
248100,"Ommatophoca rossii","LC"
288200,"Ommatophoca rossii","LC"
288300,"Ommatophoca rossii","LC"
258420,"Ommatophoca rossii","LC"
288100,"Ommatophoca rossii","LC"
248500,"Ommatophoca rossii","LC"
248300,"Tursiops truncatus, Tursiops gephyreus, Tursiops nuuanu","LC"
258700,"Ziphius cavirostris","LC"
248300,"Ziphius cavirostris","LC"
248400,"Ziphius cavirostris","LC"
258700,"Physeter macrocephalus","VU"
258600,"Physeter macrocephalus","VU"
258510,"Physeter macrocephalus","VU"
258520,"Physeter macrocephalus","VU"
248300,"Physeter macrocephalus","VU"
248400,"Physeter macrocephalus","VU"
248600,"Physeter macrocephalus","VU"
258441,"Physeter macrocephalus","VU"
258442,"Physeter macrocephalus","VU"
258432,"Physeter macrocephalus","VU"
258410,"Physeter macrocephalus","VU"
258431,"Physeter macrocephalus","VU"
248200,"Physeter macrocephalus","VU"
288100,"Physeter macrocephalus","VU"
288200,"Physeter macrocephalus","VU"
288300,"Physeter macrocephalus","VU"
248100,"Physeter macrocephalus","VU"
258420,"Physeter macrocephalus","VU"
248500,"Physeter macrocephalus","VU"
248300,"Chionis albus","LC"
248200,"Chionis albus","LC"
248100,"Chionis albus","LC"
258441,"Stercorarius maccormicki, Catharacta maccormicki","LC"
248200,"Stercorarius maccormicki, Catharacta maccormicki","LC"
248600,"Stercorarius maccormicki, Catharacta maccormicki","LC"
258442,"Stercorarius maccormicki, Catharacta maccormicki","LC"
258431,"Stercorarius maccormicki, Catharacta maccormicki","LC"
258432,"Stercorarius maccormicki, Catharacta maccormicki","LC"
258410,"Stercorarius maccormicki, Catharacta maccormicki","LC"
248400,"Stercorarius maccormicki, Catharacta maccormicki","LC"
288300,"Stercorarius maccormicki, Catharacta maccormicki","LC"
248100,"Stercorarius maccormicki, Catharacta maccormicki","LC"
288100,"Stercorarius maccormicki, Catharacta maccormicki","LC"
288200,"Stercorarius maccormicki, Catharacta maccormicki","LC"
258420,"Stercorarius maccormicki, Catharacta maccormicki","LC"
258600,"Aptenodytes patagonicus","LC"
258510,"Aptenodytes patagonicus","LC"
258700,"Aptenodytes patagonicus","LC"
258520,"Aptenodytes patagonicus","LC"
248300,"Aptenodytes patagonicus","LC"
258441,"Aptenodytes patagonicus","LC"
258442,"Aptenodytes patagonicus","LC"
248400,"Aptenodytes patagonicus","LC"
248600,"Aptenodytes patagonicus","LC"
258432,"Aptenodytes patagonicus","LC"
258410,"Aptenodytes patagonicus","LC"
258431,"Aptenodytes patagonicus","LC"
248200,"Aptenodytes patagonicus","LC"
248100,"Aptenodytes patagonicus","LC"
288100,"Aptenodytes patagonicus","LC"
248500,"Aptenodytes patagonicus","LC"
248200,"Aptenodytes forsteri","NT"
248600,"Aptenodytes forsteri","NT"
258441,"Aptenodytes forsteri","NT"
248100,"Aptenodytes forsteri","NT"
258442,"Aptenodytes forsteri","NT"
258410,"Aptenodytes forsteri","NT"
288100,"Aptenodytes forsteri","NT"
258420,"Aptenodytes forsteri","NT"
258432,"Aptenodytes forsteri","NT"
288300,"Aptenodytes forsteri","NT"
248400,"Aptenodytes forsteri","NT"
248500,"Aptenodytes forsteri","NT"
288200,"Aptenodytes forsteri","NT"
258600,"Pygoscelis papua","NT"
258510,"Pygoscelis papua","NT"
258700,"Pygoscelis papua","NT"
258520,"Pygoscelis papua","NT"
248300,"Pygoscelis papua","NT"
248600,"Pygoscelis papua","NT"
258441,"Pygoscelis papua","NT"
258442,"Pygoscelis papua","NT"
248400,"Pygoscelis papua","NT"
258432,"Pygoscelis papua","NT"
258410,"Pygoscelis papua","NT"
258431,"Pygoscelis papua","NT"
248200,"Pygoscelis papua","NT"
288100,"Pygoscelis papua","NT"
288200,"Pygoscelis papua","NT"
288300,"Pygoscelis papua","NT"
248100,"Pygoscelis papua","NT"
258420,"Pygoscelis papua","NT"
248500,"Pygoscelis papua","NT"
248600,"Pygoscelis adeliae","NT"
248200,"Pygoscelis adeliae","NT"
258442,"Pygoscelis adeliae","NT"
258431,"Pygoscelis adeliae","NT"
248400,"Pygoscelis adeliae","NT"
258410,"Pygoscelis adeliae","NT"
248100,"Pygoscelis adeliae","NT"
258441,"Pygoscelis adeliae","NT"
258432,"Pygoscelis adeliae","NT"
288100,"Pygoscelis adeliae","NT"
258420,"Pygoscelis adeliae","NT"
288300,"Pygoscelis adeliae","NT"
248500,"Pygoscelis adeliae","NT"
288200,"Pygoscelis adeliae","NT"
258700,"Pygoscelis antarcticus","LC"
248300,"Pygoscelis antarcticus","LC"
248400,"Pygoscelis antarcticus","LC"
248600,"Pygoscelis antarcticus","LC"
258441,"Pygoscelis antarcticus","LC"
258442,"Pygoscelis antarcticus","LC"
258510,"Pygoscelis antarcticus","LC"
258520,"Pygoscelis antarcticus","LC"
258432,"Pygoscelis antarcticus","LC"
258410,"Pygoscelis antarcticus","LC"
258431,"Pygoscelis antarcticus","LC"
248200,"Pygoscelis antarcticus","LC"
288100,"Pygoscelis antarcticus","LC"
288200,"Pygoscelis antarcticus","LC"
288300,"Pygoscelis antarcticus","LC"
248100,"Pygoscelis antarcticus","LC"
258420,"Pygoscelis antarcticus","LC"
248500,"Pygoscelis antarcticus","LC"
258700,"Eudyptes chrysolophus","VU"
258600,"Eudyptes chrysolophus","VU"
258510,"Eudyptes chrysolophus","VU"
258520,"Eudyptes chrysolophus","VU"
248300,"Eudyptes chrysolophus","VU"
248400,"Eudyptes chrysolophus","VU"
248600,"Eudyptes chrysolophus","VU"
258441,"Eudyptes chrysolophus","VU"
258442,"Eudyptes chrysolophus","VU"
258431,"Eudyptes chrysolophus","VU"
258432,"Eudyptes chrysolophus","VU"
248200,"Eudyptes chrysolophus","VU"
288300,"Eudyptes chrysolophus","VU"
248100,"Eudyptes chrysolophus","VU"
248500,"Eudyptes chrysolophus","VU"
258700,"Macronectes giganteus","LC"
258600,"Macronectes giganteus","LC"
258510,"Macronectes giganteus","LC"
258520,"Macronectes giganteus","LC"
248300,"Macronectes giganteus","LC"
248400,"Macronectes giganteus","LC"
248600,"Macronectes giganteus","LC"
258441,"Macronectes giganteus","LC"
258442,"Macronectes giganteus","LC"
258432,"Macronectes giganteus","LC"
258410,"Macronectes giganteus","LC"
258431,"Macronectes giganteus","LC"
248200,"Macronectes giganteus","LC"
288100,"Macronectes giganteus","LC"
288200,"Macronectes giganteus","LC"
288300,"Macronectes giganteus","LC"
248100,"Macronectes giganteus","LC"
258420,"Macronectes giganteus","LC"
248500,"Macronectes giganteus","LC"
258700,"Daption capense","LC"
258600,"Daption capense","LC"
258510,"Daption capense","LC"
258520,"Daption capense","LC"
248300,"Daption capense","LC"
248400,"Daption capense","LC"
248600,"Daption capense","LC"
258441,"Daption capense","LC"
258442,"Daption capense","LC"
258432,"Daption capense","LC"
258410,"Daption capense","LC"
258431,"Daption capense","LC"
248200,"Daption capense","LC"
288100,"Daption capense","LC"
288200,"Daption capense","LC"
288300,"Daption capense","LC"
248100,"Daption capense","LC"
258420,"Daption capense","LC"
248500,"Daption capense","LC"
258700,"Diomedea exulans","VU"
258600,"Diomedea exulans","VU"
258510,"Diomedea exulans","VU"
258520,"Diomedea exulans","VU"
248300,"Diomedea exulans","VU"
248400,"Diomedea exulans","VU"
248600,"Diomedea exulans","VU"
258441,"Diomedea exulans","VU"
258442,"Diomedea exulans","VU"
258432,"Diomedea exulans","VU"
258410,"Diomedea exulans","VU"
258431,"Diomedea exulans","VU"
248200,"Diomedea exulans","VU"
288100,"Diomedea exulans","VU"
288200,"Diomedea exulans","VU"
288300,"Diomedea exulans","VU"
248100,"Diomedea exulans","VU"
258700,"Thalassarche melanophris, Thalassarche melanophris melanophris, Thalassarche melanophrys","NT"
258600,"Thalassarche melanophris, Thalassarche melanophris melanophris, Thalassarche melanophrys","NT"
258510,"Thalassarche melanophris, Thalassarche melanophris melanophris, Thalassarche melanophrys","NT"
258520,"Thalassarche melanophris, Thalassarche melanophris melanophris, Thalassarche melanophrys","NT"
248300,"Thalassarche melanophris, Thalassarche melanophris melanophris, Thalassarche melanophrys","NT"
248400,"Thalassarche melanophris, Thalassarche melanophris melanophris, Thalassarche melanophrys","NT"
248600,"Thalassarche melanophris, Thalassarche melanophris melanophris, Thalassarche melanophrys","NT"
258441,"Thalassarche melanophris, Thalassarche melanophris melanophris, Thalassarche melanophrys","NT"
258442,"Thalassarche melanophris, Thalassarche melanophris melanophris, Thalassarche melanophrys","NT"
258432,"Thalassarche melanophris, Thalassarche melanophris melanophris, Thalassarche melanophrys","NT"
258410,"Thalassarche melanophris, Thalassarche melanophris melanophris, Thalassarche melanophrys","NT"
258431,"Thalassarche melanophris, Thalassarche melanophris melanophris, Thalassarche melanophrys","NT"
248200,"Thalassarche melanophris, Thalassarche melanophris melanophris, Thalassarche melanophrys","NT"
288100,"Thalassarche melanophris, Thalassarche melanophris melanophris, Thalassarche melanophrys","NT"
288200,"Thalassarche melanophris, Thalassarche melanophris melanophris, Thalassarche melanophrys","NT"
288300,"Thalassarche melanophris, Thalassarche melanophris melanophris, Thalassarche melanophrys","NT"
248100,"Thalassarche melanophris, Thalassarche melanophris melanophris, Thalassarche melanophrys","NT"
258420,"Thalassarche melanophris, Thalassarche melanophris melanophris, Thalassarche melanophrys","NT"
258700,"Oceanites oceanicus","LC"
258600,"Oceanites oceanicus","LC"
258510,"Oceanites oceanicus","LC"
258520,"Oceanites oceanicus","LC"
248300,"Oceanites oceanicus","LC"
248400,"Oceanites oceanicus","LC"
248600,"Oceanites oceanicus","LC"
258441,"Oceanites oceanicus","LC"
258442,"Oceanites oceanicus","LC"
258432,"Oceanites oceanicus","LC"
258410,"Oceanites oceanicus","LC"
258431,"Oceanites oceanicus","LC"
248200,"Oceanites oceanicus","LC"
288100,"Oceanites oceanicus","LC"
288200,"Oceanites oceanicus","LC"
288300,"Oceanites oceanicus","LC"
248100,"Oceanites oceanicus","LC"
258420,"Oceanites oceanicus","LC"
248500,"Oceanites oceanicus","LC"
248200,"Phalacrocorax atriceps","LC"
248100,"Phalacrocorax atriceps","LC"
248500,"Phalacrocorax atriceps","LC"
258700,"Catharacta antarctica, Catharacta lonnbergi, Stercorarius lonnbergi","LC"
258600,"Catharacta antarctica, Catharacta lonnbergi, Stercorarius lonnbergi","LC"
258510,"Catharacta antarctica, Catharacta lonnbergi, Stercorarius lonnbergi","LC"
258520,"Catharacta antarctica, Catharacta lonnbergi, Stercorarius lonnbergi","LC"
